smr_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,prefix,ProbabilityWeight-meoh_capacity,ProbabilityWeight,ProbabilityWeight-htse_capacity,ProbabilityWeight-h2_storage_capacity,PointProbability
720.0,-529.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,314075964.53,80875.7609763,314075964.53,314133152.329,314018776.731,314024495.511,314127433.549,2.0,6540888713.5,107,0.25,0.00782676631801,0.250453720508,0.125001398296,1.83230531396e-13
720.0,-391.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,313228956.905,2831891.11676,313228956.905,315231406.318,311226507.493,311426752.434,315031161.376,2.0,8019607297180.0,38,0.249963898917,0.0155941721897,0.249546279492,0.249996504259,1.83230531396e-13
720.0,-667.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,290862112.933,3134422.41839,290862112.933,293078484.28,288645741.586,288867378.721,292856847.145,2.0,9824603896890.0,77,0.25,0.00782678820604,0.125226860254,0.250003495741,1.83230531396e-13
720.0,-391.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,241468176.454,2340386.13979,241468176.454,243123079.364,239813273.544,239978763.835,242957589.073,2.0,5477407283330.0,63,0.249963898917,0.0155946083013,0.249546279492,0.250003495741,1.83230531396e-13
720.0,-529.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,227386889.279,4930852.11888,227386889.279,230873528.249,223900250.309,224248914.206,230524864.352,2.0,24313302618300.0,8,0.249963898917,0.00782524217136,0.250453720508,0.124995105963,1.83230531396e-13
720.0,-529.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,219108595.301,3619716.53648,219108595.301,221668121.41,216549069.192,216805021.803,221412168.799,2.0,13102347804400.0,33,0.249963898917,0.0156508782704,0.250453720508,0.249996504259,1.83230531396e-13
720.0,-667.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,217487923.355,197654.124004,217487923.355,217627685.926,217348160.784,217362137.041,217613709.669,2.0,39067152735.6,102,0.25,0.003913383159,0.125226860254,0.125001398296,1.83230531396e-13
720.0,-254.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,184272417.441,110616.577713,184272417.441,184350635.174,184194199.709,184202021.482,184342813.4,2.0,12236027265.0,19,0.25,0.00779801591193,0.249546279492,0.124995105963,1.83230531396e-13
720.0,-391.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,165659999.216,3354268.03166,165659999.216,168031824.887,163288173.545,163525356.112,167794642.32,2.0,11251114028200.0,88,0.249963898917,0.0155946083013,0.249546279492,0.250003495741,1.83230531396e-13
720.0,-529.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,137724450.709,2667619.65266,137724450.709,139610742.655,135838158.763,136026787.957,139422113.46,2.0,7116194611240.0,58,0.249963898917,0.0156513159678,0.250453720508,0.250003495741,1.83230531396e-13
720.0,-254.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,108908618.635,5969801.34404,108908618.635,113129905.648,104687331.623,105109460.324,112707776.947,2.0,35638528087300.0,44,0.25,0.015596424381,0.249546279492,0.249996504259,1.83230531396e-13
720.0,-391.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,91430038.4686,3983502.8743,91430038.4686,94246800.3639,88613276.5733,88894952.7629,93965124.1744,2.0,15868295149600.0,113,0.249963898917,0.00779728234506,0.249546279492,0.125001398296,1.83230531396e-13
720.0,-667.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,89909684.0879,291332.590578,89909684.0879,90115687.3382,89703680.8375,89724281.1625,90095087.0132,2.0,84874678332.6,28,0.249963898917,0.0078254391352,0.125226860254,0.249996504259,1.83230531396e-13
720.0,-667.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,68866904.5468,2059180.24631,68866904.5468,70322964.8627,67410844.231,67556450.2626,70177358.8311,2.0,4240223286790.0,3,0.249963898917,0.00391262108568,0.125226860254,0.124995105963,1.83230531396e-13
720.0,-529.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,59805420.0427,3409251.44645,59805420.0427,62216124.8592,57394715.2261,57635785.7078,61975054.3776,2.0,11622995425100.0,83,0.249963898917,0.0156513159678,0.250453720508,0.250003495741,1.83230531396e-13
720.0,-254.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,40054509.2399,620337.754172,40054509.2399,40493154.2725,39615864.2073,39659728.7106,40449289.7692,2.0,384818929251.0,69,0.25,0.0155968605555,0.249546279492,0.250003495741,1.83230531396e-13
720.0,-116.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,11591208.3241,5191075.09741,11591208.3241,15261852.7272,7920563.92111,8287628.36141,14894788.2869,2.0,26947260666900.0,25,0.125018050542,0.00195687562387,0.125226860254,0.124995105963,1.83230531396e-13
720.0,-391.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,11237261.4348,3807568.96619,11237261.4348,13929619.2706,8544903.59895,8814139.38253,13660383.487,2.0,14497581432300.0,14,0.25,0.00779801591193,0.249546279492,0.124995105963,1.83230531396e-13
720.0,-667.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,9996354.25896,1548180.14778,9996354.25896,11091082.9399,8901625.57796,9011098.44606,10981610.0718,2.0,2396861769980.0,53,0.249963898917,0.00782565798392,0.125226860254,0.250003495741,1.83230531396e-13
720.0,-391.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-5256067.03389,4308498.49346,-5256067.03389,-2209498.53243,-8302635.53534,-7997978.6852,-2514155.38257,2.0,18563159268200.0,39,0.25,0.015596424381,0.249546279492,0.249996504259,1.83230531396e-13
720.0,-529.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-15099146.9248,7977716.82861,-15099146.9248,-9458049.25694,-20740244.5927,-20176134.8259,-10022159.0237,2.0,63643965797500.0,108,0.249963898917,0.00782563609905,0.250453720508,0.125001398296,1.83230531396e-13
720.0,-254.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-45287418.925,3989717.86351,-45287418.925,-42466262.3686,-48108575.4813,-47826459.8256,-42748378.0243,2.0,15917848630400.0,94,0.25,0.0155968605555,0.249546279492,0.250003495741,1.83230531396e-13
720.0,-667.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-63430385.7979,2661598.93162,-63430385.7979,-61548351.1446,-65312420.4513,-65124216.9859,-61736554.6099,2.0,7084108872790.0,78,0.249963898917,0.00782565798392,0.125226860254,0.250003495741,1.83230531396e-13
720.0,-116.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-65362705.3648,173181.735158,-65362705.3648,-65240247.3855,-65485163.3441,-65472917.5462,-65252493.1835,2.0,29991913392.3,50,0.125018050542,0.00391384975812,0.125226860254,0.249996504259,1.83230531396e-13
720.0,-391.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-77888655.5259,1433650.79437,-77888655.5259,-76874911.3274,-78902399.7245,-78801025.3046,-76976285.7472,2.0,2055354600190.0,64,0.25,0.0155968605555,0.249546279492,0.250003495741,1.83230531396e-13
720.0,-254.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-116261136.957,6669990.14991,-116261136.957,-111544741.691,-120977532.222,-120505892.696,-112016381.218,2.0,44488768599800.0,119,0.25,0.00779840846903,0.249546279492,0.125001398296,1.83230531396e-13
720.0,-529.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-142315179.621,5745403.9363,-142315179.621,-138252565.537,-146377793.705,-145971532.297,-138658826.945,2.0,33009666391300.0,34,0.25,0.0156531386514,0.250453720508,0.249996504259,1.83230531396e-13
720.0,-667.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-144928678.203,5011429.48076,-144928678.203,-141385062.434,-148472293.972,-148117932.395,-141739424.011,2.0,25114425440600.0,103,0.249963898917,0.00391281804952,0.125226860254,0.125001398296,1.83230531396e-13
720.0,-529.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-146074048.606,9819458.60455,-146074048.606,-139130642.84,-153017454.373,-152323113.797,-139824983.416,2.0,96421767286500.0,9,0.25,0.00782637233343,0.250453720508,0.124995105963,1.83230531396e-13
720.0,-116.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-156083393.96,2192948.88847,-156083393.96,-154532744.93,-157634042.99,-157478978.087,-154687809.833,2.0,4809024827440.0,75,0.125018050542,0.00391395921408,0.125226860254,0.250003495741,1.83230531396e-13
720.0,-391.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-159945523.292,3455937.93699,-159945523.292,-157501806.141,-162389240.443,-162144868.728,-157746177.856,2.0,11943507024300.0,89,0.25,0.0155968605555,0.249546279492,0.250003495741,1.83230531396e-13
720.0,-254.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-161529906.735,1086719.27334,-161529906.735,-160761480.168,-162298333.303,-162221490.646,-160838322.825,2.0,1180958779050.0,20,0.125018050542,0.00389957098961,0.249546279492,0.124995105963,1.83230531396e-13
720.0,-254.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-205144531.677,2636314.7809,-205144531.677,-203280375.618,-207008687.736,-206822272.13,-203466791.224,2.0,6950155624000.0,45,0.125018050542,0.0077993382861,0.249546279492,0.249996504259,1.83230531396e-13
720.0,-529.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-218431596.43,6763909.77345,-218431596.43,-213648789.962,-223214402.898,-222736122.251,-214127070.609,2.0,45750475423300.0,59,0.25,0.0156535764121,0.250453720508,0.250003495741,1.83230531396e-13
720.0,-116.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-225318990.575,5136570.69343,-225318990.575,-221686886.606,-228951094.545,-228587884.148,-222050097.003,2.0,26384358488600.0,100,0.125018050542,0.00391395921408,0.125226860254,0.250003495741,1.83230531396e-13
720.0,-391.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-234374733.305,3274514.69212,-234374733.305,-232059301.761,-236690164.849,-236458621.695,-232290844.916,2.0,10722446468900.0,114,0.25,0.00779840846903,0.249546279492,0.125001398296,1.83230531396e-13
720.0,-254.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-284489581.102,5899742.6695,-284489581.102,-280317833.054,-288661329.151,-288244154.346,-280735007.858,2.0,34806963566300.0,70,0.125018050542,0.00779955640487,0.249546279492,0.250003495741,1.83230531396e-13
720.0,-667.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-288512487.661,3853831.76763,-288512487.661,-285787417.084,-291237558.237,-290965051.18,-286059924.142,2.0,14852019293200.0,29,0.25,0.00782656932572,0.125226860254,0.249996504259,1.83230531396e-13
720.0,-529.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-296616976.29,7160163.65284,-296616976.29,-291553976.017,-301679976.564,-301173676.536,-292060276.044,2.0,51267943535400.0,84,0.25,0.0156535764121,0.250453720508,0.250003495741,1.83230531396e-13
720.0,-116.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-298572083.935,3476622.93995,-298572083.935,-296113740.279,-301030427.592,-300784593.226,-296359574.644,2.0,12086907066600.0,125,0.125018050542,0.00195697413424,0.125226860254,0.125001398296,1.83230531396e-13
720.0,-667.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-310890100.147,6224832.42004,-310890100.147,-306488478.931,-315291721.363,-314851559.241,-306928641.052,2.0,38748538657500.0,4,0.25,0.00391318616671,0.125226860254,0.124995105963,1.83230531396e-13
720.0,-391.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-331487049.825,5670550.73083,-331487049.825,-327477364.95,-335496734.7,-335095766.212,-327878333.438,2.0,32155145590900.0,15,0.125018050542,0.00389957098961,0.249546279492,0.124995105963,1.83230531396e-13
720.0,-391.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-364526742.953,3404910.13806,-364526742.953,-362119107.905,-366934378.001,-366693614.497,-362359871.41,2.0,11593413048200.0,40,0.125018050542,0.0077993382861,0.249546279492,0.249996504259,1.83230531396e-13
720.0,-254.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-366578892.703,2169118.25626,-366578892.703,-365045094.475,-368112690.931,-367959311.108,-365198474.298,2.0,4705074009650.0,95,0.125018050542,0.00779955640487,0.249546279492,0.250003495741,1.83230531396e-13
720.0,-667.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-368510006.96,1740544.26955,-368510006.96,-367279256.304,-369740757.616,-369617682.551,-367402331.37,2.0,3029494354280.0,54,0.25,0.00782678820604,0.125226860254,0.250003495741,1.83230531396e-13
720.0,-529.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-375248054.889,8419154.19862,-375248054.889,-369294813.864,-381201295.915,-380605971.812,-369890137.966,2.0,70882157420100.0,109,0.25,0.00782676631801,0.250453720508,0.125001398296,1.83230531396e-13
720.0,-391.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-439484384.739,1998245.0542,-439484384.739,-438071412.111,-440897357.367,-440756060.104,-438212709.373,2.0,3992983296620.0,65,0.125018050542,0.00779955640487,0.249546279492,0.250003495741,1.83230531396e-13
720.0,-254.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-441693537.062,943912.34143,-441693537.062,-441026090.244,-442360983.879,-442294239.198,-441092834.926,2.0,890970508303.0,120,0.125018050542,0.0038997672965,0.249546279492,0.125001398296,1.83230531396e-13
720.0,-667.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-445419127.264,1855131.29892,-445419127.264,-444107351.342,-446730903.185,-446599725.593,-444238528.935,2.0,3441512136220.0,79,0.25,0.00782678820604,0.125226860254,0.250003495741,1.83230531396e-13
720.0,-529.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-493004596.172,118520.421466,-493004596.172,-492920789.578,-493088402.765,-493080022.106,-492929170.237,2.0,14047090304.6,10,0.125018050542,0.00391375124775,0.250453720508,0.124995105963,1.83230531396e-13
720.0,-529.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-510064906.914,3735510.68052,-510064906.914,-507423501.981,-512706311.847,-512442171.354,-507687642.474,2.0,13954040044300.0,35,0.125018050542,0.00782769951624,0.250453720508,0.249996504259,1.83230531396e-13
720.0,-391.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-515357097.873,5280603.45155,-515357097.873,-511623147.363,-519091048.382,-518717653.331,-511996542.414,2.0,27884772812500.0,90,0.125018050542,0.00779955640487,0.249546279492,0.250003495741,1.83230531396e-13
720.0,-667.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-522912717.762,3461231.52398,-522912717.762,-520465257.48,-525360178.044,-525115432.015,-520710003.508,2.0,11980123662600.0,104,0.25,0.003913383159,0.125226860254,0.125001398296,1.83230531396e-13
720.0,-529.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-590411093.841,1942874.0945,-590411093.841,-589037274.393,-591784913.288,-591647531.343,-589174656.338,2.0,3774759747080.0,60,0.125018050542,0.00782791842816,0.250453720508,0.250003495741,1.83230531396e-13
720.0,-391.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-600823513.166,3069765.6747,-600823513.166,-598652861.041,-602994165.291,-602777100.079,-598869926.253,2.0,9423461297540.0,115,0.125018050542,0.0038997672965,0.249546279492,0.125001398296,1.83230531396e-13
720.0,-667.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-657284882.246,5905284.68088,-657284882.246,-653109215.403,-661460549.089,-661042982.405,-653526782.088,2.0,34872387162300.0,5,0.125018050542,0.00195687562387,0.125226860254,0.124995105963,1.83230531396e-13
720.0,-667.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-676725380.116,9572193.15187,-676725380.116,-669956817.428,-683493942.805,-682817086.536,-670633673.697,2.0,91626881736800.0,30,0.125018050542,0.00391384975812,0.125226860254,0.249996504259,1.83230531396e-13
720.0,-529.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-687516846.894,3396801.9385,-687516846.894,-685114945.209,-689918748.579,-689678558.411,-685355135.378,2.0,11538263409400.0,85,0.125018050542,0.00782791842816,0.250453720508,0.250003495741,1.83230531396e-13
720.0,-667.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-756468586.238,3164316.64609,-756468586.238,-754231076.48,-758706095.996,-758482345.02,-754454827.455,2.0,10012899836700.0,55,0.125018050542,0.00391395921408,0.125226860254,0.250003495741,1.83230531396e-13
720.0,-529.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-761795092.327,9618251.67515,-761795092.327,-754993961.345,-768596223.31,-767916110.212,-755674074.443,2.0,92510765286500.0,110,0.125018050542,0.00391394826849,0.250453720508,0.125001398296,1.83230531396e-13
720.0,-667.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-837761574.87,7946694.71687,-837761574.87,-832142413.148,-843380736.593,-842818820.42,-832704329.32,2.0,63149956923100.0,80,0.125018050542,0.00391395921408,0.125226860254,0.250003495741,1.83230531396e-13
720.0,-667.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-926650620.588,36864.8523869,-926650620.588,-926624553.201,-926676687.976,-926674081.237,-926627159.94,2.0,1359017341.51,105,0.125018050542,0.00195697413424,0.125226860254,0.125001398296,1.83230531396e-13
720.0,-667.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-18885019226.5,172023.64347,-18885019226.5,-18884897587.4,-18885140865.6,-18885128701.7,-18884909751.3,2.0,29592133912.5,1,0.125018050542,0.00195687562387,0.125226860254,0.124995105963,1.83230531396e-13
720.0,-529.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-359860119683.0,3322276.43971,-359860119683.0,-359857770479.0,-359862468888.0,-359862233967.0,-359858005400.0,2.0,11037520741800.0,7,0.25,0.00782637233343,0.250453720508,0.124995105963,1.83230531396e-13
720.0,-391.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-769807725340.0,3051840.82821,-769807725340.0,-769805567363.0,-769809883317.0,-769809667519.0,-769805783160.0,2.0,9313732440710.0,13,0.249963898917,0.00779688984465,0.249546279492,0.124995105963,1.83230531396e-13
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-218744317817000.0,79940.2114772,-218744317817000.0,-218744317760000.0,-218744317873000.0,-218744317868000.0,-218744317766000.0,2.0,6390437411.02,118,0.249963898917,0.00779728234506,0.249546279492,0.125001398296,1.83230531396e-13
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-219154240078000.0,1827922.73655,-219154240078000.0,-219154238785000.0,-219154241370000.0,-219154241241000.0,-219154238914000.0,2.0,3341301530800.0,124,0.25,0.003913383159,0.125226860254,0.125001398296,1.83230531396e-13
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-219726781507000.0,4439991.20664,-219726781507000.0,-219726778368000.0,-219726784647000.0,-219726784333000.0,-219726778682000.0,2.0,19713521915100.0,106,0.125018050542,0.00391394826849,0.250453720508,0.125001398296,1.83230531396e-13
