npp_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,elec_data_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-htse_capacity,ProbabilityWeight-meoh_capacity,prefix,ProbabilityWeight,ProbabilityWeight-h2_storage_capacity,PointProbability
769.0,-323.0,-4286.0,-1e+200,-1e+200,-1e+200,-1e+200,302473.0,1e+200,-1e+200,ref,cooper,nebraska,covid,232456895.743,12874789.4599,232456895.743,241560746.676,223353044.809,224263429.903,240650361.583,2.0,165760203636000.0,0.250420168067,0.124974348451,95,0.00782421834166,0.250006199044,2.85069050095e-13
769.0,-323.0,-7940.0,-1e+200,-1e+200,-1e+200,-1e+200,201649.0,1e+200,-1e+200,ref,cooper,nebraska,covid,194426613.322,13557433.1918,194426613.322,204013166.267,184840060.377,185798715.671,203054510.973,2.0,183803994749000.0,0.250420168067,0.249982898967,69,0.0156505779582,0.250006199044,2.85069050095e-13
769.0,-323.0,-7940.0,-1e+200,-1e+200,-1e+200,-1e+200,302473.0,1e+200,-1e+200,ref,cooper,nebraska,covid,183287089.125,375970.398592,183287089.125,183552940.344,183021237.907,183047823.029,183526355.222,2.0,141353740618.0,0.250420168067,0.249982898967,94,0.0156505779582,0.250006199044,2.85069050095e-13
769.0,-472.0,-4286.0,-1e+200,-1e+200,-1e+200,-1e+200,100824.0,1e+200,-1e+200,ref,cooper,nebraska,covid,157991573.911,8933773.77623,157991573.911,164308705.929,151674441.892,152306155.094,163676992.727,2.0,79812313884800.0,0.249579831933,0.124974348451,40,0.0077975758657,0.249993800956,2.85069050095e-13
769.0,-323.0,-4286.0,-1e+200,-1e+200,-1e+200,-1e+200,403298.0,1e+200,-1e+200,ref,cooper,nebraska,covid,157103361.626,58542772.6348,157103361.626,198499353.146,115707370.107,119846969.259,194359753.994,2.0,3427256227770000.0,0.250420168067,0.124974348451,120,0.00391212857142,0.125003719426,2.85069050095e-13
769.0,-472.0,-4286.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,155587615.361,20940465.4343,155587615.361,170394760.471,140780470.251,142261184.762,168914045.96,2.0,438503092606000.0,0.249579831933,0.124974348451,15,0.00389857524251,0.12499008153,2.85069050095e-13
769.0,-472.0,-11595.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,154628723.862,1091011.47828,154628723.862,155400185.477,153857262.248,153934408.409,155323039.315,2.0,1190306045740.0,0.249579831933,0.250017101033,13,0.00779928435215,0.12499008153,2.85069050095e-13
769.0,-472.0,-7940.0,-1e+200,-1e+200,-1e+200,-1e+200,100824.0,1e+200,-1e+200,ref,cooper,nebraska,covid,153038197.103,15178978.5438,153038197.103,163771355.763,142305038.443,143378354.309,162698039.897,2.0,230401389634000.0,0.249579831933,0.249982898967,39,0.0155972857149,0.249993800956,2.85069050095e-13
769.0,-472.0,-7940.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,127603821.274,30942591.6039,127603821.274,149483537.625,105724104.924,107912076.559,147295565.99,2.0,957443975165000.0,0.249579831933,0.249982898967,14,0.00779821741859,0.12499008153,2.85069050095e-13
769.0,-323.0,-7940.0,-1e+200,-1e+200,-1e+200,-1e+200,403298.0,1e+200,-1e+200,ref,cooper,nebraska,covid,121712196.064,3650164.29997,121712196.064,124293251.993,119131140.135,119389245.728,124035146.4,2.0,13323699416800.0,0.250420168067,0.249982898967,119,0.00782532778557,0.125003719426,2.85069050095e-13
769.0,-472.0,-4286.0,-1e+200,-1e+200,-1e+200,-1e+200,201649.0,1e+200,-1e+200,ref,cooper,nebraska,covid,121463815.482,11532179.3655,121463815.482,129618297.714,113309333.251,114124781.474,128802849.49,2.0,132991160919000.0,0.249579831933,0.124974348451,65,0.00779796257541,0.250006199044,2.85069050095e-13
769.0,-472.0,-11595.0,-1e+200,-1e+200,-1e+200,-1e+200,100824.0,1e+200,-1e+200,ref,cooper,nebraska,covid,106506655.727,5810105.08037,106506655.727,110615020.429,102398291.025,102809127.495,110204183.959,2.0,33757321045000.0,0.249579831933,0.250017101033,38,0.0155994196985,0.249993800956,2.85069050095e-13
769.0,-472.0,-7940.0,-1e+200,-1e+200,-1e+200,-1e+200,201649.0,1e+200,-1e+200,ref,cooper,nebraska,covid,88809311.1018,28827995.4851,88809311.1018,109193782.197,68424840.0063,70463287.1158,107155335.088,2.0,831053323691000.0,0.249579831933,0.249982898967,64,0.0155980592402,0.250006199044,2.85069050095e-13
769.0,-472.0,-4286.0,-1e+200,-1e+200,-1e+200,-1e+200,302473.0,1e+200,-1e+200,ref,cooper,nebraska,covid,74180083.7767,16768324.481,74180083.7767,86037079.7263,62323087.827,63508787.422,84851380.1314,2.0,281176705901000.0,0.249579831933,0.124974348451,90,0.00779796257541,0.250006199044,2.85069050095e-13
769.0,-472.0,-11595.0,-1e+200,-1e+200,-1e+200,-1e+200,201649.0,1e+200,-1e+200,ref,cooper,nebraska,covid,58216676.8583,16652163.1595,58216676.8583,69991534.3499,46441819.3668,47619305.116,68814048.6007,2.0,277294537891000.0,0.249579831933,0.250017101033,63,0.0156001933296,0.250006199044,2.85069050095e-13
769.0,-472.0,-4286.0,-1e+200,-1e+200,-1e+200,-1e+200,403298.0,1e+200,-1e+200,ref,cooper,nebraska,covid,52671355.6376,17891830.9801,52671355.6376,65322790.6515,40019920.6237,41285064.125,64057647.1501,2.0,320117615822000.0,0.249579831933,0.124974348451,115,0.00389900062319,0.125003719426,2.85069050095e-13
769.0,-472.0,-7940.0,-1e+200,-1e+200,-1e+200,-1e+200,302473.0,1e+200,-1e+200,ref,cooper,nebraska,covid,44660287.6675,30861596.6253,44660287.6675,66482731.9195,22837843.4155,25020087.8407,64300487.4943,2.0,952438146264000.0,0.249579831933,0.249982898967,89,0.0155980592402,0.250006199044,2.85069050095e-13
769.0,-620.0,-7940.0,-1e+200,-1e+200,-1e+200,-1e+200,100824.0,1e+200,-1e+200,ref,cooper,nebraska,covid,37812157.2517,2649635.76997,37812157.2517,39685732.6723,35938581.8311,36125939.3731,39498375.1302,2.0,7020569713490.0,0.249579831933,0.249982898967,34,0.0155972857149,0.249993800956,2.85069050095e-13
769.0,-620.0,-4286.0,-1e+200,-1e+200,-1e+200,-1e+200,100824.0,1e+200,-1e+200,ref,cooper,nebraska,covid,35709633.5674,7882441.13069,35709633.5674,41283361.1433,30135905.9916,30693278.7492,40725988.3857,2.0,62132878178800.0,0.249579831933,0.124974348451,35,0.0077975758657,0.249993800956,2.85069050095e-13
769.0,-620.0,-4286.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,16889975.8696,4049349.06784,16889975.8696,19753298.0549,14026653.6843,14312985.9029,19466965.8363,2.0,16397227873200.0,0.249579831933,0.124974348451,10,0.00389857524251,0.12499008153,2.85069050095e-13
769.0,-472.0,-7940.0,-1e+200,-1e+200,-1e+200,-1e+200,403298.0,1e+200,-1e+200,ref,cooper,nebraska,covid,2024130.86098,11531573.324,2024130.86098,10178184.5561,-6129922.83418,-5314517.46466,9362779.18662,2.0,132977183327000.0,0.249579831933,0.249982898967,114,0.00779906829636,0.125003719426,2.85069050095e-13
769.0,-472.0,-11595.0,-1e+200,-1e+200,-1e+200,-1e+200,302473.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-4279397.05266,2640527.25452,-4279397.05266,-2412262.32509,-6146531.78024,-5959818.30748,-2598975.79785,2.0,6972384181840.0,0.249579831933,0.250017101033,88,0.0156001933296,0.250006199044,2.85069050095e-13
769.0,-620.0,-7940.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-5519538.50148,13219329.9165,-5519538.50148,3827939.32523,-14867016.3282,-13932268.5455,2893191.54256,2.0,174750683442000.0,0.249579831933,0.249982898967,9,0.00779821741859,0.12499008153,2.85069050095e-13
769.0,-620.0,-15250.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-6015455.59404,7417445.50752,-6015455.59404,-770529.576589,-11260381.6115,-10735889.0097,-1295022.17833,2.0,55018497857000.0,0.249579831933,0.250017101033,7,0.00779928435215,0.12499008153,2.85069050095e-13
769.0,-620.0,-11595.0,-1e+200,-1e+200,-1e+200,-1e+200,100824.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-6885449.86893,6953866.04581,-6885449.86893,-1968324.03248,-11802575.7054,-11310863.1217,-2460036.61612,2.0,48356252983000.0,0.249579831933,0.250017101033,33,0.0155994196985,0.249993800956,2.85069050095e-13
769.0,-620.0,-7940.0,-1e+200,-1e+200,-1e+200,-1e+200,201649.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-17420166.0244,20375595.3786,-17420166.0244,-3012444.36153,-31827887.6873,-30387115.521,-4453216.52782,2.0,415164887031000.0,0.249579831933,0.249982898967,59,0.0155980592402,0.250006199044,2.85069050095e-13
769.0,-620.0,-11595.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-18390296.5787,23215365.0828,-18390296.5787,-1974554.50093,-34806038.6564,-33164464.4487,-3616128.70871,2.0,538953175927000.0,0.249579831933,0.250017101033,8,0.00779928435215,0.12499008153,2.85069050095e-13
769.0,-472.0,-11595.0,-1e+200,-1e+200,-1e+200,-1e+200,403298.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-18936192.7599,2964958.8387,-18936192.7599,-16839650.2591,-21032735.2607,-20823081.0106,-17049304.5092,2.0,8790980915210.0,0.249579831933,0.250017101033,113,0.00780013534634,0.125003719426,2.85069050095e-13
769.0,-620.0,-15250.0,-1e+200,-1e+200,-1e+200,-1e+200,100824.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-39723419.7718,5142114.62016,-39723419.7718,-36087395.6542,-43359443.8893,-42995841.4776,-36450998.066,2.0,26441342766800.0,0.249579831933,0.250017101033,32,0.0155994196985,0.249993800956,2.85069050095e-13
769.0,-620.0,-11595.0,-1e+200,-1e+200,-1e+200,-1e+200,201649.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-44230524.3625,11590215.403,-44230524.3625,-36035004.4556,-52426044.2693,-51606492.2787,-36854556.4463,2.0,134333093088000.0,0.249579831933,0.250017101033,58,0.0156001933296,0.250006199044,2.85069050095e-13
769.0,-620.0,-4286.0,-1e+200,-1e+200,-1e+200,-1e+200,201649.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-48837486.216,10105439.2284,-48837486.216,-41691861.6107,-55983110.8212,-55268548.3607,-42406424.0713,2.0,102119901998000.0,0.249579831933,0.124974348451,60,0.00779796257541,0.250006199044,2.85069050095e-13
769.0,-620.0,-4286.0,-1e+200,-1e+200,-1e+200,-1e+200,302473.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-65463768.6673,2994961.29619,-65463768.6673,-63346011.2253,-67581526.1092,-67369750.365,-63557786.9695,2.0,8969793165680.0,0.249579831933,0.124974348451,85,0.00779796257541,0.250006199044,2.85069050095e-13
769.0,-620.0,-11595.0,-1e+200,-1e+200,-1e+200,-1e+200,302473.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-72223382.2838,630630.751433,-72223382.2838,-71777459.003,-72669305.5646,-72624713.2365,-71822051.3311,2.0,397695144653.0,0.249579831933,0.250017101033,83,0.0156001933296,0.250006199044,2.85069050095e-13
769.0,-620.0,-7940.0,-1e+200,-1e+200,-1e+200,-1e+200,302473.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-79315192.0747,42048879.9345,-79315192.0747,-49582143.9317,-109048240.218,-106074935.403,-52555448.746,2.0,1768108303750000.0,0.249579831933,0.249982898967,84,0.0155980592402,0.250006199044,2.85069050095e-13
769.0,-620.0,-15250.0,-1e+200,-1e+200,-1e+200,-1e+200,201649.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-88818987.2041,13954487.0885,-88818987.2041,-78951674.7558,-98686299.6524,-97699568.4075,-79938406.0006,2.0,194727709904000.0,0.249579831933,0.250017101033,57,0.0156001933296,0.250006199044,2.85069050095e-13
769.0,-620.0,-7940.0,-1e+200,-1e+200,-1e+200,-1e+200,403298.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-102023813.67,3645775.32647,-102023813.67,-99445861.2137,-104601766.126,-104343970.88,-99703656.4593,2.0,13291677731100.0,0.249579831933,0.249982898967,109,0.00779906829636,0.125003719426,2.85069050095e-13
769.0,-769.0,-11595.0,-1e+200,-1e+200,-1e+200,-1e+200,100824.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-113484583.851,7128658.9046,-113484583.851,-108443860.799,-118525306.903,-118021234.598,-108947933.104,2.0,50817777778100.0,0.125210084034,0.250017101033,28,0.00782597149857,0.249993800956,2.85069050095e-13
769.0,-769.0,-4286.0,-1e+200,-1e+200,-1e+200,-1e+200,100824.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-116440165.671,6759572.78031,-116440165.671,-111660425.92,-121219905.422,-120741931.447,-112138399.895,2.0,45691824172300.0,0.125210084034,0.124974348451,30,0.00391191516495,0.249993800956,2.85069050095e-13
769.0,-620.0,-15250.0,-1e+200,-1e+200,-1e+200,-1e+200,302473.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-122794829.988,140755.312461,-122794829.988,-122695300.952,-122894359.024,-122884406.121,-122705253.856,2.0,19812057985.9,0.249579831933,0.250017101033,82,0.0156001933296,0.250006199044,2.85069050095e-13
769.0,-769.0,-7940.0,-1e+200,-1e+200,-1e+200,-1e+200,100824.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-127938000.947,22441907.0285,-127938000.947,-112069176.304,-143806825.59,-142219943.125,-113656058.769,2.0,503639191078000.0,0.125210084034,0.249982898967,29,0.00782490091423,0.249993800956,2.85069050095e-13
769.0,-620.0,-11595.0,-1e+200,-1e+200,-1e+200,-1e+200,403298.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-132852992.272,16138371.5214,-132852992.272,-121441440.332,-144264544.212,-143123389.018,-122582595.526,2.0,260447035361000.0,0.249579831933,0.250017101033,108,0.00780013534634,0.125003719426,2.85069050095e-13
769.0,-769.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-139651025.512,56777.7375076,-139651025.512,-139610877.589,-139691173.436,-139687158.643,-139614892.381,2.0,3223711476.48,0.125210084034,0.125008550516,1,0.00195638614221,0.12499008153,2.85069050095e-13
769.0,-769.0,-15250.0,-1e+200,-1e+200,-1e+200,-1e+200,100824.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-141995137.54,9676618.71004,-141995137.54,-135152734.831,-148837540.249,-148153299.978,-135836975.102,2.0,93636949659500.0,0.125210084034,0.250017101033,27,0.00782597149857,0.249993800956,2.85069050095e-13
769.0,-620.0,-4286.0,-1e+200,-1e+200,-1e+200,-1e+200,403298.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-143170366.124,29310010.0175,-143170366.124,-122445059.284,-163895672.964,-161823142.28,-124517589.968,2.0,859076687228000.0,0.249579831933,0.124974348451,110,0.00389900062319,0.125003719426,2.85069050095e-13
769.0,-769.0,-15250.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-156666612.674,6995766.98931,-156666612.674,-151719858.397,-161613366.952,-161118691.524,-152214533.824,2.0,48940755768800.0,0.125210084034,0.250017101033,2,0.00391277228441,0.12499008153,2.85069050095e-13
769.0,-769.0,-4286.0,-1e+200,-1e+200,-1e+200,-1e+200,201649.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-161174268.825,8262844.73336,-161174268.825,-155331555.282,-167016982.367,-166432711.013,-155915826.636,2.0,68274603087600.0,0.125210084034,0.124974348451,55,0.00391210917083,0.250006199044,2.85069050095e-13
769.0,-769.0,-11595.0,-1e+200,-1e+200,-1e+200,-1e+200,201649.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-168949733.186,9686451.43007,-168949733.186,-162100377.694,-175799088.678,-175114153.129,-162785313.244,2.0,93827341307000.0,0.125210084034,0.250017101033,53,0.00782635961652,0.250006199044,2.85069050095e-13
769.0,-620.0,-15250.0,-1e+200,-1e+200,-1e+200,-1e+200,403298.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-173162684.3,3319900.8417,-173162684.3,-170815159.902,-175510208.698,-175275456.258,-171049912.342,2.0,11021741598700.0,0.249579831933,0.250017101033,107,0.00780013534634,0.125003719426,2.85069050095e-13
769.0,-769.0,-4286.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-174042059.036,51996018.6037,-174042059.036,-137275321.687,-210808796.386,-207132122.651,-140951995.422,2.0,2703585950630000.0,0.125210084034,0.124974348451,5,0.00195585087924,0.12499008153,2.85069050095e-13
769.0,-769.0,-15250.0,-1e+200,-1e+200,-1e+200,-1e+200,201649.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-174609753.633,1748048.77491,-174609753.633,-173373696.49,-175845810.775,-175722205.061,-173497302.204,2.0,3055674519470.0,0.125210084034,0.250017101033,52,0.00782635961652,0.250006199044,2.85069050095e-13
769.0,-769.0,-7940.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-175938621.099,29938307.3473,-175938621.099,-154769040.957,-197108201.242,-194991243.227,-156885998.971,2.0,896302246819000.0,0.125210084034,0.249982898967,4,0.00391223702145,0.12499008153,2.85069050095e-13
769.0,-769.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,100824.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-179675458.133,234585.722256,-179675458.133,-179509580.978,-179841335.288,-179824747.573,-179526168.694,2.0,55030461086.3,0.125210084034,0.125008550516,26,0.00391298574928,0.249993800956,2.85069050095e-13
769.0,-769.0,-11595.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-180484695.826,13337848.9794,-180484695.826,-171053412.366,-189915979.286,-188972850.94,-171996540.712,2.0,177898215396000.0,0.125210084034,0.250017101033,3,0.00391277228441,0.12499008153,2.85069050095e-13
769.0,-769.0,-7940.0,-1e+200,-1e+200,-1e+200,-1e+200,201649.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-185728497.834,5165660.37035,-185728497.834,-182075824.357,-189381171.311,-189015903.963,-182441091.704,2.0,26684047061800.0,0.125210084034,0.249982898967,54,0.00782528897909,0.250006199044,2.85069050095e-13
769.0,-769.0,-4286.0,-1e+200,-1e+200,-1e+200,-1e+200,302473.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-194227456.82,4670111.16237,-194227456.82,-190925189.548,-197529724.092,-197199497.365,-191255416.275,2.0,21809938268900.0,0.125210084034,0.124974348451,80,0.00391210917083,0.250006199044,2.85069050095e-13
769.0,-769.0,-11595.0,-1e+200,-1e+200,-1e+200,-1e+200,302473.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-194969955.726,3652229.15801,-194969955.726,-192387439.722,-197552471.731,-197294220.13,-192645691.323,2.0,13338777822600.0,0.125210084034,0.250017101033,78,0.00782635961652,0.250006199044,2.85069050095e-13
769.0,-769.0,-7940.0,-1e+200,-1e+200,-1e+200,-1e+200,302473.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-196673410.194,12747964.0137,-196673410.194,-187659238.394,-205687581.995,-204786164.815,-188560655.574,2.0,162510586494000.0,0.125210084034,0.249982898967,79,0.00782528897909,0.250006199044,2.85069050095e-13
769.0,-769.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,201649.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-224362283.457,911928.547226,-224362283.457,-223717452.597,-225007114.317,-224942631.231,-223781935.683,2.0,831613675246.0,0.125210084034,0.125008550516,51,0.00391317980826,0.250006199044,2.85069050095e-13
769.0,-769.0,-15250.0,-1e+200,-1e+200,-1e+200,-1e+200,302473.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-228372458.677,3445254.52198,-228372458.677,-225936295.841,-230808621.512,-230565005.229,-226179912.125,2.0,11869778721200.0,0.125210084034,0.250017101033,77,0.00782635961652,0.250006199044,2.85069050095e-13
769.0,-769.0,-4286.0,-1e+200,-1e+200,-1e+200,-1e+200,403298.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-241165096.485,2342671.50376,-241165096.485,-239508577.578,-242821615.391,-242655963.5,-239674229.469,2.0,5488109774510.0,0.125210084034,0.124974348451,105,0.00195606428571,0.125003719426,2.85069050095e-13
769.0,-769.0,-7940.0,-1e+200,-1e+200,-1e+200,-1e+200,403298.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-246386065.787,23977958.3235,-246386065.787,-229431088.857,-263341042.716,-261645545.023,-231126586.55,2.0,574942485364000.0,0.125210084034,0.249982898967,104,0.00391266389279,0.125003719426,2.85069050095e-13
769.0,-769.0,-11595.0,-1e+200,-1e+200,-1e+200,-1e+200,403298.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-247483016.367,507501.430811,-247483016.367,-247124158.664,-247841874.07,-247805988.3,-247160044.434,2.0,257557702276.0,0.125210084034,0.250017101033,103,0.00391319921416,0.125003719426,2.85069050095e-13
769.0,-769.0,-15250.0,-1e+200,-1e+200,-1e+200,-1e+200,403298.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-265607949.996,5694722.24866,-265607949.996,-261581173.277,-269634726.715,-269232049.043,-261983850.949,2.0,32429861489400.0,0.125210084034,0.250017101033,102,0.00391319921416,0.125003719426,2.85069050095e-13
769.0,-769.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,302473.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-268573859.542,489488.477434,-268573859.542,-268227738.92,-268919980.163,-268885368.101,-268262350.982,2.0,239598969540.0,0.125210084034,0.125008550516,76,0.00391317980826,0.250006199044,2.85069050095e-13
769.0,-769.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,403298.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-312333340.973,49429.0452867,-312333340.973,-312298389.36,-312368292.586,-312364797.425,-312301884.521,2.0,2443230517.95,0.125210084034,0.125008550516,101,0.00195659960708,0.125003719426,2.85069050095e-13
769.0,-620.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-180567066331000.0,3804658.48169,-180567066331000.0,-180567063641000.0,-180567069021000.0,-180567068752000.0,-180567063910000.0,2.0,14475426162300.0,0.249579831933,0.125008550516,6,0.00389964217608,0.12499008153,2.85069050095e-13
769.0,-620.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,100824.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-180567113664000.0,3256736.66184,-180567113664000.0,-180567111361000.0,-180567115967000.0,-180567115736000.0,-180567111591000.0,2.0,10606333684600.0,0.249579831933,0.125008550516,31,0.00779970984924,0.249993800956,2.85069050095e-13
769.0,-620.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,201649.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-180567152854000.0,905479.666629,-180567152854000.0,-180567152214000.0,-180567153494000.0,-180567153430000.0,-180567152278000.0,2.0,819893426679.0,0.249579831933,0.125008550516,56,0.00780009666478,0.250006199044,2.85069050095e-13
