smr_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-h2_storage_capacity,PointProbability,ProbabilityWeight-htse_capacity,prefix,ProbabilityWeight-meoh_capacity,ProbabilityWeight
720.0,-47.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,2815967.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1123667492.48,8342267.77632,-1123667492.48,-1117768618.37,-1129566366.6,-1128976479.19,-1118358505.78,2.0,69593431651800.0,0.250000399508,0.0,0.125,75,0.12500160456,0.00390630638488
720.0,-512.0,-12866.6,-1e+200,-1e+200,-1e+200,-1e+200,4223951.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1149310442.52,66094.5549879,-1149310442.52,-1149263706.61,-1149357178.43,-1149352504.84,-1149268380.2,2.0,4368490199.05,0.250000488288,1.83809210519e-14,0.25,82,0.25,0.015625030518
720.0,-357.0,-5076.3,-1e+200,-1e+200,-1e+200,-1e+200,2815967.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1150726037.36,16461485.5128,-1150726037.36,-1139086009.32,-1162366065.39,-1161202062.59,-1140250012.13,2.0,270980505288000.0,0.250000399508,1.83809210519e-14,0.25,64,0.25,0.0156250249693
720.0,-667.0,-12866.6,-1e+200,-1e+200,-1e+200,-1e+200,4223951.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1216354928.07,2914369.09898,-1216354928.07,-1214294157.92,-1218415698.23,-1218209621.21,-1214500234.94,2.0,8493547245110.0,0.250000488288,1.83809210519e-14,0.125,77,0.25,0.00781251525899
720.0,-512.0,-5076.3,-1e+200,-1e+200,-1e+200,-1e+200,2815967.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1297196805.78,25333424.5868,-1297196805.78,-1279283369.47,-1315110242.1,-1313318898.47,-1281074713.1,2.0,641782401296000.0,0.250000399508,1.83809210519e-14,0.25,59,0.25,0.0156250249693
720.0,-202.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,2815967.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1311601243.32,69625095.0726,-1311601243.32,-1262368866.46,-1360833620.19,-1355910382.5,-1267292104.14,2.0,4847653863860000.0,0.250000399508,0.0,0.25,70,0.12500160456,0.00781261276976
720.0,-667.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,1407984.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1327856184.42,28278827.4539,-1327856184.42,-1307860033.76,-1347852335.07,-1345852720.01,-1309859648.83,2.0,799692082165000.0,0.249999511712,0.0,0.125,30,0.12500160456,0.00390629251289
720.0,-357.0,-8971.4,-1e+200,-1e+200,-1e+200,-1e+200,4223951.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1347189915.93,1560317.2642,-1347189915.93,-1346086605.02,-1348293226.85,-1348182895.76,-1346196936.11,2.0,2434589964950.0,0.250000488288,1.83809210519e-14,0.25,88,0.25,0.015625030518
720.0,-667.0,-16761.7,-1e+200,-1e+200,-1e+200,-1e+200,5631935.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1488872626.75,2072120.25285,-1488872626.75,-1487407416.47,-1490337837.03,-1490191316.0,-1487553937.5,2.0,4293682342270.0,0.125000244144,1.83809210519e-14,0.125,101,0.12499839544,0.00195310374346
720.0,-667.0,-5076.3,-1e+200,-1e+200,-1e+200,-1e+200,2815967.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1494466667.14,2431604.24919,-1494466667.14,-1492747263.28,-1496186070.99,-1496014130.61,-1492919203.67,2.0,5912699224690.0,0.250000399508,1.83809210519e-14,0.125,54,0.25,0.00781251248463
720.0,-512.0,-8971.4,-1e+200,-1e+200,-1e+200,-1e+200,4223951.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1503953688.99,4820600.07483,-1503953688.99,-1500545009.99,-1507362367.99,-1507021500.09,-1500885877.89,2.0,23238185081500.0,0.250000488288,1.83809210519e-14,0.25,83,0.25,0.015625030518
720.0,-357.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,2815967.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1569828928.02,66089273.0863,-1569828928.02,-1523096754.86,-1616561101.19,-1611887883.87,-1527769972.18,2.0,4367792017080000.0,0.250000399508,0.0,0.25,65,0.12500160456,0.00781261276976
720.0,-202.0,-5076.3,-1e+200,-1e+200,-1e+200,-1e+200,4223951.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1595004638.25,19953036.3503,-1595004638.25,-1580895710.94,-1609113565.55,-1607702672.82,-1582306603.67,2.0,398123659596000.0,0.250000488288,1.83809210519e-14,0.25,94,0.25,0.015625030518
720.0,-667.0,-8971.4,-1e+200,-1e+200,-1e+200,-1e+200,4223951.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1646686708.05,25620704.2668,-1646686708.05,-1628570134.32,-1664803281.77,-1662991624.4,-1630381791.69,2.0,656420487127000.0,0.250000488288,1.83809210519e-14,0.125,78,0.25,0.00781251525899
720.0,-512.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,2815967.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1708506744.67,32550873.464,-1708506744.67,-1685489801.31,-1731523688.03,-1729221993.7,-1687791495.65,2.0,1059559363270000.0,0.250000399508,0.0,0.25,60,0.12500160456,0.00781261276976
720.0,-357.0,-5076.3,-1e+200,-1e+200,-1e+200,-1e+200,4223951.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1715398849.91,17225340.491,-1715398849.91,-1703218694.84,-1727579004.98,-1726360989.47,-1704436710.35,2.0,296712355032000.0,0.250000488288,1.83809210519e-14,0.25,89,0.25,0.015625030518
720.0,-512.0,-12866.6,-1e+200,-1e+200,-1e+200,-1e+200,5631935.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1716891632.01,29090620.2304,-1716891632.01,-1696321457.17,-1737461806.84,-1735404789.36,-1698378474.65,2.0,846264185392000.0,0.125000244144,1.83809210519e-14,0.25,107,0.25,0.00781251525899
720.0,-47.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,4223951.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1832587296.19,33511991.364,-1832587296.19,-1808890739.84,-1856283852.53,-1853914196.9,-1811260395.48,2.0,1123053565180000.0,0.250000488288,0.0,0.125,100,0.12500160456,0.00390630777208
720.0,-667.0,-12866.6,-1e+200,-1e+200,-1e+200,-1e+200,5631935.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1852129745.8,18176549.7924,-1852129745.8,-1839276984.19,-1864982507.42,-1863697231.26,-1840562260.35,2.0,330386962355000.0,0.125000244144,1.83809210519e-14,0.125,102,0.25,0.0039062576295
720.0,-512.0,-12866.6,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1862877090.54,3492075.42608,-1862877090.54,-1860407820.33,-1865346360.76,-1865099433.73,-1860654747.35,2.0,12194590781500.0,0.124999356348,1.83809210519e-14,0.25,7,0.25,0.00781245977175
720.0,-512.0,-5076.3,-1e+200,-1e+200,-1e+200,-1e+200,4223951.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1933167718.91,51591613.723,-1933167718.91,-1896686939.0,-1969648498.83,-1966000420.84,-1900335016.99,2.0,2661694606540000.0,0.250000488288,1.83809210519e-14,0.25,84,0.25,0.015625030518
720.0,-357.0,-8971.4,-1e+200,-1e+200,-1e+200,-1e+200,5631935.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1943899985.79,19229582.7938,-1943899985.79,-1930302617.4,-1957497354.19,-1956137617.35,-1931662354.24,2.0,369776854422000.0,0.125000244144,1.83809210519e-14,0.25,113,0.25,0.00781251525899
720.0,-667.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,2815967.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1966627197.89,7016142.14353,-1966627197.89,-1961666036.2,-1971588359.58,-1971092243.41,-1962162152.37,2.0,49226250578200.0,0.250000399508,0.0,0.125,55,0.12500160456,0.00390630638488
720.0,-202.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,4223951.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2030419622.98,82129480.4206,-2030419622.98,-1972345310.44,-2088493935.52,-2082686504.27,-1978152741.7,2.0,6745251554160000.0,0.250000488288,0.0,0.25,95,0.12500160456,0.00781261554416
720.0,-512.0,-8971.4,-1e+200,-1e+200,-1e+200,-1e+200,5631935.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2080946403.81,17648387.9376,-2080946403.81,-2068467109.02,-2093425698.59,-2092177769.12,-2069715038.5,2.0,311465596795000.0,0.125000244144,1.83809210519e-14,0.25,108,0.25,0.00781251525899
720.0,-667.0,-5076.3,-1e+200,-1e+200,-1e+200,-1e+200,4223951.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2124115508.64,14273913.232,-2124115508.64,-2114022327.8,-2134208689.48,-2133199371.39,-2115031645.88,2.0,203744598955000.0,0.250000488288,1.83809210519e-14,0.125,79,0.25,0.00781251525899
720.0,-202.0,-5076.3,-1e+200,-1e+200,-1e+200,-1e+200,5631935.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2173562059.18,24238161.6411,-2173562059.18,-2156423090.72,-2190701027.64,-2188987130.8,-2158136987.57,2.0,587488479738000.0,0.125000244144,1.83809210519e-14,0.25,119,0.25,0.00781251525899
720.0,-357.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,4223951.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2235717889.36,59281620.0664,-2235717889.36,-2193799453.81,-2277636324.91,-2273444481.35,-2197991297.37,2.0,3514310477700000.0,0.250000488288,0.0,0.25,90,0.12500160456,0.00781261554416
720.0,-202.0,-5076.3,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2277580278.49,6204429.32587,-2277580278.49,-2273193084.44,-2281967472.54,-2281528753.14,-2273631803.85,2.0,38494943259700.0,0.124999356348,1.83809210519e-14,0.25,19,0.25,0.00781245977175
720.0,-667.0,-8971.4,-1e+200,-1e+200,-1e+200,-1e+200,5631935.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2289065170.9,57662843.3574,-2289065170.9,-2248291383.34,-2329838958.46,-2325761579.7,-2252368762.09,2.0,3325003504060000.0,0.125000244144,1.83809210519e-14,0.125,103,0.25,0.0039062576295
720.0,-357.0,-5076.3,-1e+200,-1e+200,-1e+200,-1e+200,5631935.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2346678282.09,13685397.9155,-2346678282.09,-2337001244.42,-2356355319.75,-2355387615.99,-2337968948.18,2.0,187290116107000.0,0.125000244144,1.83809210519e-14,0.25,114,0.25,0.00781251525899
720.0,-512.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,4223951.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2403141677.48,45129938.8758,-2403141677.48,-2371229991.67,-2435053363.29,-2431862194.71,-2374421160.25,2.0,2036711382930000.0,0.250000488288,0.0,0.25,85,0.12500160456,0.00781261554416
720.0,-47.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,5631935.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2503105200.35,14983711.5502,-2503105200.35,-2492510116.31,-2513700284.4,-2512640775.99,-2493569624.71,2.0,224511611821000.0,0.125000244144,0.0,0.125,125,0.12500160456,0.00195315388604
720.0,-512.0,-5076.3,-1e+200,-1e+200,-1e+200,-1e+200,5631935.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2572371637.82,39599730.5046,-2572371637.82,-2544370399.85,-2600372875.79,-2597572751.99,-2547170523.64,2.0,1568138656040000.0,0.125000244144,1.83809210519e-14,0.25,109,0.25,0.00781251525899
720.0,-667.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,4223951.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2581335491.1,87586824.2682,-2581335491.1,-2519402253.72,-2643268728.48,-2637075404.74,-2525595577.45,2.0,7671451785400000.0,0.250000488288,0.0,0.125,80,0.12500160456,0.00390630777208
720.0,-202.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,5631935.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2648632084.12,36834823.4622,-2648632084.12,-2622585930.67,-2674678237.57,-2672073622.23,-2625190546.01,2.0,1356804219490000.0,0.125000244144,0.0,0.25,120,0.12500160456,0.00390630777208
720.0,-667.0,-5076.3,-1e+200,-1e+200,-1e+200,-1e+200,5631935.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2746683985.97,25859435.0206,-2746683985.97,-2728398604.11,-2764969367.83,-2763140829.64,-2730227142.29,2.0,668710379584000.0,0.125000244144,1.83809210519e-14,0.125,104,0.25,0.0039062576295
720.0,-357.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,5631935.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2921277818.62,20161479.2966,-2921277818.62,-2907021499.89,-2935534137.35,-2934108505.48,-2908447131.77,2.0,406485247428000.0,0.125000244144,0.0,0.25,115,0.12500160456,0.00390630777208
720.0,-512.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,5631935.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-3125952544.78,44368771.3222,-3125952544.78,-3094579085.7,-3157326003.85,-3154188657.94,-3097716431.61,2.0,1968587868640000.0,0.125000244144,0.0,0.25,110,0.12500160456,0.00390630777208
720.0,-667.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,5631935.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-3307440647.92,20572902.4706,-3307440647.92,-3292893409.08,-3321987886.77,-3320533162.88,-3294348132.96,2.0,423244316064000.0,0.125000244144,0.0,0.125,105,0.12500160456,0.00195315388604
720.0,-512.0,-16761.7,-1e+200,-1e+200,-1e+200,-1e+200,5631935.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-115118046711000.0,5215664.28729,-115118046711000.0,-115118043023000.0,-115118050399000.0,-115118050030000.0,-115118043391000.0,2.0,27203153957700.0,0.125000244144,1.83809210519e-14,0.25,106,0.12499839544,0.00390620748691
720.0,-202.0,-8971.4,-1e+200,-1e+200,-1e+200,-1e+200,5631935.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-115118448518000.0,6562147.62663,-115118448518000.0,-115118443877000.0,-115118453158000.0,-115118452694000.0,-115118444341000.0,2.0,43061781473700.0,0.125000244144,1.83809210519e-14,0.25,118,0.25,0.00781251525899
