smr_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,PointProbability,prefix,ProbabilityWeight-htse_capacity,ProbabilityWeight,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight-meoh_capacity
240.0,-187.0,-3136.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-336526836.079,7364236.69978,-336526836.079,-331319534.371,-341734137.788,-341213407.617,-331840264.542,2.0,54231982170500.0,3.6750693330500006e-12,3,0.125,0.00390483386061,0.124994656247,0.249920051167
240.0,-125.0,-3136.0,-1e+200,-1e+200,-1e+200,-1e+200,175441.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-337587826.703,1237714.78626,-337587826.703,-336712630.185,-338463023.222,-338375503.57,-336800149.836,2.0,1531937892120.0,3.6750693330500006e-12,38,0.25,0.0156197806128,0.249996437498,0.249920051167
240.0,-125.0,-2354.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-346704971.684,2824491.22246,-346704971.684,-344707754.787,-348702188.581,-348502466.891,-344907476.477,2.0,7977750665740.0,3.6750693330500006e-12,14,0.25,0.00781466430966,0.124994656247,0.250079948833
240.0,-156.0,-3917.0,-1e+200,-1e+200,-1e+200,-1e+200,350882.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-349700665.714,6988217.01232,-349700665.714,-344759250.076,-354642081.351,-354147939.788,-345253391.64,2.0,48835177011300.0,3.6750693330500006e-12,57,0.25,0.0156202257831,0.250003562502,0.249920051167
240.0,-156.0,-3136.0,-1e+200,-1e+200,-1e+200,-1e+200,175441.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-354844953.735,1320681.93035,-354844953.735,-353911090.586,-355778816.883,-355685430.568,-354004476.901,2.0,1744200761160.0,3.6750693330500006e-12,33,0.25,0.0156197806128,0.249996437498,0.249920051167
240.0,-63.0,-1572.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-356478640.994,6919923.69643,-356478640.994,-351585516.023,-361371765.965,-360882453.468,-352074828.52,2.0,47885343964400.0,3.6750693330500006e-12,25,0.125,0.00195366607741,0.124994656247,0.125039974416
240.0,-187.0,-4699.0,-1e+200,-1e+200,-1e+200,-1e+200,526323.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-364021684.498,5038740.83066,-364021684.498,-360458756.688,-367584612.308,-367228319.527,-360815049.469,2.0,25388909158500.0,3.6750693330500006e-12,76,0.125,0.00390755488241,0.250003562502,0.125039974416
240.0,-187.0,-3917.0,-1e+200,-1e+200,-1e+200,-1e+200,350882.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-368295730.265,129504.627001,-368295730.265,-368204156.665,-368387303.865,-368378146.505,-368213314.025,2.0,16771448414.7,3.6750693330500006e-12,52,0.125,0.00781011289156,0.250003562502,0.249920051167
240.0,-94.0,-2354.0,-1e+200,-1e+200,-1e+200,-1e+200,175441.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-379457306.587,3277977.51794,-379457306.587,-377139426.455,-381775186.718,-381543398.705,-377371214.468,2.0,10745136608100.0,3.6750693330500006e-12,44,0.25,0.0156297740745,0.249996437498,0.250079948833
240.0,-187.0,-3136.0,-1e+200,-1e+200,-1e+200,-1e+200,175441.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-380639465.343,2522533.36348,-380639465.343,-378855764.896,-382423165.791,-382244795.746,-379034134.941,2.0,6363174569870.0,3.6750693330500006e-12,28,0.125,0.00780989030639,0.249996437498,0.249920051167
240.0,-156.0,-2354.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-381763160.567,1163853.03175,-381763160.567,-380940192.196,-382586128.938,-382503832.101,-381022489.033,2.0,1354553879520.0,3.6750693330500006e-12,9,0.25,0.00781466430966,0.124994656247,0.250079948833
240.0,-94.0,-1572.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-397999343.994,10458959.1885,-397999343.994,-390603743.027,-405394944.96,-404655384.863,-391343303.124,2.0,109389827306000.0,3.6750693330500006e-12,20,0.25,0.00390733215483,0.124994656247,0.125039974416
240.0,-125.0,-3136.0,-1e+200,-1e+200,-1e+200,-1e+200,350882.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-400390750.058,308085.720097,-400390750.058,-400172900.556,-400608599.56,-400586814.61,-400194685.507,2.0,94916810927.8,3.6750693330500006e-12,63,0.25,0.0156202257831,0.250003562502,0.249920051167
240.0,-125.0,-2354.0,-1e+200,-1e+200,-1e+200,-1e+200,175441.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-408578868.67,6191799.72338,-408578868.67,-404200605.098,-412957132.242,-412519305.885,-404638431.455,2.0,38338383814500.0,3.6750693330500006e-12,39,0.25,0.0156297740745,0.249996437498,0.250079948833
240.0,-156.0,-3917.0,-1e+200,-1e+200,-1e+200,-1e+200,526323.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-417548596.24,1312535.98243,-417548596.24,-416620493.147,-418476699.334,-418383889.025,-416713303.456,2.0,1722750705180.0,3.6750693330500006e-12,82,0.25,0.0156202257831,0.250003562502,0.249920051167
240.0,-187.0,-2354.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-418697202.092,1151512.98094,-418697202.092,-417882959.455,-419511444.73,-419430020.466,-417964383.719,2.0,1325982145270.0,3.6750693330500006e-12,4,0.125,0.00390733215483,0.124994656247,0.250079948833
240.0,-156.0,-3136.0,-1e+200,-1e+200,-1e+200,-1e+200,350882.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-432011783.785,515824.261649,-432011783.785,-431647040.952,-432376526.618,-432340052.335,-431683515.235,2.0,266074668906.0,3.6750693330500006e-12,58,0.25,0.0156202257831,0.250003562502,0.249920051167
240.0,-63.0,-1572.0,-1e+200,-1e+200,-1e+200,-1e+200,175441.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-432071492.274,14958521.9854,-432071492.274,-421494219.942,-442648764.607,-441591037.373,-422551947.175,2.0,223757379987000.0,3.6750693330500006e-12,50,0.125,0.00390744351862,0.249996437498,0.125039974416
240.0,-187.0,-4699.0,-1e+200,-1e+200,-1e+200,-1e+200,701764.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-435327054.894,1889741.51328,-435327054.894,-433990805.855,-436663303.933,-436529679.029,-434124430.759,2.0,3571122987010.0,3.6750693330500006e-12,101,0.125,0.0019537774412,0.125001781251,0.125039974416
240.0,-156.0,-2354.0,-1e+200,-1e+200,-1e+200,-1e+200,175441.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-438682140.226,446993.516101,-438682140.226,-438366068.08,-438998212.372,-438966605.158,-438397675.294,2.0,199803203436.0,3.6750693330500006e-12,34,0.25,0.0156297740745,0.249996437498,0.250079948833
240.0,-125.0,-1572.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-440790505.726,10861837.6016,-440790505.726,-433110026.702,-448470984.751,-447702936.848,-433878074.605,2.0,117979516083000.0,3.6750693330500006e-12,15,0.25,0.00390733215483,0.124994656247,0.125039974416
240.0,-187.0,-3917.0,-1e+200,-1e+200,-1e+200,-1e+200,526323.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-443705311.014,3871880.13497,-443705311.014,-440967478.315,-446443143.714,-446169360.444,-441241261.585,2.0,14991455779600.0,3.6750693330500006e-12,77,0.125,0.00781011289156,0.250003562502,0.249920051167
240.0,-94.0,-1572.0,-1e+200,-1e+200,-1e+200,-1e+200,175441.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-452574605.653,5076065.7761,-452574605.653,-448985285.121,-456163926.185,-455804994.132,-449344217.175,2.0,25766443763300.0,3.6750693330500006e-12,45,0.25,0.00781488703723,0.249996437498,0.125039974416
240.0,-187.0,-3136.0,-1e+200,-1e+200,-1e+200,-1e+200,350882.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-454665693.377,3723363.73664,-454665693.377,-452032877.63,-457298509.124,-457035227.549,-452296159.205,2.0,13863437515400.0,3.6750693330500006e-12,53,0.125,0.00781011289156,0.250003562502,0.249920051167
240.0,-94.0,-2354.0,-1e+200,-1e+200,-1e+200,-1e+200,350882.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-463452889.157,9597281.90264,-463452889.157,-456666586.043,-470239192.271,-469560561.96,-457345216.354,2.0,92107819918800.0,3.6750693330500006e-12,69,0.25,0.0156302195296,0.250003562502,0.250079948833
240.0,-187.0,-2354.0,-1e+200,-1e+200,-1e+200,-1e+200,175441.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-471535658.048,9196087.69355,-471535658.048,-465033042.079,-478038274.016,-477388012.419,-465683303.676,2.0,84568028867500.0,3.6750693330500006e-12,29,0.125,0.00781488703723,0.249996437498,0.250079948833
240.0,-125.0,-3136.0,-1e+200,-1e+200,-1e+200,-1e+200,526323.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-477544682.779,4632941.76283,-477544682.779,-474268698.241,-480820667.316,-480493068.862,-474596296.695,2.0,21464149377700.0,3.6750693330500006e-12,88,0.25,0.0156202257831,0.250003562502,0.249920051167
240.0,-156.0,-1572.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-478569023.553,18547665.0214,-478569023.553,-465453843.842,-491684203.265,-490372685.294,-466765361.813,2.0,344015877746000.0,3.6750693330500006e-12,10,0.25,0.00390733215483,0.124994656247,0.125039974416
240.0,-125.0,-2354.0,-1e+200,-1e+200,-1e+200,-1e+200,350882.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-489227328.327,16315350.0858,-489227328.327,-477690633.644,-500764023.01,-499610353.542,-478844303.112,2.0,266190648423000.0,3.6750693330500006e-12,64,0.25,0.0156302195296,0.250003562502,0.250079948833
240.0,-156.0,-3917.0,-1e+200,-1e+200,-1e+200,-1e+200,701764.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-492081269.464,1327485.30397,-492081269.464,-491142595.603,-493019943.324,-492926075.938,-491236462.989,2.0,1762217232250.0,3.6750693330500006e-12,107,0.25,0.00781011289156,0.125001781251,0.249920051167
240.0,-125.0,-1572.0,-1e+200,-1e+200,-1e+200,-1e+200,175441.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-492596457.42,10812827.8248,-492596457.42,-484950633.541,-500242281.299,-499477698.911,-485715215.929,2.0,116917245570000.0,3.6750693330500006e-12,40,0.25,0.00781488703723,0.249996437498,0.125039974416
240.0,-156.0,-3136.0,-1e+200,-1e+200,-1e+200,-1e+200,526323.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-502873241.642,7615000.55307,-502873241.642,-497488623.112,-508257860.172,-507719398.319,-498027084.965,2.0,57988233423200.0,3.6750693330500006e-12,83,0.25,0.0156202257831,0.250003562502,0.249920051167
240.0,-63.0,-1572.0,-1e+200,-1e+200,-1e+200,-1e+200,350882.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-507194013.746,5964630.95792,-507194013.746,-502976382.749,-511411644.744,-510989881.644,-503398145.849,2.0,35576822464200.0,3.6750693330500006e-12,75,0.125,0.00390755488241,0.250003562502,0.125039974416
240.0,-156.0,-2354.0,-1e+200,-1e+200,-1e+200,-1e+200,350882.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-511041215.842,93734.2017438,-511041215.842,-510974935.752,-511107495.932,-511100867.923,-510981563.761,2.0,8786100576.54,3.6750693330500006e-12,59,0.25,0.0156302195296,0.250003562502,0.250079948833
240.0,-187.0,-1572.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-518636920.572,3796938.10716,-518636920.572,-515952079.888,-521321761.255,-521053277.187,-516220563.957,2.0,14416738989600.0,3.6750693330500006e-12,5,0.125,0.00195366607741,0.124994656247,0.125039974416
240.0,-187.0,-3917.0,-1e+200,-1e+200,-1e+200,-1e+200,701764.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-520877636.161,4308690.10367,-520877636.161,-517830932.17,-523924340.151,-523619669.752,-518135602.569,2.0,18564810409500.0,3.6750693330500006e-12,102,0.125,0.00390505644578,0.125001781251,0.249920051167
240.0,-187.0,-3136.0,-1e+200,-1e+200,-1e+200,-1e+200,526323.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-527783618.122,2336951.58319,-527783618.122,-526131143.81,-529436092.434,-529270845.003,-526296391.241,2.0,5461342702150.0,3.6750693330500006e-12,78,0.125,0.00781011289156,0.250003562502,0.249920051167
240.0,-94.0,-1572.0,-1e+200,-1e+200,-1e+200,-1e+200,350882.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-528976263.327,2626138.57335,-528976263.327,-527119302.934,-530833223.721,-530647527.681,-527304998.973,2.0,6896603806450.0,3.6750693330500006e-12,70,0.25,0.00781510976481,0.250003562502,0.125039974416
240.0,-156.0,-1572.0,-1e+200,-1e+200,-1e+200,-1e+200,175441.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-530632120.02,554186.165254,-530632120.02,-530240251.224,-531023988.815,-530984801.935,-530279438.104,2.0,307122305759.0,3.6750693330500006e-12,35,0.25,0.00781488703723,0.249996437498,0.125039974416
240.0,-94.0,-2354.0,-1e+200,-1e+200,-1e+200,-1e+200,526323.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-533874182.101,7185751.78641,-533874182.101,-528793088.285,-538955275.917,-538447166.536,-529301197.667,2.0,51635028735900.0,3.6750693330500006e-12,94,0.25,0.0156302195296,0.250003562502,0.250079948833
240.0,-125.0,-3136.0,-1e+200,-1e+200,-1e+200,-1e+200,701764.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-547934844.655,2432927.39891,-547934844.655,-546214505.193,-549655184.117,-549483150.171,-546386539.139,2.0,5919135728350.0,3.6750693330500006e-12,113,0.25,0.00781011289156,0.125001781251,0.249920051167
240.0,-125.0,-2354.0,-1e+200,-1e+200,-1e+200,-1e+200,526323.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-553328521.605,3300621.84565,-553328521.605,-550994629.516,-555662413.694,-555429024.485,-551228018.725,2.0,10894104567900.0,3.6750693330500006e-12,89,0.25,0.0156302195296,0.250003562502,0.250079948833
240.0,-187.0,-2354.0,-1e+200,-1e+200,-1e+200,-1e+200,350882.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-556798043.245,7245196.0731,-556798043.245,-551674915.971,-561921170.52,-561408857.792,-552187228.699,2.0,52492866137700.0,3.6750693330500006e-12,54,0.125,0.00781510976481,0.250003562502,0.250079948833
240.0,-187.0,-1572.0,-1e+200,-1e+200,-1e+200,-1e+200,175441.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-562210530.316,10923622.8913,-562210530.316,-554486362.495,-569934698.138,-569162281.356,-555258779.277,2.0,119325537071000.0,3.6750693330500006e-12,30,0.125,0.00390744351862,0.249996437498,0.125039974416
240.0,-156.0,-3136.0,-1e+200,-1e+200,-1e+200,-1e+200,701764.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-577540853.024,5249657.0149,-577540853.024,-573828784.95,-581252921.098,-580881714.291,-574199991.758,2.0,27558898774000.0,3.6750693330500006e-12,108,0.25,0.00781011289156,0.125001781251,0.249920051167
240.0,-125.0,-1572.0,-1e+200,-1e+200,-1e+200,-1e+200,350882.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-579143379.409,4983668.03493,-579143379.409,-575619393.946,-582667364.872,-582314966.325,-575971792.492,2.0,24836947082400.0,3.6750693330500006e-12,65,0.25,0.00781510976481,0.250003562502,0.125039974416
240.0,-156.0,-2354.0,-1e+200,-1e+200,-1e+200,-1e+200,526323.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-587474734.048,4130072.13711,-587474734.048,-584554332.033,-590395136.063,-590103095.862,-584846372.235,2.0,17057495857700.0,3.6750693330500006e-12,84,0.25,0.0156302195296,0.250003562502,0.250079948833
240.0,-63.0,-1572.0,-1e+200,-1e+200,-1e+200,-1e+200,526323.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-589264217.533,20360292.8221,-589264217.533,-574867316.412,-603661118.655,-602221428.543,-576307006.524,2.0,414541523802000.0,3.6750693330500006e-12,100,0.125,0.00390755488241,0.250003562502,0.125039974416
240.0,-94.0,-2354.0,-1e+200,-1e+200,-1e+200,-1e+200,701764.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-600991928.211,3434590.93677,-600991928.211,-598563305.669,-603420550.753,-603177688.499,-598806167.924,2.0,11796414903000.0,3.6750693330500006e-12,119,0.25,0.00781510976481,0.125001781251,0.250079948833
240.0,-94.0,-1572.0,-1e+200,-1e+200,-1e+200,-1e+200,526323.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-601247007.846,3979964.6397,-601247007.846,-598432747.861,-604061267.832,-603779841.833,-598714173.859,2.0,15840118533300.0,3.6750693330500006e-12,95,0.25,0.00781510976481,0.250003562502,0.125039974416
240.0,-187.0,-3136.0,-1e+200,-1e+200,-1e+200,-1e+200,701764.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-602324321.149,771060.951443,-602324321.149,-601779098.721,-602869543.576,-602815021.334,-601833620.964,2.0,594534990840.0,3.6750693330500006e-12,103,0.125,0.00390505644578,0.125001781251,0.249920051167
240.0,-156.0,-1572.0,-1e+200,-1e+200,-1e+200,-1e+200,350882.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-607418136.254,13910272.2525,-607418136.254,-597582088.416,-617254184.091,-616270579.308,-598565693.199,2.0,193495674139000.0,3.6750693330500006e-12,60,0.25,0.00781510976481,0.250003562502,0.125039974416
240.0,-187.0,-2354.0,-1e+200,-1e+200,-1e+200,-1e+200,526323.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-623262984.098,2176673.21791,-623262984.098,-621723843.705,-624802124.491,-624648210.452,-621877757.745,2.0,4737906297580.0,3.6750693330500006e-12,79,0.125,0.00781510976481,0.250003562502,0.250079948833
240.0,-125.0,-2354.0,-1e+200,-1e+200,-1e+200,-1e+200,701764.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-629283277.802,4052440.88551,-629283277.802,-626417769.371,-632148786.232,-631862235.389,-626704320.214,2.0,16422277130600.0,3.6750693330500006e-12,114,0.25,0.00781510976481,0.125001781251,0.250079948833
240.0,-187.0,-1572.0,-1e+200,-1e+200,-1e+200,-1e+200,350882.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-640164338.943,1289559.23932,-640164338.943,-639252482.86,-641076195.026,-640985009.417,-639343668.468,2.0,1662963031720.0,3.6750693330500006e-12,55,0.125,0.00390755488241,0.250003562502,0.125039974416
240.0,-63.0,-1572.0,-1e+200,-1e+200,-1e+200,-1e+200,701764.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-647228187.249,710904.928516,-647228187.249,-646725501.553,-647730872.944,-647680604.375,-646775770.123,2.0,505385817388.0,3.6750693330500006e-12,125,0.125,0.0019537774412,0.125001781251,0.125039974416
240.0,-125.0,-1572.0,-1e+200,-1e+200,-1e+200,-1e+200,526323.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-649416013.815,11730240.864,-649416013.815,-641121480.956,-657710546.675,-656881093.389,-641950934.242,2.0,137598550727000.0,3.6750693330500006e-12,90,0.25,0.00781510976481,0.250003562502,0.125039974416
240.0,-156.0,-2354.0,-1e+200,-1e+200,-1e+200,-1e+200,701764.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-665154088.795,5981638.4508,-665154088.795,-660924431.684,-669383745.906,-668960780.195,-661347397.395,2.0,35779998556000.0,3.6750693330500006e-12,109,0.25,0.00781510976481,0.125001781251,0.250079948833
240.0,-156.0,-1572.0,-1e+200,-1e+200,-1e+200,-1e+200,526323.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-680489720.508,10991502.3999,-680489720.508,-672717554.626,-688261886.391,-687484669.803,-673494771.214,2.0,120813125008000.0,3.6750693330500006e-12,85,0.25,0.00781510976481,0.250003562502,0.125039974416
240.0,-94.0,-1572.0,-1e+200,-1e+200,-1e+200,-1e+200,701764.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-688244848.064,2343902.21486,-688244848.064,-686587458.913,-689902237.214,-689736498.299,-686753197.828,2.0,5493877592800.0,3.6750693330500006e-12,120,0.25,0.00390755488241,0.125001781251,0.125039974416
240.0,-187.0,-2354.0,-1e+200,-1e+200,-1e+200,-1e+200,701764.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-693693720.245,1178390.95698,-693693720.245,-692860472.009,-694526968.482,-694443643.658,-692943796.832,2.0,1388605247490.0,3.6750693330500006e-12,104,0.125,0.00390755488241,0.125001781251,0.250079948833
240.0,-187.0,-1572.0,-1e+200,-1e+200,-1e+200,-1e+200,526323.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-708796687.458,715701.451758,-708796687.458,-708290610.108,-709302764.807,-709252157.072,-708341217.843,2.0,512228568048.0,3.6750693330500006e-12,80,0.125,0.00390755488241,0.250003562502,0.125039974416
240.0,-125.0,-1572.0,-1e+200,-1e+200,-1e+200,-1e+200,701764.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-715684383.192,6028241.35858,-715684383.192,-711421772.849,-719946993.535,-719520732.501,-711848033.883,2.0,36339693877300.0,3.6750693330500006e-12,115,0.25,0.00390755488241,0.125001781251,0.125039974416
240.0,-156.0,-1572.0,-1e+200,-1e+200,-1e+200,-1e+200,701764.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-751965926.574,3981700.33688,-751965926.574,-749150439.265,-754781413.883,-754499865.152,-749431987.996,2.0,15853937572700.0,3.6750693330500006e-12,110,0.25,0.00390755488241,0.125001781251,0.125039974416
240.0,-187.0,-1572.0,-1e+200,-1e+200,-1e+200,-1e+200,701764.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-794557255.708,13797951.7224,-794557255.708,-784800630.479,-804313880.937,-803338218.415,-785776293.002,2.0,190383471732000.0,3.6750693330500006e-12,105,0.125,0.0019537774412,0.125001781251,0.125039974416
240.0,-63.0,-2354.0,-1e+200,-1e+200,-1e+200,-1e+200,701764.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-31376473957900.0,10776813.0178,-31376473957900.0,-31376466337500.0,-31376481578200.0,-31376480816200.0,-31376467099600.0,2.0,116139698820000.0,3.6750693330500006e-12,124,0.125,0.00390755488241,0.125001781251,0.250079948833
240.0,-94.0,-3136.0,-1e+200,-1e+200,-1e+200,-1e+200,701764.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-31565282062800.0,7757360.0183,-31565282062800.0,-31565276577600.0,-31565287548100.0,-31565286999600.0,-31565277126100.0,2.0,60176634453600.0,3.6750693330500006e-12,118,0.25,0.00781011289156,0.125001781251,0.249920051167
240.0,-125.0,-3917.0,-1e+200,-1e+200,-1e+200,-1e+200,701764.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-31690498767900.0,5726867.94682,-31690498767900.0,-31690494718400.0,-31690502817400.0,-31690502412400.0,-31690495123300.0,2.0,32797016480300.0,3.6750693330500006e-12,112,0.25,0.00781011289156,0.125001781251,0.249920051167
