smr_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-meoh_capacity,ProbabilityWeight,prefix,PointProbability,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight-htse_capacity
480.0,-209.9,-10730.5,-1e+200,-1e+200,-1e+200,-1e+200,36790.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-376317547964000.0,972126.734659,-376317547964000.0,-376317547277000.0,-376317548652000.0,-376317548583000.0,-376317547346000.0,2.0,945030388238.0,0.0714285714286,0.00145663398099,97,1.07010398565e-12,0.142844106523,0.142763157895
480.0,-209.9,-10730.5,-1e+200,-1e+200,-1e+200,-1e+200,73581.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-376317566418000.0,4098499.26787,-376317566418000.0,-376317563520000.0,-376317569316000.0,-376317569027000.0,-376317563810000.0,2.0,16797696248700.0,0.0714285714286,0.00145683197123,161,1.07010398565e-12,0.14286352234,0.142763157895
480.0,-155.6,-9366.3,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-376342377150000.0,1187110.04453,-376342377150000.0,-376342376311000.0,-376342377990000.0,-376342377906000.0,-376342376395000.0,2.0,1409230257820.0,0.142857142857,0.0014577585108,42,1.07010398565e-12,0.0714113745622,0.142894736842
480.0,-155.6,-9366.3,-1e+200,-1e+200,-1e+200,-1e+200,36790.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-376342392172000.0,5130215.70294,-376342392172000.0,-376342388545000.0,-376342395800000.0,-376342395437000.0,-376342388908000.0,2.0,26319113158700.0,0.142857142857,0.00291595300158,106,1.07010398565e-12,0.142844106523,0.142894736842
480.0,-155.6,-9366.3,-1e+200,-1e+200,-1e+200,-1e+200,73581.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-376342409338000.0,2224545.1173,-376342409338000.0,-376342407765000.0,-376342410911000.0,-376342410753000.0,-376342407922000.0,2.0,4948600978910.0,0.142857142857,0.00291634934701,170,1.07010398565e-12,0.14286352234,0.142894736842
480.0,-101.3,-8002.1,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-376367218882000.0,824932.249301,-376367218882000.0,-376367218299000.0,-376367219466000.0,-376367219407000.0,-376367218357000.0,2.0,680513215936.0,0.142857142857,0.0014577585108,51,1.07010398565e-12,0.0714113745622,0.142894736842
480.0,-101.3,-8002.1,-1e+200,-1e+200,-1e+200,-1e+200,36790.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-376367232648000.0,3182981.15982,-376367232648000.0,-376367230397000.0,-376367234899000.0,-376367234674000.0,-376367230622000.0,2.0,10131369063800.0,0.142857142857,0.00291595300158,115,1.07010398565e-12,0.142844106523,0.142894736842
480.0,-47.0,-6637.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-376392055686000.0,3706432.42256,-376392055686000.0,-376392053065000.0,-376392058307000.0,-376392058045000.0,-376392053327000.0,2.0,13737641303000.0,0.142857142857,0.0007288792554,60,1.07010398565e-12,0.0714113745622,0.0714473684211
480.0,-47.0,-6637.9,-1e+200,-1e+200,-1e+200,-1e+200,36790.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-376392069245000.0,3917990.06524,-376392069245000.0,-376392066474000.0,-376392072015000.0,-376392071738000.0,-376392066751000.0,2.0,15350646151300.0,0.142857142857,0.00145797650079,124,1.07010398565e-12,0.142844106523,0.0714473684211
480.0,-155.6,-10730.5,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-470440120261000.0,1863354.7967,-470440120261000.0,-470440118944000.0,-470440121579000.0,-470440121447000.0,-470440119075000.0,2.0,3472091098370.0,0.0714285714286,0.0007288792554,41,1.07010398565e-12,0.0714113745622,0.142894736842
480.0,-155.6,-10730.5,-1e+200,-1e+200,-1e+200,-1e+200,36790.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-470440138242000.0,99273.063302,-470440138242000.0,-470440138172000.0,-470440138312000.0,-470440138305000.0,-470440138179000.0,2.0,9855141097.36,0.0714285714286,0.00145797650079,105,1.07010398565e-12,0.142844106523,0.142894736842
480.0,-155.6,-10730.5,-1e+200,-1e+200,-1e+200,-1e+200,73581.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-470440157340000.0,1448713.12545,-470440157340000.0,-470440156316000.0,-470440158364000.0,-470440158262000.0,-470440156418000.0,2.0,2098769719850.0,0.0714285714286,0.00145817467351,169,1.07010398565e-12,0.14286352234,0.142894736842
480.0,-101.3,-9366.3,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-470464969305000.0,2510530.56587,-470464969305000.0,-470464967529000.0,-470464971080000.0,-470464970902000.0,-470464967707000.0,2.0,6302763722150.0,0.142857142857,0.0014577585108,50,1.07010398565e-12,0.0714113745622,0.142894736842
480.0,-101.3,-9366.3,-1e+200,-1e+200,-1e+200,-1e+200,36790.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-470464982184000.0,781071.874071,-470464982184000.0,-470464981632000.0,-470464982737000.0,-470464982681000.0,-470464981687000.0,2.0,610073272465.0,0.142857142857,0.00291595300158,114,1.07010398565e-12,0.142844106523,0.142894736842
480.0,-47.0,-8002.1,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-470489808071000.0,3096922.72902,-470489808071000.0,-470489805881000.0,-470489810261000.0,-470489810042000.0,-470489806100000.0,2.0,9590930389510.0,0.142857142857,0.0007288792554,59,1.07010398565e-12,0.0714113745622,0.0714473684211
480.0,-47.0,-8002.1,-1e+200,-1e+200,-1e+200,-1e+200,36790.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-470489819503000.0,4156803.80171,-470489819503000.0,-470489816564000.0,-470489822442000.0,-470489822148000.0,-470489816858000.0,2.0,17279017845900.0,0.142857142857,0.00145797650079,123,1.07010398565e-12,0.142844106523,0.0714473684211
480.0,-101.3,-10730.5,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-564562712685000.0,2654904.09291,-564562712685000.0,-564562710808000.0,-564562714562000.0,-564562714374000.0,-564562710995000.0,2.0,7048515742580.0,0.0714285714286,0.0007288792554,49,1.07010398565e-12,0.0714113745622,0.142894736842
480.0,-101.3,-10730.5,-1e+200,-1e+200,-1e+200,-1e+200,36790.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-564562727546000.0,146084.548683,-564562727546000.0,-564562727443000.0,-564562727649000.0,-564562727639000.0,-564562727453000.0,2.0,21340695363.8,0.0714285714286,0.00145797650079,113,1.07010398565e-12,0.142844106523,0.142894736842
480.0,-47.0,-9366.3,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-564587552261000.0,2946600.84295,-564587552261000.0,-564587550177000.0,-564587554345000.0,-564587554136000.0,-564587550386000.0,2.0,8682456527670.0,0.142857142857,0.0007288792554,58,1.07010398565e-12,0.0714113745622,0.0714473684211
480.0,-47.0,-9366.3,-1e+200,-1e+200,-1e+200,-1e+200,36790.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-564587569509000.0,1090333.28913,-564587569509000.0,-564587568738000.0,-564587570280000.0,-564587570203000.0,-564587568815000.0,2.0,1188826681390.0,0.142857142857,0.00145797650079,122,1.07010398565e-12,0.142844106523,0.0714473684211
480.0,-47.0,-10730.5,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-658685301254000.0,4426046.95043,-658685301254000.0,-658685298124000.0,-658685304384000.0,-658685304071000.0,-658685298437000.0,2.0,19589891607400.0,0.0714285714286,0.0003644396277,57,1.07010398565e-12,0.0714113745622,0.0714473684211
480.0,-47.0,-10730.5,-1e+200,-1e+200,-1e+200,-1e+200,36790.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-658685321158000.0,3120267.94779,-658685321158000.0,-658685318952000.0,-658685323364000.0,-658685323144000.0,-658685319172000.0,2.0,9736072065990.0,0.0714285714286,0.000728988250394,121,1.07010398565e-12,0.142844106523,0.0714473684211
