smr_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-meoh_capacity,ProbabilityWeight,prefix,PointProbability,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight-htse_capacity
480.0,-372.7,-6637.9,-1e+200,-1e+200,-1e+200,-1e+200,36790.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-1528355324.19,191883.028327,-1528355324.19,-1528219642.4,-1528491005.98,-1528477437.81,-1528233210.58,2.0,36819096559.9,0.142857142857,0.00291595300158,76,1.07010398565e-12,0.142844106523,0.142894736842
480.0,-209.9,-5273.7,-1e+200,-1e+200,-1e+200,-1e+200,73581.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-1541715933.32,2019701.91285,-1541715933.32,-1540287788.4,-1543144078.24,-1543001263.75,-1540430602.9,2.0,4079195816770.0,0.142857142857,0.00291366394246,165,1.07010398565e-12,0.14286352234,0.142763157895
480.0,-372.7,-6637.9,-1e+200,-1e+200,-1e+200,-1e+200,73581.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-1546210149.79,1410560.05644,-1546210149.79,-1545212733.21,-1547207566.37,-1547107824.71,-1545312474.86,2.0,1989679672830.0,0.142857142857,0.00291634934701,140,1.07010398565e-12,0.14286352234,0.142894736842
480.0,-372.7,-6637.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-1561228933.57,189470.445022,-1561228933.57,-1561094957.74,-1561362909.41,-1561349511.83,-1561108355.32,2.0,35899049537.0,0.142857142857,0.0014577585108,12,1.07010398565e-12,0.0714113745622,0.142894736842
480.0,-264.1,-5273.7,-1e+200,-1e+200,-1e+200,-1e+200,36790.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-1563044854.18,4876754.15485,-1563044854.18,-1559596468.25,-1566493240.11,-1566148401.52,-1559941306.84,2.0,23782731086900.0,0.142857142857,0.00291326796198,93,1.07010398565e-12,0.142844106523,0.142763157895
480.0,-264.1,-5273.7,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-1572036502.97,2348746.48404,-1572036502.97,-1570375688.4,-1573697317.54,-1573531236.08,-1570541769.86,2.0,5516610046290.0,0.142857142857,0.00145641619173,29,1.07010398565e-12,0.0714113745622,0.142763157895
480.0,-155.6,-3909.5,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-1575808269.58,2752832.69545,-1575808269.58,-1573861722.91,-1577754816.24,-1577560161.57,-1574056377.58,2.0,7578087849130.0,0.142857142857,0.0014577585108,46,1.07010398565e-12,0.0714113745622,0.142894736842
480.0,-264.1,-5273.7,-1e+200,-1e+200,-1e+200,-1e+200,73581.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-1580646799.52,823310.300118,-1580646799.52,-1580064631.22,-1581228967.81,-1581170750.98,-1580122848.05,2.0,677839850280.0,0.142857142857,0.00291366394246,157,1.07010398565e-12,0.14286352234,0.142763157895
480.0,-427.0,-6637.9,-1e+200,-1e+200,-1e+200,-1e+200,36790.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-1582098107.63,370339.165794,-1582098107.63,-1581836238.29,-1582359976.96,-1582333790.03,-1581862425.23,2.0,137151097721.0,0.142857142857,0.00145797650079,68,1.07010398565e-12,0.142844106523,0.0714473684211
480.0,-155.6,-3909.5,-1e+200,-1e+200,-1e+200,-1e+200,36790.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-1593882961.47,4678526.34576,-1593882961.47,-1590574743.76,-1597191179.17,-1596860357.4,-1590905565.53,2.0,21888608768000.0,0.142857142857,0.00291595300158,110,1.07010398565e-12,0.142844106523,0.142894736842
480.0,-427.0,-6637.9,-1e+200,-1e+200,-1e+200,-1e+200,73581.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-1598852176.95,790824.522271,-1598852176.95,-1598292979.56,-1599411374.33,-1599355454.59,-1598348899.3,2.0,625403425025.0,0.142857142857,0.00145817467351,132,1.07010398565e-12,0.14286352234,0.0714473684211
480.0,-318.4,-5273.7,-1e+200,-1e+200,-1e+200,-1e+200,36790.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-1613040960.69,4060019.42244,-1613040960.69,-1610170093.43,-1615911827.96,-1615624741.23,-1610457180.16,2.0,16483757710600.0,0.142857142857,0.00291595300158,85,1.07010398565e-12,0.142844106523,0.142894736842
480.0,-427.0,-6637.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-1630466184.85,544761.251793,-1630466184.85,-1630080980.47,-1630851389.22,-1630812868.79,-1630119500.91,2.0,296764821455.0,0.142857142857,0.0007288792554,4,1.07010398565e-12,0.0714113745622,0.0714473684211
480.0,-318.4,-5273.7,-1e+200,-1e+200,-1e+200,-1e+200,73581.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-1630560378.49,4560875.88151,-1630560378.49,-1627335352.22,-1633785404.75,-1633462902.12,-1627657854.85,2.0,20801588806500.0,0.142857142857,0.00291634934701,149,1.07010398565e-12,0.14286352234,0.142894736842
480.0,-318.4,-5273.7,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-1639077562.03,4592425.95457,-1639077562.03,-1635830226.5,-1642324897.57,-1642000164.01,-1636154960.05,2.0,21090376148200.0,0.142857142857,0.0014577585108,21,1.07010398565e-12,0.0714113745622,0.142894736842
480.0,-101.3,-2545.3,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-1640111387.77,2587925.13108,-1640111387.77,-1638281448.36,-1641941327.18,-1641758333.24,-1638464442.3,2.0,6697356484060.0,0.142857142857,0.0014577585108,55,1.07010398565e-12,0.0714113745622,0.142894736842
480.0,-209.9,-3909.5,-1e+200,-1e+200,-1e+200,-1e+200,36790.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-1642601646.14,160709.347134,-1642601646.14,-1642488007.47,-1642715284.81,-1642703920.95,-1642499371.34,2.0,25827494256.3,0.142857142857,0.00291326796198,102,1.07010398565e-12,0.142844106523,0.142763157895
480.0,-209.9,-3909.5,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-1645196852.28,4892903.19492,-1645196852.28,-1641737047.25,-1648656657.31,-1648310676.8,-1642083027.75,2.0,23940501674900.0,0.142857142857,0.00145641619173,38,1.07010398565e-12,0.0714113745622,0.142763157895
480.0,-101.3,-2545.3,-1e+200,-1e+200,-1e+200,-1e+200,36790.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-1655702996.64,3984921.82091,-1655702996.64,-1652885231.4,-1658520761.88,-1658238985.36,-1653167007.92,2.0,15879601918800.0,0.142857142857,0.00291595300158,119,1.07010398565e-12,0.142844106523,0.142894736842
480.0,-209.9,-3909.5,-1e+200,-1e+200,-1e+200,-1e+200,73581.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-1657086487.02,1973649.57875,-1657086487.02,-1655690906.02,-1658482068.02,-1658342509.92,-1655830464.12,2.0,3895292659680.0,0.142857142857,0.00291366394246,166,1.07010398565e-12,0.14286352234,0.142763157895
480.0,-372.7,-5273.7,-1e+200,-1e+200,-1e+200,-1e+200,36790.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-1662754580.41,2025795.93595,-1662754580.41,-1661322126.37,-1664187034.46,-1664043789.05,-1661465371.77,2.0,4103849174110.0,0.142857142857,0.00291595300158,77,1.07010398565e-12,0.142844106523,0.142894736842
480.0,-372.7,-5273.7,-1e+200,-1e+200,-1e+200,-1e+200,73581.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-1682279097.01,907468.329394,-1682279097.01,-1681637420.0,-1682920774.02,-1682856606.32,-1681701587.7,2.0,823498768854.0,0.142857142857,0.00291634934701,141,1.07010398565e-12,0.14286352234,0.142894736842
480.0,-47.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-1688979044.74,4957501.44758,-1688979044.74,-1685473561.85,-1692484527.63,-1692133979.34,-1685824110.14,2.0,24576820602700.0,0.0714285714286,0.0003644396277,64,0.0,0.0714113745622,0.0714473684211
480.0,-264.1,-3909.5,-1e+200,-1e+200,-1e+200,-1e+200,36790.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-1689314227.19,1603737.049,-1689314227.19,-1688180213.85,-1690448240.53,-1690334839.2,-1688293615.18,2.0,2571972522350.0,0.142857142857,0.00291326796198,94,1.07010398565e-12,0.142844106523,0.142763157895
480.0,-372.7,-5273.7,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-1705377076.73,3585786.46747,-1705377076.73,-1702841542.8,-1707912610.65,-1707659057.26,-1703095096.19,2.0,12857864590300.0,0.142857142857,0.0014577585108,13,1.07010398565e-12,0.0714113745622,0.142894736842
480.0,-264.1,-3909.5,-1e+200,-1e+200,-1e+200,-1e+200,73581.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-1708017814.84,902892.131685,-1708017814.84,-1707379373.69,-1708656255.99,-1708592411.87,-1707443217.8,2.0,815214201458.0,0.142857142857,0.00291366394246,158,1.07010398565e-12,0.14286352234,0.142763157895
480.0,-155.6,-2545.3,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-1708039849.41,1887883.87094,-1708039849.41,-1706704913.93,-1709374784.9,-1709241291.35,-1706838407.47,2.0,3564105510140.0,0.142857142857,0.0014577585108,47,1.07010398565e-12,0.0714113745622,0.142894736842
480.0,-155.6,-2545.3,-1e+200,-1e+200,-1e+200,-1e+200,36790.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-1708909395.0,2005262.26242,-1708909395.0,-1707491460.46,-1710327329.54,-1710185536.09,-1707633253.91,2.0,4021076741090.0,0.142857142857,0.00291595300158,111,1.07010398565e-12,0.142844106523,0.142894736842
480.0,-264.1,-3909.5,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-1710718705.59,3984110.22242,-1710718705.59,-1707901514.24,-1713535896.95,-1713254177.81,-1708183233.37,2.0,15873134264400.0,0.142857142857,0.00145641619173,30,1.07010398565e-12,0.0714113745622,0.142763157895
480.0,-47.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,36790.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-1710992525.26,4480294.29576,-1710992525.26,-1707824478.78,-1714160571.74,-1713843767.09,-1708141283.43,2.0,20073036976600.0,0.0714285714286,0.000728988250394,128,0.0,0.142844106523,0.0714473684211
480.0,-427.0,-5273.7,-1e+200,-1e+200,-1e+200,-1e+200,36790.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-1719921125.89,1824907.45732,-1719921125.89,-1718630721.45,-1721211530.33,-1721082489.88,-1718759761.9,2.0,3330287227780.0,0.142857142857,0.00145797650079,69,1.07010398565e-12,0.142844106523,0.0714473684211
480.0,-427.0,-5273.7,-1e+200,-1e+200,-1e+200,-1e+200,73581.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-1734360262.05,2283676.28544,-1734360262.05,-1732745459.06,-1735975065.03,-1735813584.73,-1732906939.36,2.0,5215177376670.0,0.142857142857,0.00145817467351,133,1.07010398565e-12,0.14286352234,0.0714473684211
480.0,-318.4,-3909.5,-1e+200,-1e+200,-1e+200,-1e+200,36790.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-1747117286.05,2727552.58666,-1747117286.05,-1745188615.12,-1749045956.98,-1748853089.89,-1745381482.21,2.0,7439543112970.0,0.142857142857,0.00291595300158,86,1.07010398565e-12,0.142844106523,0.142894736842
480.0,-101.3,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,36790.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-1758420904.33,8246642.57123,-1758420904.33,-1752589647.45,-1764252161.22,-1763669035.53,-1753172773.14,2.0,68007113697600.0,0.0714285714286,0.00145797650079,120,0.0,0.142844106523,0.142894736842
480.0,-209.9,-2545.3,-1e+200,-1e+200,-1e+200,-1e+200,36790.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-1760725784.29,1288071.1962,-1760725784.29,-1759814980.41,-1761636588.17,-1761545507.78,-1759906060.8,2.0,1659127406470.0,0.142857142857,0.00291326796198,103,1.07010398565e-12,0.142844106523,0.142763157895
480.0,-318.4,-3909.5,-1e+200,-1e+200,-1e+200,-1e+200,73581.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-1762459230.32,3841916.72397,-1762459230.32,-1759742584.95,-1765175875.69,-1764904211.15,-1760014249.49,2.0,14760324113900.0,0.142857142857,0.00291634934701,150,1.07010398565e-12,0.14286352234,0.142894736842
480.0,-101.3,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-1763982372.72,3134176.21893,-1763982372.72,-1761766175.47,-1766198569.98,-1765976950.26,-1761987795.19,2.0,9823060571310.0,0.0714285714286,0.0007288792554,56,0.0,0.0714113745622,0.142894736842
480.0,-427.0,-5273.7,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-1770726081.63,5136279.21243,-1770726081.63,-1767094183.77,-1774357979.5,-1773994789.71,-1767457373.56,2.0,26381364148000.0,0.142857142857,0.0007288792554,5,1.07010398565e-12,0.0714113745622,0.0714473684211
480.0,-209.9,-2545.3,-1e+200,-1e+200,-1e+200,-1e+200,73581.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-1777261124.15,277344.394387,-1777261124.15,-1777065012.05,-1777457236.25,-1777437625.04,-1777084623.26,2.0,76919913098.1,0.142857142857,0.00291366394246,167,1.07010398565e-12,0.14286352234,0.142763157895
480.0,-209.9,-2545.3,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-1777420722.15,7083839.38821,-1777420722.15,-1772411691.28,-1782429753.02,-1781928849.93,-1772912594.37,2.0,50180780478000.0,0.142857142857,0.00145641619173,39,1.07010398565e-12,0.0714113745622,0.142763157895
480.0,-318.4,-3909.5,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-1777529466.63,3211101.4947,-1777529466.63,-1775258874.99,-1779800058.28,-1779572999.11,-1775485934.16,2.0,10311172809300.0,0.142857142857,0.0014577585108,22,1.07010398565e-12,0.0714113745622,0.142894736842
480.0,-372.7,-3909.5,-1e+200,-1e+200,-1e+200,-1e+200,36790.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-1801207250.47,6938356.8632,-1801207250.47,-1796301091.28,-1806113409.66,-1805622793.74,-1796791707.2,2.0,48140795961200.0,0.142857142857,0.00291595300158,78,1.07010398565e-12,0.142844106523,0.142894736842
480.0,-264.1,-2545.3,-1e+200,-1e+200,-1e+200,-1e+200,36790.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-1819379003.41,2658608.45395,-1819379003.41,-1817499083.34,-1821258923.47,-1821070931.47,-1817687075.35,2.0,7068198911420.0,0.142857142857,0.00291326796198,95,1.07010398565e-12,0.142844106523,0.142763157895
480.0,-372.7,-3909.5,-1e+200,-1e+200,-1e+200,-1e+200,73581.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-1823067648.36,5262890.53956,-1823067648.36,-1819346222.77,-1826789073.95,-1826416931.39,-1819718365.33,2.0,27698016831400.0,0.142857142857,0.00291634934701,142,1.07010398565e-12,0.14286352234,0.142894736842
480.0,-155.6,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,36790.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-1824396195.49,4675672.80267,-1824396195.49,-1821089995.55,-1827702395.44,-1827371775.44,-1821420615.54,2.0,21861916157600.0,0.0714285714286,0.00145797650079,112,0.0,0.142844106523,0.142894736842
480.0,-155.6,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-1827713837.76,5117806.01534,-1827713837.76,-1824095002.42,-1831332673.1,-1830970789.56,-1824456885.95,2.0,26191938410700.0,0.0714285714286,0.0007288792554,48,0.0,0.0714113745622,0.142894736842
480.0,-372.7,-3909.5,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-1844168141.5,3499232.77984,-1844168141.5,-1841693810.28,-1846642472.73,-1846395039.61,-1841941243.4,2.0,12244630047500.0,0.142857142857,0.0014577585108,14,1.07010398565e-12,0.0714113745622,0.142894736842
480.0,-264.1,-2545.3,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-1844241065.69,4570965.44797,-1844241065.69,-1841008905.02,-1847473226.35,-1847150010.29,-1841332121.09,2.0,20893725126600.0,0.142857142857,0.00145641619173,31,1.07010398565e-12,0.0714113745622,0.142763157895
480.0,-264.1,-2545.3,-1e+200,-1e+200,-1e+200,-1e+200,73581.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-1844735965.09,502208.340118,-1844735965.09,-1844380850.16,-1845091080.01,-1845055568.52,-1844416361.65,2.0,252213216884.0,0.142857142857,0.00291366394246,159,1.07010398565e-12,0.14286352234,0.142763157895
480.0,-427.0,-3909.5,-1e+200,-1e+200,-1e+200,-1e+200,36790.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-1861791753.86,4432058.9836,-1861791753.86,-1858657814.9,-1864925692.83,-1864612298.93,-1858971208.8,2.0,19643146834200.0,0.142857142857,0.00145797650079,70,1.07010398565e-12,0.142844106523,0.0714473684211
480.0,-427.0,-3909.5,-1e+200,-1e+200,-1e+200,-1e+200,73581.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-1883322674.29,189421.259389,-1883322674.29,-1883188733.23,-1883456615.35,-1883443221.24,-1883202127.34,2.0,35880413508.6,0.142857142857,0.00145817467351,134,1.07010398565e-12,0.14286352234,0.0714473684211
480.0,-318.4,-2545.3,-1e+200,-1e+200,-1e+200,-1e+200,36790.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-1884711429.03,3255931.65604,-1884711429.03,-1882409137.67,-1887013720.38,-1886783491.25,-1882639366.81,2.0,10601090948800.0,0.142857142857,0.00291595300158,87,1.07010398565e-12,0.142844106523,0.142894736842
480.0,-209.9,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,36790.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-1892723035.91,4233645.89704,-1892723035.91,-1889729396.18,-1895716675.63,-1895417311.66,-1890028760.15,2.0,17923757581500.0,0.0714285714286,0.00145663398099,104,0.0,0.142844106523,0.142763157895
480.0,-209.9,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-1896090260.24,527789.492423,-1896090260.24,-1895717056.71,-1896463463.77,-1896426143.42,-1895754377.06,2.0,278561748312.0,0.0714285714286,0.000728208095864,40,0.0,0.0714113745622,0.142763157895
480.0,-318.4,-2545.3,-1e+200,-1e+200,-1e+200,-1e+200,73581.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-1902266639.15,5847120.30268,-1902266639.15,-1898132100.73,-1906401177.56,-1905987723.72,-1898545554.57,2.0,34188815834000.0,0.142857142857,0.00291634934701,151,1.07010398565e-12,0.14286352234,0.142894736842
480.0,-209.9,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,73581.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-1909552448.29,804764.664236,-1909552448.29,-1908983393.74,-1910121502.84,-1910064597.39,-1909040299.19,2.0,647646164803.0,0.0714285714286,0.00145683197123,168,0.0,0.14286352234,0.142763157895
480.0,-318.4,-2545.3,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-1909621856.08,6872479.62926,-1909621856.08,-1904762279.14,-1914481433.03,-1913995475.34,-1905248236.83,2.0,47230976254600.0,0.142857142857,0.0014577585108,23,1.07010398565e-12,0.0714113745622,0.142894736842
480.0,-427.0,-3909.5,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-1911670360.38,1715063.6665,-1911670360.38,-1910457627.23,-1912883093.53,-1912761820.21,-1910578900.54,2.0,2941443380160.0,0.142857142857,0.0007288792554,6,1.07010398565e-12,0.0714113745622,0.0714473684211
