smr_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-htse_capacity,ProbabilityWeight-h2_storage_capacity,prefix,ProbabilityWeight-ft_capacity,ProbabilityWeight,PointProbability
480.0,-465.1,-8959.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1307163282.09,6129182.34235,-1307694274.7,-1293862010.93,-1314844279.49,-1314776121.48,-1297612365.11,10.0,37566876185700.0,0.0714473684211,0.0714132926442,129,0.142857142857,0.000728898832816,9.8243970108e-13
480.0,-410.8,-8959.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,240438.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1311128362.54,8253364.84644,-1311044783.44,-1296272694.53,-1324900778.04,-1322836786.6,-1299549702.56,10.0,68118031288400.0,0.142894736842,0.142862235785,178,0.142857142857,0.00291632308389,9.8243970108e-13
480.0,-356.5,-7595.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1313350798.68,8154735.69768,-1312897433.53,-1301892637.77,-1330502250.49,-1326537396.37,-1303832189.36,10.0,66499714299100.0,0.142894736842,0.0714132926442,195,0.142857142857,0.00145779766563,9.8243970108e-13
480.0,-465.1,-8959.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,200365.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1319066470.47,9594537.00893,-1319218414.58,-1301642946.06,-1330943888.27,-1330368169.29,-1305183926.13,10.0,92055140415700.0,0.0714473684211,0.142862235785,169,0.142857142857,0.00145816154194,9.8243970108e-13
480.0,-410.8,-7595.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,40073.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1322642181.02,15383594.647,-1323057178.62,-1300557746.24,-1346731628.32,-1343471570.03,-1302846638.6,9.0,236654984264000.0,0.142894736842,0.142844410537,202,0.142857142857,0.00291595920758,9.8243970108e-13
480.0,-248.0,-6231.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1323145037.54,16505814.7432,-1318168568.85,-1306210577.26,-1356590244.7,-1349545649.78,-1306734021.97,10.0,272441920338000.0,0.142763157895,0.0714132926442,261,0.142857142857,0.00145645531051,9.8243970108e-13
480.0,-356.5,-7595.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,120219.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1325571541.8,10983308.8369,-1325609507.86,-1307387015.29,-1340903765.08,-1340852331.29,-1310408721.86,10.0,120633073006000.0,0.142894736842,0.142862235785,219,0.142857142857,0.00291632308389,9.8243970108e-13
480.0,-410.8,-8959.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,280511.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1330678264.73,8110960.28187,-1329603788.23,-1318914701.66,-1343961452.63,-1343573928.91,-1320791500.59,10.0,65787676694000.0,0.142894736842,0.0714311178926,186,0.142857142857,0.00145816154194,9.8243970108e-13
480.0,-248.0,-6231.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,40073.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1339217474.14,13648618.6903,-1334547813.34,-1322185203.8,-1362125992.99,-1358638532.63,-1323332632.0,10.0,186284792153000.0,0.142763157895,0.142844410537,269,0.142857142857,0.00291327416226,9.8243970108e-13
480.0,-356.5,-7595.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,160292.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1342094641.12,9168042.77688,-1340638745.95,-1331249796.19,-1357095544.2,-1355211852.59,-1331579963.85,10.0,84053008358800.0,0.142894736842,0.142862235785,227,0.142857142857,0.00291632308389,9.8243970108e-13
480.0,-465.1,-8959.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,240438.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1342282331.33,8465211.18194,-1344338535.12,-1329524686.54,-1357564647.24,-1353762319.68,-1330969492.29,10.0,71659800354900.0,0.0714473684211,0.142862235785,177,0.142857142857,0.00145816154194,9.8243970108e-13
480.0,-410.8,-7595.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,80146.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1346919835.8,9783894.56668,-1346815808.72,-1331814548.55,-1360743931.29,-1358884455.76,-1332909296.27,10.0,95724592892000.0,0.142894736842,0.142862235785,210,0.142857142857,0.00291632308389,9.8243970108e-13
480.0,-248.0,-6231.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,80146.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1353757259.57,13825905.4102,-1355498168.78,-1328090389.76,-1367430350.71,-1367185454.76,-1331912398.78,10.0,191155660412000.0,0.142763157895,0.142862235785,277,0.142857142857,0.00291363770352,9.8243970108e-13
480.0,-302.2,-6231.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,40073.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1355687230.05,15361168.9079,-1350197978.69,-1338116909.31,-1376999166.05,-1375811609.97,-1339589226.55,10.0,235965510218000.0,0.142763157895,0.142844410537,268,0.142857142857,0.00291327416226,9.8243970108e-13
480.0,-410.8,-7595.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,120219.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1359710021.12,9277693.78915,-1358721542.39,-1343184653.23,-1372500868.71,-1372316051.27,-1346674582.6,10.0,86075602045300.0,0.142894736842,0.142862235785,218,0.142857142857,0.00291632308389,9.8243970108e-13
480.0,-465.1,-8959.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,280511.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1360943630.65,8205974.10547,-1359263001.02,-1352900300.13,-1376921437.19,-1374792978.63,-1353326537.42,10.0,67338011019700.0,0.0714473684211,0.0714311178926,185,0.142857142857,0.000729080770972,9.8243970108e-13
480.0,-465.1,-7595.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,40073.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1362956152.15,10462098.4053,-1367352576.68,-1340992309.2,-1374089433.78,-1373141148.58,-1346737074.84,10.0,109455503042000.0,0.0714473684211,0.142844410537,201,0.142857142857,0.00145797960379,9.8243970108e-13
480.0,-356.5,-7595.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,200365.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1368788467.02,8158964.05757,-1369968017.11,-1358930820.22,-1381990514.72,-1379827131.15,-1359224466.48,10.0,66568694492700.0,0.142894736842,0.142862235785,235,0.142857142857,0.00291632308389,9.8243970108e-13
480.0,-302.2,-6231.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,80146.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1378494704.33,18983109.2005,-1381813786.49,-1349839870.68,-1407255538.3,-1404454029.85,-1350468255.73,10.0,360358434918000.0,0.142763157895,0.142862235785,276,0.142857142857,0.00291363770352,9.8243970108e-13
480.0,-248.0,-6231.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,120219.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1378805060.7,9677716.73353,-1381742830.54,-1360179971.22,-1391832216.46,-1389210860.25,-1362609144.23,10.0,93658201174500.0,0.142763157895,0.142862235785,285,0.142857142857,0.00291363770352,9.8243970108e-13
480.0,-302.2,-6231.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1378989262.76,9699729.62583,-1376460965.38,-1364603883.97,-1394858134.71,-1392047601.12,-1367127979.34,10.0,94084754814200.0,0.142763157895,0.0714132926442,260,0.142857142857,0.00145645531051,9.8243970108e-13
480.0,-193.7,-4867.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1379376248.43,11573039.1935,-1381701227.17,-1359856499.77,-1396304237.31,-1394243223.28,-1364200840.23,10.0,133935236173000.0,0.142894736842,0.0714132926442,326,0.142857142857,0.00145779766563,9.8243970108e-13
480.0,-465.1,-7595.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,80146.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1382800612.98,12676991.1517,-1385703062.2,-1361991253.03,-1404514149.32,-1399616816.07,-1365439463.16,10.0,160706104660000.0,0.0714473684211,0.142862235785,209,0.142857142857,0.00145816154194,9.8243970108e-13
480.0,-410.8,-7595.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,160292.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1382859472.44,13097436.0729,-1383240852.73,-1360581933.44,-1399528303.49,-1397642012.5,-1364939537.05,10.0,171542831685000.0,0.142894736842,0.142862235785,226,0.142857142857,0.00291632308389,9.8243970108e-13
480.0,-410.8,-7595.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1385625377.67,8529143.54238,-1383882255.17,-1372713745.94,-1396969731.2,-1396241752.32,-1374356511.26,10.0,72746289566600.0,0.142894736842,0.0714132926442,194,0.142857142857,0.00145779766563,9.8243970108e-13
480.0,-356.5,-7595.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,240438.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1387235568.53,11201160.9273,-1385609123.8,-1372056991.6,-1400227134.93,-1400220918.12,-1373415694.73,10.0,125466006120000.0,0.142894736842,0.142862235785,243,0.142857142857,0.00291632308389,9.8243970108e-13
480.0,-248.0,-6231.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,160292.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1389113323.05,13074140.9753,-1389057152.26,-1373271444.74,-1405015048.07,-1404922399.13,-1373843682.22,10.0,170933162242000.0,0.142763157895,0.142862235785,293,0.142857142857,0.00291363770352,9.8243970108e-13
480.0,-302.2,-6231.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,120219.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1392503195.31,12216862.9334,-1391937849.3,-1370047963.01,-1412265878.76,-1409317785.89,-1376175663.58,10.0,149251739934000.0,0.142763157895,0.142862235785,284,0.142857142857,0.00291363770352,9.8243970108e-13
480.0,-356.5,-6231.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,40073.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1393658534.78,15178729.8961,-1388627448.43,-1370775045.71,-1415233788.83,-1414535888.79,-1375992671.8,10.0,230393841259000.0,0.142894736842,0.142844410537,267,0.142857142857,0.00291595920758,9.8243970108e-13
480.0,-410.8,-7595.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,200365.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1395860678.52,9554761.08417,-1395288669.76,-1381462148.96,-1414527760.98,-1409887691.4,-1384263742.08,10.0,91293459375600.0,0.142894736842,0.142862235785,234,0.142857142857,0.00291632308389,9.8243970108e-13
480.0,-356.5,-7595.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,280511.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1402698092.57,14512355.3075,-1398864801.96,-1386121805.39,-1436972518.99,-1425026570.7,-1388481067.07,10.0,210608456571000.0,0.142894736842,0.0714311178926,251,0.142857142857,0.00145816154194,9.8243970108e-13
480.0,-465.1,-7595.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,120219.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1406640809.94,12398922.0583,-1406593322.24,-1385319445.85,-1425564595.02,-1425365953.01,-1388338079.77,10.0,153733268209000.0,0.0714473684211,0.142862235785,217,0.142857142857,0.00145816154194,9.8243970108e-13
480.0,-193.7,-4867.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,40073.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1408472689.88,15531298.9905,-1406134462.54,-1380213014.12,-1431590688.37,-1431177032.2,-1387381527.85,10.0,241221248333000.0,0.142894736842,0.142844410537,334,0.142857142857,0.00291595920758,9.8243970108e-13
480.0,-410.8,-7595.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,240438.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1409266720.98,8293866.59104,-1410160399.55,-1397293537.58,-1422975151.89,-1421608501.94,-1397774079.76,10.0,68788223030000.0,0.142894736842,0.142862235785,242,0.142857142857,0.00291632308389,9.8243970108e-13
480.0,-356.5,-6231.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,80146.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1411399445.13,11307565.5614,-1408326822.02,-1397352869.74,-1436475768.93,-1431371342.71,-1400164872.16,10.0,127861038925000.0,0.142894736842,0.142862235785,275,0.142857142857,0.00291632308389,9.8243970108e-13
480.0,-248.0,-6231.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,200365.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1415272260.19,19153449.2591,-1418545454.75,-1382467718.18,-1441387272.16,-1438983389.35,-1386570064.9,10.0,366854618519000.0,0.142763157895,0.142862235785,301,0.142857142857,0.00291363770352,9.8243970108e-13
480.0,-465.1,-7595.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,160292.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1422741724.53,12160107.1086,-1420096796.72,-1409063625.22,-1449454763.65,-1443564212.58,-1409789881.43,10.0,147868204893000.0,0.0714473684211,0.142862235785,225,0.142857142857,0.00145816154194,9.8243970108e-13
480.0,-302.2,-6231.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,160292.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1424110551.93,6600838.02494,-1424251716.05,-1411728898.45,-1433691978.43,-1433047522.01,-1414772990.99,10.0,43571062631500.0,0.142763157895,0.142862235785,292,0.142857142857,0.00291363770352,9.8243970108e-13
480.0,-302.2,-6231.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,200365.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1432301693.24,10752889.3581,-1427326714.37,-1419349242.74,-1449265801.84,-1449059932.76,-1421386628.77,10.0,115624629548000.0,0.142763157895,0.142862235785,300,0.142857142857,0.00291363770352,9.8243970108e-13
480.0,-410.8,-7595.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,280511.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1432431588.59,14249972.1955,-1427587753.22,-1418999021.53,-1464489392.41,-1455404793.76,-1419557549.39,10.0,203061707573000.0,0.142894736842,0.0714311178926,250,0.142857142857,0.00145816154194,9.8243970108e-13
480.0,-465.1,-7595.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,200365.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1438683525.65,6378515.94331,-1438200578.53,-1428746722.8,-1448252201.14,-1447632459.97,-1430321697.88,10.0,40685465639100.0,0.0714473684211,0.142862235785,233,0.142857142857,0.00145816154194,9.8243970108e-13
480.0,-248.0,-6231.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,240438.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1440232895.41,15393834.0169,-1439529698.62,-1416424665.11,-1460549155.32,-1459668724.82,-1418300487.45,10.0,236970125739000.0,0.142763157895,0.142862235785,309,0.142857142857,0.00291363770352,9.8243970108e-13
480.0,-356.5,-6231.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,120219.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1440629235.02,11242938.6258,-1440382149.89,-1421415026.43,-1461561271.12,-1455932697.82,-1424920411.96,10.0,126403668944000.0,0.142894736842,0.142862235785,283,0.142857142857,0.00291632308389,9.8243970108e-13
480.0,-248.0,-4867.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,40073.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1442046804.17,14359237.4339,-1446609258.24,-1416519204.33,-1459447926.67,-1457851418.49,-1421605956.55,10.0,206187699682000.0,0.142763157895,0.142844410537,333,0.142857142857,0.00291327416226,9.8243970108e-13
480.0,-410.8,-6231.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,40073.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1443762353.64,13095733.5499,-1443418852.3,-1418984848.33,-1466210188.58,-1460252046.07,-1425937131.1,10.0,171498237209000.0,0.142894736842,0.142844410537,266,0.142857142857,0.00291595920758,9.8243970108e-13
480.0,-356.5,-6231.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1447955956.84,15022737.4706,-1446244771.44,-1423474769.31,-1478378445.08,-1471136123.31,-1428435577.27,10.0,225682641110000.0,0.142894736842,0.0714132926442,259,0.142857142857,0.00145779766563,9.8243970108e-13
480.0,-465.1,-7595.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1449426546.45,7049854.70137,-1448046712.6,-1440680313.22,-1459816400.71,-1459334666.34,-1440773723.45,10.0,49700451310400.0,0.0714473684211,0.0714132926442,193,0.142857142857,0.000728898832816,9.8243970108e-13
480.0,-465.1,-7595.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,240438.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1452531785.18,8251492.638,-1451859607.72,-1441556373.57,-1466372262.66,-1464296906.55,-1443215131.96,10.0,68087130755000.0,0.0714473684211,0.142862235785,241,0.142857142857,0.00145816154194,9.8243970108e-13
480.0,-248.0,-6231.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,280511.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1452662603.67,12068990.2456,-1454527277.09,-1435846725.95,-1468608812.92,-1466247280.25,-1437321297.89,10.0,145660525548000.0,0.142763157895,0.0714311178926,317,0.142857142857,0.00145681885176,9.8243970108e-13
480.0,-356.5,-6231.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,160292.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1456331468.55,16901397.5507,-1453728698.42,-1427165341.5,-1481301637.15,-1478268596.02,-1432884815.47,10.0,285657239166000.0,0.142894736842,0.142862235785,291,0.142857142857,0.00291632308389,9.8243970108e-13
480.0,-248.0,-4867.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1456707617.67,16791329.2911,-1462531265.19,-1421287093.13,-1477592047.91,-1473983915.6,-1431552672.97,10.0,281948739363000.0,0.142763157895,0.0714132926442,325,0.142857142857,0.00145645531051,9.8243970108e-13
