smr_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,PointProbability,ProbabilityWeight,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight-htse_capacity,ProbabilityWeight-meoh_capacity,prefix
720.0,-116.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-544866900.133,631570.002242,-544866900.133,-544420312.702,-545313487.565,-545268828.821,-544464971.445,2.0,398880667732.0,3.66466187075e-13,0.00391400299785,0.250006292421,0.125226860254,0.125018050542,75
720.0,-667.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-552269438.854,60022.7493693,-552269438.854,-552226996.361,-552311881.347,-552307637.097,-552231240.61,2.0,3602730441.84,3.66466187075e-13,0.00391245694471,0.12498986221,0.125226860254,0.249963898917,3
720.0,-529.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-577792489.183,590727.318746,-577792489.183,-577374781.89,-578210196.476,-578168425.746,-577416552.619,2.0,348958765113.0,3.66466187075e-13,0.0156537515218,0.250006292421,0.250453720508,0.25,84
720.0,-116.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-584774450.958,2395543.02157,-584774450.958,-583080546.243,-586468355.674,-586298965.202,-583249936.715,2.0,5738626368180.0,3.66466187075e-13,0.00391400299785,0.250006292421,0.125226860254,0.125018050542,100
720.0,-529.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-614736262.278,255674.584367,-614736262.278,-614555473.046,-614917051.51,-614898972.587,-614573551.969,2.0,65369493091.4,3.66466187075e-13,0.0078269195376,0.125003845369,0.250453720508,0.25,109
720.0,-116.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-620428408.992,1003494.7984,-620428408.992,-619718831.015,-621137986.969,-621067029.171,-619789788.813,2.0,1007001810420.0,3.66466187075e-13,0.00195701244467,0.125003845369,0.125226860254,0.125018050542,125
720.0,-254.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-638690237.729,3084863.56904,-638690237.729,-636508909.78,-640871565.678,-640653432.883,-636727042.575,2.0,9516383239570.0,3.66466187075e-13,0.00389940739611,0.12498986221,0.249546279492,0.125018050542,20
720.0,-254.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-644758477.826,270635.370536,-644758477.826,-644567109.72,-644949845.931,-644930709.121,-644586246.531,2.0,73243503784.9,3.66466187075e-13,0.00779925103585,0.249993707579,0.249546279492,0.125018050542,45
720.0,-667.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-645280953.29,1127219.24222,-645280953.29,-644483888.92,-646078017.66,-645998311.223,-644563595.357,2.0,1270623220030.0,3.66466187075e-13,0.00782648177084,0.249993707579,0.125226860254,0.25,29
720.0,-254.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-682203612.533,20206.7425596,-682203612.533,-682189324.209,-682217900.858,-682216472.025,-682190753.041,2.0,408312444.869,3.66466187075e-13,0.00779964365513,0.250006292421,0.249546279492,0.125018050542,70
720.0,-667.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-683618751.094,1006278.14501,-683618751.094,-682907204.994,-684330297.194,-684259142.584,-682978359.604,2.0,1012595705120.0,3.66466187075e-13,0.00782687576092,0.250006292421,0.125226860254,0.25,54
720.0,-254.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-721967181.739,1183857.1535,-721967181.739,-721130068.317,-722804295.16,-722720583.818,-721213779.66,2.0,1401517759900.0,3.66466187075e-13,0.00779964365513,0.250006292421,0.249546279492,0.125018050542,95
720.0,-667.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-723940917.959,1723717.18984,-723940917.959,-722722065.845,-725159770.073,-725037884.861,-722843951.056,2.0,2971200950570.0,3.66466187075e-13,0.00782687576092,0.250006292421,0.125226860254,0.25,79
720.0,-667.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-760916734.601,1476621.1638,-760916734.601,-759872605.762,-761960863.439,-761856450.555,-759977018.646,2.0,2180410061380.0,3.66466187075e-13,0.0039134597688,0.125003845369,0.125226860254,0.25,104
720.0,-254.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-763804865.943,1311127.99986,-763804865.943,-762877758.444,-764731973.443,-764639262.693,-762970469.194,2.0,1719056632020.0,3.66466187075e-13,0.00389984363975,0.125003845369,0.249546279492,0.125018050542,120
720.0,-391.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-796239750.341,1318012.37439,-796239750.341,-795307774.853,-797171725.828,-797078528.28,-795400972.402,2.0,1737156619050.0,3.66466187075e-13,0.00779925103585,0.249993707579,0.249546279492,0.125018050542,40
720.0,-391.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-801597647.505,1097024.37882,-801597647.505,-800821934.128,-802373360.882,-802295789.545,-800899505.465,2.0,1203462487720.0,3.66466187075e-13,0.00389940739611,0.12498986221,0.249546279492,0.125018050542,15
720.0,-391.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-834304981.883,1102763.81069,-834304981.883,-833525210.114,-835084753.651,-835006776.474,-833603187.291,2.0,1216088022170.0,3.66466187075e-13,0.00779964365513,0.250006292421,0.249546279492,0.125018050542,65
720.0,-391.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-872597770.669,400785.558318,-872597770.669,-872314372.483,-872881168.855,-872852829.036,-872342712.301,2.0,160629063757.0,3.66466187075e-13,0.00779964365513,0.250006292421,0.249546279492,0.125018050542,90
720.0,-391.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-913586048.82,691451.1906,-913586048.82,-913097118.995,-914074978.646,-914026085.664,-913146011.977,2.0,478104748982.0,3.66466187075e-13,0.00389984363975,0.125003845369,0.249546279492,0.125018050542,115
720.0,-529.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-948639922.804,1721997.01393,-948639922.804,-947422287.038,-949857558.57,-949735794.993,-947544050.615,2.0,2965273716000.0,3.66466187075e-13,0.00782761194871,0.249993707579,0.250453720508,0.125018050542,35
720.0,-529.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-982804377.671,496502.4313,-982804377.671,-982453297.435,-983155457.908,-983120349.884,-982488405.459,2.0,246514664286.0,3.66466187075e-13,0.00782604400407,0.12498986221,0.250453720508,0.25,9
720.0,-529.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-988025102.367,3613166.1236,-988025102.367,-985470208.099,-990579996.634,-990324507.208,-985725697.526,2.0,13054969436800.0,3.66466187075e-13,0.00782800599569,0.250006292421,0.250453720508,0.125018050542,60
720.0,-529.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1026878262.57,526123.293121,-1026878262.57,-1026506237.22,-1027250287.92,-1027213085.39,-1026543439.76,2.0,276805719565.0,3.66466187075e-13,0.00782800599569,0.250006292421,0.250453720508,0.125018050542,85
720.0,-529.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1066305862.23,1151451.43615,-1066305862.23,-1065491663.12,-1067120061.35,-1067038641.44,-1065573083.03,2.0,1325840409820.0,3.66466187075e-13,0.00391402488934,0.125003845369,0.250453720508,0.125018050542,110
720.0,-667.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1103415486.41,2771256.33762,-1103415486.41,-1101455912.26,-1105375060.56,-1105179103.14,-1101651869.68,2.0,7679861688770.0,3.66466187075e-13,0.00391380597435,0.249993707579,0.125226860254,0.125018050542,30
720.0,-667.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1141441601.65,216066.843098,-1141441601.65,-1141288819.32,-1141594383.98,-1141579105.75,-1141304097.56,2.0,46684880686.2,3.66466187075e-13,0.00391302200204,0.12498986221,0.125226860254,0.25,4
720.0,-667.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1146405445.12,2454741.96044,-1146405445.12,-1144669680.44,-1148141209.81,-1147967633.34,-1144843256.9,2.0,6025758092350.0,3.66466187075e-13,0.00391400299785,0.250006292421,0.125226860254,0.125018050542,55
720.0,-667.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1181533418.85,1233837.15003,-1181533418.85,-1180660964.23,-1182405873.46,-1182318628.0,-1180748209.69,2.0,1522354112790.0,3.66466187075e-13,0.00391400299785,0.250006292421,0.125226860254,0.125018050542,80
720.0,-667.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1223093082.92,1450071.58593,-1223093082.92,-1222067727.47,-1224118438.38,-1224015902.83,-1222170263.02,2.0,2102707604320.0,3.66466187075e-13,0.00195701244467,0.125003845369,0.125226860254,0.125018050542,105
720.0,-529.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1549341960.78,838212.876239,-1549341960.78,-1548749254.78,-1549934666.79,-1549875396.19,-1548808525.38,2.0,702600825893.0,3.66466187075e-13,0.00391358705936,0.12498986221,0.250453720508,0.125018050542,10
720.0,-667.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1708410345.24,625115.009946,-1708410345.24,-1707968322.17,-1708852368.3,-1708808165.99,-1708012524.48,2.0,390768775660.0,3.66466187075e-13,0.00195679352968,0.12498986221,0.125226860254,0.125018050542,5
720.0,-667.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-17142090250.0,61393.9938871,-17142090250.0,-17142046837.9,-17142133662.1,-17142129320.9,-17142051179.1,2.0,3769222485.41,3.66466187075e-13,0.00195679352968,0.12498986221,0.125226860254,0.125018050542,1
720.0,-529.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-324951387431.0,237971.380327,-324951387431.0,-324951219159.0,-324951555702.0,-324951538875.0,-324951235986.0,2.0,56630377854.9,3.66466187075e-13,0.00782604400407,0.12498986221,0.250453720508,0.25,7
720.0,-391.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-694652304733.0,848851.918443,-694652304733.0,-694651704504.0,-694652904962.0,-694652844939.0,-694651764527.0,2.0,720549579444.0,3.66466187075e-13,0.00779656275213,0.12498986221,0.249546279492,0.249963898917,13
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-206107532768000.0,312691.081825,-206107532768000.0,-206107532546000.0,-206107532989000.0,-206107532967000.0,-206107532569000.0,2.0,97775712652.9,3.66466187075e-13,0.00779743498747,0.125003845369,0.249546279492,0.249963898917,118
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-206477399480000.0,895453.356511,-206477399480000.0,-206477398847000.0,-206477400113000.0,-206477400050000.0,-206477398910000.0,2.0,801836713686.0,3.66466187075e-13,0.0039134597688,0.125003845369,0.125226860254,0.25,124
