npp_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,elec_data_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight-htse_capacity,ProbabilityWeight,prefix,ProbabilityWeight-meoh_capacity,PointProbability
1193.0,-800.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-229720286236000.0,5476319.98876,-229720286236000.0,-229720282363000.0,-229720290108000.0,-229720289721000.0,-229720282751000.0,2.0,29990080619300.0,0.249997378153,0.25,0.00781162355716,31,0.124987287705,6.05994367894e-14
1193.0,-600.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-230053410476000.0,471487.090239,-230053410476000.0,-230053410142000.0,-230053410809000.0,-230053410776000.0,-230053410176000.0,2.0,222300076262.0,0.250002621847,0.25,0.0156251638654,62,0.25,6.05994367894e-14
1193.0,-400.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,786667.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-230333996459000.0,2627650.84965,-230333996459000.0,-230333994601000.0,-230333998317000.0,-230333998131000.0,-230333994787000.0,2.0,6904548987640.0,0.250002621847,0.25,0.015626752919,93,0.250025424591,6.05994367894e-14
1193.0,-200.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,1048889.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-230614591669000.0,9059442.51252,-230614591669000.0,-230614585263000.0,-230614598075000.0,-230614597434000.0,-230614585903000.0,2.0,82073498637700.0,0.125001072574,0.125,0.00390628351793,124,0.25,6.05994367894e-14
1193.0,-800.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-235162073886000.0,4145705.84917,-235162073886000.0,-235162070955000.0,-235162076818000.0,-235162076525000.0,-235162071248000.0,2.0,17186876987800.0,0.12499630558,0.25,0.00390573730187,6,0.124987287705,6.05994367894e-14
1193.0,-600.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-235495403874000.0,4972037.15343,-235495403874000.0,-235495400359000.0,-235495407390000.0,-235495407038000.0,-235495400710000.0,2.0,24721153455100.0,0.249997378153,0.25,0.0156248361346,37,0.25,6.05994367894e-14
1193.0,-400.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-235776000838000.0,1853233.35862,-235776000838000.0,-235775999527000.0,-235776002148000.0,-235776002017000.0,-235775999658000.0,2.0,3434473881500.0,0.250002621847,0.25,0.015626752919,68,0.250025424591,6.05994367894e-14
1193.0,-200.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,786667.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-236056585506000.0,8318435.75062,-236056585506000.0,-236056579624000.0,-236056591388000.0,-236056590799000.0,-236056580212000.0,2.0,69196373337100.0,0.250002621847,0.125,0.00781258193271,99,0.25,6.05994367894e-14
1193.0,-600.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-240937191709000.0,1233319.25171,-240937191709000.0,-240937190837000.0,-240937192581000.0,-240937192494000.0,-240937190924000.0,2.0,1521076376630.0,0.12499630558,0.25,0.00781226909872,12,0.25,6.05994367894e-14
1193.0,-400.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-241218006553000.0,5315977.6483,-241218006553000.0,-241218002794000.0,-241218010312000.0,-241218009936000.0,-241218003170000.0,2.0,28259618357200.0,0.249997378153,0.25,0.0156264251548,43,0.250025424591,6.05994367894e-14
1193.0,-200.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-241498595613000.0,13172868.3847,-241498595613000.0,-241498586299000.0,-241498604928000.0,-241498603996000.0,-241498587230000.0,2.0,173524461481000.0,0.250002621847,0.125,0.00781258193271,74,0.25,6.05994367894e-14
1193.0,-400.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-246659794820000.0,12793240.542,-246659794820000.0,-246659785774000.0,-246659803866000.0,-246659802961000.0,-246659786678000.0,2.0,163667003566000.0,0.12499630558,0.25,0.0078130635937,18,0.250025424591,6.05994367894e-14
1193.0,-200.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-246940599297000.0,8116518.93437,-246940599297000.0,-246940593557000.0,-246940605036000.0,-246940604462000.0,-246940594131000.0,2.0,65877879612100.0,0.249997378153,0.125,0.00781241806729,49,0.25,6.05994367894e-14
1193.0,-200.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-252382388517000.0,7968881.93275,-252382388517000.0,-252382382882000.0,-252382394152000.0,-252382393588000.0,-252382383445000.0,2.0,63503079258200.0,0.12499630558,0.125,0.00390613454936,24,0.25,6.05994367894e-14
1193.0,-600.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,1048889.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-477276216414000.0,3273333.45236,-477276216414000.0,-477276214100000.0,-477276218729000.0,-477276218497000.0,-477276214331000.0,2.0,10714711890400.0,0.125001072574,0.25,0.00390588625529,111,0.124987287705,6.05994367894e-14
1193.0,-600.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,786667.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-482718209789000.0,1080074.27459,-482718209789000.0,-482718209025000.0,-482718210552000.0,-482718210476000.0,-482718209101000.0,2.0,1166560438640.0,0.250002621847,0.25,0.00781178740592,86,0.124987287705,6.05994367894e-14
1193.0,-400.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,1048889.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-483051326497000.0,841332.972372,-483051326497000.0,-483051325902000.0,-483051327092000.0,-483051327032000.0,-483051325962000.0,2.0,707841170400.0,0.125001072574,0.25,0.00781256703585,117,0.25,6.05994367894e-14
1193.0,-600.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-488160232761000.0,6667451.65891,-488160232761000.0,-488160228047000.0,-488160237476000.0,-488160237005000.0,-488160228518000.0,2.0,44454911623900.0,0.250002621847,0.25,0.00781178740592,61,0.124987287705,6.05994367894e-14
1193.0,-400.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,786667.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-488493324551000.0,7467392.2355,-488493324551000.0,-488493319271000.0,-488493329831000.0,-488493329303000.0,-488493319799000.0,2.0,55761946798800.0,0.250002621847,0.25,0.0156251638654,92,0.25,6.05994367894e-14
1193.0,-200.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,1048889.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-488773938619000.0,4824604.9918,-488773938619000.0,-488773935208000.0,-488773942031000.0,-488773941690000.0,-488773935549000.0,2.0,23276813326900.0,0.125001072574,0.125,0.00390668078057,123,0.250025424591,6.05994367894e-14
1193.0,-600.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-493602229373000.0,2803605.86477,-493602229373000.0,-493602227391000.0,-493602231356000.0,-493602231157000.0,-493602227589000.0,2.0,7860205844950.0,0.249997378153,0.25,0.00781162355716,36,0.124987287705,6.05994367894e-14
1193.0,-400.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-493935342222000.0,5817747.51452,-493935342222000.0,-493935338109000.0,-493935346336000.0,-493935345925000.0,-493935338520000.0,2.0,33846186142700.0,0.250002621847,0.25,0.0156251638654,67,0.25,6.05994367894e-14
1193.0,-200.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,786667.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-494215931194000.0,5579666.47326,-494215931194000.0,-494215927248000.0,-494215935139000.0,-494215934745000.0,-494215927643000.0,2.0,31132677952800.0,0.250002621847,0.125,0.0078133764595,98,0.250025424591,6.05994367894e-14
1193.0,-600.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-499044015215000.0,9413450.81584,-499044015215000.0,-499044008559000.0,-499044021872000.0,-499044021206000.0,-499044009225000.0,2.0,88613056262300.0,0.12499630558,0.25,0.00390573730187,11,0.124987287705,6.05994367894e-14
1193.0,-400.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-499377346096000.0,1751217.42811,-499377346096000.0,-499377344858000.0,-499377347334000.0,-499377347211000.0,-499377344982000.0,2.0,3066762480520.0,0.249997378153,0.25,0.0156248361346,42,0.25,6.05994367894e-14
1193.0,-200.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-499657940747000.0,1724876.72824,-499657940747000.0,-499657939527000.0,-499657941966000.0,-499657941844000.0,-499657939649000.0,2.0,2975199727630.0,0.250002621847,0.125,0.0078133764595,73,0.250025424591,6.05994367894e-14
1193.0,-400.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-504819123668000.0,2350424.53165,-504819123668000.0,-504819122006000.0,-504819125330000.0,-504819125163000.0,-504819122172000.0,2.0,5524495479000.0,0.12499630558,0.25,0.00781226909872,17,0.25,6.05994367894e-14
1193.0,-200.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-505099937087000.0,2425988.61394,-505099937087000.0,-505099935372000.0,-505099938803000.0,-505099938631000.0,-505099935543000.0,2.0,5885420754980.0,0.249997378153,0.125,0.00781321257741,48,0.250025424591,6.05994367894e-14
1193.0,-200.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-510541726624000.0,6656613.17036,-510541726624000.0,-510541721917000.0,-510541731331000.0,-510541730860000.0,-510541722388000.0,2.0,44310498899900.0,0.12499630558,0.125,0.00390653179685,23,0.250025424591,6.05994367894e-14
1193.0,-400.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,1048889.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-741158142913000.0,5333351.65966,-741158142913000.0,-741158139141000.0,-741158146684000.0,-741158146307000.0,-741158139518000.0,2.0,28444639925600.0,0.125001072574,0.25,0.00390588625529,116,0.124987287705,6.05994367894e-14
1193.0,-400.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,786667.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-746600152177000.0,2955707.31763,-746600152177000.0,-746600150087000.0,-746600154267000.0,-746600154058000.0,-746600150296000.0,2.0,8736205747500.0,0.250002621847,0.25,0.00781178740592,91,0.124987287705,6.05994367894e-14
1193.0,-200.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,1048889.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-746933258689000.0,10510600.5702,-746933258689000.0,-746933251256000.0,-746933266121000.0,-746933265377000.0,-746933252000000.0,2.0,110472724345000.0,0.125001072574,0.125,0.00390628351793,122,0.25,6.05994367894e-14
1193.0,-400.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-752042165361000.0,465314.357399,-752042165361000.0,-752042165032000.0,-752042165690000.0,-752042165657000.0,-752042165065000.0,2.0,216517451201.0,0.250002621847,0.25,0.00781178740592,66,0.124987287705,6.05994367894e-14
1193.0,-200.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,786667.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-752375259198000.0,4201866.43524,-752375259198000.0,-752375256227000.0,-752375262169000.0,-752375261872000.0,-752375256524000.0,2.0,17655681539600.0,0.250002621847,0.125,0.00781258193271,97,0.25,6.05994367894e-14
1193.0,-400.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-757484165029000.0,1529639.72879,-757484165029000.0,-757484163947000.0,-757484166111000.0,-757484166002000.0,-757484164056000.0,2.0,2339797699890.0,0.249997378153,0.25,0.00781162355716,41,0.124987287705,6.05994367894e-14
1193.0,-200.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-757817266949000.0,5757860.12216,-757817266949000.0,-757817262877000.0,-757817271020000.0,-757817270613000.0,-757817263284000.0,2.0,33152953186300.0,0.250002621847,0.125,0.00781258193271,72,0.25,6.05994367894e-14
1193.0,-400.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-762925961549000.0,5720002.06703,-762925961549000.0,-762925957504000.0,-762925965594000.0,-762925965189000.0,-762925957909000.0,2.0,32718423646900.0,0.12499630558,0.25,0.00390573730187,16,0.124987287705,6.05994367894e-14
1193.0,-200.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-763259261347000.0,126880.677554,-763259261347000.0,-763259261257000.0,-763259261436000.0,-763259261427000.0,-763259261266000.0,2.0,16098706336.6,0.249997378153,0.125,0.00781241806729,47,0.25,6.05994367894e-14
1193.0,-200.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-768701061688000.0,4180014.09566,-768701061688000.0,-768701058732000.0,-768701064643000.0,-768701064348000.0,-768701059027000.0,2.0,17472517840000.0,0.12499630558,0.125,0.00390613454936,22,0.25,6.05994367894e-14
1193.0,-200.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,1048889.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-1005040080990000.0,1327650.61088,-1005040080990000.0,-1005040080050000.0,-1005040081930000.0,-1005040081840000.0,-1005040080150000.0,2.0,1762656144570.0,0.125001072574,0.125,0.00195294312764,121,0.124987287705,6.05994367894e-14
1193.0,-200.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,786667.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-1010482086310000.0,10863546.1141,-1010482086310000.0,-1010482078630000.0,-1010482093990000.0,-1010482093220000.0,-1010482079400000.0,2.0,118016634173000.0,0.250002621847,0.125,0.00390589370296,96,0.124987287705,6.05994367894e-14
1193.0,-200.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-1015924095860000.0,3852781.60595,-1015924095860000.0,-1015924093140000.0,-1015924098590000.0,-1015924098320000.0,-1015924093410000.0,2.0,14843926103200.0,0.250002621847,0.125,0.00390589370296,71,0.124987287705,6.05994367894e-14
1193.0,-200.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-1021366092140000.0,15234434.5813,-1021366092140000.0,-1021366081370000.0,-1021366102910000.0,-1021366101830000.0,-1021366082440000.0,2.0,232087997013000.0,0.249997378153,0.125,0.00390581177858,46,0.124987287705,6.05994367894e-14
1193.0,-200.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-1026807872600000.0,835519.49397,-1026807872600000.0,-1026807872010000.0,-1026807873190000.0,-1026807873130000.0,-1026807872070000.0,2.0,698092824804.0,0.12499630558,0.125,0.00195286865094,21,0.124987287705,6.05994367894e-14
