smr_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,co2_location_label,fuel_region_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,prefix,ProbabilityWeight,ProbabilityWeight-meoh_capacity,ProbabilityWeight-h2_storage_capacity,PointProbability,ProbabilityWeight-htse_capacity
720.0,-667.0,-11568.2,-1e+200,-1e+200,-1e+200,-1e+200,402281.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-52083783.7264,817007.793134,-52083783.7264,-51506071.9756,-52661495.4772,-52603724.3021,-51563843.1507,2.0,667501734042.0,150,0.00231408776253,0.16666559696,0.166669152522,1.28667840979e-13,0.0833064516129
720.0,-460.3,-8971.4,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-68315134.5048,1009794.38034,-68315134.5048,-67601102.0509,-69029166.9588,-68957763.7134,-67672505.2963,2.0,1019684690570.0,116,0.00463048757948,0.166668806079,0.166668531058,1.28667840979e-13,0.166693548387
720.0,-563.7,-11568.2,-1e+200,-1e+200,-1e+200,-1e+200,670468.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-73574136.9539,95263.0325593,-73574136.9539,-73506775.8175,-73641498.0902,-73634761.9765,-73513511.9312,2.0,9075045372.4,255,0.0046303984219,0.16666559696,0.166668531058,1.28667840979e-13,0.166693548387
720.0,-253.7,-6374.6,-1e+200,-1e+200,-1e+200,-1e+200,134094.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-78241113.6669,976405.87267,-78241113.6669,-77550690.4531,-78931536.8806,-78862494.5592,-77619732.7745,2.0,953368428185.0,82,0.00463022576632,0.16666559696,0.16666231642,1.28667840979e-13,0.166693548387
720.0,-357.0,-8971.4,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-98355670.4745,6892760.52613,-98355670.4745,-93481752.7654,-103229588.184,-102742196.413,-93969144.5363,2.0,47510147670600.0,221,0.00462824738229,0.166668806079,0.166668531058,1.28667840979e-13,0.166612903226
720.0,-563.7,-8971.4,-1e+200,-1e+200,-1e+200,-1e+200,134094.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-101261121.65,1914871.698,-101261121.65,-99907102.8876,-102615140.413,-102479738.537,-100042504.764,2.0,3666733619800.0,60,0.00463031492056,0.166668806079,0.16666231642,1.28667840979e-13,0.166693548387
720.0,-667.0,-11568.2,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-107832018.411,2551453.44128,-107832018.411,-106027868.38,-109636168.441,-109455753.438,-106208283.383,2.0,6509914663030.0,199,0.00231407913393,0.16666559696,0.166668531058,1.28667840979e-13,0.0833064516129
720.0,-460.3,-8971.4,-1e+200,-1e+200,-1e+200,-1e+200,402281.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-120273328.611,3448756.3154,-120273328.611,-117834689.634,-122711967.589,-122468103.691,-118078553.532,2.0,11893920123000.0,165,0.00463050484537,0.166668806079,0.166669152522,1.28667840979e-13,0.166693548387
720.0,-563.7,-8971.4,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-124061726.437,1877384.2497,-124061726.437,-122734215.304,-125389237.571,-125256486.458,-122866966.417,2.0,3524571621040.0,11,0.00231507976377,0.166668806079,0.0833283616224,1.28667840979e-13,0.166693548387
720.0,-253.7,-6374.6,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-130257562.434,312477.466743,-130257562.434,-130036607.498,-130478517.369,-130456421.876,-130058702.991,2.0,97642167222.2,131,0.0046303984219,0.16666559696,0.166668531058,1.28667840979e-13,0.166693548387
720.0,-357.0,-6374.6,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-152210112.797,3460243.71564,-152210112.797,-149763351.001,-154656874.593,-154412198.414,-150008027.181,2.0,11973286571600.0,26,0.00231391519047,0.16666559696,0.0833283616224,1.28667840979e-13,0.166612903226
720.0,-357.0,-6374.6,-1e+200,-1e+200,-1e+200,-1e+200,134094.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-154352566.766,2930466.92224,-154352566.766,-152280413.733,-156424719.798,-156217504.495,-152487629.036,2.0,8587636382320.0,75,0.0046279856958,0.16666559696,0.16666231642,1.28667840979e-13,0.166612903226
720.0,-563.7,-8971.4,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-159299311.581,7299054.20054,-159299311.581,-154138100.859,-164460522.302,-163944401.23,-154654221.931,2.0,53276192222500.0,109,0.00463048757948,0.166668806079,0.166668531058,1.28667840979e-13,0.166693548387
720.0,-667.0,-11568.2,-1e+200,-1e+200,-1e+200,-1e+200,670468.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-160626282.285,3192674.59519,-160626282.285,-158368720.429,-162883844.141,-162658087.956,-158594476.614,2.0,10193171070800.0,248,0.00231407913393,0.16666559696,0.166668531058,1.28667840979e-13,0.0833064516129
720.0,-460.3,-8971.4,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-176977567.68,2214475.84625,-176977567.68,-175411696.793,-178543438.568,-178386851.479,-175568283.881,2.0,4903903273610.0,214,0.00463048757948,0.166668806079,0.166668531058,1.28667840979e-13,0.166693548387
720.0,-253.7,-6374.6,-1e+200,-1e+200,-1e+200,-1e+200,402281.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-187709903.291,9400734.04374,-187709903.291,-181062580.5,-194357226.081,-193692493.802,-181727312.779,2.0,88373800561000.0,180,0.00463041568746,0.16666559696,0.166669152522,1.28667840979e-13,0.166693548387
720.0,-667.0,-8971.4,-1e+200,-1e+200,-1e+200,-1e+200,134094.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-200848183.495,5078852.33313,-200848183.495,-197256892.569,-204439474.42,-204080345.328,-197616021.662,2.0,25794741021700.0,53,0.00231403740345,0.166668806079,0.16666231642,1.28667840979e-13,0.0833064516129
720.0,-150.3,-3777.9,-1e+200,-1e+200,-1e+200,-1e+200,134094.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-207907896.601,8425700.6666,-207907896.601,-201950026.524,-213865766.679,-213269979.671,-202545813.531,2.0,70992431723200.0,90,0.00463022576632,0.16666559696,0.16666231642,1.28667840979e-13,0.166693548387
720.0,-563.7,-8971.4,-1e+200,-1e+200,-1e+200,-1e+200,402281.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-214400376.183,1163090.60525,-214400376.183,-213577946.929,-215222805.437,-215140562.511,-213660189.854,2.0,1352779756010.0,158,0.00463050484537,0.166668806079,0.166669152522,1.28667840979e-13,0.166693548387
720.0,-357.0,-6374.6,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-216606531.327,1821556.46481,-216606531.327,-215318496.399,-217894566.256,-217765762.763,-215447299.892,2.0,3318067954490.0,124,0.00462815826785,0.16666559696,0.166668531058,1.28667840979e-13,0.166612903226
720.0,-460.3,-8971.4,-1e+200,-1e+200,-1e+200,-1e+200,670468.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-233426224.874,1156547.74543,-233426224.874,-232608422.12,-234244027.627,-234162247.352,-232690202.395,2.0,1337602687450.0,263,0.00463048757948,0.166668806079,0.166668531058,1.28667840979e-13,0.166693548387
720.0,-253.7,-6374.6,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-240105010.472,575467.840865,-240105010.472,-239698093.259,-240511927.684,-240471235.963,-239738784.98,2.0,331163235870.0,229,0.0046303984219,0.16666559696,0.166668531058,1.28667840979e-13,0.166693548387
720.0,-667.0,-8971.4,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-240844077.278,4820398.89914,-240844077.278,-237435540.529,-244252614.028,-243911760.353,-237776394.204,2.0,23236245546900.0,4,0.00115697987227,0.166668806079,0.0833283616224,1.28667840979e-13,0.0833064516129
720.0,-47.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-246294938.18,6019673.38526,-246294938.18,-242038386.309,-250551490.051,-250125834.864,-242464041.496,2.0,36236467665200.0,49,0.000578489936133,0.0833344030397,0.0833283616224,0.0,0.0833064516129
720.0,-460.3,-6374.6,-1e+200,-1e+200,-1e+200,-1e+200,134094.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-257902799.303,1425192.91891,-257902799.303,-256895035.726,-258910562.881,-258809786.523,-256995812.083,2.0,2031174856100.0,68,0.00463022576632,0.16666559696,0.16666231642,1.28667840979e-13,0.166693548387
720.0,-667.0,-8971.4,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-261363834.89,2472322.10077,-261363834.89,-259615639.167,-263112030.613,-262937211.04,-259790458.739,2.0,6112376569960.0,102,0.00231412369115,0.166668806079,0.166668531058,1.28667840979e-13,0.0833064516129
720.0,-150.3,-3777.9,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-265919582.691,2281520.99063,-265919582.691,-264306303.727,-267532861.654,-267371533.758,-264467631.623,2.0,5205338030680.0,139,0.0046303984219,0.16666559696,0.166668531058,1.28667840979e-13,0.166693548387
720.0,-460.3,-6374.6,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-269708947.21,808417.887124,-269708947.21,-269137309.44,-270280584.98,-270223421.203,-269194473.217,2.0,653539480221.0,19,0.00231503518814,0.16666559696,0.0833283616224,1.28667840979e-13,0.166693548387
720.0,-563.7,-8971.4,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-272031625.859,2562655.33304,-272031625.859,-270219554.895,-273843696.823,-273662489.726,-270400761.991,2.0,6567202355980.0,207,0.00463048757948,0.166668806079,0.166668531058,1.28667840979e-13,0.166693548387
720.0,-357.0,-6374.6,-1e+200,-1e+200,-1e+200,-1e+200,402281.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-276706773.995,5006426.12703,-276706773.995,-273166696.131,-280246851.859,-279892844.072,-273520703.917,2.0,25064302565500.0,173,0.00462817552506,0.16666559696,0.166669152522,1.28667840979e-13,0.166612903226
720.0,-253.7,-3777.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-279661036.713,6751738.29227,-279661036.713,-274886836.781,-284435236.644,-283957816.651,-275364256.774,2.0,45585969967300.0,34,0.00231503518814,0.16666559696,0.0833283616224,1.28667840979e-13,0.166693548387
720.0,-253.7,-3777.9,-1e+200,-1e+200,-1e+200,-1e+200,134094.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-299276041.481,6612243.69147,-299276041.481,-294600479.128,-303951603.834,-303484047.599,-295068035.364,2.0,43721766635400.0,83,0.00463022576632,0.16666559696,0.16666231642,1.28667840979e-13,0.166693548387
720.0,-47.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,134094.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-305228594.767,5092673.13078,-305228594.767,-301627531.062,-308829658.472,-308469552.102,-301987637.432,2.0,25935319617000.0,98,0.00115701870173,0.0833344030397,0.16666231642,0.0,0.0833064516129
720.0,-460.3,-6374.6,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-311592325.392,3927305.47916,-311592325.392,-308815301.056,-314369349.728,-314091647.294,-309093003.489,2.0,15423728326600.0,117,0.0046303984219,0.16666559696,0.166668531058,1.28667840979e-13,0.166693548387
720.0,-667.0,-8971.4,-1e+200,-1e+200,-1e+200,-1e+200,402281.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-314736718.649,75686.8787609,-314736718.649,-314683199.944,-314790237.354,-314784885.484,-314688551.814,2.0,5728503616.57,151,0.00231413231991,0.166668806079,0.166669152522,1.28667840979e-13,0.0833064516129
720.0,-150.3,-3777.9,-1e+200,-1e+200,-1e+200,-1e+200,402281.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-318423776.73,7363199.17548,-318423776.73,-313217208.662,-323630344.798,-323109687.992,-313737865.469,2.0,54216702097800.0,188,0.00463041568746,0.16666559696,0.166669152522,1.28667840979e-13,0.166693548387
720.0,-563.7,-8971.4,-1e+200,-1e+200,-1e+200,-1e+200,670468.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-326386347.025,4116429.47042,-326386347.025,-323475591.833,-329297102.218,-329006026.699,-323766667.352,2.0,16944991584900.0,256,0.00463048757948,0.166668806079,0.166668531058,1.28667840979e-13,0.166693548387
720.0,-357.0,-6374.6,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-329965691.42,5783947.09656,-329965691.42,-325875823.206,-334055559.634,-333646572.813,-326284810.028,2.0,33454044015800.0,222,0.00462815826785,0.16666559696,0.166668531058,1.28667840979e-13,0.166612903226
720.0,-253.7,-3777.9,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-354546102.613,7134259.18125,-354546102.613,-349501419.567,-359590785.659,-359086317.354,-350005887.872,2.0,50897654065200.0,132,0.0046303984219,0.16666559696,0.166668531058,1.28667840979e-13,0.166693548387
720.0,-47.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-359644180.641,6904927.93031,-359644180.641,-354761659.278,-364526702.004,-364038449.868,-355249911.414,2.0,47678029722700.0,147,0.00115706184557,0.0833344030397,0.166668531058,0.0,0.0833064516129
