smr_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-meoh_capacity,ProbabilityWeight,prefix,ProbabilityWeight-htse_capacity,PointProbability,ProbabilityWeight-h2_storage_capacity
720.0,-667.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,10733383.1855,959132.751086,10733383.1855,11411592.4578,10055173.9131,10122994.8404,11343771.5306,2.0,919935634206.0,0.25,0.00782687576092,52,0.125226860254,3.66466187075e-13,0.250006292421
720.0,-667.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-18264224.6739,492901.029779,-18264224.6739,-17915691.0133,-18612758.3346,-18577904.9685,-17950544.3794,2.0,242951425157.0,0.25,0.00782687576092,77,0.125226860254,3.66466187075e-13,0.250006292421
720.0,-667.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-47438463.4068,533115.743341,-47438463.4068,-47061493.6495,-47815433.1641,-47777736.1883,-47099190.6252,2.0,284212395798.0,0.25,0.0039134597688,102,0.125226860254,3.66466187075e-13,0.125003845369
720.0,-391.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-278551644.32,341391.075973,-278551644.32,-278310244.375,-278793044.265,-278768904.27,-278334384.37,2.0,116547866754.0,0.249963898917,0.0155939977396,38,0.249546279492,3.66466187075e-13,0.249993707579
720.0,-391.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-307760908.993,115219.581484,-307760908.993,-307679436.446,-307842381.541,-307834234.286,-307687583.701,2.0,13275551957.3,0.249963898917,0.0155947827514,63,0.249546279492,3.66466187075e-13,0.250006292421
720.0,-391.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-336757405.332,157245.743376,-336757405.332,-336646215.801,-336868594.863,-336857475.91,-336657334.754,2.0,24726223809.9,0.249963898917,0.0155947827514,88,0.249546279492,3.66466187075e-13,0.250006292421
720.0,-391.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-366247107.018,28677.5207055,-366247107.018,-366226828.949,-366267385.087,-366265357.28,-366228856.756,2.0,822400193.816,0.249963898917,0.00779743498747,113,0.249546279492,3.66466187075e-13,0.125003845369
720.0,-529.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-389010657.958,50471.01432,-389010657.958,-388974969.562,-389046346.355,-389042777.515,-388978538.401,2.0,2547323286.49,0.249963898917,0.00782491388941,8,0.250453720508,3.66466187075e-13,0.12498986221
720.0,-529.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-394230197.351,275086.204389,-394230197.351,-394035682.03,-394424712.671,-394405261.139,-394055133.562,2.0,75672419845.0,0.249963898917,0.0156507031859,33,0.250453720508,3.66466187075e-13,0.249993707579
720.0,-529.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-424187272.93,295881.037025,-424187272.93,-423978053.443,-424396492.418,-424375570.469,-423998975.391,2.0,87545588071.1,0.249963898917,0.0156514910523,58,0.250453720508,3.66466187075e-13,0.250006292421
720.0,-529.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-453922728.313,746147.927225,-453922728.313,-453395122.054,-454450334.572,-454397573.946,-453447882.68,2.0,556736729302.0,0.249963898917,0.0156514910523,83,0.250453720508,3.66466187075e-13,0.250006292421
720.0,-529.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-483343717.776,142355.294856,-483343717.776,-483243057.382,-483444378.171,-483434312.131,-483253123.421,2.0,20265029973.4,0.249963898917,0.00782578929651,108,0.250453720508,3.66466187075e-13,0.125003845369
720.0,-667.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-518469979.558,1387651.12708,-518469979.558,-517488762.036,-519451197.08,-519353075.327,-517586883.788,2.0,1925575650490.0,0.249963898917,0.00782535159296,28,0.125226860254,3.66466187075e-13,0.249993707579
720.0,-667.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-528091325.535,91984.0177074,-528091325.535,-528026283.012,-528156368.058,-528149863.805,-528032787.265,2.0,8461059513.59,0.249963898917,0.00391245694471,3,0.125226860254,3.66466187075e-13,0.12498986221
720.0,-667.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-548722483.939,472774.616171,-548722483.939,-548388181.802,-549056786.076,-549023355.862,-548421612.015,2.0,223515837695.0,0.249963898917,0.00782574552616,53,0.125226860254,3.66466187075e-13,0.250006292421
720.0,-667.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-578314024.388,169275.417046,-578314024.388,-578194328.593,-578433720.184,-578421750.604,-578206298.173,2.0,28654166816.2,0.249963898917,0.00782574552616,78,0.125226860254,3.66466187075e-13,0.250006292421
720.0,-667.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-607453236.123,993557.023707,-607453236.123,-606750685.214,-608155787.032,-608085531.941,-606820940.305,2.0,987155559358.0,0.249963898917,0.00391289464826,103,0.125226860254,3.66466187075e-13,0.125003845369
720.0,-254.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-668376952.366,560476.478281,-668376952.366,-667980635.647,-668773269.084,-668733637.412,-668020267.319,2.0,314133882707.0,0.25,0.00779768877217,19,0.249546279492,3.66466187075e-13,0.12498986221
720.0,-254.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-697011003.611,457968.109209,-697011003.611,-696687171.255,-697334835.966,-697302452.731,-696719554.491,2.0,209734789053.0,0.25,0.0155962499057,44,0.249546279492,3.66466187075e-13,0.249993707579
720.0,-254.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-726276915.433,498818.844824,-726276915.433,-725924197.245,-726629633.621,-726594361.802,-725959469.064,2.0,248820239951.0,0.25,0.0155970350308,69,0.249546279492,3.66466187075e-13,0.250006292421
720.0,-254.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-755497660.849,273627.496981,-755497660.849,-755304176.991,-755691144.708,-755671796.322,-755323525.377,2.0,74872007103.8,0.25,0.0155970350308,94,0.249546279492,3.66466187075e-13,0.250006292421
720.0,-254.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-785470023.713,171780.590633,-785470023.713,-785348556.493,-785591490.934,-785579344.212,-785360703.215,2.0,29508571318.4,0.25,0.00779856113348,119,0.249546279492,3.66466187075e-13,0.125003845369
720.0,-391.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-809858534.886,384259.375624,-809858534.886,-809586822.476,-810130247.296,-810103076.055,-809613993.717,2.0,147655267755.0,0.25,0.00779768877217,14,0.249546279492,3.66466187075e-13,0.12498986221
720.0,-391.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-817138737.457,417406.345474,-817138737.457,-816843586.6,-817433888.314,-817404373.229,-816873101.685,2.0,174228057242.0,0.25,0.0155962499057,39,0.249546279492,3.66466187075e-13,0.249993707579
720.0,-391.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-847790582.454,249310.014672,-847790582.454,-847614293.652,-847966871.256,-847949242.376,-847631922.532,2.0,62155483415.9,0.25,0.0155970350308,64,0.249546279492,3.66466187075e-13,0.250006292421
720.0,-391.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-877578673.153,717467.545774,-877578673.153,-877071346.987,-878085999.32,-878035266.704,-877122079.603,2.0,514759679240.0,0.25,0.0155970350308,89,0.249546279492,3.66466187075e-13,0.250006292421
720.0,-391.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-906136174.372,313900.666224,-906136174.372,-905914213.082,-906358135.661,-906335939.532,-905936409.211,2.0,98533628256.0,0.25,0.00779856113348,114,0.249546279492,3.66466187075e-13,0.125003845369
720.0,-529.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-946780642.423,468354.91901,-946780642.423,-946449465.484,-947111819.362,-947078701.668,-946482583.178,2.0,219356330161.0,0.25,0.0156529635417,34,0.250453720508,3.66466187075e-13,0.249993707579
720.0,-529.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-950360120.782,592708.693649,-950360120.782,-949941012.445,-950779229.118,-950737318.285,-949982923.279,2.0,351303595528.0,0.25,0.00782604400407,9,0.250453720508,3.66466187075e-13,0.12498986221
720.0,-529.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-977041079.35,142218.64476,-977041079.35,-976940515.582,-977141643.118,-977131586.741,-976950571.959,2.0,20226142917.4,0.25,0.0156537515218,59,0.250453720508,3.66466187075e-13,0.250006292421
720.0,-529.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1006615982.32,935905.070996,-1006615982.32,-1005954197.49,-1007277767.14,-1007211588.66,-1006020375.98,2.0,875918301916.0,0.25,0.0156537515218,84,0.250453720508,3.66466187075e-13,0.250006292421
720.0,-529.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1036023824.43,176558.358449,-1036023824.43,-1035898978.81,-1036148670.04,-1036136185.48,-1035911463.37,2.0,31172853938.0,0.25,0.0078269195376,109,0.250453720508,3.66466187075e-13,0.125003845369
720.0,-116.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1061027656.04,608835.468417,-1061027656.04,-1060597144.36,-1061458167.73,-1061415116.56,-1060640195.52,2.0,370680627603.0,0.125018050542,0.00195679352968,25,0.125226860254,3.66466187075e-13,0.12498986221
720.0,-667.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1078703911.54,78192.3405444,-1078703911.54,-1078648621.2,-1078759201.87,-1078753672.84,-1078654150.24,2.0,6114042119.81,0.25,0.00782648177084,29,0.125226860254,3.66466187075e-13,0.249993707579
720.0,-667.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1089157871.86,105319.746339,-1089157871.86,-1089083399.56,-1089232344.17,-1089224896.94,-1089090846.79,2.0,11092248968.9,0.25,0.00391302200204,4,0.125226860254,3.66466187075e-13,0.12498986221
720.0,-116.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1090212307.45,376829.584909,-1090212307.45,-1089945848.69,-1090478766.2,-1090452120.33,-1089972494.57,2.0,142000536063.0,0.125018050542,0.00391380597435,50,0.125226860254,3.66466187075e-13,0.249993707579
720.0,-667.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1107917597.16,41288.5561165,-1107917597.16,-1107888401.74,-1107946792.58,-1107943873.03,-1107891321.28,2.0,1704744866.18,0.25,0.00782687576092,54,0.125226860254,3.66466187075e-13,0.250006292421
720.0,-116.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1119927224.1,199462.203064,-1119927224.1,-1119786183.02,-1120068265.17,-1120054161.07,-1119800287.13,2.0,39785170451.3,0.125018050542,0.00391400299785,75,0.125226860254,3.66466187075e-13,0.250006292421
720.0,-667.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1138357030.4,214685.947252,-1138357030.4,-1138205224.51,-1138508836.29,-1138493655.7,-1138220405.1,2.0,46090055947.4,0.25,0.00782687576092,79,0.125226860254,3.66466187075e-13,0.250006292421
720.0,-116.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1149663797.29,698321.069077,-1149663797.29,-1149170009.73,-1150157584.85,-1150108206.1,-1149219388.48,2.0,487652315517.0,0.125018050542,0.00391400299785,100,0.125226860254,3.66466187075e-13,0.250006292421
720.0,-667.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1168755126.01,671843.815808,-1168755126.01,-1168280060.69,-1169230191.33,-1169182684.8,-1168327567.22,2.0,451374112839.0,0.25,0.0039134597688,104,0.125226860254,3.66466187075e-13,0.125003845369
720.0,-116.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1178179819.97,317667.741796,-1178179819.97,-1177955194.96,-1178404444.99,-1178381982.48,-1177977657.46,2.0,100912794178.0,0.125018050542,0.00195701244467,125,0.125226860254,3.66466187075e-13,0.125003845369
720.0,-254.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1207032132.49,100890.740506,-1207032132.49,-1206960791.96,-1207103473.02,-1207096338.96,-1206967926.02,2.0,10178941519.8,0.125018050542,0.00389940739611,20,0.249546279492,3.66466187075e-13,0.12498986221
720.0,-254.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1221376015.67,630489.183332,-1221376015.67,-1220930192.5,-1221821838.85,-1221777256.53,-1220974774.82,2.0,397516610299.0,0.125018050542,0.00779925103585,45,0.249546279492,3.66466187075e-13,0.249993707579
720.0,-254.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1251625312.2,130373.296925,-1251625312.2,-1251533124.36,-1251717500.05,-1251708281.26,-1251542343.14,2.0,16997196551.2,0.125018050542,0.00779964365513,70,0.249546279492,3.66466187075e-13,0.250006292421
720.0,-254.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1280997009.72,1039990.46786,-1280997009.72,-1280261625.4,-1281732394.03,-1281658855.6,-1280335163.83,2.0,1081580173230.0,0.125018050542,0.00779964365513,95,0.249546279492,3.66466187075e-13,0.250006292421
720.0,-254.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1310815616.99,474246.168199,-1310815616.99,-1310480274.31,-1311150959.67,-1311117425.4,-1310513808.58,2.0,224909428052.0,0.125018050542,0.00389984363975,120,0.249546279492,3.66466187075e-13,0.125003845369
720.0,-391.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1349300115.83,33878.6760521,-1349300115.83,-1349276159.99,-1349324071.67,-1349321676.09,-1349278555.57,2.0,1147764691.04,0.125018050542,0.00389940739611,15,0.249546279492,3.66466187075e-13,0.12498986221
720.0,-391.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1357282563.8,559449.911339,-1357282563.8,-1356886972.98,-1357678154.63,-1357638595.55,-1356926532.06,2.0,312984203297.0,0.125018050542,0.00779925103585,40,0.249546279492,3.66466187075e-13,0.249993707579
720.0,-391.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1387140730.87,348219.190118,-1387140730.87,-1386894502.72,-1387386959.02,-1387362336.21,-1386919125.53,2.0,121256604366.0,0.125018050542,0.00779964365513,65,0.249546279492,3.66466187075e-13,0.250006292421
720.0,-391.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1416834470.82,770292.933967,-1416834470.82,-1416289791.47,-1417379150.18,-1417324682.24,-1416344259.4,2.0,593351204119.0,0.125018050542,0.00779964365513,90,0.249546279492,3.66466187075e-13,0.250006292421
720.0,-391.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1446503096.53,631981.994425,-1446503096.53,-1446056217.78,-1446949975.29,-1446905287.41,-1446100905.66,2.0,399401241278.0,0.125018050542,0.00389984363975,115,0.249546279492,3.66466187075e-13,0.125003845369
720.0,-529.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1488983531.9,805185.125796,-1488983531.9,-1488414180.04,-1489552883.76,-1489495948.58,-1488471115.23,2.0,648323086803.0,0.125018050542,0.00391358705936,10,0.250453720508,3.66466187075e-13,0.12498986221
720.0,-529.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1495481697.26,405084.866353,-1495481697.26,-1495195259.0,-1495768135.51,-1495739491.69,-1495223902.83,2.0,164093748948.0,0.125018050542,0.00782761194871,35,0.250453720508,3.66466187075e-13,0.249993707579
720.0,-529.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1525254524.8,1088248.75466,-1525254524.8,-1524485016.72,-1526024032.87,-1525947082.06,-1524561967.53,2.0,1184285352020.0,0.125018050542,0.00782800599569,60,0.250453720508,3.66466187075e-13,0.250006292421
720.0,-529.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1554383470.21,660617.234761,-1554383470.21,-1553916343.29,-1554850597.14,-1554803884.45,-1553963055.98,2.0,436415130864.0,0.125018050542,0.00782800599569,85,0.250453720508,3.66466187075e-13,0.250006292421
720.0,-529.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1583992931.19,31009.1492647,-1583992931.19,-1583971004.41,-1584014857.97,-1584012665.29,-1583973197.09,2.0,961567338.119,0.125018050542,0.00391402488934,110,0.250453720508,3.66466187075e-13,0.125003845369
720.0,-667.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1627775851.51,99015.9893716,-1627775851.51,-1627705836.64,-1627845866.39,-1627838864.9,-1627712838.12,2.0,9804166151.24,0.125018050542,0.00195679352968,5,0.125226860254,3.66466187075e-13,0.12498986221
720.0,-667.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1631855787.48,865578.961653,-1631855787.48,-1631243730.73,-1632467844.24,-1632406638.56,-1631304936.41,2.0,749226938856.0,0.125018050542,0.00391380597435,30,0.125226860254,3.66466187075e-13,0.249993707579
720.0,-667.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1660884561.56,726129.928999,-1660884561.56,-1660371110.16,-1661398012.95,-1661346667.81,-1660422455.3,2.0,527264673789.0,0.125018050542,0.00391400299785,55,0.125226860254,3.66466187075e-13,0.250006292421
720.0,-667.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1691026259.82,564953.19738,-1691026259.82,-1690626777.58,-1691425742.05,-1691385793.83,-1690666725.8,2.0,319172115230.0,0.125018050542,0.00391400299785,80,0.125226860254,3.66466187075e-13,0.250006292421
720.0,-667.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1721232155.42,429005.234941,-1721232155.42,-1720928802.91,-1721535507.93,-1721505172.68,-1720959138.16,2.0,184045491607.0,0.125018050542,0.00195701244467,105,0.125226860254,3.66466187075e-13,0.125003845369
720.0,-667.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-17174278935.7,45353.0964385,-17174278935.7,-17174246866.2,-17174311005.2,-17174307798.3,-17174250073.2,2.0,2056903356.56,0.125018050542,0.00195679352968,1,0.125226860254,3.66466187075e-13,0.12498986221
720.0,-529.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-324975021872.0,124507.253229,-324975021872.0,-324974933832.0,-324975109911.0,-324975101108.0,-324974942636.0,2.0,15502056106.6,0.25,0.00782604400407,7,0.250453720508,3.66466187075e-13,0.12498986221
720.0,-391.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-694985815059.0,87932.349487,-694985815059.0,-694985752881.0,-694985877236.0,-694985871018.0,-694985759099.0,2.0,7732098086.3,0.249963898917,0.00779656275213,13,0.249546279492,3.66466187075e-13,0.12498986221
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-206107979377000.0,428183.296435,-206107979377000.0,-206107979074000.0,-206107979680000.0,-206107979649000.0,-206107979104000.0,2.0,183340935346.0,0.249963898917,0.00779743498747,118,0.249546279492,3.66466187075e-13,0.125003845369
