smr_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,PointProbability,prefix,ProbabilityWeight,ProbabilityWeight-meoh_capacity,ProbabilityWeight-htse_capacity,ProbabilityWeight-h2_storage_capacity
720.0,-254.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-321673234.84,606528.486151,-321673234.84,-321244354.435,-322102115.246,-322059227.205,-321287242.475,2.0,367876804512.0,2.6175466018599997e-14,45,0.00779943176577,0.125018050542,0.249546279492,0.249999500615
720.0,-667.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-339747519.04,54907675.0348,-339747519.04,-300921929.684,-378573108.396,-374690549.461,-304804488.619,2.0,3014852777720000.0,2.6175466018599997e-14,5,0.00195694051577,0.125018050542,0.125226860254,0.124999250922
720.0,-667.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-349278475.705,16745323.5979,-349278475.705,-337437743.836,-361119207.574,-359935134.387,-338621817.023,2.0,280405862398000.0,2.6175466018599997e-14,52,0.0078266944,0.25,0.125226860254,0.250000499385
720.0,-391.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-403722974.874,24300454.3187,-403722974.874,-386539958.839,-420905990.908,-419187689.305,-388258260.442,2.0,590512080095000.0,2.6175466018599997e-14,63,0.0155944213959,0.249963898917,0.249546279492,0.250000499385
720.0,-391.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-443487240.537,2206024.30061,-443487240.537,-441927345.795,-445047135.28,-444891145.806,-442083335.269,2.0,4866543214900.0,2.6175466018599997e-14,40,0.00779943176577,0.125018050542,0.249546279492,0.249999500615
720.0,-667.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-471228731.19,25144243.2656,-471228731.19,-453449066.269,-489008396.11,-487230429.618,-455227032.761,2.0,632232969399000.0,2.6175466018599997e-14,29,0.00782666313177,0.25,0.125226860254,0.249999500615
720.0,-529.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-525447724.364,9125902.9413,-525447724.364,-518994736.51,-531900712.219,-531255413.433,-519640035.296,2.0,83282104494100.0,2.6175466018599997e-14,58,0.0156511283828,0.249963898917,0.250453720508,0.250000499385
720.0,-254.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-572170899.29,29853666.6285,-572170899.29,-551061169.174,-593280629.407,-591169656.395,-553172142.186,2.0,891241411166000.0,2.6175466018599997e-14,69,0.0155966736232,0.25,0.249546279492,0.250000499385
720.0,-529.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-629799147.252,78038041.8309,-629799147.252,-574617918.683,-684980375.821,-679462252.964,-580136041.54,2.0,6089935972810000.0,2.6175466018599997e-14,35,0.00782779333583,0.125018050542,0.250453720508,0.249999500615
720.0,-667.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-651080687.895,4158886.95784,-651080687.895,-648139910.725,-654021465.065,-653727387.348,-648433988.442,2.0,17296340728100.0,2.6175466018599997e-14,76,0.00391391230429,0.125018050542,0.125226860254,0.250000499385
720.0,-667.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-672586626.416,28784154.0621,-672586626.416,-652233155.888,-692940096.944,-690904749.891,-654268502.94,2.0,828527525071000.0,2.6175466018599997e-14,53,0.00782556419142,0.249963898917,0.125226860254,0.250000499385
720.0,-391.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-674484974.836,34615481.9663,-674484974.836,-650008132.803,-698961816.868,-696514132.665,-652455817.006,2.0,1198231591760000.0,2.6175466018599997e-14,64,0.0155966736232,0.25,0.249546279492,0.250000499385
720.0,-116.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-696322861.747,33277734.4614,-696322861.747,-672791950.047,-719853773.447,-717500682.277,-675145041.217,2.0,1107407610880000.0,2.6175466018599997e-14,75,0.00391391230429,0.125018050542,0.125226860254,0.250000499385
720.0,-529.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-775792881.757,13914904.3819,-775792881.757,-765953558.509,-785632205.005,-784648272.68,-766937490.834,2.0,193624563956000.0,2.6175466018599997e-14,82,0.0156533888,0.25,0.250453720508,0.250000499385
720.0,-667.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-791281909.945,115724147.314,-791281909.945,-709452580.632,-873111239.257,-864928306.326,-717635513.563,2.0,1.33920782716e+16,2.6175466018599997e-14,30,0.00391389666791,0.125018050542,0.125226860254,0.249999500615
720.0,-254.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-834319314.298,18079208.7942,-834319314.298,-821535383.161,-847103245.435,-845824852.321,-822813776.275,2.0,326857790623000.0,2.6175466018599997e-14,70,0.00779946292521,0.125018050542,0.249546279492,0.250000499385
720.0,-529.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-842397650.928,8294171.30448,-842397650.928,-836532786.154,-848262515.701,-847676029.224,-837119272.631,2.0,68793277628000.0,2.6175466018599997e-14,59,0.0156533888,0.25,0.250453720508,0.250000499385
720.0,-667.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-908936139.949,23056097.1891,-908936139.949,-892633017.279,-925239262.62,-923608950.353,-894263329.546,2.0,531583617592000.0,2.6175466018599997e-14,77,0.0078266944,0.25,0.125226860254,0.250000499385
720.0,-391.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-952616897.263,2686213.24563,-952616897.263,-950717457.661,-954516336.864,-954326392.904,-950907401.621,2.0,7215741600980.0,2.6175466018599997e-14,88,0.0155944213959,0.249963898917,0.249546279492,0.250000499385
720.0,-391.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1003998033.88,10174805.9007,-1003998033.88,-996803359.626,-1011192708.13,-1010473240.7,-997522827.051,2.0,103526675117000.0,2.6175466018599997e-14,65,0.00779946292521,0.125018050542,0.249546279492,0.250000499385
720.0,-667.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1044973457.39,11415829.1567,-1044973457.39,-1036901247.18,-1053045667.6,-1052238446.58,-1037708468.2,2.0,130321155335000.0,2.6175466018599997e-14,54,0.0078266944,0.25,0.125226860254,0.250000499385
720.0,-529.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1075250331.31,2266703.07993,-1075250331.31,-1073647530.19,-1076853132.43,-1076692852.32,-1073807810.31,2.0,5137942852560.0,2.6175466018599997e-14,83,0.0156511283828,0.249963898917,0.250453720508,0.250000499385
720.0,-254.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1099699634.3,14081150.9323,-1099699634.3,-1089742756.98,-1109656511.61,-1108660823.88,-1090738444.72,2.0,198278811579000.0,2.6175466018599997e-14,94,0.0155966736232,0.25,0.249546279492,0.250000499385
720.0,-667.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1165166667.5,11188073.9342,-1165166667.5,-1157255504.55,-1173077830.45,-1172286714.15,-1158046620.85,2.0,125172998358000.0,2.6175466018599997e-14,101,0.00195695615214,0.125018050542,0.125226860254,0.125000249693
720.0,-116.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1187400498.89,23708970.6794,-1187400498.89,-1170635724.95,-1204165272.83,-1202488795.44,-1172312202.34,2.0,562115290675000.0,2.6175466018599997e-14,100,0.00391391230429,0.125018050542,0.125226860254,0.250000499385
720.0,-667.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1217235013.17,32577055.7133,-1217235013.17,-1194199556.16,-1240270470.18,-1237966924.47,-1196503101.86,2.0,1061264558950000.0,2.6175466018599997e-14,78,0.00782556419142,0.249963898917,0.125226860254,0.250000499385
720.0,-529.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1217781982.49,7425733.76357,-1217781982.49,-1212531195.79,-1223032769.19,-1222507690.52,-1213056274.46,2.0,55141521927400.0,2.6175466018599997e-14,60,0.00782782460857,0.125018050542,0.250453720508,0.250000499385
720.0,-391.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1248336586.8,66556123.0644,-1248336586.8,-1201274300.85,-1295398872.74,-1290692644.15,-1205980529.44,2.0,4429717517360000.0,2.6175466018599997e-14,89,0.0155966736232,0.25,0.249546279492,0.250000499385
720.0,-529.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1321189301.44,9452410.10868,-1321189301.44,-1314505438.15,-1327873164.72,-1327204778.39,-1315173824.48,2.0,89348056862800.0,2.6175466018599997e-14,107,0.0078266944,0.25,0.250453720508,0.125000249693
720.0,-667.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1365547198.77,39067851.22,-1365547198.77,-1337922056.25,-1393172341.3,-1390409827.04,-1340684570.5,2.0,1526296998950000.0,2.6175466018599997e-14,55,0.00391391230429,0.125018050542,0.125226860254,0.250000499385
720.0,-254.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1388548537.66,22234296.6008,-1388548537.66,-1372826515.76,-1404270559.56,-1402698357.37,-1374398717.95,2.0,494363945334000.0,2.6175466018599997e-14,95,0.00779946292521,0.125018050542,0.249546279492,0.250000499385
720.0,-529.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1402917886.93,29868890.2717,-1402917886.93,-1381797392.07,-1424038381.78,-1421926332.3,-1383909441.56,2.0,892150606063000.0,2.6175466018599997e-14,84,0.0156533888,0.25,0.250453720508,0.250000499385
720.0,-667.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1424647040.97,23033488.101,-1424647040.97,-1408359905.34,-1440934176.6,-1439305463.04,-1409988618.9,2.0,530541574099000.0,2.6175466018599997e-14,102,0.0039133472,0.25,0.125226860254,0.125000249693
720.0,-391.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1495288826.1,34039916.0569,-1495288826.1,-1471218970.63,-1519358681.58,-1516951696.03,-1473625956.18,2.0,1158715885160000.0,2.6175466018599997e-14,113,0.00779721069797,0.249963898917,0.249546279492,0.125000249693
720.0,-667.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1546564824.42,6750893.50118,-1546564824.42,-1541791221.85,-1551338427.0,-1550861066.74,-1542268582.11,2.0,45574563064300.0,2.6175466018599997e-14,79,0.0078266944,0.25,0.125226860254,0.250000499385
720.0,-391.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1580305310.29,61714833.5407,-1580305310.29,-1536666332.99,-1623944287.58,-1619580389.86,-1541030230.72,2.0,3808720678960000.0,2.6175466018599997e-14,90,0.00779946292521,0.125018050542,0.249546279492,0.250000499385
720.0,-529.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1592630432.44,14971230.8517,-1592630432.44,-1582044173.59,-1603216691.3,-1602158065.42,-1583102799.47,2.0,224137753215000.0,2.6175466018599997e-14,108,0.00782556419142,0.249963898917,0.250453720508,0.125000249693
720.0,-254.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1665028428.59,22345043.6503,-1665028428.59,-1649228096.7,-1680828760.48,-1679248727.29,-1650808129.89,2.0,499300975736000.0,2.6175466018599997e-14,119,0.00779833681159,0.25,0.249546279492,0.125000249693
720.0,-667.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1722558202.54,43553588.7716,-1722558202.54,-1691761164.57,-1753355240.5,-1750275536.71,-1694840868.37,2.0,1896915094880000.0,2.6175466018599997e-14,103,0.00391278209571,0.249963898917,0.125226860254,0.125000249693
720.0,-529.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1746523763.07,1158942.35172,-1746523763.07,-1745704267.07,-1747343259.06,-1747261309.46,-1745786216.67,2.0,1343147374600.0,2.6175466018599997e-14,85,0.00782782460857,0.125018050542,0.250453720508,0.250000499385
720.0,-391.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1764172358.13,10626350.1217,-1764172358.13,-1756658393.9,-1771686322.36,-1770934925.94,-1757409790.33,2.0,112919316910000.0,2.6175466018599997e-14,114,0.00779833681159,0.25,0.249546279492,0.125000249693
720.0,-116.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1785014950.67,67311659.3927,-1785014950.67,-1737418419.86,-1832611481.48,-1827851828.4,-1742178072.94,2.0,4530859490200000.0,2.6175466018599997e-14,125,0.00195695615214,0.125018050542,0.125226860254,0.125000249693
720.0,-667.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1945147094.51,11197833.4051,-1945147094.51,-1937229030.57,-1953065158.44,-1952273352.05,-1938020836.97,2.0,125391472968000.0,2.6175466018599997e-14,80,0.00391391230429,0.125018050542,0.125226860254,0.250000499385
720.0,-529.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1969481173.04,30299866.5299,-1969481173.04,-1948055931.95,-1990906414.13,-1988763890.02,-1950198456.06,2.0,918081911728000.0,2.6175466018599997e-14,109,0.0078266944,0.25,0.250453720508,0.125000249693
720.0,-254.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2001357843.64,523873.918942,-2001357843.64,-2000987408.84,-2001728278.44,-2001691234.96,-2001024452.32,2.0,274443882948.0,2.6175466018599997e-14,120,0.0038997314626,0.125018050542,0.249546279492,0.125000249693
720.0,-667.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2090120405.62,23527494.0003,-2090120405.62,-2073483955.07,-2106756856.18,-2105093211.12,-2075147600.13,2.0,553542973932000.0,2.6175466018599997e-14,104,0.0039133472,0.25,0.125226860254,0.125000249693
720.0,-391.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2146910989.22,2449147.67837,-2146910989.22,-2145179180.29,-2148642798.16,-2148469617.26,-2145352361.19,2.0,5998324350450.0,2.6175466018599997e-14,115,0.0038997314626,0.125018050542,0.249546279492,0.125000249693
720.0,-529.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2317305361.49,23747659.3689,-2317305361.49,-2300513230.51,-2334097492.46,-2332418279.37,-2302192443.61,2.0,563951325503000.0,2.6175466018599997e-14,110,0.00391391230429,0.125018050542,0.250453720508,0.125000249693
720.0,-667.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2448151975.13,2208237.8369,-2448151975.13,-2446590515.18,-2449713435.08,-2449557289.08,-2446746661.17,2.0,4876314344310.0,2.6175466018599997e-14,105,0.00195695615214,0.125018050542,0.125226860254,0.125000249693
720.0,-667.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-18837000008.1,4047347.04594,-18837000008.1,-18834138101.5,-18839861914.6,-18839575724.0,-18834424292.2,2.0,16381018110300.0,2.6175466018599997e-14,1,0.00195694051577,0.125018050542,0.125226860254,0.124999250922
720.0,-529.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-359734859730.0,11490255.2987,-359734859730.0,-359726734892.0,-359742984567.0,-359742172084.0,-359727547376.0,2.0,132025966829000.0,2.6175466018599997e-14,7,0.00782663186354,0.25,0.250453720508,0.124999250922
720.0,-391.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-769604027810.0,4395722.0038,-769604027810.0,-769600919565.0,-769607136055.0,-769606825230.0,-769601230389.0,2.0,19322371934700.0,2.6175466018599997e-14,13,0.00779714839709,0.249963898917,0.249546279492,0.124999250922
