smr_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-h2_storage_capacity,PointProbability,prefix,ProbabilityWeight-htse_capacity,ProbabilityWeight-meoh_capacity,ProbabilityWeight
720.0,-460.0,-11568.0,-1e+200,-1e+200,-1e+200,-1e+200,625771.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,292869318.912,5291322.57498,292869318.912,296610848.987,289127788.838,289501941.845,296236695.979,2.0,27998094592500.0,0.111110410739,1.83804491715e-14,134,0.111290322581,0.111096848726,0.00137376957753
720.0,-529.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,276664287.202,12130764.1712,276664287.202,285242032.808,268086541.596,268944316.156,284384258.248,2.0,147155439376000.0,0.0555548058612,1.83804491715e-14,25,0.111290322581,0.111096848726,0.000686879849244
720.0,-391.0,-8106.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,275760682.562,27818061.9033,275760682.562,295431022.773,256090342.351,258057376.372,293463988.752,2.0,773844568055000.0,0.0555548058612,1.83804491715e-14,46,0.110483870968,0.111096848726,0.000681902459032
720.0,-529.0,-11568.0,-1e+200,-1e+200,-1e+200,-1e+200,625771.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,266969591.937,10898008.8232,266969591.937,274675647.878,259263535.997,260034141.591,273905042.284,2.0,118766596311000.0,0.111110410739,1.83804491715e-14,124,0.111290322581,0.111096848726,0.00137376957753
720.0,-254.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,264417667.418,2505776.22368,264417667.418,266189518.778,262645816.059,262823001.195,266012333.642,2.0,6278914483180.0,0.0555548058612,1.83804491715e-14,67,0.111290322581,0.111128939092,0.000687078254746
720.0,-598.0,-15031.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,225769740.157,3536368.21266,225769740.157,228270330.101,223269150.213,223519209.208,228020271.107,2.0,12505900135500.0,0.111111298535,1.83804491715e-14,212,0.111290322581,0.111128939092,0.00137417737127
720.0,-598.0,-11568.0,-1e+200,-1e+200,-1e+200,-1e+200,625771.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,225691341.065,24499146.4507,225691341.065,243014853.654,208367828.477,210100179.736,241282502.395,2.0,600208176814000.0,0.111110410739,1.83804491715e-14,114,0.111290322581,0.111096848726,0.00137376957753
720.0,-598.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,214758382.667,24482518.5074,214758382.667,232070137.524,197446627.81,199177803.295,230338962.038,2.0,599393712465000.0,0.0555548058612,1.83804491715e-14,15,0.111290322581,0.111096848726,0.000686879849244
720.0,-667.0,-15031.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,203829564.028,8493085.3547,203829564.028,209835082.275,197824045.78,198424597.605,209234530.45,2.0,72132498842200.0,0.111111298535,1.83804491715e-14,202,0.0556451612903,0.111128939092,0.000687088685635
720.0,-460.0,-8106.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,202505966.868,4228197.25421,202505966.868,205495753.818,199516179.917,199815158.612,205196775.123,2.0,17877652020500.0,0.0555548058612,1.83804491715e-14,36,0.111290322581,0.111096848726,0.000686879849244
720.0,-391.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,625771.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,201250895.014,874500.193945,201250895.014,201869260.031,200632529.996,200694366.498,201807423.529,2.0,764750589210.0,0.111110410739,1.83804491715e-14,145,0.110483870968,0.111096848726,0.00136381472552
720.0,-185.0,-4643.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,196848581.52,11116861.7864,196848581.52,204709389.874,188987773.165,189773854.0,203923309.039,2.0,123584615978000.0,0.0555548058612,1.83804491715e-14,78,0.111290322581,0.111128939092,0.000687078254746
720.0,-667.0,-11568.0,-1e+200,-1e+200,-1e+200,-1e+200,625771.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,188811741.361,13981623.0222,188811741.361,198698241.812,178925240.91,179913890.955,197709591.767,2.0,195485782336000.0,0.111110410739,1.83804491715e-14,104,0.0556451612903,0.111096848726,0.000686884788764
720.0,-323.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,184458392.053,46190630.4992,184458392.053,217120100.106,151796683.999,155062854.805,213853929.301,2.0,2133574345910000.0,0.0555548058612,1.83804491715e-14,57,0.110483870968,0.111128939092,0.000682099426813
720.0,-460.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,625771.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,181972191.227,16204890.1853,181972191.227,193430778.966,170513603.489,171659462.263,192284920.192,2.0,262598465918000.0,0.111110410739,1.83804491715e-14,135,0.111290322581,0.111096848726,0.00137376957753
720.0,-116.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,136051237.363,8878502.3518,136051237.363,142329286.583,129773188.143,130400993.065,141701481.661,2.0,78827804010800.0,0.0555548058612,1.83804491715e-14,89,0.111290322581,0.111096848726,0.000686879849244
720.0,-667.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,135724085.848,30621408.6496,135724085.848,157376691.553,114071480.142,116236740.713,155211430.983,2.0,937670667684000.0,0.0555548058612,1.83804491715e-14,5,0.0556451612903,0.111096848726,0.000343439924622
720.0,-529.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,125972813.602,8884120.23413,125972813.602,132254835.264,119690791.939,120318994.106,131626633.098,2.0,78927592334500.0,0.111111298535,1.83804491715e-14,223,0.111290322581,0.111128939092,0.00137417737127
720.0,-529.0,-8106.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,123155075.722,46399685.4672,123155075.722,155964607.961,90345543.4834,93626496.7073,152683654.737,2.0,2152930811450000.0,0.0555548058612,1.83804491715e-14,26,0.111290322581,0.111096848726,0.000686879849244
720.0,-529.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,625771.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,117648798.6,20196317.9008,117648798.6,131929751.942,103367845.257,104795940.591,130501656.608,2.0,407891256750000.0,0.111110410739,1.83804491715e-14,125,0.111290322581,0.111096848726,0.00137376957753
720.0,-391.0,-8106.0,-1e+200,-1e+200,-1e+200,-1e+200,625771.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,116698395.707,8313323.32002,116698395.707,122576803.001,110819988.414,111407829.143,121988962.272,2.0,69111344623100.0,0.111110410739,1.83804491715e-14,146,0.110483870968,0.111096848726,0.00136381472552
720.0,-323.0,-8106.0,-1e+200,-1e+200,-1e+200,-1e+200,625771.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,105391835.299,681614.994907,105391835.299,105873809.884,104909860.714,104958058.172,105825612.426,2.0,464599001282.0,0.111110410739,1.83804491715e-14,156,0.110483870968,0.111096848726,0.00136381472552
720.0,-598.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,103449933.102,3422670.96082,103449933.102,105870126.949,101029739.256,101271758.641,105628107.564,2.0,11714676506000.0,0.111111298535,1.83804491715e-14,213,0.111290322581,0.111128939092,0.00137417737127
720.0,-254.0,-4643.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,98438478.56,22361742.869,98438478.56,114250618.582,82626338.5382,84207552.5404,112669404.58,2.0,500047544139000.0,0.0555548058612,1.83804491715e-14,68,0.111290322581,0.111128939092,0.000687078254746
720.0,-47.0,-1181.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,84544473.622,9925819.3758,84544473.622,91563087.8114,77525859.4325,78227720.8515,90861226.3925,2.0,98521890281100.0,0.0555548058612,1.83804491715e-14,100,0.0556451612903,0.055548424363,0.000171719962311
720.0,-667.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,1877312.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,69820220.2285,555213.928169,69820220.2285,70212815.7621,69427624.6949,69466884.2482,70173556.2087,2.0,308262506033.0,0.111111298535,1.83804491715e-14,301,0.0556451612903,0.055548424363,0.00034344513856
720.0,-667.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,57200005.4159,1588981.43084,57200005.4159,58323584.9608,56076425.871,56188783.8255,58211227.0063,2.0,2524861987560.0,0.111111298535,1.83804491715e-14,203,0.0556451612903,0.111128939092,0.000687088685635
720.0,-391.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,52605654.0539,14139714.4357,52605654.0539,62603942.0154,42607366.0923,43607194.8885,61604113.2192,2.0,199931524323000.0,0.0555548058612,1.83804491715e-14,47,0.110483870968,0.111128939092,0.000682099426813
720.0,-598.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,625771.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,48983061.3727,7986010.44132,48983061.3727,54630023.5103,43336099.235,43900795.4487,54065327.2966,2.0,63776362768800.0,0.111110410739,1.83804491715e-14,115,0.111290322581,0.111096848726,0.00137376957753
720.0,-185.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,43314096.5675,61650651.4238,43314096.5675,86907690.2538,-279497.11887,4079862.24977,82548330.8852,2.0,3800802820980000.0,0.0555548058612,1.83804491715e-14,79,0.111290322581,0.111096848726,0.000686879849244
720.0,-460.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,39028456.9305,21453446.115,39028456.9305,54198334.1582,23858579.7028,25375567.4256,52681346.4354,2.0,460250350208000.0,0.0555548058612,1.83804491715e-14,37,0.111290322581,0.111128939092,0.000687078254746
720.0,-460.0,-8106.0,-1e+200,-1e+200,-1e+200,-1e+200,625771.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,21475562.8753,2489847.07183,21475562.8753,23236150.6239,19714975.1267,19891033.9016,23060091.8491,2.0,6199338441110.0,0.111110410739,1.83804491715e-14,136,0.111290322581,0.111096848726,0.00137376957753
720.0,-598.0,-8106.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,16327404.254,30157237.4729,16327404.254,37651791.3729,-4996982.86495,-2864544.15306,35519352.661,2.0,909458971997000.0,0.0555548058612,1.83804491715e-14,16,0.111290322581,0.111096848726,0.000686879849244
720.0,-460.0,-11568.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,9946827.16964,7856448.51766,9946827.16964,15502175.1925,4391479.14676,4947013.94905,14946640.3902,2.0,61723783310600.0,0.111111298535,1.83804491715e-14,234,0.111290322581,0.111096848726,0.00137378055424
720.0,-529.0,-11568.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2811775.97981,10192092.8046,-2811775.97981,4395121.95679,-10018673.9164,-9297984.12276,3674432.16313,2.0,103878755737000.0,0.111111298535,1.83804491715e-14,224,0.111290322581,0.111096848726,0.00137378055424
720.0,-667.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,625771.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-6530872.75457,641644.716498,-6530872.75457,-6077161.42442,-6984584.08472,-6939212.9517,-6122532.55743,2.0,411707942210.0,0.111110410739,1.83804491715e-14,105,0.0556451612903,0.111096848726,0.000686884788764
720.0,-323.0,-4643.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-12150405.2684,13798507.2664,-12150405.2684,-2393387.21012,-21907423.3268,-20931721.5209,-3369089.01595,2.0,190398802781000.0,0.0555548058612,1.83804491715e-14,58,0.110483870968,0.111128939092,0.000682099426813
720.0,-323.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,625771.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-26088587.6407,17510183.9288,-26088587.6407,-13707017.8448,-38470157.4366,-37232000.457,-14945174.8244,2.0,306606541220000.0,0.111110410739,1.83804491715e-14,157,0.110483870968,0.111128939092,0.00136420866391
720.0,-254.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,625771.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-27381843.0658,14659989.3398,-27381843.0658,-17015665.1916,-37748020.9401,-36711403.1527,-18052282.979,2.0,214915287442000.0,0.111110410739,1.83804491715e-14,167,0.111290322581,0.111128939092,0.00137416639139
720.0,-598.0,-15031.0,-1e+200,-1e+200,-1e+200,-1e+200,1877312.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-31039195.6453,10787212.7274,-31039195.6453,-23411484.3757,-38666906.9149,-37904135.7879,-24174255.5026,2.0,116363958425000.0,0.111111298535,1.83804491715e-14,312,0.111290322581,0.111128939092,0.00137417737127
720.0,-598.0,-11568.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-41002851.084,19013391.1072,-41002851.084,-27558353.2988,-54447348.8692,-53102899.0907,-28902803.0773,2.0,361509041394000.0,0.111111298535,1.83804491715e-14,214,0.111290322581,0.111096848726,0.00137378055424
720.0,-116.0,-1181.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-42460199.5073,57881316.1034,-42460199.5073,-1531928.38662,-83388470.6281,-79295643.516,-5624755.49869,2.0,3350246753860000.0,0.0555548058612,1.83804491715e-14,90,0.111290322581,0.055548424363,0.000343439924622
720.0,-185.0,-4643.0,-1e+200,-1e+200,-1e+200,-1e+200,625771.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-42517949.6373,6051589.81683,-42517949.6373,-38238829.4409,-46797069.8337,-46369157.8141,-38666741.4605,2.0,36621739311100.0,0.111110410739,1.83804491715e-14,178,0.111290322581,0.111128939092,0.00137416639139
720.0,-667.0,-8106.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-47347625.5262,494557.313573,-47347625.5262,-46997920.6961,-47697330.3563,-47662359.8733,-47032891.1791,2.0,244586936409.0,0.0555548058612,1.83804491715e-14,6,0.0556451612903,0.111096848726,0.000343439924622
720.0,-391.0,-4643.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-53916770.6425,36047115.0652,-53916770.6425,-28427611.1377,-79405930.1474,-76857014.1969,-30976527.0881,2.0,1299394504530000.0,0.0555548058612,1.83804491715e-14,48,0.110483870968,0.111128939092,0.000682099426813
720.0,-667.0,-15031.0,-1e+200,-1e+200,-1e+200,-1e+200,1877312.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-55414605.6783,9560023.68337,-55414605.6783,-48654648.1035,-62174563.2532,-61498567.4957,-49330643.861,2.0,91394052826600.0,0.111111298535,1.83804491715e-14,302,0.0556451612903,0.111128939092,0.000687088685635
720.0,-529.0,-8106.0,-1e+200,-1e+200,-1e+200,-1e+200,625771.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-60371473.7165,17363920.5386,-60371473.7165,-48093327.7557,-72649619.6774,-71421805.0813,-49321142.3518,2.0,301505736470000.0,0.111110410739,1.83804491715e-14,126,0.111290322581,0.111096848726,0.00137376957753
720.0,-391.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,625771.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-62685932.1223,15646756.9621,-62685932.1223,-51622004.1709,-73749860.0738,-72643467.2787,-52728396.966,2.0,244821003431000.0,0.111110410739,1.83804491715e-14,147,0.110483870968,0.111128939092,0.00136420866391
720.0,-529.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-70089222.0211,39889468.1043,-70089222.0211,-41883108.6266,-98295335.4156,-95474724.0761,-44703719.9661,2.0,1591169665640000.0,0.0555548058612,1.83804491715e-14,27,0.111290322581,0.111128939092,0.000687078254746
720.0,-391.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-75215764.6368,19666258.24,-75215764.6368,-61309620.0747,-89121909.1988,-87731294.7426,-62700234.5309,2.0,386761713162000.0,0.111111298535,1.83804491715e-14,245,0.110483870968,0.111096848726,0.00136382562269
720.0,-667.0,-11568.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-78736873.4285,20106831.7063,-78736873.4285,-64519196.3808,-92954550.4762,-91532782.7715,-65940964.0856,2.0,404284681267000.0,0.111111298535,1.83804491715e-14,204,0.0556451612903,0.111096848726,0.00068689027712
720.0,-254.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-84691181.5818,23625591.3463,-84691181.5818,-67985365.7313,-101396997.432,-99726415.8473,-69655947.3163,2.0,558168566465000.0,0.0555548058612,1.83804491715e-14,69,0.111290322581,0.111096848726,0.000686879849244
720.0,-598.0,-8106.0,-1e+200,-1e+200,-1e+200,-1e+200,625771.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-91751657.6094,11768276.5942,-91751657.6094,-83430229.4268,-100073085.792,-99240942.9738,-84262372.2451,2.0,138492333997000.0,0.111110410739,1.83804491715e-14,116,0.111290322581,0.111096848726,0.00137376957753
720.0,-185.0,-1181.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-113155902.566,24468069.4771,-113155902.566,-95854364.7167,-130457440.416,-128727286.631,-97584518.5016,2.0,598686423935000.0,0.0555548058612,1.83804491715e-14,80,0.111290322581,0.055548424363,0.000343439924622
720.0,-460.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-116927366.991,16101995.3646,-116927366.991,-105541536.878,-128313197.103,-127174614.092,-106680119.889,2.0,259274254720000.0,0.111111298535,1.83804491715e-14,235,0.111290322581,0.111096848726,0.00137378055424
720.0,-323.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-121245448.845,55733224.0551,-121245448.845,-81836108.1783,-160654789.512,-156713855.445,-85777042.245,2.0,3106192263570000.0,0.0555548058612,1.83804491715e-14,59,0.110483870968,0.111096848726,0.000681902459032
720.0,-460.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,625771.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-127542478.151,6037027.48987,-127542478.151,-123273655.074,-131811301.227,-131384418.919,-123700537.382,2.0,36445700913500.0,0.111110410739,1.83804491715e-14,137,0.111290322581,0.111128939092,0.00137416639139
720.0,-323.0,-4643.0,-1e+200,-1e+200,-1e+200,-1e+200,625771.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-136771028.639,7823017.55089,-136771028.639,-131239319.88,-142302737.399,-141749566.523,-131792490.756,2.0,61199603601500.0,0.111110410739,1.83804491715e-14,158,0.110483870968,0.111128939092,0.00136420866391
720.0,-529.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,1877312.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-139352868.352,12427702.2742,-139352868.352,-130565155.799,-148140580.905,-147261809.649,-131443927.054,2.0,154447783817000.0,0.111111298535,1.83804491715e-14,323,0.111290322581,0.111128939092,0.00137417737127
720.0,-529.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-142972222.877,4772321.55113,-142972222.877,-139597681.946,-146346763.808,-146009309.715,-139935136.039,2.0,22775052987300.0,0.111111298535,1.83804491715e-14,225,0.111290322581,0.111096848726,0.00137378055424
720.0,-598.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-144109172.675,30279282.3075,-144109172.675,-122698486.826,-165519858.524,-163378789.939,-124839555.411,2.0,916834937056000.0,0.0555548058612,1.83804491715e-14,17,0.111290322581,0.111128939092,0.000687078254746
720.0,-254.0,-4643.0,-1e+200,-1e+200,-1e+200,-1e+200,625771.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-147858867.722,16414777.3718,-147858867.722,-136251867.331,-159465868.113,-158305168.074,-137412567.37,2.0,269444916165000.0,0.111110410739,1.83804491715e-14,168,0.111290322581,0.111128939092,0.00137416639139
