npp_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,elec_data_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight,ProbabilityWeight-htse_capacity,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight-ft_capacity,PointProbability,prefix
522.0,-226.0,-3317.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,203895.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,76903989.6184,1439547.25891,76903989.6184,77921903.2471,75886075.9898,75987867.3527,77820111.8842,2.0,2072296310640.0,0.00783528361303,0.250666666667,0.250009196248,0.125026522385,1.0406674226900002e-12,119
522.0,-226.0,-5674.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,135930.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,71164488.1212,761195.491174,71164488.1212,71702734.6148,70626241.6276,70680066.2769,71648909.9655,2.0,579418575784.0,0.0156672429649,0.250666666667,0.250009196248,0.25,1.0406674226900002e-12,89
522.0,-226.0,-3317.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,271860.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,47863163.4602,3040733.3383,47863163.4602,50013286.6235,45713040.2969,45928052.6133,49798274.3072,2.0,9246059234640.0,0.00391764180651,0.250666666667,0.125004598124,0.125026522385,1.0406674226900002e-12,124
522.0,-320.0,-3317.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,67965.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,45285582.3961,1383569.36741,45285582.3961,46263913.678,44307251.1142,44405084.2424,46166080.5498,2.0,1914264194440.0,0.00779303321812,0.249333333333,0.249990803752,0.125026522385,1.0406674226900002e-12,108
522.0,-226.0,-5674.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,203895.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,42329254.7244,1429347.53176,42329254.7244,43339956.0567,41318553.392,41419623.5252,43238885.9235,2.0,2043034366530.0,0.0156672429649,0.250666666667,0.250009196248,0.25,1.0406674226900002e-12,94
522.0,-320.0,-3317.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,39617254.3585,626498.546443,39617254.3585,40060255.7291,39174252.9879,39218553.1249,40015955.592,2.0,392500428696.0,0.00389622993185,0.249333333333,0.124986205628,0.125026522385,1.0406674226900002e-12,103
522.0,-320.0,-5674.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,67965.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,29402440.7442,1146245.74179,29402440.7442,30212958.8811,28591922.6073,28672974.421,30131907.0674,2.0,1313879300580.0,0.0155827601005,0.249333333333,0.249990803752,0.25,1.0406674226900002e-12,83
522.0,-320.0,-5674.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,28495478.8334,142666.689342,28495478.8334,28596359.4169,28394598.25,28404686.3083,28586271.3586,2.0,20353784247.7,0.00779080681749,0.249333333333,0.124986205628,0.25,1.0406674226900002e-12,78
522.0,-320.0,-8030.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,21086134.4195,856104.439069,21086134.4195,21691491.6737,20480777.1652,20541312.8906,21630955.9483,2.0,732914810594.0,0.00779080681749,0.249333333333,0.124986205628,0.25,1.0406674226900002e-12,53
522.0,-320.0,-3317.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,135930.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,16014189.2977,136321.542863,16014189.2977,16110583.1851,15917795.4103,15927434.799,16100943.7963,2.0,18583563048.6,0.00779360657253,0.249333333333,0.250009196248,0.125026522385,1.0406674226900002e-12,113
522.0,-226.0,-5674.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,271860.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,13196851.7984,2119266.68703,13196851.7984,14695399.644,11698303.9529,11848158.7375,14545544.8594,2.0,4491291290780.0,0.00783362148244,0.250666666667,0.125004598124,0.25,1.0406674226900002e-12,99
522.0,-320.0,-5674.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,135930.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-600660.115782,573911.668089,-600660.115782,-194843.283474,-1006476.94809,-965895.26486,-235424.966705,2.0,329374602769.0,0.0155839065661,0.249333333333,0.250009196248,0.25,1.0406674226900002e-12,88
522.0,-320.0,-8030.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,67965.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-8384024.08107,159501.416619,-8384024.08107,-8271239.54777,-8496808.61437,-8485530.16104,-8282518.0011,2.0,25440701903.4,0.0155827601005,0.249333333333,0.249990803752,0.25,1.0406674226900002e-12,58
522.0,-320.0,-3317.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,203895.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-12290924.3308,1123265.0793,-12290924.3308,-11496655.9761,-13085192.6854,-13005765.85,-11576082.8116,2.0,1261724438370.0,0.00779360657253,0.249333333333,0.250009196248,0.125026522385,1.0406674226900002e-12,118
522.0,-320.0,-5674.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,203895.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-30220957.9835,992783.270136,-30220957.9835,-29518954.2009,-30922961.766,-30852761.3878,-29589154.5792,2.0,985618621462.0,0.0155839065661,0.249333333333,0.250009196248,0.25,1.0406674226900002e-12,93
522.0,-320.0,-8030.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,135930.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-38128951.5654,389597.154132,-38128951.5654,-37853464.7758,-38404438.355,-38376889.6761,-37881013.4548,2.0,151785942508.0,0.0155839065661,0.249333333333,0.250009196248,0.25,1.0406674226900002e-12,63
522.0,-320.0,-3317.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,271860.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-43949144.2216,309835.998671,-43949144.2216,-43730057.0859,-44168231.3573,-44146322.6438,-43751965.7995,2.0,95998346072.4,0.00389680328627,0.249333333333,0.125004598124,0.125026522385,1.0406674226900002e-12,123
522.0,-413.0,-3317.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,67965.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-46337844.144,1633823.22171,-46337844.144,-45182556.6647,-47493131.6233,-47377602.8754,-45298085.4126,2.0,2669378319800.0,0.00779303321812,0.249333333333,0.249990803752,0.125026522385,1.0406674226900002e-12,107
522.0,-413.0,-5674.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,67965.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-54863650.6305,1361720.31226,-54863650.6305,-53900768.9637,-55826532.2974,-55730244.1307,-53997057.1303,2.0,1854282208810.0,0.0155827601005,0.249333333333,0.249990803752,0.25,1.0406674226900002e-12,82
522.0,-413.0,-3317.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-57856534.7772,34780.1486165,-57856534.7772,-57831941.4982,-57881128.0561,-57878668.7282,-57834400.8261,2.0,1209658737.79,0.00389622993185,0.249333333333,0.124986205628,0.125026522385,1.0406674226900002e-12,102
522.0,-320.0,-5674.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,271860.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-58072486.0748,1759590.19997,-58072486.0748,-56828267.9123,-59316704.2373,-59192282.421,-56952689.7285,2.0,3096157671840.0,0.00779195328306,0.249333333333,0.125004598124,0.25,1.0406674226900002e-12,98
522.0,-320.0,-8030.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,203895.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-67396656.0609,427861.133031,-67396656.0609,-67094112.5523,-67699199.5694,-67668945.2186,-67124366.9032,2.0,183065149159.0,0.0155839065661,0.249333333333,0.250009196248,0.25,1.0406674226900002e-12,68
522.0,-413.0,-5674.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-70792617.004,876024.929845,-70792617.004,-70173173.8356,-71412060.1723,-71350115.8555,-70235118.1524,2.0,767419677710.0,0.00779080681749,0.249333333333,0.124986205628,0.25,1.0406674226900002e-12,77
522.0,-413.0,-3317.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,135930.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-74471392.374,3149866.98864,-74471392.374,-72244100.0665,-76698684.6815,-76475955.4508,-72466829.2973,2.0,9921662046130.0,0.00779360657253,0.249333333333,0.250009196248,0.125026522385,1.0406674226900002e-12,112
522.0,-413.0,-8030.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,67965.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-74480791.2719,544466.130376,-74480791.2719,-74095795.579,-74865786.9648,-74827287.3955,-74134295.1482,2.0,296443367126.0,0.0155827601005,0.249333333333,0.249990803752,0.25,1.0406674226900002e-12,57
522.0,-413.0,-8030.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-78210969.0702,194994.612156,-78210969.0702,-78073087.0576,-78348851.0827,-78335062.8815,-78086875.2589,2.0,38022898770.1,0.00779080681749,0.249333333333,0.124986205628,0.25,1.0406674226900002e-12,52
522.0,-413.0,-5674.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,135930.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-81529128.2823,561533.645895,-81529128.2823,-81132064.0334,-81926192.5312,-81886486.1063,-81171770.4583,2.0,315320035472.0,0.0155839065661,0.249333333333,0.250009196248,0.25,1.0406674226900002e-12,87
522.0,-320.0,-8030.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,271860.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-97224078.6287,1329297.12209,-97224078.6287,-96284123.6195,-98164033.638,-98070038.1371,-96378119.1204,2.0,1767030838790.0,0.00779195328306,0.249333333333,0.125004598124,0.25,1.0406674226900002e-12,73
522.0,-413.0,-8030.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,135930.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-103053562.717,992924.151552,-103053562.717,-102351459.317,-103755666.118,-103685455.778,-102421669.657,2.0,985898370736.0,0.0155839065661,0.249333333333,0.250009196248,0.25,1.0406674226900002e-12,62
522.0,-413.0,-3317.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,203895.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-105290336.228,2554141.11807,-105290336.228,-103484285.723,-107096386.733,-106915781.682,-103664890.774,2.0,6523636851000.0,0.00779360657253,0.249333333333,0.250009196248,0.125026522385,1.0406674226900002e-12,117
522.0,-413.0,-5674.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,203895.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-112005817.179,1599987.49236,-112005817.179,-110874455.173,-113137179.184,-113024042.984,-110987591.374,2.0,2559959975710.0,0.0155839065661,0.249333333333,0.250009196248,0.25,1.0406674226900002e-12,92
522.0,-413.0,-8030.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,203895.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-133072945.415,33014.7084579,-133072945.415,-133049600.49,-133096290.339,-133093955.846,-133051934.983,2.0,1089970974.56,0.0155839065661,0.249333333333,0.250009196248,0.25,1.0406674226900002e-12,67
522.0,-413.0,-3317.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,271860.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-134650807.911,715013.269417,-134650807.911,-134145217.179,-135156398.642,-135105839.569,-134195776.252,2.0,511243975443.0,0.00389680328627,0.249333333333,0.125004598124,0.125026522385,1.0406674226900002e-12,122
522.0,-507.0,-3317.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,67965.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-138260057.98,3272395.26384,-138260057.98,-135946125.098,-140573990.862,-140342597.574,-136177518.386,2.0,10708570762800.0,0.00391735359627,0.125333333333,0.249990803752,0.125026522385,1.0406674226900002e-12,106
522.0,-413.0,-5674.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,271860.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-140785896.193,990477.311802,-140785896.193,-140085522.969,-141486269.417,-141416232.095,-140155560.292,2.0,981045305194.0,0.00779195328306,0.249333333333,0.125004598124,0.25,1.0406674226900002e-12,97
522.0,-507.0,-5674.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,67965.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-140814196.327,477268.212843,-140814196.327,-140476716.737,-141151675.917,-141117927.958,-140510464.696,2.0,227784946990.0,0.00783304518423,0.125333333333,0.249990803752,0.25,1.0406674226900002e-12,81
522.0,-507.0,-8030.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,67965.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-152702729.494,358760.476205,-152702729.494,-152449047.528,-152956411.459,-152931043.263,-152474415.725,2.0,128709079287.0,0.00783304518423,0.125333333333,0.249990803752,0.25,1.0406674226900002e-12,56
522.0,-507.0,-3317.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-157419364.64,1249596.09065,-157419364.64,-156535766.771,-158302962.51,-158214602.723,-156624126.558,2.0,1561490389760.0,0.00195853269302,0.125333333333,0.124986205628,0.125026522385,1.0406674226900002e-12,101
522.0,-413.0,-8030.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,271860.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-162823477.111,744194.907619,-162823477.111,-162297251.846,-163349702.377,-163297079.85,-162349874.372,2.0,553826060526.0,0.00779195328306,0.249333333333,0.125004598124,0.25,1.0406674226900002e-12,72
522.0,-507.0,-5674.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-168624028.663,863163.555942,-168624028.663,-168013679.859,-169234377.466,-169173342.586,-168074714.739,2.0,745051324307.0,0.00391623444301,0.125333333333,0.124986205628,0.25,1.0406674226900002e-12,76
522.0,-507.0,-3317.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,135930.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-168686979.143,723486.595864,-168686979.143,-168175396.865,-169198561.421,-169147403.193,-168226555.093,2.0,523432854395.0,0.00391764180651,0.125333333333,0.250009196248,0.125026522385,1.0406674226900002e-12,111
522.0,-507.0,-5674.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,135930.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-172091082.911,1446891.15219,-172091082.911,-171067976.366,-173114189.456,-173011878.802,-171170287.02,2.0,2093494006280.0,0.00783362148244,0.125333333333,0.250009196248,0.25,1.0406674226900002e-12,86
522.0,-507.0,-10387.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,67965.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-175629109.882,1497740.41803,-175629109.882,-174570047.476,-176688172.288,-176582266.047,-174675953.716,2.0,2243226359820.0,0.00783304518423,0.125333333333,0.249990803752,0.25,1.0406674226900002e-12,31
522.0,-507.0,-8030.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-176220758.386,344030.799468,-176220758.386,-175977491.875,-176464024.898,-176439698.246,-176001818.526,2.0,118357190983.0,0.00391623444301,0.125333333333,0.124986205628,0.25,1.0406674226900002e-12,51
522.0,-507.0,-10387.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-181415549.574,226823.869585,-181415549.574,-181255160.878,-181575938.271,-181559899.401,-181271199.748,2.0,51449067813.6,0.00391623444301,0.125333333333,0.124986205628,0.25,1.0406674226900002e-12,26
522.0,-507.0,-8030.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,135930.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-181455407.674,880043.179623,-181455407.674,-180833123.174,-182077692.174,-182015463.724,-180895351.624,2.0,774475998001.0,0.00783362148244,0.125333333333,0.250009196248,0.25,1.0406674226900002e-12,61
522.0,-507.0,-3317.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,203895.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-197972148.239,781658.886448,-197972148.239,-197419431.94,-198524864.538,-198469592.908,-197474703.57,2.0,610990614763.0,0.00391764180651,0.125333333333,0.250009196248,0.125026522385,1.0406674226900002e-12,116
522.0,-507.0,-5674.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,203895.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-201079545.303,907947.879754,-201079545.303,-200437529.2,-201721561.406,-201657359.796,-200501730.811,2.0,824369352350.0,0.00783362148244,0.125333333333,0.250009196248,0.25,1.0406674226900002e-12,91
522.0,-507.0,-10387.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,135930.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-206715864.353,354264.882191,-206715864.353,-206465361.252,-206966367.453,-206941317.143,-206490411.562,2.0,125503606754.0,0.00783362148244,0.125333333333,0.250009196248,0.25,1.0406674226900002e-12,36
522.0,-507.0,-8030.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,203895.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-211584451.205,2280424.4834,-211584451.205,-209971947.589,-213196954.822,-213035704.46,-210133197.951,2.0,5200335824500.0,0.00783362148244,0.125333333333,0.250009196248,0.25,1.0406674226900002e-12,66
522.0,-507.0,-3317.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,271860.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-227426023.735,1508654.317,-227426023.735,-226359244.037,-228492803.433,-228386125.463,-226465922.007,2.0,2276037848200.0,0.00195882090326,0.125333333333,0.125004598124,0.125026522385,1.0406674226900002e-12,121
522.0,-507.0,-5674.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,271860.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-229561723.041,529385.959643,-229561723.041,-229187390.64,-229936055.443,-229898622.203,-229224823.88,2.0,280249494267.0,0.00391681074122,0.125333333333,0.125004598124,0.25,1.0406674226900002e-12,96
522.0,-507.0,-10387.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,203895.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-235517320.433,525853.912557,-235517320.433,-235145485.566,-235889155.301,-235851971.814,-235182669.053,2.0,276522337351.0,0.00783362148244,0.125333333333,0.250009196248,0.25,1.0406674226900002e-12,41
522.0,-507.0,-8030.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,271860.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-240219251.432,1440932.13173,-240219251.432,-239200358.55,-241238144.313,-241136255.025,-239302247.838,2.0,2076285408250.0,0.00391681074122,0.125333333333,0.125004598124,0.25,1.0406674226900002e-12,71
522.0,-507.0,-10387.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,271860.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-264708525.094,993496.959082,-264708525.094,-264006016.657,-265411033.531,-265340782.687,-264076267.501,2.0,987036207705.0,0.00391681074122,0.125333333333,0.125004598124,0.25,1.0406674226900002e-12,46
522.0,-507.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-111257445362.0,22.8773471353,-111257445362.0,-111257445346.0,-111257445379.0,-111257445377.0,-111257445348.0,2.0,523.373011949,0.00195770175,0.125333333333,0.124986205628,0.124973477615,1.0406674226900002e-12,1
522.0,-507.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,67965.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-111286971215.0,238.485335263,-111286971215.0,-111286971047.0,-111286971384.0,-111286971367.0,-111286971064.0,2.0,56875.2551357,0.00391569158796,0.125333333333,0.249990803752,0.124973477615,1.0406674226900002e-12,6
522.0,-507.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,135930.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-111316500883.0,59.7217579547,-111316500883.0,-111316500841.0,-111316500925.0,-111316500921.0,-111316500845.0,2.0,3566.6883732,0.00391597967592,0.125333333333,0.250009196248,0.124973477615,1.0406674226900002e-12,11
522.0,-507.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,203895.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-111346030544.0,240.911267403,-111346030544.0,-111346030374.0,-111346030714.0,-111346030697.0,-111346030391.0,2.0,58038.2387616,0.00391597967592,0.125333333333,0.250009196248,0.124973477615,1.0406674226900002e-12,16
522.0,-507.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,271860.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-111375561097.0,6.27743928267,-111375561097.0,-111375561092.0,-111375561101.0,-111375561101.0,-111375561093.0,2.0,39.4062439476,0.00195798983796,0.125333333333,0.125004598124,0.124973477615,1.0406674226900002e-12,21
522.0,-413.0,-10387.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-441715847768.0,103223.612178,-441715847768.0,-441715774778.0,-441715920758.0,-441715913459.0,-441715782077.0,2.0,10655114111.2,0.00779080681749,0.249333333333,0.124986205628,0.25,1.0406674226900002e-12,27
522.0,-413.0,-10387.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,67965.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-441745306690.0,159491.207541,-441745306690.0,-441745193913.0,-441745419468.0,-441745408190.0,-441745205191.0,2.0,25437445283.0,0.0155827601005,0.249333333333,0.249990803752,0.25,1.0406674226900002e-12,32
522.0,-413.0,-10387.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,135930.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-441774931382.0,191734.415409,-441774931382.0,-441774795805.0,-441775066959.0,-441775053401.0,-441774809363.0,2.0,36762086052.1,0.0155839065661,0.249333333333,0.250009196248,0.25,1.0406674226900002e-12,37
522.0,-413.0,-10387.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,203895.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-441804460955.0,83098.0469977,-441804460955.0,-441804402196.0,-441804519714.0,-441804513838.0,-441804408072.0,2.0,6905285414.82,0.0155839065661,0.249333333333,0.250009196248,0.25,1.0406674226900002e-12,42
522.0,-413.0,-10387.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,271860.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-441834093643.0,333239.056473,-441834093643.0,-441833858007.0,-441834329278.0,-441834305715.0,-441833881571.0,2.0,111048268759.0,0.00779195328306,0.249333333333,0.125004598124,0.25,1.0406674226900002e-12,47
