smr_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-htse_capacity,ProbabilityWeight-meoh_capacity,prefix,PointProbability,ProbabilityWeight,ProbabilityWeight-h2_storage_capacity
720.0,-529.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-97663231.8245,8368881.90191,-97663231.8245,-91745538.6807,-103580924.968,-102989155.654,-92337307.9951,2.0,70038184288000.0,0.250453720508,0.249963898917,33,1.83230531396e-13,0.0156508782704,0.249996504259
720.0,-667.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-117283268.171,1552967.8501,-117283268.171,-116185154.074,-118381382.269,-118271570.859,-116294965.483,2.0,2411709143450.0,0.125226860254,0.25,102,1.83230531396e-13,0.003913383159,0.125001398296
720.0,-254.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-128783841.473,5528579.89395,-128783841.473,-124874545.14,-132693137.807,-132302208.173,-125265474.773,2.0,30565195643800.0,0.249546279492,0.25,19,1.83230531396e-13,0.00779801591193,0.124995105963
720.0,-391.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-162757163.464,2049406.18967,-162757163.464,-161308014.45,-164206312.478,-164061397.576,-161452929.351,2.0,4200065730250.0,0.249546279492,0.249963898917,88,1.83230531396e-13,0.0155946083013,0.250003495741
720.0,-529.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-175739354.872,1695001.11407,-175739354.872,-174540808.09,-176937901.654,-176818046.976,-174660662.768,2.0,2873028776690.0,0.250453720508,0.249963898917,58,1.83230531396e-13,0.0156513159678,0.250003495741
720.0,-254.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-208261389.377,2043243.71469,-208261389.377,-206816597.89,-209706180.863,-209561701.714,-206961077.039,2.0,4174844877620.0,0.249546279492,0.25,44,1.83230531396e-13,0.015596424381,0.249996504259
720.0,-667.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-216084636.522,2796462.52529,-216084636.522,-214107238.907,-218062034.137,-217864294.375,-214304978.668,2.0,7820202655350.0,0.125226860254,0.249963898917,28,1.83230531396e-13,0.0078254391352,0.249996504259
720.0,-391.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-237305984.899,120511.328648,-237305984.899,-237220770.521,-237391199.276,-237382677.838,-237229291.959,2.0,14522980332.5,0.249546279492,0.249963898917,113,1.83230531396e-13,0.00779728234506,0.125001398296
720.0,-667.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-237720969.675,3615696.40806,-237720969.675,-235164286.226,-240277653.124,-240021984.779,-235419954.571,2.0,13073260515300.0,0.125226860254,0.249963898917,3,1.83230531396e-13,0.00391262108568,0.124995105963
720.0,-529.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-253318445.838,2111112.71056,-253318445.838,-251825663.725,-254811227.952,-254661949.74,-251974941.936,2.0,4456796876710.0,0.250453720508,0.249963898917,83,1.83230531396e-13,0.0156513159678,0.250003495741
720.0,-254.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-279970660.862,12199825.9066,-279970660.862,-271344081.234,-288597240.489,-287734582.527,-272206739.197,2.0,148835752152000.0,0.249546279492,0.25,69,1.83230531396e-13,0.0155968605555,0.250003495741
720.0,-667.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-289978218.596,2520853.75107,-289978218.596,-288195705.814,-291760731.377,-291582480.099,-288373957.092,2.0,6354703634290.0,0.125226860254,0.249963898917,53,1.83230531396e-13,0.00782565798392,0.250003495741
720.0,-391.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-290155094.318,997776.641753,-290155094.318,-289449559.689,-290860628.948,-290790075.485,-289520113.152,2.0,995558226829.0,0.249546279492,0.25,14,1.83230531396e-13,0.00779801591193,0.124995105963
720.0,-116.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-299219133.855,9069411.57922,-299219133.855,-292806091.426,-305632176.284,-304990872.041,-293447395.669,2.0,82254226393200.0,0.125226860254,0.125018050542,25,1.83230531396e-13,0.00195687562387,0.124995105963
720.0,-391.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-305924574.851,5202433.63596,-305924574.851,-302245898.748,-309603250.954,-309235383.343,-302613766.359,2.0,27065315736600.0,0.249546279492,0.25,39,1.83230531396e-13,0.015596424381,0.249996504259
720.0,-529.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-331370786.496,4647643.22711,-331370786.496,-328084406.453,-334657166.538,-334328528.534,-328413044.457,2.0,21600587566500.0,0.250453720508,0.249963898917,108,1.83230531396e-13,0.00782563609905,0.125001398296
720.0,-254.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-357144586.14,941688.15771,-357144586.14,-356478712.058,-357810460.222,-357743872.814,-356545299.466,2.0,886776586371.0,0.249546279492,0.25,94,1.83230531396e-13,0.0155968605555,0.250003495741
720.0,-667.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-368186528.436,342431.717527,-368186528.436,-367944392.647,-368428664.226,-368404450.647,-367968606.226,2.0,117259481169.0,0.125226860254,0.249963898917,78,1.83230531396e-13,0.00782565798392,0.250003495741
720.0,-116.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-370955586.507,1653524.1145,-370955586.507,-369786368.393,-372124804.622,-372007882.81,-369903290.204,2.0,2734141997230.0,0.125226860254,0.125018050542,50,1.83230531396e-13,0.00391384975812,0.249996504259
720.0,-391.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-379517085.293,5474247.33702,-379517085.293,-375646207.879,-383387962.707,-383000874.966,-376033295.621,2.0,29967383906900.0,0.249546279492,0.25,64,1.83230531396e-13,0.0155968605555,0.250003495741
720.0,-254.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-427886648.269,10485813.3727,-427886648.269,-420472058.527,-435301238.011,-434559779.037,-421213517.501,2.0,109952282088000.0,0.249546279492,0.25,119,1.83230531396e-13,0.00779840846903,0.125001398296
720.0,-529.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-437270892.13,1560291.62098,-437270892.13,-436167599.344,-438374184.915,-438263855.637,-436277928.622,2.0,2434509942500.0,0.250453720508,0.25,9,1.83230531396e-13,0.00782637233343,0.124995105963
720.0,-529.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-439408472.308,2436820.89652,-439408472.308,-437685379.728,-441131564.889,-440959255.631,-437857688.986,2.0,5938096081730.0,0.250453720508,0.25,34,1.83230531396e-13,0.0156531386514,0.249996504259
720.0,-667.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-449555569.67,1906728.90209,-449555569.67,-448207308.733,-450903830.606,-450769004.513,-448342134.827,2.0,3635615106080.0,0.125226860254,0.249963898917,103,1.83230531396e-13,0.00391281804952,0.125001398296
720.0,-116.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-449918637.852,10734845.8747,-449918637.852,-442327955.539,-457509320.165,-456750251.934,-443087023.77,2.0,115236915954000.0,0.125226860254,0.125018050542,75,1.83230531396e-13,0.00391395921408,0.250003495741
720.0,-254.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-452288435.077,6697095.70389,-452288435.077,-447552873.29,-457023996.863,-456550440.684,-448026429.469,2.0,44851090867000.0,0.249546279492,0.125018050542,20,1.83230531396e-13,0.00389957098961,0.124995105963
720.0,-391.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-460262091.845,7356496.07538,-460262091.845,-455060263.585,-465463920.106,-464943737.28,-455580446.411,2.0,54118034507000.0,0.249546279492,0.25,89,1.83230531396e-13,0.0155968605555,0.250003495741
720.0,-254.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-492976379.35,7136358.1239,-492976379.35,-487930212.127,-498022546.572,-497517929.85,-488434828.85,2.0,50927607272600.0,0.249546279492,0.125018050542,45,1.83230531396e-13,0.0077993382861,0.249996504259
720.0,-529.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-510007919.975,1597160.31073,-510007919.975,-508878557.089,-511137282.862,-511024346.573,-508991493.378,2.0,2550921058180.0,0.250453720508,0.25,59,1.83230531396e-13,0.0156535764121,0.250003495741
720.0,-116.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-525352798.5,3095673.47177,-525352798.5,-523163826.796,-527541770.204,-527322873.034,-523382723.966,2.0,9583194243800.0,0.125226860254,0.125018050542,100,1.83230531396e-13,0.00391395921408,0.250003495741
720.0,-391.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-535310862.893,2421918.84795,-535310862.893,-533598307.653,-537023418.134,-536852162.61,-533769563.177,2.0,5865690906040.0,0.249546279492,0.25,114,1.83230531396e-13,0.00779840846903,0.125001398296
720.0,-667.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-571012939.227,2486652.01142,-571012939.227,-569254610.727,-572771267.726,-572595434.876,-569430443.577,2.0,6183438225900.0,0.125226860254,0.25,29,1.83230531396e-13,0.00782656932572,0.249996504259
720.0,-254.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-575861569.767,5810927.08048,-575861569.767,-571752623.823,-579970515.711,-579559621.116,-572163518.418,2.0,33766873534600.0,0.249546279492,0.125018050542,70,1.83230531396e-13,0.00779955640487,0.250003495741
720.0,-667.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-588121551.156,1146204.68863,-588121551.156,-587311062.049,-588932040.264,-588850991.354,-587392110.959,2.0,1313785188230.0,0.125226860254,0.25,4,1.83230531396e-13,0.00391318616671,0.124995105963
720.0,-529.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-590076301.903,5517061.13189,-590076301.903,-586175150.564,-593977453.241,-593587338.107,-586565265.698,2.0,30437963533000.0,0.250453720508,0.25,84,1.83230531396e-13,0.0156535764121,0.250003495741
720.0,-116.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-593672211.703,4332041.02329,-593672211.703,-590608996.119,-596735427.287,-596429105.729,-590915317.678,2.0,18766579427400.0,0.125226860254,0.125018050542,125,1.83230531396e-13,0.00195697413424,0.125001398296
720.0,-391.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-609771335.023,33813.5893698,-609771335.023,-609747425.204,-609795244.841,-609792853.859,-609749816.186,2.0,1143358826.07,0.249546279492,0.125018050542,15,1.83230531396e-13,0.00389957098961,0.124995105963
720.0,-391.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-640932633.787,5451755.14051,-640932633.787,-637077660.758,-644787606.816,-644402109.513,-637463158.061,2.0,29721634112100.0,0.249546279492,0.125018050542,40,1.83230531396e-13,0.0077993382861,0.249996504259
720.0,-667.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-646422391.54,3026105.76696,-646422391.54,-644282611.631,-648562171.448,-648348193.457,-644496589.622,2.0,9157316112810.0,0.125226860254,0.25,54,1.83230531396e-13,0.00782678820604,0.250003495741
720.0,-254.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-650666893.552,10571186.4661,-650666893.552,-643191935.917,-658141851.187,-657394355.424,-643939431.68,2.0,111749983300000.0,0.249546279492,0.125018050542,95,1.83230531396e-13,0.00779955640487,0.250003495741
720.0,-529.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-664218711.952,1973294.43153,-664218711.952,-662823382.078,-665614041.826,-665474508.839,-662962915.066,2.0,3893890913500.0,0.250453720508,0.25,109,1.83230531396e-13,0.00782676631801,0.125001398296
720.0,-391.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-718262796.89,6368233.9398,-718262796.89,-713759775.487,-722765818.293,-722315516.152,-714210077.627,2.0,40554403512000.0,0.249546279492,0.125018050542,65,1.83230531396e-13,0.00779955640487,0.250003495741
720.0,-254.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-726409224.271,2082234.94451,-726409224.271,-724936861.822,-727881586.72,-727734350.475,-725084098.067,2.0,4335702364160.0,0.249546279492,0.125018050542,120,1.83230531396e-13,0.0038997672965,0.125001398296
720.0,-667.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-726501472.436,2857748.68449,-726501472.436,-724480738.962,-728522205.91,-728320132.563,-724682812.31,2.0,8166727543680.0,0.125226860254,0.25,79,1.83230531396e-13,0.00782678820604,0.250003495741
720.0,-529.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-766259538.712,4674367.58362,-766259538.712,-762954261.695,-769564815.728,-769234288.026,-763284789.397,2.0,21849712306800.0,0.250453720508,0.125018050542,10,1.83230531396e-13,0.00391375124775,0.124995105963
720.0,-529.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-786340592.526,654497.180242,-786340592.526,-785877793.132,-786803391.921,-786757111.981,-785924073.071,2.0,428366558945.0,0.250453720508,0.125018050542,35,1.83230531396e-13,0.00782769951624,0.249996504259
720.0,-391.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-794413055.366,8540438.69278,-794413055.366,-788374053.252,-800452057.48,-799848157.269,-788977953.464,2.0,72939093065200.0,0.249546279492,0.125018050542,90,1.83230531396e-13,0.00779955640487,0.250003495741
720.0,-667.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-803705357.8,1123288.45126,-803705357.8,-802911072.919,-804499642.681,-804420214.193,-802990501.407,2.0,1261776944740.0,0.125226860254,0.25,104,1.83230531396e-13,0.003913383159,0.125001398296
720.0,-529.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-871954043.994,4250714.92047,-871954043.994,-868948334.649,-874959753.339,-874659182.405,-869248905.583,2.0,18068577335100.0,0.250453720508,0.125018050542,60,1.83230531396e-13,0.00782791842816,0.250003495741
720.0,-391.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-876565985.646,1570375.06214,-876565985.646,-875455562.791,-877676408.502,-877565366.216,-875566605.076,2.0,2466077835780.0,0.249546279492,0.125018050542,115,1.83230531396e-13,0.0038997672965,0.125001398296
720.0,-667.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-915461875.108,426271.711984,-915461875.108,-915160455.49,-915763294.727,-915733152.765,-915190597.452,2.0,181707572438.0,0.125226860254,0.125018050542,5,1.83230531396e-13,0.00195687562387,0.124995105963
720.0,-529.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-934508654.932,370629.622216,-934508654.932,-934246580.213,-934770729.651,-934744522.179,-934272787.685,2.0,137366316864.0,0.250453720508,0.125018050542,85,1.83230531396e-13,0.00782791842816,0.250003495741
720.0,-667.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-935495259.86,2099894.96015,-935495259.86,-934010409.894,-936980109.826,-936831624.829,-934158894.89,2.0,4409558843670.0,0.125226860254,0.125018050542,30,1.83230531396e-13,0.00391384975812,0.249996504259
720.0,-667.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-1017391381.52,2183012.97567,-1017391381.52,-1015847758.24,-1018935004.8,-1018780642.47,-1016002120.57,2.0,4765545651950.0,0.125226860254,0.125018050542,55,1.83230531396e-13,0.00391395921408,0.250003495741
720.0,-529.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-1021350342.49,853971.283581,-1021350342.49,-1020746493.6,-1021954191.37,-1021893806.49,-1020806878.49,2.0,729266953181.0,0.250453720508,0.125018050542,110,1.83230531396e-13,0.00391394826849,0.125001398296
720.0,-667.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-1099425027.52,2962453.84769,-1099425027.52,-1097330256.32,-1101519798.73,-1101310321.61,-1097539733.44,2.0,8776132799690.0,0.125226860254,0.125018050542,80,1.83230531396e-13,0.00391395921408,0.250003495741
720.0,-667.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-1175205375.91,2633195.20715,-1175205375.91,-1173343425.72,-1177067326.1,-1176881131.08,-1173529620.74,2.0,6933716998970.0,0.125226860254,0.125018050542,105,1.83230531396e-13,0.00195697413424,0.125001398296
720.0,-667.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-19239362548.4,70607.0753899,-19239362548.4,-19239312621.6,-19239412475.1,-19239407482.4,-19239317614.3,2.0,4985359095.11,0.125226860254,0.125018050542,1,1.83230531396e-13,0.00195687562387,0.124995105963
720.0,-529.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-360202399444.0,748905.639896,-360202399444.0,-360201869888.0,-360202929000.0,-360202876045.0,-360201922843.0,2.0,560859657468.0,0.250453720508,0.25,7,1.83230531396e-13,0.00782637233343,0.124995105963
720.0,-391.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-770129476906.0,1124347.16489,-770129476906.0,-770128681872.0,-770130271939.0,-770130192436.0,-770128761375.0,2.0,1264156547190.0,0.249546279492,0.249963898917,13,1.83230531396e-13,0.00779688984465,0.124995105963
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-218744661381000.0,1655894.77152,-218744661381000.0,-218744660210000.0,-218744662552000.0,-218744662435000.0,-218744660327000.0,2.0,2741987494360.0,0.249546279492,0.249963898917,118,1.83230531396e-13,0.00779728234506,0.125001398296
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-219154573194000.0,1791153.22812,-219154573194000.0,-219154571927000.0,-219154574460000.0,-219154574334000.0,-219154572054000.0,2.0,3208229886620.0,0.125226860254,0.25,124,1.83230531396e-13,0.003913383159,0.125001398296
