smr_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,prefix,ProbabilityWeight-meoh_capacity,PointProbability,ProbabilityWeight,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight-htse_capacity
720.0,-391.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,136837468.31,1703637.97618,136837468.31,138042122.275,135632814.344,135753279.74,137921656.879,2.0,2902382353890.0,63,0.249963898917,3.66466187075e-13,0.0155947827514,0.250006292421,0.249546279492
720.0,-391.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,100625975.079,1297211.52566,100625975.079,101543242.146,99708708.0128,99800434.7195,101451515.439,2.0,1682757742320.0,88,0.249963898917,3.66466187075e-13,0.0155947827514,0.250006292421,0.249546279492
720.0,-529.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,80384973.3438,559549.758309,80384973.3438,80780634.7723,79989311.9153,80028878.0582,80741068.6295,2.0,313095932023.0,33,0.249963898917,3.66466187075e-13,0.0156507031859,0.249993707579,0.250453720508
720.0,-391.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,61546022.6204,2298497.52204,61546022.6204,63171305.8048,59920739.4361,60083267.7545,63008777.4864,2.0,5283090858850.0,113,0.249963898917,3.66466187075e-13,0.00779743498747,0.125003845369,0.249546279492
720.0,-529.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,50877107.6671,116021.146544,50877107.6671,50959147.0065,50795068.3276,50803272.2615,50950943.0726,2.0,13460906445.3,8,0.249963898917,3.66466187075e-13,0.00782491388941,0.12498986221,0.250453720508
720.0,-529.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,42151611.8743,49130.0242428,42151611.8743,42186352.0476,42116871.701,42120345.7183,42182878.0303,2.0,2413759282.1,58,0.249963898917,3.66466187075e-13,0.0156514910523,0.250006292421,0.250453720508
720.0,-529.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,4326804.0492,1313766.32032,4326804.0492,5255777.1232,3397830.97521,3490728.28261,5162879.8158,2.0,1725981944410.0,83,0.249963898917,3.66466187075e-13,0.0156514910523,0.250006292421,0.250453720508
720.0,-254.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-26310585.4947,24765.8391781,-26310585.4947,-26293073.4019,-26328097.5875,-26326346.3782,-26294824.6112,2.0,613346790.194,19,0.25,3.66466187075e-13,0.00779768877217,0.12498986221,0.249546279492
720.0,-529.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-33218832.4263,2103177.69839,-33218832.4263,-31731661.2138,-34706003.6389,-34557286.5176,-31880378.335,2.0,4423356431020.0,108,0.249963898917,3.66466187075e-13,0.00782578929651,0.125003845369,0.250453720508
720.0,-667.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-39998401.241,169790.734628,-39998401.241,-39878341.0611,-40118461.4208,-40106455.4028,-39890347.0791,2.0,28828893565.5,28,0.249963898917,3.66466187075e-13,0.00782535159296,0.249993707579,0.125226860254
720.0,-254.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-64517812.4373,1063225.88812,-64517812.4373,-63765998.2019,-65269626.6727,-65194445.2492,-63841179.6254,2.0,1130449289180.0,44,0.25,3.66466187075e-13,0.0155962499057,0.249993707579,0.249546279492
720.0,-667.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-80114635.6445,1802229.19019,-80114635.6445,-78840267.1629,-81389004.1262,-81261567.278,-78967704.0111,2.0,3248030053980.0,53,0.249963898917,3.66466187075e-13,0.00782574552616,0.250006292421,0.125226860254
720.0,-254.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-98812496.9939,44371.6764441,-98812496.9939,-98781121.4806,-98843872.5072,-98840734.9559,-98784259.032,2.0,1968845670.46,69,0.25,3.66466187075e-13,0.0155970350308,0.250006292421,0.249546279492
720.0,-667.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-109432597.731,104933.568967,-109432597.731,-109358398.493,-109506796.969,-109499377.045,-109365818.416,2.0,11011053896.2,3,0.249963898917,3.66466187075e-13,0.00391245694471,0.12498986221,0.125226860254
720.0,-667.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-118372869.303,1482617.58341,-118372869.303,-117324500.356,-119421238.25,-119316401.355,-117429337.25,2.0,2198154898650.0,78,0.249963898917,3.66466187075e-13,0.00782574552616,0.250006292421,0.125226860254
720.0,-254.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-133333088.66,1150255.0574,-133333088.66,-132519735.509,-134146441.812,-134065106.496,-132601070.824,2.0,1323086697070.0,94,0.25,3.66466187075e-13,0.0155970350308,0.250006292421,0.249546279492
720.0,-667.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-154514721.655,3192010.19845,-154514721.655,-152257629.598,-156771813.712,-156546104.506,-152483338.804,2.0,10188929107000.0,103,0.249963898917,3.66466187075e-13,0.00391289464826,0.125003845369,0.125226860254
720.0,-391.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-166981676.449,4167937.23516,-166981676.449,-164034499.766,-169928853.131,-169634135.463,-164329217.434,2.0,17371700796200.0,39,0.25,3.66466187075e-13,0.0155962499057,0.249993707579,0.249546279492
720.0,-254.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-172853767.918,2454095.69711,-172853767.918,-171118460.209,-174589075.628,-174415544.857,-171291990.98,2.0,6022585690570.0,119,0.25,3.66466187075e-13,0.00779856113348,0.125003845369,0.249546279492
720.0,-391.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-189071097.85,590679.938857,-189071097.85,-188653424.06,-189488771.641,-189447004.262,-188695191.439,2.0,348902790168.0,14,0.25,3.66466187075e-13,0.00779768877217,0.12498986221,0.249546279492
720.0,-391.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-205523699.013,471012.022756,-205523699.013,-205190643.218,-205856754.808,-205823449.229,-205223948.797,2.0,221852325581.0,64,0.25,3.66466187075e-13,0.0155970350308,0.250006292421,0.249546279492
720.0,-116.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-236486226.124,2761614.78865,-236486226.124,-234533469.58,-238438982.668,-238243707.014,-234728745.234,2.0,7626516240880.0,25,0.125018050542,3.66466187075e-13,0.00195679352968,0.12498986221,0.125226860254
720.0,-391.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-241948984.131,3499480.67465,-241948984.131,-239474477.615,-244423490.646,-244176039.995,-239721928.267,2.0,12246364992200.0,89,0.25,3.66466187075e-13,0.0155970350308,0.250006292421,0.249546279492
720.0,-116.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-271104919.173,737460.921765,-271104919.173,-270583455.555,-271626382.792,-271574236.43,-270635601.917,2.0,543848611131.0,50,0.125018050542,3.66466187075e-13,0.00391380597435,0.249993707579,0.125226860254
720.0,-391.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-279321782.052,489864.89336,-279321782.052,-278975395.264,-279668168.84,-279633530.161,-279010033.943,2.0,239967613747.0,114,0.25,3.66466187075e-13,0.00779856113348,0.125003845369,0.249546279492
720.0,-529.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-298070445.34,957123.750846,-298070445.34,-297393656.645,-298747234.034,-298679555.165,-297461335.514,2.0,916085874434.0,34,0.25,3.66466187075e-13,0.0156529635417,0.249993707579,0.250453720508
720.0,-116.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-310026088.397,1031269.01827,-310026088.397,-309296871.081,-310755305.713,-310682383.982,-309369792.813,2.0,1063515788040.0,75,0.125018050542,3.66466187075e-13,0.00391400299785,0.250006292421,0.125226860254
720.0,-529.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-339845148.999,484276.374898,-339845148.999,-339502713.89,-340187584.107,-340153340.596,-339536957.401,2.0,234523607284.0,59,0.25,3.66466187075e-13,0.0156537515218,0.250006292421,0.250453720508
720.0,-116.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-344432619.892,1508799.2614,-344432619.892,-343365737.703,-345499502.081,-345392813.862,-343472425.922,2.0,2276475211210.0,100,0.125018050542,3.66466187075e-13,0.00391400299785,0.250006292421,0.125226860254
720.0,-529.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-351119954.89,1062146.23978,-351119954.89,-350368904.081,-351871005.698,-351795900.618,-350444009.162,2.0,1128154634680.0,9,0.25,3.66466187075e-13,0.00782604400407,0.12498986221,0.250453720508
720.0,-529.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-374922918.158,587943.284408,-374922918.158,-374507179.475,-375338656.841,-375297082.973,-374548753.343,2.0,345677305680.0,84,0.25,3.66466187075e-13,0.0156537515218,0.250006292421,0.250453720508
720.0,-116.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-381693852.505,14743.6875947,-381693852.505,-381683427.144,-381704277.867,-381703235.331,-381684469.68,2.0,217376323.891,125,0.125018050542,3.66466187075e-13,0.00195701244467,0.125003845369,0.125226860254
720.0,-254.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-398453141.858,1398824.71892,-398453141.858,-397464023.414,-399442260.303,-399343348.458,-397562935.258,2.0,1956710594260.0,45,0.125018050542,3.66466187075e-13,0.00779925103585,0.249993707579,0.249546279492
720.0,-254.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-401613291.756,3259138.326,-401613291.756,-399308732.945,-403917850.567,-403687394.686,-399539188.826,2.0,10621982628000.0,20,0.125018050542,3.66466187075e-13,0.00389940739611,0.12498986221,0.249546279492
720.0,-529.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-413327785.661,1586628.38919,-413327785.661,-412205869.968,-414449701.354,-414337509.785,-412318061.537,2.0,2517389645380.0,109,0.25,3.66466187075e-13,0.0078269195376,0.125003845369,0.250453720508
720.0,-254.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-436505066.627,580507.509648,-436505066.627,-436094585.83,-436915547.423,-436874499.344,-436135633.91,2.0,336988968758.0,70,0.125018050542,3.66466187075e-13,0.00779964365513,0.250006292421,0.249546279492
720.0,-667.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-438551856.45,1322197.06367,-438551856.45,-437616921.94,-439486790.96,-439393297.509,-437710415.391,2.0,1748205075180.0,29,0.25,3.66466187075e-13,0.00782648177084,0.249993707579,0.125226860254
720.0,-254.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-477511661.103,2096351.21862,-477511661.103,-476029316.94,-478994005.265,-478845770.849,-476177551.356,2.0,4394688431820.0,95,0.125018050542,3.66466187075e-13,0.00779964365513,0.250006292421,0.249546279492
720.0,-667.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-482632149.294,1141827.49871,-482632149.294,-481824755.327,-483439543.261,-483358803.865,-481905494.724,2.0,1303770036810.0,54,0.25,3.66466187075e-13,0.00782687576092,0.250006292421,0.125226860254
720.0,-667.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-506668251.67,958808.695711,-506668251.67,-505990271.539,-507346231.8,-507278433.787,-506058069.552,2.0,919314114970.0,4,0.25,3.66466187075e-13,0.00391302200204,0.12498986221,0.125226860254
720.0,-254.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-515354818.414,1224822.48954,-515354818.414,-514488738.126,-516220898.702,-516134290.673,-514575346.154,2.0,1500190130880.0,120,0.125018050542,3.66466187075e-13,0.00389984363975,0.125003845369,0.249546279492
720.0,-667.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-516219083.405,697358.309658,-516219083.405,-515725976.616,-516712190.195,-516662879.516,-515775287.295,2.0,486308612049.0,79,0.25,3.66466187075e-13,0.00782687576092,0.250006292421,0.125226860254
720.0,-391.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-548614561.85,740828.646411,-548614561.85,-548090716.89,-549138406.81,-549086022.314,-548143101.386,2.0,548827083343.0,40,0.125018050542,3.66466187075e-13,0.00779925103585,0.249993707579,0.249546279492
720.0,-667.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-557021918.343,2123961.47084,-557021918.343,-555520050.784,-558523785.902,-558373599.146,-555670237.54,2.0,4511212329630.0,104,0.25,3.66466187075e-13,0.0039134597688,0.125003845369,0.125226860254
720.0,-391.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-568345835.728,2290734.44466,-568345835.728,-566726041.868,-569965629.588,-569803650.202,-566888021.254,2.0,5247464295940.0,15,0.125018050542,3.66466187075e-13,0.00389940739611,0.12498986221,0.249546279492
720.0,-391.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-587253292.541,2523005.96416,-587253292.541,-585469257.915,-589037327.168,-588858923.705,-585647661.378,2.0,6365559095170.0,65,0.125018050542,3.66466187075e-13,0.00779964365513,0.250006292421,0.249546279492
720.0,-391.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-624015900.247,3365626.6262,-624015900.247,-621636042.837,-626395757.658,-626157771.917,-621874028.578,2.0,11327442587000.0,90,0.125018050542,3.66466187075e-13,0.00779964365513,0.250006292421,0.249546279492
720.0,-391.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-660647708.427,1667198.67437,-660647708.427,-659468820.939,-661826595.915,-661708707.167,-659586709.688,2.0,2779551419820.0,115,0.125018050542,3.66466187075e-13,0.00389984363975,0.125003845369,0.249546279492
720.0,-529.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-700249944.509,1082982.99443,-700249944.509,-699484159.889,-701015729.128,-700939150.666,-699560738.351,2.0,1172852166230.0,35,0.125018050542,3.66466187075e-13,0.00782761194871,0.249993707579,0.250453720508
720.0,-529.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-727618854.331,1621226.39503,-727618854.331,-726472474.153,-728765234.509,-728650596.491,-726587112.171,2.0,2628375023930.0,10,0.125018050542,3.66466187075e-13,0.00391358705936,0.12498986221,0.250453720508
720.0,-529.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-739591801.112,1294596.50717,-739591801.112,-738676383.143,-740507219.081,-740415677.284,-738767924.94,2.0,1675980116370.0,60,0.125018050542,3.66466187075e-13,0.00782800599569,0.250006292421,0.250453720508
720.0,-529.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-777100818.206,2418683.91017,-777100818.206,-775390550.411,-778811086.0,-778640059.221,-775561577.191,2.0,5850031857300.0,85,0.125018050542,3.66466187075e-13,0.00782800599569,0.250006292421,0.250453720508
720.0,-529.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-815519153.238,4831542.29651,-815519153.238,-812102736.916,-818935569.559,-818593927.927,-812444378.548,2.0,23343800962900.0,110,0.125018050542,3.66466187075e-13,0.00391402488934,0.125003845369,0.250453720508
720.0,-667.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-854754998.909,1675049.5049,-854754998.909,-853570560.045,-855939437.773,-855820993.886,-853689003.932,2.0,2805790843880.0,30,0.125018050542,3.66466187075e-13,0.00391380597435,0.249993707579,0.125226860254
720.0,-667.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-886450996.023,168550.37787,-886450996.023,-886331812.908,-886570179.138,-886558260.826,-886343731.219,2.0,28409229880.3,5,0.125018050542,3.66466187075e-13,0.00195679352968,0.12498986221,0.125226860254
720.0,-667.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-891992696.204,2453136.11823,-891992696.204,-890258067.02,-893727325.388,-893553862.47,-890431529.938,2.0,6017876814540.0,55,0.125018050542,3.66466187075e-13,0.00391400299785,0.250006292421,0.125226860254
720.0,-667.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-927459107.807,1756122.60551,-927459107.807,-926217341.604,-928700874.01,-928576697.39,-926341518.225,2.0,3083966605570.0,80,0.125018050542,3.66466187075e-13,0.00391400299785,0.250006292421,0.125226860254
720.0,-667.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-969780022.965,770203.521864,-969780022.965,-969235406.832,-970324639.098,-970270177.485,-969289868.445,2.0,593213465092.0,105,0.125018050542,3.66466187075e-13,0.00195701244467,0.125003845369,0.125226860254
720.0,-667.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-17079059736.7,194248.517294,-17079059736.7,-17078922382.2,-17079197091.1,-17079183355.7,-17078936117.7,2.0,37732486471.1,1,0.125018050542,3.66466187075e-13,0.00195679352968,0.12498986221,0.125226860254
720.0,-529.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-324697743605.0,932563.538144,-324697743605.0,-324697084183.0,-324698403027.0,-324698337085.0,-324697150126.0,2.0,869674752676.0,7,0.25,3.66466187075e-13,0.00782604400407,0.12498986221,0.250453720508
720.0,-391.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-694525863145.0,380728.113332,-694525863145.0,-694525593930.0,-694526132360.0,-694526105439.0,-694525620851.0,2.0,144953896281.0,13,0.249963898917,3.66466187075e-13,0.00779656275213,0.12498986221,0.249546279492
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-206107352632000.0,1039930.32002,-206107352632000.0,-206107351897000.0,-206107353368000.0,-206107353294000.0,-206107351970000.0,2.0,1081455070500.0,118,0.249963898917,3.66466187075e-13,0.00779743498747,0.125003845369,0.249546279492
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-206477162176000.0,2074813.20136,-206477162176000.0,-206477160709000.0,-206477163643000.0,-206477163496000.0,-206477160855000.0,2.0,4304849820530.0,124,0.25,3.66466187075e-13,0.0039134597688,0.125003845369,0.125226860254
