smr_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight-meoh_capacity,ProbabilityWeight-htse_capacity,ProbabilityWeight,prefix,PointProbability
720.0,-391.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-51028726.7893,13852984.9282,-51028726.7893,-41233187.2068,-60824266.3717,-59844712.4135,-42212741.1651,2.0,191905191422000.0,0.249999500615,0.249963898917,0.249546279492,0.0155943590951,38,2.6175466018599997e-14
720.0,-529.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-78223571.2308,19393684.8076,-78223571.2308,-64510165.1912,-91936977.2705,-90565636.6665,-65881505.7951,2.0,376115010417000.0,0.124999250922,0.25,0.250453720508,0.00782663186354,9,2.6175466018599997e-14
720.0,-529.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-143113044.761,4904246.13069,-143113044.761,-139645219.065,-146580870.456,-146234087.887,-139992001.635,2.0,24051630110400.0,0.249999500615,0.249963898917,0.250453720508,0.0156510658554,33,2.6175466018599997e-14
720.0,-667.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-182451492.199,12473.4865658,-182451492.199,-182442672.112,-182460312.286,-182459430.277,-182443554.121,2.0,155587867.108,0.250000499385,0.125018050542,0.125226860254,0.00391391230429,51,2.6175466018599997e-14
720.0,-391.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-201287141.786,36155640.3786,-201287141.786,-175721243.296,-226853040.276,-224296450.427,-178277833.145,2.0,1307230331190000.0,0.124999250922,0.125018050542,0.249546279492,0.00389970030317,15,2.6175466018599997e-14
720.0,-667.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-206450033.364,1907286.52037,-206450033.364,-205101378.131,-207798688.596,-207663823.073,-205236243.655,2.0,3637741870790.0,0.124999250922,0.25,0.125226860254,0.00391331593177,4,2.6175466018599997e-14
720.0,-254.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-251594829.799,17388774.9441,-251594829.799,-239299109.12,-263890550.479,-262660978.411,-240528681.188,2.0,302369494058000.0,0.249999500615,0.25,0.249546279492,0.0155966113133,44,2.6175466018599997e-14
720.0,-667.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-254477241.326,19381518.3254,-254477241.326,-240772438.288,-268182044.363,-266811564.059,-242142918.592,2.0,375643252598000.0,0.249999500615,0.249963898917,0.125226860254,0.0078255329277,28,2.6175466018599997e-14
720.0,-391.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-353075806.8,9822674.86756,-353075806.8,-346130126.792,-360021486.809,-359326918.808,-346824694.793,2.0,96484941553800.0,0.249999500615,0.25,0.249546279492,0.0155966113133,39,2.6175466018599997e-14
720.0,-116.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-359533737.042,4727668.30612,-359533737.042,-356190770.723,-362876703.36,-362542406.728,-356525067.355,2.0,22350847612700.0,0.249999500615,0.125018050542,0.125226860254,0.00391389666791,50,2.6175466018599997e-14
720.0,-529.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-383254221.67,33996878.7534,-383254221.67,-359214798.165,-407293645.176,-404889702.825,-361618740.515,2.0,1155787764970000.0,0.124999250922,0.125018050542,0.250453720508,0.00391388103154,10,2.6175466018599997e-14
720.0,-529.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-389174707.654,16562407.1208,-389174707.654,-377463317.266,-400886098.041,-399714959.003,-378634456.304,2.0,274313329634000.0,0.250000499385,0.25,0.250453720508,0.0156533888,57,2.6175466018599997e-14
720.0,-667.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-447150557.141,7737088.82434,-447150557.141,-441679609.166,-452621505.115,-452074410.318,-442226703.964,2.0,59862543475700.0,0.250000499385,0.25,0.125226860254,0.0078266944,52,2.6175466018599997e-14
720.0,-529.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-470054381.444,43296594.6689,-470054381.444,-439439065.752,-500669697.137,-497608165.568,-442500597.321,2.0,1874595109930000.0,0.249999500615,0.25,0.250453720508,0.0156533262635,34,2.6175466018599997e-14
720.0,-667.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-548329845.149,19378857.7838,-548329845.149,-534626923.399,-562032766.9,-560662474.725,-535997215.574,2.0,375540129007000.0,0.124999250922,0.125018050542,0.125226860254,0.00195694051577,5,2.6175466018599997e-14
720.0,-254.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-566693963.202,50410398.4922,-566693963.202,-531048428.586,-602339497.818,-598774944.356,-534612982.047,2.0,2541208276150000.0,0.249999500615,0.125018050542,0.249546279492,0.00779943176577,45,2.6175466018599997e-14
720.0,-391.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-600144005.273,3578752.81256,-600144005.273,-597613444.892,-602674565.655,-602421509.617,-597866500.93,2.0,12807471693400.0,0.250000499385,0.249963898917,0.249546279492,0.0155944213959,63,2.6175466018599997e-14
720.0,-667.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-638712408.326,15633123.7261,-638712408.326,-627658120.528,-649766696.124,-648661267.344,-628763549.308,2.0,244394557435000.0,0.249999500615,0.25,0.125226860254,0.00782666313177,29,2.6175466018599997e-14
720.0,-529.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-680614986.152,1222175.62461,-680614986.152,-679750777.48,-681479194.824,-681392773.957,-679837198.348,2.0,1493713257400.0,0.250000499385,0.249963898917,0.250453720508,0.0156511283828,58,2.6175466018599997e-14
720.0,-391.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-687110133.458,3612422.80331,-687110133.458,-684555764.797,-689664502.118,-689409065.252,-684811201.663,2.0,13049598509900.0,0.249999500615,0.125018050542,0.249546279492,0.00779943176577,40,2.6175466018599997e-14
720.0,-667.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-703764873.584,3686475.52193,-703764873.584,-701158141.744,-706371605.424,-706110932.24,-701418814.928,2.0,13590101773800.0,0.250000499385,0.125018050542,0.125226860254,0.00391391230429,76,2.6175466018599997e-14
720.0,-254.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-770946785.774,22282008.5215,-770946785.774,-755191026.45,-786702545.098,-785126969.166,-756766602.383,2.0,496487903753000.0,0.250000499385,0.25,0.249546279492,0.0155966736232,69,2.6175466018599997e-14
720.0,-667.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-809057347.024,8361751.51252,-809057347.024,-803144695.827,-814969998.222,-814378733.102,-803735960.947,2.0,69918888357200.0,0.250000499385,0.249963898917,0.125226860254,0.00782556419142,53,2.6175466018599997e-14
720.0,-391.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-843680655.116,26725003.3129,-843680655.116,-824783224.046,-862578086.186,-860688343.079,-826672967.153,2.0,714225802073000.0,0.250000499385,0.25,0.249546279492,0.0155966736232,64,2.6175466018599997e-14
720.0,-529.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-903094041.285,36709097.3913,-903094041.285,-877136789.588,-929051292.981,-926455567.812,-879732514.758,2.0,1347557831280000.0,0.250000499385,0.25,0.250453720508,0.0156533888,82,2.6175466018599997e-14
720.0,-116.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-915735037.977,22635653.9466,-915735037.977,-899729213.575,-931740862.379,-930140279.939,-901329796.015,2.0,512372829588000.0,0.250000499385,0.125018050542,0.125226860254,0.00391391230429,75,2.6175466018599997e-14
720.0,-529.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-918139208.889,27863482.2815,-918139208.889,-898436751.62,-937841666.158,-935871420.431,-900406997.347,2.0,776373644849000.0,0.249999500615,0.125018050542,0.250453720508,0.00782779333583,35,2.6175466018599997e-14
720.0,-667.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-996982187.573,8347695.23068,-996982187.573,-991079475.668,-1002884899.48,-1002294628.29,-991669746.859,2.0,69684015664400.0,0.250000499385,0.25,0.125226860254,0.0078266944,77,2.6175466018599997e-14
720.0,-529.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1041923288.03,20263020.0643,-1041923288.03,-1027595169.14,-1056251406.92,-1054818595.04,-1029027981.02,2.0,410589982125000.0,0.250000499385,0.25,0.250453720508,0.0156533888,59,2.6175466018599997e-14
720.0,-667.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1051088211.77,47994808.7419,-1051088211.77,-1017150757.05,-1085025666.5,-1081631921.02,-1020544502.52,2.0,2303501666180000.0,0.249999500615,0.125018050542,0.125226860254,0.00391389666791,30,2.6175466018599997e-14
720.0,-391.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1118647650.57,11858141.0821,-1118647650.57,-1110262678.6,-1127032622.54,-1126194125.35,-1111101175.8,2.0,140615509923000.0,0.250000499385,0.249963898917,0.249546279492,0.0155944213959,88,2.6175466018599997e-14
720.0,-254.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1136684939.45,10366309.2462,-1136684939.45,-1129354851.89,-1144015027.02,-1143282018.26,-1130087860.65,2.0,107460367387000.0,0.250000499385,0.125018050542,0.249546279492,0.00779946292521,70,2.6175466018599997e-14
720.0,-667.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1148274350.24,40795142.5058,-1148274350.24,-1119427828.33,-1177120872.15,-1174236219.95,-1122312480.53,2.0,1664243652070000.0,0.250000499385,0.25,0.125226860254,0.0078266944,54,2.6175466018599997e-14
720.0,-667.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1226114275.3,5576665.39983,-1226114275.3,-1222170977.38,-1230057573.22,-1229663243.42,-1222565307.17,2.0,31099196981600.0,0.125000249693,0.125018050542,0.125226860254,0.00195695615214,101,2.6175466018599997e-14
720.0,-391.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1238677721.13,1669971.78139,-1238677721.13,-1237496872.76,-1239858569.5,-1239740484.67,-1237614957.6,2.0,2788805750640.0,0.250000499385,0.125018050542,0.249546279492,0.00779946292521,65,2.6175466018599997e-14
720.0,-529.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1239103479.85,119008.494819,-1239103479.85,-1239019328.14,-1239187631.57,-1239179216.39,-1239027743.31,2.0,14163021839.0,0.250000499385,0.249963898917,0.250453720508,0.0156511283828,83,2.6175466018599997e-14
720.0,-254.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1288558965.5,25025838.3633,-1288558965.5,-1270863025.49,-1306254905.51,-1304485311.51,-1272632619.49,2.0,626292585786000.0,0.250000499385,0.25,0.249546279492,0.0155966736232,94,2.6175466018599997e-14
720.0,-667.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1332299919.15,16031301.4788,-1332299919.15,-1320964077.16,-1343635761.13,-1342502176.93,-1322097661.36,2.0,257002627103000.0,0.250000499385,0.249963898917,0.125226860254,0.00782556419142,78,2.6175466018599997e-14
720.0,-529.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1425619411.41,22541650.0004,-1425619411.41,-1409680057.83,-1441558764.98,-1439964829.62,-1411273993.19,2.0,508125984740000.0,0.125000249693,0.25,0.250453720508,0.0078266944,107,2.6175466018599997e-14
720.0,-529.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1433930304.2,18243041.4204,-1433930304.2,-1421030525.9,-1446830082.5,-1445540104.67,-1422320503.73,2.0,332808560266000.0,0.250000499385,0.125018050542,0.250453720508,0.00782782460857,60,2.6175466018599997e-14
720.0,-391.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1445216928.03,23043141.0006,-1445216928.03,-1428922966.77,-1461510889.29,-1459881493.16,-1430552362.89,2.0,530986347172000.0,0.250000499385,0.25,0.249546279492,0.0155966736232,89,2.6175466018599997e-14
720.0,-116.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1517464193.88,37709599.7269,-1517464193.88,-1490799480.2,-1544128907.57,-1541462436.2,-1493465951.57,2.0,1422013911560000.0,0.250000499385,0.125018050542,0.125226860254,0.00391391230429,100,2.6175466018599997e-14
720.0,-667.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1546675170.01,6531472.28846,-1546675170.01,-1542056721.66,-1551293618.36,-1550831773.52,-1542518566.5,2.0,42660130255000.0,0.125000249693,0.25,0.125226860254,0.0039133472,102,2.6175466018599997e-14
720.0,-529.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1549092605.44,2071323.84745,-1549092605.44,-1547627958.31,-1550557252.58,-1550410787.87,-1547774423.02,2.0,4290382481030.0,0.250000499385,0.25,0.250453720508,0.0156533888,84,2.6175466018599997e-14
720.0,-254.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1589395904.02,2322400.09448,-1589395904.02,-1587753719.17,-1591038088.88,-1590873870.39,-1587917937.65,2.0,5393542198840.0,0.250000499385,0.125018050542,0.249546279492,0.00779946292521,95,2.6175466018599997e-14
720.0,-667.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1619363222.64,20204224.7351,-1619363222.64,-1605076678.32,-1633649766.96,-1632221112.53,-1606505332.76,2.0,408210697148000.0,0.250000499385,0.125018050542,0.125226860254,0.00391391230429,55,2.6175466018599997e-14
720.0,-391.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1647843710.16,12584896.4476,-1647843710.16,-1638944844.54,-1656742575.78,-1655852689.22,-1639834731.11,2.0,158379618597000.0,0.125000249693,0.249963898917,0.249546279492,0.00779721069797,113,2.6175466018599997e-14
720.0,-667.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1739182308.26,41798502.9992,-1739182308.26,-1709626303.35,-1768738313.18,-1765782712.68,-1712581903.84,2.0,1747114852970000.0,0.250000499385,0.25,0.125226860254,0.0078266944,79,2.6175466018599997e-14
720.0,-529.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1743521172.42,20529495.0677,-1743521172.42,-1729004627.24,-1758037717.6,-1756586063.08,-1730456281.76,2.0,421460167734000.0,0.125000249693,0.249963898917,0.250453720508,0.00782556419142,108,2.6175466018599997e-14
720.0,-391.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1835863742.59,71318742.928,-1835863742.59,-1785433775.84,-1886293709.35,-1881250712.67,-1790476772.52,2.0,5086363092840000.0,0.250000499385,0.125018050542,0.249546279492,0.00779946292521,90,2.6175466018599997e-14
720.0,-254.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1859835554.52,23759645.526,-1859835554.52,-1843034948.05,-1876636160.99,-1874956100.34,-1844715008.69,2.0,564520755521000.0,0.125000249693,0.25,0.249546279492,0.00779833681159,119,2.6175466018599997e-14
720.0,-667.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1920443441.92,15431984.3875,-1920443441.92,-1909531381.11,-1931355502.72,-1930264296.64,-1910622587.19,2.0,238146142135000.0,0.125000249693,0.249963898917,0.125226860254,0.00391278209571,103,2.6175466018599997e-14
720.0,-529.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1953847823.43,15211280.2716,-1953847823.43,-1943091824.0,-1964603822.86,-1963528222.92,-1944167423.94,2.0,231383047502000.0,0.250000499385,0.125018050542,0.250453720508,0.00782782460857,85,2.6175466018599997e-14
720.0,-391.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1991714136.01,4661716.05532,-1991714136.01,-1988417804.98,-1995010467.05,-1994680833.94,-1988747438.08,2.0,21731596580400.0,0.125000249693,0.25,0.249546279492,0.00779833681159,114,2.6175466018599997e-14
720.0,-116.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2067213099.47,25808872.7258,-2067213099.47,-2048963470.56,-2085462728.39,-2083637765.5,-2050788433.45,2.0,666097911377000.0,0.125000249693,0.125018050542,0.125226860254,0.00195695615214,125,2.6175466018599997e-14
720.0,-529.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2132008142.9,22742495.9981,-2132008142.9,-2115926769.76,-2148089516.04,-2146481378.73,-2117534907.07,2.0,517221124223000.0,0.125000249693,0.25,0.250453720508,0.0078266944,109,2.6175466018599997e-14
720.0,-667.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2160905129.8,24296487.6856,-2160905129.8,-2143724918.59,-2178085341.0,-2176367319.88,-2145442939.72,2.0,590319313856000.0,0.250000499385,0.125018050542,0.125226860254,0.00391391230429,80,2.6175466018599997e-14
720.0,-254.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2184075353.65,23350516.5899,-2184075353.65,-2167564045.03,-2200586662.28,-2198935531.41,-2169215175.89,2.0,545246625013000.0,0.125000249693,0.125018050542,0.249546279492,0.0038997314626,120,2.6175466018599997e-14
720.0,-667.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2317060870.99,6934455.08572,-2317060870.99,-2312157470.77,-2321964271.2,-2321473931.18,-2312647810.79,2.0,48086667335900.0,0.125000249693,0.25,0.125226860254,0.0039133472,104,2.6175466018599997e-14
720.0,-391.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2386026847.14,67145891.4085,-2386026847.14,-2338547532.0,-2433506162.29,-2428758230.77,-2343295463.51,2.0,4508570733040000.0,0.125000249693,0.125018050542,0.249546279492,0.0038997314626,115,2.6175466018599997e-14
720.0,-529.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2568316426.07,4781640.50612,-2568316426.07,-2564935295.65,-2571697556.5,-2571359443.46,-2565273408.69,2.0,22864085929700.0,0.125000249693,0.125018050542,0.250453720508,0.00391391230429,110,2.6175466018599997e-14
720.0,-667.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2690595299.53,63990633.9606,-2690595299.53,-2645347088.32,-2735843510.74,-2731318689.62,-2649871909.44,2.0,4094801234680000.0,0.125000249693,0.125018050542,0.125226860254,0.00195695615214,105,2.6175466018599997e-14
720.0,-667.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-18897432587.1,1355352.32972,-18897432587.1,-18896474208.2,-18898390965.9,-18898295128.0,-18896570046.1,2.0,1836979937690.0,0.124999250922,0.125018050542,0.125226860254,0.00195694051577,1,2.6175466018599997e-14
720.0,-529.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-359845262482.0,11876621.7303,-359845262482.0,-359836864442.0,-359853660522.0,-359852820718.0,-359837704246.0,2.0,141054143725000.0,0.124999250922,0.25,0.250453720508,0.00782663186354,7,2.6175466018599997e-14
