npp_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,elec_data_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight,prefix,PointProbability,ProbabilityWeight-htse_capacity,ProbabilityWeight-meoh_capacity,ProbabilityWeight-h2_storage_capacity
769.0,-472.0,-11595.0,-1e+200,-1e+200,-1e+200,-1e+200,201649.0,1e+200,-1e+200,ref,cooper,nebraska,covid,980861182.428,19879910.3758,980861182.428,994918401.864,966803962.992,968209684.935,993512679.92,2.0,395210836551000.0,0.0156001933296,63,2.85069050095e-13,0.249579831933,0.250017101033,0.250006199044
769.0,-769.0,-15250.0,-1e+200,-1e+200,-1e+200,-1e+200,403298.0,1e+200,-1e+200,ref,cooper,nebraska,covid,956207819.691,679198.949318,956207819.691,956688085.874,955727553.508,955775580.127,956640059.256,2.0,461311212755.0,0.00391319921416,102,2.85069050095e-13,0.125210084034,0.250017101033,0.125003719426
769.0,-472.0,-11595.0,-1e+200,-1e+200,-1e+200,-1e+200,302473.0,1e+200,-1e+200,ref,cooper,nebraska,covid,941221151.598,13816004.7047,941221151.598,950990542.214,931451760.983,932428700.044,950013603.152,2.0,190881986001000.0,0.0156001933296,88,2.85069050095e-13,0.249579831933,0.250017101033,0.250006199044
769.0,-620.0,-11595.0,-1e+200,-1e+200,-1e+200,-1e+200,100824.0,1e+200,-1e+200,ref,cooper,nebraska,covid,933934308.465,8771217.77207,933934308.465,940136496.031,927732120.899,928352339.656,939516277.275,2.0,76934261205000.0,0.0155994196985,33,2.85069050095e-13,0.249579831933,0.250017101033,0.249993800956
769.0,-323.0,-7940.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,918366761.763,31953619.8832,918366761.763,940961383.066,895772140.461,898031602.591,938701920.936,2.0,1021033823640000.0,0.00782447404289,19,2.85069050095e-13,0.250420168067,0.249982898967,0.12499008153
769.0,-620.0,-11595.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,908149589.905,4882854.04587,908149589.905,911602289.112,904696890.697,905042160.618,911257019.191,2.0,23842263633300.0,0.00779928435215,8,2.85069050095e-13,0.249579831933,0.250017101033,0.12499008153
769.0,-472.0,-11595.0,-1e+200,-1e+200,-1e+200,-1e+200,403298.0,1e+200,-1e+200,ref,cooper,nebraska,covid,902858294.945,2474679.65123,902858294.945,904608157.708,901108432.183,901283418.459,904433171.432,2.0,6124039376200.0,0.00780013534634,113,2.85069050095e-13,0.249579831933,0.250017101033,0.125003719426
769.0,-323.0,-7940.0,-1e+200,-1e+200,-1e+200,-1e+200,100824.0,1e+200,-1e+200,ref,cooper,nebraska,covid,881569779.748,18324117.4762,881569779.748,894526887.474,868612672.021,869908382.794,893231176.702,2.0,335773281282000.0,0.0156498018285,44,2.85069050095e-13,0.250420168067,0.249982898967,0.249993800956
769.0,-620.0,-11595.0,-1e+200,-1e+200,-1e+200,-1e+200,201649.0,1e+200,-1e+200,ref,cooper,nebraska,covid,879639697.191,7095855.03976,879639697.191,884657224.408,874622169.975,875123922.696,884155471.687,2.0,50351158745200.0,0.0156001933296,58,2.85069050095e-13,0.249579831933,0.250017101033,0.250006199044
769.0,-323.0,-7940.0,-1e+200,-1e+200,-1e+200,-1e+200,201649.0,1e+200,-1e+200,ref,cooper,nebraska,covid,863384414.73,2288909.8607,863384414.73,865002918.414,861765911.046,861927761.415,864841068.046,2.0,5239108350420.0,0.0156505779582,69,2.85069050095e-13,0.250420168067,0.249982898967,0.250006199044
769.0,-620.0,-11595.0,-1e+200,-1e+200,-1e+200,-1e+200,302473.0,1e+200,-1e+200,ref,cooper,nebraska,covid,844523554.684,11392554.7055,844523554.684,852579307.371,836467801.997,837273377.265,851773732.103,2.0,129790302718000.0,0.0156001933296,83,2.85069050095e-13,0.249579831933,0.250017101033,0.250006199044
769.0,-769.0,-11595.0,-1e+200,-1e+200,-1e+200,-1e+200,100824.0,1e+200,-1e+200,ref,cooper,nebraska,covid,825685509.684,2386285.07837,825685509.684,827372868.045,823998151.323,824166887.16,827204132.209,2.0,5694356475230.0,0.00782597149857,28,2.85069050095e-13,0.125210084034,0.250017101033,0.249993800956
769.0,-174.0,-4286.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,814120900.606,35974735.6623,814120900.606,839558880.144,788682921.067,791226719.021,837015082.19,2.0,1294181605980000.0,0.00195585087924,25,2.85069050095e-13,0.125210084034,0.124974348451,0.12499008153
769.0,-620.0,-11595.0,-1e+200,-1e+200,-1e+200,-1e+200,403298.0,1e+200,-1e+200,ref,cooper,nebraska,covid,810598255.431,1681888.66094,810598255.431,811787530.308,809408980.553,809527908.041,811668602.82,2.0,2828749467810.0,0.00780013534634,108,2.85069050095e-13,0.249579831933,0.250017101033,0.125003719426
769.0,-472.0,-7940.0,-1e+200,-1e+200,-1e+200,-1e+200,100824.0,1e+200,-1e+200,ref,cooper,nebraska,covid,801474660.471,2790202.75467,801474660.471,803447631.76,799501689.182,799698986.311,803250334.631,2.0,7785231412140.0,0.0155972857149,39,2.85069050095e-13,0.249579831933,0.249982898967,0.249993800956
769.0,-323.0,-7940.0,-1e+200,-1e+200,-1e+200,-1e+200,302473.0,1e+200,-1e+200,ref,cooper,nebraska,covid,786740664.402,20430450.0617,786740664.402,801187174.184,772294154.621,773738805.599,799742523.206,2.0,417403289723000.0,0.0156505779582,94,2.85069050095e-13,0.250420168067,0.249982898967,0.250006199044
769.0,-769.0,-11595.0,-1e+200,-1e+200,-1e+200,-1e+200,201649.0,1e+200,-1e+200,ref,cooper,nebraska,covid,776463441.858,7677567.93083,776463441.858,781892302.205,771034581.511,771577467.545,781349416.17,2.0,58945049332500.0,0.00782635961652,53,2.85069050095e-13,0.125210084034,0.250017101033,0.250006199044
769.0,-472.0,-7940.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,772296014.531,22580147.9012,772296014.531,788262590.232,756329438.83,757926096.4,786665932.662,2.0,509863079238000.0,0.00779821741859,14,2.85069050095e-13,0.249579831933,0.249982898967,0.12499008153
769.0,-323.0,-7940.0,-1e+200,-1e+200,-1e+200,-1e+200,403298.0,1e+200,-1e+200,ref,cooper,nebraska,covid,770873640.756,4037968.55223,770873640.756,773728915.702,768018365.811,768303893.306,773443388.207,2.0,16305190028800.0,0.00782532778557,119,2.85069050095e-13,0.250420168067,0.249982898967,0.125003719426
769.0,-174.0,-4286.0,-1e+200,-1e+200,-1e+200,-1e+200,100824.0,1e+200,-1e+200,ref,cooper,nebraska,covid,765947225.659,13515190.8983,765947225.659,775503908.792,756390542.525,757346210.839,774548240.479,2.0,182660385016000.0,0.00391191516495,50,2.85069050095e-13,0.125210084034,0.124974348451,0.249993800956
769.0,-769.0,-11595.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,750279839.816,3556931.19154,750279839.816,752794969.982,747764709.65,748016222.667,752543456.965,2.0,12651759501300.0,0.00391277228441,3,2.85069050095e-13,0.125210084034,0.250017101033,0.12499008153
769.0,-472.0,-7940.0,-1e+200,-1e+200,-1e+200,-1e+200,201649.0,1e+200,-1e+200,ref,cooper,nebraska,covid,746717915.745,10687551.9878,746717915.745,754275156.23,739160675.26,739916399.309,753519432.181,2.0,114223767492000.0,0.0155980592402,64,2.85069050095e-13,0.249579831933,0.249982898967,0.250006199044
769.0,-769.0,-11595.0,-1e+200,-1e+200,-1e+200,-1e+200,302473.0,1e+200,-1e+200,ref,cooper,nebraska,covid,735817105.53,6969624.3706,735817105.53,740745374.185,730888836.875,731381663.741,740252547.319,2.0,48575663867300.0,0.00782635961652,78,2.85069050095e-13,0.125210084034,0.250017101033,0.250006199044
769.0,-174.0,-4286.0,-1e+200,-1e+200,-1e+200,-1e+200,201649.0,1e+200,-1e+200,ref,cooper,nebraska,covid,733051288.587,2503507.38718,733051288.587,734821535.637,731281041.537,731458066.242,734644510.932,2.0,6267549237650.0,0.00391210917083,75,2.85069050095e-13,0.125210084034,0.124974348451,0.250006199044
769.0,-472.0,-7940.0,-1e+200,-1e+200,-1e+200,-1e+200,302473.0,1e+200,-1e+200,ref,cooper,nebraska,covid,712080765.186,2702834.0471,712080765.186,713991957.469,710169572.903,710360692.131,713800838.241,2.0,7305311886140.0,0.0155980592402,89,2.85069050095e-13,0.249579831933,0.249982898967,0.250006199044
769.0,-174.0,-4286.0,-1e+200,-1e+200,-1e+200,-1e+200,302473.0,1e+200,-1e+200,ref,cooper,nebraska,covid,701494469.019,14091130.6644,701494469.019,711458403.066,691530534.971,692526928.376,710462009.661,2.0,198559963400000.0,0.00391210917083,100,2.85069050095e-13,0.125210084034,0.124974348451,0.250006199044
769.0,-769.0,-11595.0,-1e+200,-1e+200,-1e+200,-1e+200,403298.0,1e+200,-1e+200,ref,cooper,nebraska,covid,688594692.835,5735467.31584,688594692.835,692650280.668,684539105.003,684944663.786,692244721.884,2.0,32895585331100.0,0.00391319921416,103,2.85069050095e-13,0.125210084034,0.250017101033,0.125003719426
769.0,-323.0,-4286.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,665865129.011,14993316.121,665865129.011,676467004.512,655263253.509,656323441.059,675406816.962,2.0,224799528304000.0,0.00391170175848,20,2.85069050095e-13,0.250420168067,0.124974348451,0.12499008153
769.0,-472.0,-7940.0,-1e+200,-1e+200,-1e+200,-1e+200,403298.0,1e+200,-1e+200,ref,cooper,nebraska,covid,660523033.629,5515385.91307,660523033.629,664423000.409,656623066.849,657013063.527,664033003.731,2.0,30419481770100.0,0.00779906829636,114,2.85069050095e-13,0.249579831933,0.249982898967,0.125003719426
769.0,-174.0,-4286.0,-1e+200,-1e+200,-1e+200,-1e+200,403298.0,1e+200,-1e+200,ref,cooper,nebraska,covid,658670467.773,6646712.56997,658670467.773,663370403.304,653970532.242,654440525.795,662900409.751,2.0,44178787987800.0,0.00195606428571,125,2.85069050095e-13,0.125210084034,0.124974348451,0.125003719426
769.0,-323.0,-4286.0,-1e+200,-1e+200,-1e+200,-1e+200,100824.0,1e+200,-1e+200,ref,cooper,nebraska,covid,649443763.928,30468115.3398,649443763.928,670987974.895,627899552.961,630053974.058,668833553.798,2.0,928306052360000.0,0.0078238303299,45,2.85069050095e-13,0.250420168067,0.124974348451,0.249993800956
769.0,-620.0,-7940.0,-1e+200,-1e+200,-1e+200,-1e+200,100824.0,1e+200,-1e+200,ref,cooper,nebraska,covid,640840708.462,3209950.23659,640840708.462,643110486.041,638570930.882,638797908.64,642883508.283,2.0,10303780521400.0,0.0155972857149,34,2.85069050095e-13,0.249579831933,0.249982898967,0.249993800956
769.0,-323.0,-4286.0,-1e+200,-1e+200,-1e+200,-1e+200,201649.0,1e+200,-1e+200,ref,cooper,nebraska,covid,631025296.979,674188.180568,631025296.979,631502020.014,630548573.945,630596246.249,631454347.71,2.0,454529702818.0,0.00782421834166,70,2.85069050095e-13,0.250420168067,0.124974348451,0.250006199044
769.0,-620.0,-7940.0,-1e+200,-1e+200,-1e+200,-1e+200,201649.0,1e+200,-1e+200,ref,cooper,nebraska,covid,623635959.141,1505216.19759,623635959.141,624700307.721,622571610.56,622678045.419,624593872.863,2.0,2265675801490.0,0.0155980592402,59,2.85069050095e-13,0.249579831933,0.249982898967,0.250006199044
769.0,-620.0,-7940.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,598796488.742,3587951.5362,598796488.742,601333553.604,596259423.88,596513130.366,601079847.117,2.0,12873396226100.0,0.00779821741859,9,2.85069050095e-13,0.249579831933,0.249982898967,0.12499008153
769.0,-323.0,-4286.0,-1e+200,-1e+200,-1e+200,-1e+200,302473.0,1e+200,-1e+200,ref,cooper,nebraska,covid,563693406.485,24791751.8418,563693406.485,581223822.329,546162990.64,547916032.224,579470780.745,2.0,614630959384000.0,0.00782421834166,95,2.85069050095e-13,0.250420168067,0.124974348451,0.250006199044
769.0,-620.0,-7940.0,-1e+200,-1e+200,-1e+200,-1e+200,302473.0,1e+200,-1e+200,ref,cooper,nebraska,covid,552259550.989,35979970.8741,552259550.989,577701232.381,526817869.597,529362037.736,575157064.242,2.0,1294558304100000.0,0.0155980592402,84,2.85069050095e-13,0.249579831933,0.249982898967,0.250006199044
769.0,-769.0,-7940.0,-1e+200,-1e+200,-1e+200,-1e+200,100824.0,1e+200,-1e+200,ref,cooper,nebraska,covid,531920471.941,1862267.90862,531920471.941,533237294.208,530603649.675,530735331.901,533105611.981,2.0,3468041763480.0,0.00782490091423,29,2.85069050095e-13,0.125210084034,0.249982898967,0.249993800956
769.0,-620.0,-7940.0,-1e+200,-1e+200,-1e+200,-1e+200,403298.0,1e+200,-1e+200,ref,cooper,nebraska,covid,517177640.453,17621178.3624,517177640.453,529637695.165,504717585.74,505963591.211,528391689.694,2.0,310505926878000.0,0.00779906829636,109,2.85069050095e-13,0.249579831933,0.249982898967,0.125003719426
769.0,-472.0,-4286.0,-1e+200,-1e+200,-1e+200,-1e+200,100824.0,1e+200,-1e+200,ref,cooper,nebraska,covid,516787320.426,21254191.3762,516787320.426,531816303.277,501758337.575,503261235.86,530313404.992,2.0,451740651056000.0,0.0077975758657,40,2.85069050095e-13,0.249579831933,0.124974348451,0.249993800956
769.0,-472.0,-4286.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,514585518.331,14766298.2062,514585518.331,525026867.925,504144168.736,505188303.695,523982732.966,2.0,218043562715000.0,0.00389857524251,15,2.85069050095e-13,0.249579831933,0.124974348451,0.12499008153
769.0,-323.0,-4286.0,-1e+200,-1e+200,-1e+200,-1e+200,403298.0,1e+200,-1e+200,ref,cooper,nebraska,covid,508352333.924,20981788.7172,508352333.924,523188699.007,493515968.84,494999605.348,521705062.499,2.0,440235457773000.0,0.00391212857142,120,2.85069050095e-13,0.250420168067,0.124974348451,0.125003719426
769.0,-472.0,-4286.0,-1e+200,-1e+200,-1e+200,-1e+200,201649.0,1e+200,-1e+200,ref,cooper,nebraska,covid,479945126.463,15226656.7301,479945126.463,490711998.691,469178254.234,470254941.457,489635311.468,2.0,231851075176000.0,0.00779796257541,65,2.85069050095e-13,0.249579831933,0.124974348451,0.250006199044
769.0,-769.0,-7940.0,-1e+200,-1e+200,-1e+200,-1e+200,201649.0,1e+200,-1e+200,ref,cooper,nebraska,covid,464639059.774,41465612.6333,464639059.774,493959675.653,435318443.895,438250505.483,491027614.066,2.0,1719397031050000.0,0.00782528897909,54,2.85069050095e-13,0.125210084034,0.249982898967,0.250006199044
769.0,-769.0,-7940.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,462771375.56,20050003.6911,462771375.56,476948869.133,448593881.987,450011631.345,475531119.776,2.0,402002648014000.0,0.00391223702145,4,2.85069050095e-13,0.125210084034,0.249982898967,0.12499008153
769.0,-769.0,-7940.0,-1e+200,-1e+200,-1e+200,-1e+200,302473.0,1e+200,-1e+200,ref,cooper,nebraska,covid,435381906.881,16833512.0036,435381906.881,447284997.37,423478816.392,424669125.441,446094688.321,2.0,283367126375000.0,0.00782528897909,79,2.85069050095e-13,0.125210084034,0.249982898967,0.250006199044
769.0,-472.0,-4286.0,-1e+200,-1e+200,-1e+200,-1e+200,302473.0,1e+200,-1e+200,ref,cooper,nebraska,covid,406252740.47,31852001.8005,406252740.47,428775506.938,383729974.003,385982250.649,426523230.291,2.0,1014550018700000.0,0.00779796257541,90,2.85069050095e-13,0.249579831933,0.124974348451,0.250006199044
769.0,-769.0,-7940.0,-1e+200,-1e+200,-1e+200,-1e+200,403298.0,1e+200,-1e+200,ref,cooper,nebraska,covid,397354164.42,6180257.44872,397354164.42,401724266.372,392984062.469,393421072.664,401287256.177,2.0,38195582132400.0,0.00391266389279,104,2.85069050095e-13,0.125210084034,0.249982898967,0.125003719426
769.0,-472.0,-4286.0,-1e+200,-1e+200,-1e+200,-1e+200,403298.0,1e+200,-1e+200,ref,cooper,nebraska,covid,397320618.736,154383.812258,397320618.736,397429784.577,397211452.896,397222369.48,397418867.993,2.0,23834361487.2,0.00389900062319,115,2.85069050095e-13,0.249579831933,0.124974348451,0.125003719426
769.0,-620.0,-4286.0,-1e+200,-1e+200,-1e+200,-1e+200,100824.0,1e+200,-1e+200,ref,cooper,nebraska,covid,354159247.619,47999377.3251,354159247.619,388099932.818,320218562.42,323612630.94,384705864.299,2.0,2303940223600000.0,0.0077975758657,35,2.85069050095e-13,0.249579831933,0.124974348451,0.249993800956
769.0,-620.0,-4286.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,350974086.632,17637604.1629,350974086.632,363445756.139,338502417.124,339749584.075,362198589.188,2.0,311085080608000.0,0.00389857524251,10,2.85069050095e-13,0.249579831933,0.124974348451,0.12499008153
769.0,-620.0,-4286.0,-1e+200,-1e+200,-1e+200,-1e+200,201649.0,1e+200,-1e+200,ref,cooper,nebraska,covid,332122484.558,14063495.4563,332122484.558,342066877.562,322178091.554,323172530.854,341072438.262,2.0,197781904450000.0,0.00779796257541,60,2.85069050095e-13,0.249579831933,0.124974348451,0.250006199044
769.0,-620.0,-4286.0,-1e+200,-1e+200,-1e+200,-1e+200,302473.0,1e+200,-1e+200,ref,cooper,nebraska,covid,300467133.01,5178781.80478,300467133.01,304129084.742,296805181.277,297171376.451,303762889.569,2.0,26819780981500.0,0.00779796257541,85,2.85069050095e-13,0.249579831933,0.124974348451,0.250006199044
769.0,-620.0,-4286.0,-1e+200,-1e+200,-1e+200,-1e+200,403298.0,1e+200,-1e+200,ref,cooper,nebraska,covid,245107558.738,9128029.02331,245107558.738,251562049.959,238653067.517,239298516.639,250916600.837,2.0,83320913850400.0,0.00389900062319,110,2.85069050095e-13,0.249579831933,0.124974348451,0.125003719426
769.0,-769.0,-4286.0,-1e+200,-1e+200,-1e+200,-1e+200,100824.0,1e+200,-1e+200,ref,cooper,nebraska,covid,225645990.4,6868459.88647,225645990.4,230502724.963,220789255.838,221274929.295,230017051.506,2.0,47175741212000.0,0.00391191516495,30,2.85069050095e-13,0.125210084034,0.124974348451,0.249993800956
769.0,-769.0,-4286.0,-1e+200,-1e+200,-1e+200,-1e+200,201649.0,1e+200,-1e+200,ref,cooper,nebraska,covid,189502592.226,8981054.78203,189502592.226,195853156.965,183152027.487,183787083.961,195218100.491,2.0,80659344997800.0,0.00391210917083,55,2.85069050095e-13,0.125210084034,0.124974348451,0.250006199044
769.0,-769.0,-4286.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,152352296.186,6266160.19576,152352296.186,156783140.553,147921451.82,148364536.256,156340056.116,2.0,39264763598900.0,0.00195585087924,5,2.85069050095e-13,0.125210084034,0.124974348451,0.12499008153
769.0,-769.0,-4286.0,-1e+200,-1e+200,-1e+200,-1e+200,302473.0,1e+200,-1e+200,ref,cooper,nebraska,covid,140000123.555,14247146.8203,140000123.555,150074377.685,129925869.426,130933294.839,149066952.272,2.0,202981192520000.0,0.00391210917083,80,2.85069050095e-13,0.125210084034,0.124974348451,0.250006199044
769.0,-769.0,-4286.0,-1e+200,-1e+200,-1e+200,-1e+200,403298.0,1e+200,-1e+200,ref,cooper,nebraska,covid,110975565.07,3853383.27482,110975565.07,113700318.514,108250811.626,108523286.97,113427843.169,2.0,14848562662700.0,0.00195606428571,105,2.85069050095e-13,0.125210084034,0.124974348451,0.125003719426
769.0,-620.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-180565559559000.0,8625603.57718,-180565559559000.0,-180565553459000.0,-180565565658000.0,-180565565048000.0,-180565554069000.0,2.0,74401037070600.0,0.00389964217608,6,2.85069050095e-13,0.249579831933,0.125008550516,0.12499008153
769.0,-620.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,100824.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-180565602393000.0,1889942.34312,-180565602393000.0,-180565601057000.0,-180565603730000.0,-180565603596000.0,-180565601191000.0,2.0,3571882060340.0,0.00779970984924,31,2.85069050095e-13,0.249579831933,0.125008550516,0.249993800956
769.0,-620.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,201649.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-180565656467000.0,4639103.37222,-180565656467000.0,-180565653186000.0,-180565659747000.0,-180565659419000.0,-180565653514000.0,2.0,21521280098200.0,0.00780009666478,56,2.85069050095e-13,0.249579831933,0.125008550516,0.250006199044
769.0,-620.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,302473.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-180565688623000.0,2995478.56064,-180565688623000.0,-180565686505000.0,-180565690742000.0,-180565690530000.0,-180565686717000.0,2.0,8972891807230.0,0.00780009666478,81,2.85069050095e-13,0.249579831933,0.125008550516,0.250006199044
769.0,-620.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,403298.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-180565730241000.0,221115.627137,-180565730241000.0,-180565730084000.0,-180565730397000.0,-180565730381000.0,-180565730100000.0,2.0,48892120564.3,0.00390006767317,106,2.85069050095e-13,0.249579831933,0.125008550516,0.125003719426
