npp_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,elec_data_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,prefix,ProbabilityWeight-ft_capacity,ProbabilityWeight,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight-htse_capacity,PointProbability
894.0,-703.0,-13224.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,117823.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1998949600.07,3130463.70119,1998949600.07,2001163172.18,1996736027.96,1996957385.17,2000941814.97,2.0,9799802984450.0,57,0.25,0.0156247016111,0.249995225778,0.25,1.69457067906e-13
894.0,-350.0,-8790.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,117823.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1997763853.34,3827218.08923,1997763853.34,2000470105.2,1995057601.47,1995328226.66,2000199480.01,2.0,14647598302500.0,84,0.25,0.0156247016111,0.249995225778,0.25,1.69457067906e-13
894.0,-703.0,-13224.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1953818226.96,5950803.0019,1953818226.96,1958026080.11,1949610373.8,1950031159.12,1957605294.8,2.0,35412056367400.0,52,0.25,0.00781201926239,0.124992308198,0.25,1.69457067906e-13
894.0,-879.0,-17658.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,471291.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1951645594.81,2775852.59504,1951645594.81,1953608419.0,1949682770.61,1949879053.03,1953412136.58,2.0,7705357629410.0,46,0.25,0.00389524199167,0.125001856642,0.124645892351,1.69457067906e-13
894.0,-703.0,-13224.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,235646.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1943684683.7,1378574.45131,1943684683.7,1944659483.04,1942709884.35,1942807364.29,1944562003.11,2.0,1900467517800.0,62,0.25,0.0156253646975,0.25000583516,0.25,1.69457067906e-13
894.0,-350.0,-8790.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,235646.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1934430938.56,454828.245765,1934430938.56,1934752550.7,1934109326.42,1934141487.64,1934720389.48,2.0,206868733146.0,89,0.25,0.0156253646975,0.25000583516,0.25,1.69457067906e-13
894.0,-703.0,-13224.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,353469.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1889424821.15,2058102.37038,1889424821.15,1890880119.29,1887969523.01,1888115052.82,1890734589.48,2.0,4235785366950.0,67,0.25,0.0156252983889,0.250004774222,0.25,1.69457067906e-13
894.0,-350.0,-8790.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,353469.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1888780338.19,1952604.51362,1888780338.19,1890161038.09,1887399638.3,1887537708.29,1890022968.1,2.0,3812664386610.0,94,0.25,0.0156252983889,0.250004774222,0.25,1.69457067906e-13
894.0,-526.0,-8790.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,117823.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1883770642.41,2786837.79337,1883770642.41,1885741234.31,1881800050.51,1881997109.7,1885544175.12,2.0,7766464886560.0,83,0.25,0.0156247016111,0.249995225778,0.25,1.69457067906e-13
894.0,-879.0,-13224.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,117823.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1865407620.0,6393524.90531,1865407620.0,1869928524.81,1860886715.18,1861338805.66,1869476434.33,2.0,40877160714800.0,56,0.25,0.00779021950017,0.249995225778,0.124645892351,1.69457067906e-13
894.0,-526.0,-8790.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1863388501.68,743181.822214,1863388501.68,1863914010.58,1862862992.77,1862915543.66,1863861459.69,2.0,552319220870.0,78,0.25,0.00781201926239,0.124992308198,0.25,1.69457067906e-13
894.0,-703.0,-13224.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,471291.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1837475863.9,4663832.4678,1837475863.9,1840773691.47,1834178036.34,1834507819.09,1840443908.71,2.0,21751333287700.0,72,0.25,0.00781261604011,0.125001856642,0.25,1.69457067906e-13
894.0,-350.0,-8790.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,471291.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1830762401.29,5380095.1739,1830762401.29,1834566703.07,1826958099.51,1827338529.68,1834186272.89,2.0,28945424080200.0,99,0.25,0.00781261604011,0.125001856642,0.25,1.69457067906e-13
894.0,-526.0,-8790.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,235646.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1830019559.18,8153591.54624,1830019559.18,1835785019.05,1824254099.3,1824830645.29,1835208473.06,2.0,66481055102900.0,88,0.25,0.0156253646975,0.25000583516,0.25,1.69457067906e-13
894.0,-879.0,-13224.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,235646.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1813447879.96,5637674.13422,1813447879.96,1817434317.57,1809461442.35,1809860086.11,1817035673.81,2.0,31783369643700.0,61,0.25,0.00779055010413,0.25000583516,0.124645892351,1.69457067906e-13
894.0,-526.0,-8790.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,353469.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1783878862.6,3836712.87282,1783878862.6,1786591828.29,1781165896.91,1781437193.48,1786320531.72,2.0,14720365668500.0,93,0.25,0.0156252983889,0.250004774222,0.25,1.69457067906e-13
894.0,-350.0,-4356.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,117823.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1781707614.87,7373294.42602,1781707614.87,1786921321.36,1776493908.38,1777015279.03,1786399950.71,2.0,54365470692800.0,109,0.125,0.00781235080557,0.249995225778,0.25,1.69457067906e-13
894.0,-879.0,-13224.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1772034328.62,1176617.39284,1772034328.62,1772866322.76,1771202334.48,1771285533.9,1772783123.34,2.0,1384428489140.0,51,0.25,0.00389494444811,0.124992308198,0.124645892351,1.69457067906e-13
894.0,-879.0,-13224.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,353469.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1763053256.6,2524420.36808,1763053256.6,1764838291.37,1761268221.84,1761446725.32,1764659787.89,2.0,6372698194770.0,66,0.25,0.00779051704374,0.250004774222,0.124645892351,1.69457067906e-13
894.0,-350.0,-4356.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1762128181.29,2693294.14791,1762128181.29,1764032627.85,1760223734.74,1760414179.39,1763842183.19,2.0,7253833367180.0,104,0.125,0.0039060096312,0.124992308198,0.25,1.69457067906e-13
894.0,-703.0,-8790.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,117823.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1740493222.58,1244713.49993,1740493222.58,1741373367.94,1739613077.23,1739701091.76,1741285353.4,2.0,1549311696900.0,82,0.25,0.0156247016111,0.249995225778,0.25,1.69457067906e-13
894.0,-526.0,-8790.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,471291.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1725637596.03,2055444.55234,1725637596.03,1727091014.81,1724184177.25,1724329519.13,1726945672.93,2.0,4224852307740.0,98,0.25,0.00781261604011,0.125001856642,0.25,1.69457067906e-13
894.0,-350.0,-4356.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,235646.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1712582595.87,1893502.58854,1712582595.87,1713921504.39,1711243687.35,1711377578.2,1713787613.54,2.0,3585352052810.0,114,0.125,0.00781268234875,0.25000583516,0.25,1.69457067906e-13
894.0,-879.0,-13224.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,471291.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1703754840.84,5312866.16995,1703754840.84,1707511604.54,1699998077.15,1700373753.52,1707135928.17,2.0,28226546939900.0,71,0.25,0.00389524199167,0.125001856642,0.124645892351,1.69457067906e-13
894.0,-703.0,-8790.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,235646.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1686508952.79,16654007.1659,1686508952.79,1698285114.19,1674732791.39,1675910407.53,1697107498.05,2.0,277355954681000.0,87,0.25,0.0156253646975,0.25000583516,0.25,1.69457067906e-13
894.0,-350.0,-4356.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,353469.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1668290048.31,12449086.8041,1668290048.31,1677092882.01,1659487214.61,1660367497.98,1676212598.64,2.0,154979762256000.0,119,0.125,0.00781264919443,0.250004774222,0.25,1.69457067906e-13
894.0,-703.0,-8790.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1666749368.32,1189493.26508,1666749368.32,1667590467.07,1665908269.56,1665992379.44,1667506357.2,2.0,1414894227660.0,77,0.25,0.00781201926239,0.124992308198,0.25,1.69457067906e-13
894.0,-703.0,-8790.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,353469.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1626786996.79,1450477.93641,1626786996.79,1627812639.57,1625761354.01,1625863918.28,1627710075.3,2.0,2103886244010.0,92,0.25,0.0156252983889,0.250004774222,0.25,1.69457067906e-13
894.0,-350.0,-4356.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,471291.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1612190664.42,3108103.60077,1612190664.42,1614388425.55,1609992903.29,1610212679.4,1614168649.44,2.0,9660307993090.0,124,0.125,0.00390630802006,0.125001856642,0.25,1.69457067906e-13
894.0,-526.0,-4356.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,117823.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1604824630.49,8123402.62083,1604824630.49,1610568743.57,1599080517.41,1599654928.72,1609994332.26,2.0,65989670140100.0,108,0.125,0.00781235080557,0.249995225778,0.25,1.69457067906e-13
894.0,-703.0,-8790.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,471291.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1582334924.26,9812585.27036,1582334924.26,1589273469.84,1575396378.67,1576090233.23,1588579615.28,2.0,96286829688100.0,97,0.25,0.00781261604011,0.125001856642,0.25,1.69457067906e-13
894.0,-879.0,-8790.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,117823.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1579131783.75,1316123.89642,1579131783.75,1580062423.88,1578201143.62,1578294207.63,1579969359.87,2.0,1732182110720.0,81,0.25,0.00779021950017,0.249995225778,0.124645892351,1.69457067906e-13
894.0,-526.0,-4356.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1577032128.97,8006045.96727,1577032128.97,1582693258.36,1571370999.57,1571937112.51,1582127145.42,2.0,64096772030000.0,103,0.125,0.0039060096312,0.124992308198,0.25,1.69457067906e-13
894.0,-526.0,-4356.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,235646.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1544889710.11,9464533.25343,1544889710.11,1551582145.76,1538197274.47,1538866518.03,1550912902.19,2.0,89577389705200.0,113,0.125,0.00781268234875,0.25000583516,0.25,1.69457067906e-13
894.0,-879.0,-8790.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,235646.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1515288653.97,4277417.12795,1515288653.97,1518313244.63,1512264063.31,1512566522.38,1518010785.56,2.0,18296297286500.0,86,0.25,0.00779055010413,0.25000583516,0.124645892351,1.69457067906e-13
894.0,-526.0,-4356.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,353469.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1499052449.64,9523759.74971,1499052449.64,1505786764.74,1492318134.54,1492991566.05,1505113333.23,2.0,90701999770100.0,118,0.125,0.00781264919443,0.250004774222,0.25,1.69457067906e-13
894.0,-879.0,-8790.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1490310251.3,1672038.50215,1490310251.3,1491492561.06,1489127941.54,1489246172.51,1491374330.09,2.0,2795712752680.0,76,0.25,0.00389494444811,0.124992308198,0.124645892351,1.69457067906e-13
894.0,-879.0,-8790.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,353469.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1466647255.0,5981120.27611,1466647255.0,1470876545.71,1462417964.29,1462840893.36,1470453616.63,2.0,35773799757200.0,91,0.25,0.00779051704374,0.250004774222,0.124645892351,1.69457067906e-13
894.0,-526.0,-4356.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,471291.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1437129937.06,158462.252624,1437129937.06,1437241986.79,1437017887.33,1437029092.3,1437230781.82,2.0,25110285506.7,123,0.125,0.00390630802006,0.125001856642,0.25,1.69457067906e-13
894.0,-703.0,-4356.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,117823.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1429807092.09,10280167.1076,1429807092.09,1437076267.96,1422537916.21,1423264833.8,1436349350.37,2.0,105681835761000.0,107,0.125,0.00781235080557,0.249995225778,0.25,1.69457067906e-13
894.0,-879.0,-8790.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,471291.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1417478240.75,869917.738271,1417478240.75,1418093365.48,1416863116.02,1416924628.49,1418031853.01,2.0,756756871359.0,96,0.25,0.00389524199167,0.125001856642,0.124645892351,1.69457067906e-13
894.0,-703.0,-4356.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1393327168.47,10698368.2358,1393327168.47,1400892057.19,1385762279.74,1386518768.61,1400135568.32,2.0,114455082908000.0,102,0.125,0.0039060096312,0.124992308198,0.25,1.69457067906e-13
894.0,-703.0,-4356.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,235646.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1383142625.53,8110934.34203,1383142625.53,1388877922.2,1377407328.85,1377980858.52,1388304392.54,2.0,65787255900700.0,112,0.125,0.00781268234875,0.25000583516,0.25,1.69457067906e-13
894.0,-703.0,-4356.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,353469.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1329555144.88,6194981.97425,1329555144.88,1333935658.64,1325174631.12,1325612682.49,1333497607.27,2.0,38377801661300.0,117,0.125,0.00781264919443,0.250004774222,0.25,1.69457067906e-13
894.0,-703.0,-4356.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,471291.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1270838601.19,19613239.431,1270838601.19,1284707255.79,1256969946.59,1258356812.05,1283320390.33,2.0,384679160977000.0,122,0.125,0.00390630802006,0.125001856642,0.25,1.69457067906e-13
894.0,-879.0,-4356.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,117823.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1253238183.24,3529440.49232,1253238183.24,1255733874.55,1250742491.94,1250992061.07,1255484305.42,2.0,12456950188800.0,106,0.125,0.00389510975009,0.249995225778,0.124645892351,1.69457067906e-13
894.0,-879.0,-4356.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1201092120.39,1702653.07083,1201092120.39,1202296077.92,1199888162.86,1200008558.61,1202175682.17,2.0,2899027479620.0,101,0.125,0.00194747222405,0.124992308198,0.124645892351,1.69457067906e-13
894.0,-879.0,-4356.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,235646.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1196034519.8,11245171.1202,1196034519.8,1203986056.56,1188082983.05,1188878136.72,1203190902.88,2.0,126453873523000.0,111,0.125,0.00389527505207,0.25000583516,0.124645892351,1.69457067906e-13
894.0,-879.0,-4356.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,353469.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1149666588.15,8096340.56959,1149666588.15,1155391565.47,1143941610.83,1144514108.56,1154819067.74,2.0,65550730618800.0,116,0.125,0.00389525852187,0.250004774222,0.124645892351,1.69457067906e-13
894.0,-879.0,-4356.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,471291.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1084371179.49,10102638.79,1084371179.49,1091514823.88,1077227535.09,1077941899.53,1090800459.44,2.0,102063310521000.0,121,0.125,0.00194762099584,0.125001856642,0.124645892351,1.69457067906e-13
894.0,-879.0,-22092.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-158486350125.0,1110.4277963,-158486350125.0,-158486349339.0,-158486350910.0,-158486350831.0,-158486349418.0,2.0,1233049.89079,1,0.125,0.00194747222405,0.124992308198,0.124645892351,1.69457067906e-13
894.0,-879.0,-22092.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,117823.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-158539617807.0,1185.62241357,-158539617807.0,-158539616969.0,-158539618646.0,-158539618562.0,-158539617053.0,2.0,1405700.50755,6,0.125,0.00389510975009,0.249995225778,0.124645892351,1.69457067906e-13
894.0,-879.0,-22092.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,235646.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-158592889538.0,32.4249502787,-158592889538.0,-158592889515.0,-158592889561.0,-158592889559.0,-158592889518.0,2.0,1051.37740057,11,0.125,0.00389527505207,0.25000583516,0.124645892351,1.69457067906e-13
894.0,-879.0,-22092.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,353469.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-158646159357.0,270.400196733,-158646159357.0,-158646159166.0,-158646159548.0,-158646159529.0,-158646159185.0,2.0,73116.2663933,16,0.125,0.00389525852187,0.250004774222,0.124645892351,1.69457067906e-13
894.0,-879.0,-22092.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,471291.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-158699432042.0,690.519486368,-158699432042.0,-158699431554.0,-158699432530.0,-158699432482.0,-158699431603.0,2.0,476817.161054,21,0.125,0.00194762099584,0.125001856642,0.124645892351,1.69457067906e-13
894.0,-526.0,-13224.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-328970123622.0,5776315.02072,-328970123622.0,-328966039150.0,-328974208093.0,-328973799646.0,-328966447597.0,2.0,33365815218600.0,53,0.25,0.00781201926239,0.124992308198,0.25,1.69457067906e-13
894.0,-526.0,-13224.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,117823.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-329021709906.0,7655966.32213,-329021709906.0,-329016296320.0,-329027123492.0,-329026582133.0,-329016837679.0,2.0,58613820325500.0,58,0.25,0.0156247016111,0.249995225778,0.25,1.69457067906e-13
894.0,-526.0,-13224.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,235646.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-329077233107.0,2442151.03793,-329077233107.0,-329075506245.0,-329078959969.0,-329078787282.0,-329075678932.0,2.0,5964101692050.0,63,0.25,0.0156253646975,0.25000583516,0.25,1.69457067906e-13
894.0,-526.0,-13224.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,353469.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-329127975475.0,983443.886031,-329127975475.0,-329127280075.0,-329128670875.0,-329128601335.0,-329127349615.0,2.0,967161876971.0,68,0.25,0.0156252983889,0.250004774222,0.25,1.69457067906e-13
894.0,-526.0,-13224.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,471291.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-329179584977.0,632629.086035,-329179584977.0,-329179137640.0,-329180032313.0,-329179987579.0,-329179182374.0,2.0,400219560498.0,73,0.25,0.00781261604011,0.125001856642,0.25,1.69457067906e-13
894.0,-173.0,-4356.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-499424018122.0,4245550.04741,-499424018122.0,-499421016065.0,-499427020179.0,-499426719974.0,-499421316271.0,2.0,18024695205100.0,105,0.125,0.00195853740714,0.124992308198,0.125354107649,1.69457067906e-13
894.0,-173.0,-4356.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,117823.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-499470767691.0,5692437.74464,-499470767691.0,-499466742530.0,-499474792853.0,-499474390336.0,-499467145046.0,2.0,32403847476600.0,110,0.125,0.00391724105548,0.249995225778,0.125354107649,1.69457067906e-13
894.0,-173.0,-4356.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,235646.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-499523938859.0,2668557.56683,-499523938859.0,-499522051904.0,-499525825815.0,-499525637119.0,-499522240600.0,2.0,7121199487460.0,115,0.125,0.00391740729668,0.25000583516,0.125354107649,1.69457067906e-13
894.0,-173.0,-4356.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,353469.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-499587645246.0,73823.9417432,-499587645246.0,-499587593045.0,-499587697448.0,-499587692228.0,-499587598265.0,2.0,5449974374.51,120,0.125,0.00391739067256,0.250004774222,0.125354107649,1.69457067906e-13
894.0,-173.0,-4356.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,471291.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-499631284071.0,7618309.25555,-499631284071.0,-499625897113.0,-499636671030.0,-499636132334.0,-499626435809.0,2.0,58038635913100.0,125,0.125,0.00195868702422,0.125001856642,0.125354107649,1.69457067906e-13
894.0,-703.0,-22092.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-260741833571000.0,1205068.61223,-260741833571000.0,-260741832719000.0,-260741834423000.0,-260741834338000.0,-260741832804000.0,2.0,1452190360170.0,2,0.125,0.0039060096312,0.124992308198,0.25,1.69457067906e-13
894.0,-703.0,-22092.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,117823.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-260741885080000.0,2650821.28046,-260741885080000.0,-260741883206000.0,-260741886955000.0,-260741886767000.0,-260741883393000.0,2.0,7026853460930.0,7,0.125,0.00781235080557,0.249995225778,0.25,1.69457067906e-13
