smr_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight-htse_capacity,ProbabilityWeight-meoh_capacity,PointProbability,prefix
480.0,-318.4,-5273.7,-1e+200,-1e+200,-1e+200,-1e+200,36790.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1538923612.63,36519541.9251,-1538923612.63,-1513100396.88,-1564746828.37,-1562164506.79,-1515682718.46,2.0,1333676942420000.0,0.00291595300158,0.142844106523,0.142894736842,0.142857142857,1.07010398565e-12,85
480.0,-318.4,-5273.7,-1e+200,-1e+200,-1e+200,-1e+200,73581.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1560144991.23,3407214.51263,-1560144991.23,-1557735726.75,-1562554255.72,-1562313329.27,-1557976653.2,2.0,11609110735100.0,0.00291634934701,0.14286352234,0.142894736842,0.142857142857,1.07010398565e-12,149
480.0,-155.6,-3909.5,-1e+200,-1e+200,-1e+200,-1e+200,36790.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1563128753.03,16800.5993042,-1563128753.03,-1563116873.21,-1563140632.85,-1563139444.86,-1563118061.19,2.0,282260136.979,0.00291595300158,0.142844106523,0.142894736842,0.142857142857,1.07010398565e-12,110
480.0,-101.3,-2545.3,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1564950052.69,26190279.531,-1564950052.69,-1546430728.43,-1583469376.95,-1581617444.52,-1548282660.86,2.0,685930741910000.0,0.0014577585108,0.0714113745622,0.142894736842,0.142857142857,1.07010398565e-12,55
480.0,-209.9,-3909.5,-1e+200,-1e+200,-1e+200,-1e+200,36790.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1565069739.52,1539081.22258,-1565069739.52,-1563981444.75,-1566158034.29,-1566049204.81,-1564090274.23,2.0,2368771009690.0,0.00291326796198,0.142844106523,0.142763157895,0.142857142857,1.07010398565e-12,102
480.0,-155.6,-3909.5,-1e+200,-1e+200,-1e+200,-1e+200,73581.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1567567187.25,19787037.6879,-1567567187.25,-1553575638.73,-1581558735.78,-1580159580.93,-1554974793.58,2.0,391526860463000.0,0.00291634934701,0.14286352234,0.142894736842,0.142857142857,1.07010398565e-12,174
480.0,-209.9,-3909.5,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1583237118.66,5485207.9432,-1583237118.66,-1579358490.93,-1587115746.4,-1586727883.62,-1579746353.7,2.0,30087506180100.0,0.00145641619173,0.0714113745622,0.142763157895,0.142857142857,1.07010398565e-12,38
480.0,-372.7,-5273.7,-1e+200,-1e+200,-1e+200,-1e+200,36790.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1584694948.29,7631511.54237,-1584694948.29,-1579298654.73,-1590091241.85,-1589551612.5,-1579838284.08,2.0,58239968421400.0,0.00291595300158,0.142844106523,0.142894736842,0.142857142857,1.07010398565e-12,77
480.0,-209.9,-3909.5,-1e+200,-1e+200,-1e+200,-1e+200,73581.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1585525682.28,11425128.5178,-1585525682.28,-1577446896.43,-1593604468.13,-1592796589.54,-1578254775.01,2.0,130533561648000.0,0.00291366394246,0.14286352234,0.142763157895,0.142857142857,1.07010398565e-12,166
480.0,-101.3,-2545.3,-1e+200,-1e+200,-1e+200,-1e+200,36790.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1601932107.05,348039.269962,-1601932107.05,-1601686006.12,-1602178207.98,-1602153597.88,-1601710616.21,2.0,121131333435.0,0.00291595300158,0.142844106523,0.142894736842,0.142857142857,1.07010398565e-12,119
480.0,-427.0,-6637.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1603998676.5,12788703.4386,-1603998676.5,-1594955697.57,-1613041655.42,-1612137357.53,-1595859995.47,2.0,163550935640000.0,0.0007288792554,0.0714113745622,0.0714473684211,0.142857142857,1.07010398565e-12,4
480.0,-264.1,-3909.5,-1e+200,-1e+200,-1e+200,-1e+200,36790.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1605021818.65,15466662.0773,-1605021818.65,-1594085237.01,-1615958400.29,-1614864742.12,-1595178895.18,2.0,239217635812000.0,0.00291326796198,0.142844106523,0.142763157895,0.142857142857,1.07010398565e-12,94
480.0,-372.7,-5273.7,-1e+200,-1e+200,-1e+200,-1e+200,73581.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1605696380.95,4581879.90117,-1605696380.95,-1602456502.6,-1608936259.3,-1608612271.47,-1602780490.44,2.0,20993623428800.0,0.00291634934701,0.14286352234,0.142894736842,0.142857142857,1.07010398565e-12,141
480.0,-155.6,-2545.3,-1e+200,-1e+200,-1e+200,-1e+200,36790.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1613161762.41,11958636.2447,-1613161762.41,-1604705729.63,-1621617795.19,-1620772191.91,-1605551332.9,2.0,143008980832000.0,0.00291595300158,0.142844106523,0.142894736842,0.142857142857,1.07010398565e-12,111
480.0,-47.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1613244106.74,7321869.44971,-1613244106.74,-1608066763.2,-1618421450.27,-1617903715.92,-1608584497.55,2.0,53609772238600.0,0.0003644396277,0.0714113745622,0.0714473684211,0.0714285714286,0.0,64
480.0,-264.1,-3909.5,-1e+200,-1e+200,-1e+200,-1e+200,73581.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1614673301.58,8371850.94054,-1614673301.58,-1608753509.01,-1620593094.15,-1620001114.89,-1609345488.26,2.0,70087888170600.0,0.00291366394246,0.14286352234,0.142763157895,0.142857142857,1.07010398565e-12,158
480.0,-318.4,-5273.7,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1617059782.89,27132829.5809,-1617059782.89,-1597873975.1,-1636245590.68,-1634327009.9,-1599792555.88,2.0,736190441066000.0,0.0014577585108,0.0714113745622,0.142894736842,0.142857142857,1.07010398565e-12,21
480.0,-47.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,36790.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1620522337.62,12440505.59,-1620522337.62,-1611725571.76,-1629319103.49,-1628439426.9,-1612605248.35,2.0,154766179334000.0,0.000728988250394,0.142844106523,0.0714473684211,0.0714285714286,0.0,128
480.0,-264.1,-3909.5,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1639452528.65,8742110.50479,-1639452528.65,-1633270923.03,-1645634134.27,-1645015973.71,-1633889083.59,2.0,76424496077900.0,0.00145641619173,0.0714113745622,0.142763157895,0.142857142857,1.07010398565e-12,30
480.0,-427.0,-5273.7,-1e+200,-1e+200,-1e+200,-1e+200,36790.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1639878911.81,34236933.8561,-1639878911.81,-1615669743.71,-1664088079.91,-1661667163.1,-1618090660.52,2.0,1172167639870000.0,0.00145797650079,0.142844106523,0.0714473684211,0.142857142857,1.07010398565e-12,69
480.0,-155.6,-2545.3,-1e+200,-1e+200,-1e+200,-1e+200,73581.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1650504058.12,1346629.50498,-1650504058.12,-1649551847.27,-1651456268.97,-1651361047.89,-1649647068.35,2.0,1813411023690.0,0.00291634934701,0.14286352234,0.142894736842,0.142857142857,1.07010398565e-12,175
480.0,-101.3,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,36790.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1652067545.14,25983648.5034,-1652067545.14,-1633694331.09,-1670440759.2,-1668603437.8,-1635531652.49,2.0,675149989546000.0,0.00145797650079,0.142844106523,0.142894736842,0.0714285714286,0.0,120
480.0,-155.6,-2545.3,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1654590118.35,13209148.6824,-1654590118.35,-1645249839.75,-1663930396.96,-1662996369.1,-1646183867.61,2.0,174481608914000.0,0.0014577585108,0.0714113745622,0.142894736842,0.142857142857,1.07010398565e-12,47
480.0,-101.3,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1659246777.56,19849696.848,-1659246777.56,-1645210922.32,-1673282632.81,-1671879047.28,-1646614507.84,2.0,394010464956000.0,0.0007288792554,0.0714113745622,0.142894736842,0.0714285714286,0.0,56
480.0,-372.7,-5273.7,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1660325762.18,9558927.22466,-1660325762.18,-1653566579.91,-1667084944.44,-1666409026.21,-1654242498.14,2.0,91373089686300.0,0.0014577585108,0.0714113745622,0.142894736842,0.142857142857,1.07010398565e-12,13
480.0,-318.4,-3909.5,-1e+200,-1e+200,-1e+200,-1e+200,36790.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1664075105.52,7471134.12055,-1664075105.52,-1658792215.92,-1669357995.12,-1668829706.16,-1659320504.88,2.0,55817845047200.0,0.00291595300158,0.142844106523,0.142894736842,0.142857142857,1.07010398565e-12,86
480.0,-427.0,-5273.7,-1e+200,-1e+200,-1e+200,-1e+200,73581.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1673561684.28,7047466.11665,-1673561684.28,-1668578373.2,-1678544995.36,-1678046664.25,-1669076704.31,2.0,49666778665300.0,0.00145817467351,0.14286352234,0.0714473684211,0.142857142857,1.07010398565e-12,133
480.0,-209.9,-2545.3,-1e+200,-1e+200,-1e+200,-1e+200,36790.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1675669411.52,38845108.9595,-1675669411.52,-1648201771.56,-1703137051.48,-1700390287.48,-1650948535.55,2.0,1508942490070000.0,0.00291326796198,0.142844106523,0.142763157895,0.142857142857,1.07010398565e-12,103
480.0,-318.4,-3909.5,-1e+200,-1e+200,-1e+200,-1e+200,73581.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1680926658.11,31889360.1527,-1680926658.11,-1658377475.3,-1703475840.92,-1701220922.64,-1660632393.58,2.0,1016931290950000.0,0.00291634934701,0.14286352234,0.142894736842,0.142857142857,1.07010398565e-12,150
480.0,-372.7,-3909.5,-1e+200,-1e+200,-1e+200,-1e+200,36790.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1698222864.25,9651788.48371,-1698222864.25,-1691398019.17,-1705047709.34,-1704365224.83,-1692080503.67,2.0,93157020934200.0,0.00291595300158,0.142844106523,0.142894736842,0.142857142857,1.07010398565e-12,78
480.0,-209.9,-2545.3,-1e+200,-1e+200,-1e+200,-1e+200,73581.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1700965234.06,31671668.5176,-1700965234.06,-1678569982.48,-1723360485.64,-1721120960.48,-1680809507.63,2.0,1003094586690000.0,0.00291366394246,0.14286352234,0.142763157895,0.142857142857,1.07010398565e-12,167
480.0,-209.9,-2545.3,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1707760985.86,23308038.9609,-1707760985.86,-1691279713.45,-1724242258.26,-1722594131.02,-1692927840.69,2.0,543264680201000.0,0.00145641619173,0.0714113745622,0.142763157895,0.142857142857,1.07010398565e-12,39
480.0,-155.6,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1709959908.06,18734221.9752,-1709959908.06,-1696712812.66,-1723207003.46,-1721882293.92,-1698037522.2,2.0,350971073017000.0,0.0007288792554,0.0714113745622,0.142894736842,0.0714285714286,0.0,48
480.0,-264.1,-2545.3,-1e+200,-1e+200,-1e+200,-1e+200,36790.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1721947608.59,15228627.1284,-1721947608.59,-1711179343.08,-1732715874.1,-1731639047.55,-1712256169.63,2.0,231911084215000.0,0.00291326796198,0.142844106523,0.142763157895,0.142857142857,1.07010398565e-12,95
480.0,-372.7,-3909.5,-1e+200,-1e+200,-1e+200,-1e+200,73581.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1726084396.66,14420438.3104,-1726084396.66,-1715887606.94,-1736281186.37,-1735261507.4,-1716907285.91,2.0,207949041065000.0,0.00291634934701,0.14286352234,0.142894736842,0.142857142857,1.07010398565e-12,142
480.0,-427.0,-5273.7,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1731840983.46,20118717.2734,-1731840983.46,-1717614902.05,-1746067064.88,-1744644456.73,-1719037510.19,2.0,404762784727000.0,0.0007288792554,0.0714113745622,0.0714473684211,0.142857142857,1.07010398565e-12,5
480.0,-318.4,-3909.5,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1735540508.76,2777421.46997,-1735540508.76,-1733576575.21,-1737504442.32,-1737308048.96,-1733772968.56,2.0,7714070021860.0,0.0014577585108,0.0714113745622,0.142894736842,0.142857142857,1.07010398565e-12,22
480.0,-264.1,-2545.3,-1e+200,-1e+200,-1e+200,-1e+200,73581.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1741152587.51,11707689.1742,-1741152587.51,-1732874001.1,-1749431173.91,-1748603315.27,-1733701859.74,2.0,137069985801000.0,0.00291366394246,0.14286352234,0.142763157895,0.142857142857,1.07010398565e-12,159
480.0,-155.6,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,36790.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1759207738.76,19742846.5082,-1759207738.76,-1745247438.12,-1773168039.41,-1771772009.34,-1746643468.18,2.0,389779988248000.0,0.00145797650079,0.142844106523,0.142894736842,0.0714285714286,0.0,112
480.0,-155.6,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,73581.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1759780964.8,5981979.4365,-1759780964.8,-1755551066.58,-1764010863.03,-1763587873.21,-1755974056.4,2.0,35784077978700.0,0.00145817467351,0.14286352234,0.142894736842,0.0714285714286,0.0,176
480.0,-264.1,-2545.3,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1764681392.47,10574824.3106,-1764681392.47,-1757203862.49,-1772158922.45,-1771411169.45,-1757951615.49,2.0,111826909200000.0,0.00145641619173,0.0714113745622,0.142763157895,0.142857142857,1.07010398565e-12,31
480.0,-372.7,-3909.5,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1772527892.68,1765468.124,-1772527892.68,-1771279518.2,-1773776267.16,-1773651429.72,-1771404355.65,2.0,3116877696870.0,0.0014577585108,0.0714113745622,0.142894736842,0.142857142857,1.07010398565e-12,14
480.0,-427.0,-3909.5,-1e+200,-1e+200,-1e+200,-1e+200,36790.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1786695854.3,21456850.1692,-1786695854.3,-1771523570.04,-1801868138.55,-1800350910.13,-1773040798.47,2.0,460396419185000.0,0.00145797650079,0.142844106523,0.0714473684211,0.142857142857,1.07010398565e-12,70
480.0,-318.4,-2545.3,-1e+200,-1e+200,-1e+200,-1e+200,36790.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1789634225.65,15020517.3176,-1789634225.65,-1779013116.0,-1800255335.3,-1799193224.34,-1780075226.96,2.0,225615940487000.0,0.00291595300158,0.142844106523,0.142894736842,0.142857142857,1.07010398565e-12,87
480.0,-209.9,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,36790.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1793544524.36,11141403.3406,-1793544524.36,-1785666362.51,-1801422686.22,-1800634870.03,-1786454178.69,2.0,124130868398000.0,0.00145663398099,0.142844106523,0.142763157895,0.0714285714286,0.0,104
480.0,-427.0,-3909.5,-1e+200,-1e+200,-1e+200,-1e+200,73581.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1799984113.3,4763786.01515,-1799984113.3,-1796615607.9,-1803352618.69,-1803015768.15,-1796952458.44,2.0,22693657198200.0,0.00145817467351,0.14286352234,0.0714473684211,0.142857142857,1.07010398565e-12,134
480.0,-318.4,-2545.3,-1e+200,-1e+200,-1e+200,-1e+200,73581.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1805522331.18,11010370.183,-1805522331.18,-1797736823.76,-1813307838.6,-1812529287.86,-1798515374.5,2.0,121228251567000.0,0.00291634934701,0.14286352234,0.142894736842,0.142857142857,1.07010398565e-12,151
