npp_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,elec_data_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight,ProbabilityWeight-htse_capacity,ProbabilityWeight-meoh_capacity,ProbabilityWeight-h2_storage_capacity,prefix,PointProbability
1193.0,-800.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-235160184424000.0,5025484.68127,-235160184424000.0,-235160180870000.0,-235160187977000.0,-235160187622000.0,-235160181226000.0,2.0,25255496281700.0,0.00390592721826,0.25,0.124987287705,0.125002383522,106,1.21200144652e-13
1193.0,-600.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-240935544143000.0,4079004.57698,-240935544143000.0,-240935541259000.0,-240935547028000.0,-240935546739000.0,-240935541547000.0,2.0,16638278339000.0,0.00781205308962,0.25,0.25,0.124992849434,12,1.21200144652e-13
1193.0,-600.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-240935595743000.0,4270293.02588,-240935595743000.0,-240935592723000.0,-240935598762000.0,-240935598460000.0,-240935593025000.0,2.0,18235402526800.0,0.0156247020597,0.25,0.25,0.249995232956,37,1.21200144652e-13
1193.0,-600.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-240935659794000.0,1769628.12431,-240935659794000.0,-240935658543000.0,-240935661046000.0,-240935660920000.0,-240935658668000.0,2.0,3131583698330.0,0.0156252979403,0.25,0.25,0.250004767044,62,1.21200144652e-13
1193.0,-600.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-240935710660000.0,8671052.77715,-240935710660000.0,-240935704529000.0,-240935716792000.0,-240935716179000.0,-240935705142000.0,2.0,75187156264100.0,0.0156252979403,0.25,0.25,0.250004767044,87,1.21200144652e-13
1193.0,-600.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-240935767173000.0,3788197.47776,-240935767173000.0,-240935764494000.0,-240935769852000.0,-240935769584000.0,-240935764762000.0,2.0,14350440130500.0,0.00781264897013,0.25,0.25,0.125002383522,112,1.21200144652e-13
1193.0,-400.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-246658608765000.0,2985569.2325,-246658608765000.0,-246658606654000.0,-246658610876000.0,-246658610665000.0,-246658606865000.0,2.0,8913623642030.0,0.00781284756262,0.25,0.250025424591,0.124992849434,18,1.21200144652e-13
1193.0,-400.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-246658671631000.0,786361.209571,-246658671631000.0,-246658671074000.0,-246658672187000.0,-246658672131000.0,-246658671130000.0,2.0,618363951919.0,0.0156262910664,0.25,0.250025424591,0.249995232956,43,1.21200144652e-13
1193.0,-400.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-246658724092000.0,5329299.29699,-246658724092000.0,-246658720323000.0,-246658727860000.0,-246658727483000.0,-246658720700000.0,2.0,28401430996900.0,0.0156268870075,0.25,0.250025424591,0.250004767044,68,1.21200144652e-13
1193.0,-400.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-246658778945000.0,5229749.2467,-246658778945000.0,-246658775247000.0,-246658782643000.0,-246658782273000.0,-246658775617000.0,2.0,27350277183400.0,0.0156268870075,0.25,0.250025424591,0.250004767044,93,1.21200144652e-13
1193.0,-400.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-246658836382000.0,6633896.61372,-246658836382000.0,-246658831691000.0,-246658841073000.0,-246658840604000.0,-246658832160000.0,2.0,44008584281500.0,0.00781344350374,0.25,0.250025424591,0.125002383522,118,1.21200144652e-13
1193.0,-200.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-252381668920000.0,700325.826029,-252381668920000.0,-252381668425000.0,-252381669416000.0,-252381669366000.0,-252381668475000.0,2.0,490456262603.0,0.00390602654481,0.125,0.25,0.124992849434,24,1.21200144652e-13
1193.0,-200.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-252381719868000.0,4081751.66473,-252381719868000.0,-252381716981000.0,-252381722754000.0,-252381722465000.0,-252381717270000.0,2.0,16660696652500.0,0.00781235102987,0.125,0.25,0.249995232956,49,1.21200144652e-13
1193.0,-200.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-252381767809000.0,2777500.60936,-252381767809000.0,-252381765845000.0,-252381769773000.0,-252381769577000.0,-252381766042000.0,2.0,7714509634970.0,0.00781264897013,0.125,0.25,0.250004767044,74,1.21200144652e-13
1193.0,-200.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-252381837698000.0,13878337.0425,-252381837698000.0,-252381827885000.0,-252381847512000.0,-252381846530000.0,-252381828866000.0,2.0,192608239066000.0,0.00781264897013,0.125,0.25,0.250004767044,99,1.21200144652e-13
1193.0,-200.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-252381890212000.0,3563495.60391,-252381890212000.0,-252381887692000.0,-252381892731000.0,-252381892479000.0,-252381887944000.0,2.0,12698500919100.0,0.00390632448506,0.125,0.25,0.125002383522,124,1.21200144652e-13
1193.0,-600.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-499041894605000.0,2848468.07772,-499041894605000.0,-499041892591000.0,-499041896620000.0,-499041896418000.0,-499041892793000.0,2.0,8113770389800.0,0.0039056293083,0.25,0.124987287705,0.124992849434,11,1.21200144652e-13
1193.0,-600.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-499041955823000.0,4561123.34913,-499041955823000.0,-499041952598000.0,-499041959048000.0,-499041958726000.0,-499041952921000.0,2.0,20803846206000.0,0.00781155652656,0.25,0.124987287705,0.249995232956,36,1.21200144652e-13
1193.0,-600.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-499042007111000.0,8007819.89461,-499042007111000.0,-499042001448000.0,-499042012773000.0,-499042012207000.0,-499042002014000.0,2.0,64125179464500.0,0.00781185443652,0.25,0.124987287705,0.250004767044,61,1.21200144652e-13
1193.0,-600.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-499042065931000.0,7314952.65301,-499042065931000.0,-499042060759000.0,-499042071104000.0,-499042070586000.0,-499042061276000.0,2.0,53508532315700.0,0.00781185443652,0.25,0.124987287705,0.250004767044,86,1.21200144652e-13
1193.0,-600.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-499042118815000.0,1334343.55334,-499042118815000.0,-499042117872000.0,-499042119759000.0,-499042119664000.0,-499042117966000.0,2.0,1780472718340.0,0.00390592721826,0.25,0.124987287705,0.125002383522,111,1.21200144652e-13
1193.0,-400.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-504817477441000.0,6506812.06844,-504817477441000.0,-504817472840000.0,-504817482042000.0,-504817481582000.0,-504817473300000.0,2.0,42338603294000.0,0.00781205308962,0.25,0.25,0.124992849434,17,1.21200144652e-13
1193.0,-400.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-504817528500000.0,4162127.87383,-504817528500000.0,-504817525557000.0,-504817531443000.0,-504817531149000.0,-504817525851000.0,2.0,17323308438100.0,0.0156247020597,0.25,0.25,0.249995232956,42,1.21200144652e-13
1193.0,-400.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-504817585726000.0,36330.2625339,-504817585726000.0,-504817585701000.0,-504817585752000.0,-504817585749000.0,-504817585703000.0,2.0,1319887975.78,0.0156252979403,0.25,0.25,0.250004767044,67,1.21200144652e-13
1193.0,-400.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-504817646425000.0,7889649.66775,-504817646425000.0,-504817640846000.0,-504817652004000.0,-504817651446000.0,-504817641404000.0,2.0,62246571879800.0,0.0156252979403,0.25,0.25,0.250004767044,92,1.21200144652e-13
1193.0,-400.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-504817697407000.0,4778125.62564,-504817697407000.0,-504817694028000.0,-504817700785000.0,-504817700448000.0,-504817694366000.0,2.0,22830484494400.0,0.00781264897013,0.25,0.25,0.125002383522,117,1.21200144652e-13
1193.0,-200.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-510540540752000.0,2287176.17237,-510540540752000.0,-510540539134000.0,-510540542369000.0,-510540542207000.0,-510540539296000.0,2.0,5231174843450.0,0.00390642378131,0.125,0.250025424591,0.124992849434,23,1.21200144652e-13
1193.0,-200.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-510540593956000.0,12470351.3452,-510540593956000.0,-510540585139000.0,-510540602774000.0,-510540601893000.0,-510540586020000.0,2.0,155509662674000.0,0.00781314553318,0.125,0.250025424591,0.249995232956,48,1.21200144652e-13
1193.0,-200.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-510540652724000.0,2888408.29715,-510540652724000.0,-510540650682000.0,-510540654767000.0,-510540654562000.0,-510540650886000.0,2.0,8342902491040.0,0.00781344350374,0.125,0.250025424591,0.250004767044,73,1.21200144652e-13
1193.0,-200.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-510540708655000.0,10252389.8782,-510540708655000.0,-510540701405000.0,-510540715904000.0,-510540715179000.0,-510540702130000.0,2.0,105111498215000.0,0.00781344350374,0.125,0.250025424591,0.250004767044,98,1.21200144652e-13
1193.0,-200.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-510540769393000.0,8855960.53752,-510540769393000.0,-510540763131000.0,-510540775655000.0,-510540775029000.0,-510540763757000.0,2.0,78428037042100.0,0.00390672175187,0.125,0.250025424591,0.125002383522,123,1.21200144652e-13
1193.0,-400.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-762923838358000.0,5617798.62065,-762923838358000.0,-762923834386000.0,-762923842330000.0,-762923841933000.0,-762923834783000.0,2.0,31559661342100.0,0.0039056293083,0.25,0.124987287705,0.124992849434,16,1.21200144652e-13
1193.0,-400.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-762923890965000.0,10385842.5388,-762923890965000.0,-762923883621000.0,-762923898309000.0,-762923897574000.0,-762923884355000.0,2.0,107865725240000.0,0.00781155652656,0.25,0.124987287705,0.249995232956,41,1.21200144652e-13
1193.0,-400.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-762923940404000.0,140311.640533,-762923940404000.0,-762923940305000.0,-762923940503000.0,-762923940494000.0,-762923940315000.0,2.0,19687356469.0,0.00781185443652,0.25,0.124987287705,0.250004767044,66,1.21200144652e-13
1193.0,-400.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-762924002865000.0,2281941.68184,-762924002865000.0,-762924001251000.0,-762924004478000.0,-762924004317000.0,-762924001412000.0,2.0,5207257839310.0,0.00781185443652,0.25,0.124987287705,0.250004767044,91,1.21200144652e-13
1193.0,-400.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-762924055522000.0,2176613.17703,-762924055522000.0,-762924053983000.0,-762924057061000.0,-762924056907000.0,-762924054137000.0,2.0,4737644922430.0,0.00390592721826,0.25,0.124987287705,0.125002383522,116,1.21200144652e-13
1193.0,-200.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-768699396582000.0,6719239.93859,-768699396582000.0,-768699391831000.0,-768699401333000.0,-768699400858000.0,-768699392306000.0,2.0,45148185352400.0,0.00390602654481,0.125,0.25,0.124992849434,22,1.21200144652e-13
1193.0,-200.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-768699477230000.0,963334.613136,-768699477230000.0,-768699476549000.0,-768699477911000.0,-768699477843000.0,-768699476617000.0,2.0,928013576865.0,0.00781235102987,0.125,0.25,0.249995232956,47,1.21200144652e-13
1193.0,-200.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-768699522953000.0,4993675.15126,-768699522953000.0,-768699519422000.0,-768699526484000.0,-768699526131000.0,-768699519775000.0,2.0,24936791516300.0,0.00781264897013,0.125,0.25,0.250004767044,72,1.21200144652e-13
1193.0,-200.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-768699583026000.0,5298112.28612,-768699583026000.0,-768699579280000.0,-768699586772000.0,-768699586398000.0,-768699579654000.0,2.0,28069993796300.0,0.00781264897013,0.125,0.25,0.250004767044,97,1.21200144652e-13
1193.0,-200.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-768699626329000.0,11470711.837,-768699626329000.0,-768699618218000.0,-768699634440000.0,-768699633629000.0,-768699619029000.0,2.0,131577230048000.0,0.00390632448506,0.125,0.25,0.125002383522,122,1.21200144652e-13
1193.0,-200.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-1026805759530000.0,170073.764953,-1026805759530000.0,-1026805759410000.0,-1026805759650000.0,-1026805759640000.0,-1026805759420000.0,2.0,28925085525.2,0.00195281465415,0.125,0.124987287705,0.124992849434,21,1.21200144652e-13
1193.0,-200.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-1026805812900000.0,7133799.40868,-1026805812900000.0,-1026805807850000.0,-1026805817940000.0,-1026805817440000.0,-1026805808360000.0,2.0,50891094003200.0,0.00390577826328,0.125,0.124987287705,0.249995232956,46,1.21200144652e-13
1193.0,-200.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-1026805876670000.0,12159785.5391,-1026805876670000.0,-1026805868070000.0,-1026805885270000.0,-1026805884410000.0,-1026805868930000.0,2.0,147860384358000.0,0.00390592721826,0.125,0.124987287705,0.250004767044,71,1.21200144652e-13
1193.0,-200.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-1026805936850000.0,5844399.12041,-1026805936850000.0,-1026805932720000.0,-1026805940990000.0,-1026805940570000.0,-1026805933130000.0,2.0,34157001078600.0,0.00390592721826,0.125,0.124987287705,0.250004767044,96,1.21200144652e-13
1193.0,-200.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-1026805988060000.0,6734204.08585,-1026805988060000.0,-1026805983300000.0,-1026805992820000.0,-1026805992350000.0,-1026805983770000.0,2.0,45349504669900.0,0.00195296360913,0.125,0.124987287705,0.125002383522,121,1.21200144652e-13
