npp_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,elec_data_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-meoh_capacity,ProbabilityWeight,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight-htse_capacity,prefix,PointProbability
522.0,-522.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,683849386.186,46638.8339329,683849386.186,683882364.822,683816407.55,683819705.414,683879066.958,2.0,2175180830.62,0.25,0.00391623744292,0.12498630137,0.125333333333,2,1.0563053673200001e-12
522.0,-334.0,-8222.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,671547009.671,841760.100391,671547009.671,672142223.946,670951795.396,671011316.823,672082702.519,2.0,708560066609.0,0.25,0.00779081278539,0.12498630137,0.249333333333,13,1.0563053673200001e-12
522.0,-428.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,273760.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,667601693.171,295067.628825,667601693.171,667810337.492,667393048.85,667413913.282,667789473.06,2.0,87064905580.2,0.25,0.0078336194825,0.12500456621,0.250666666667,107,1.0563053673200001e-12
522.0,-522.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,136880.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,660692824.624,631599.335052,660692824.624,661139432.797,660246216.452,660290877.269,661094771.98,2.0,398917720038.0,0.25,0.0078336194825,0.25000913242,0.125333333333,52,1.0563053673200001e-12
522.0,-334.0,-8222.0,-1e+200,-1e+200,-1e+200,-1e+200,68440.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,644463930.497,682114.692175,644463930.497,644946258.422,643981602.573,644029835.365,644898025.629,2.0,465280453280.0,0.25,0.0155827640791,0.24999086758,0.249333333333,38,1.0563053673200001e-12
522.0,-522.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,205320.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,630704281.582,375001.236517,630704281.582,630969447.499,630439115.664,630465632.256,630942930.907,2.0,140625927389.0,0.25,0.0078336194825,0.25000913242,0.125333333333,77,1.0563053673200001e-12
522.0,-334.0,-8222.0,-1e+200,-1e+200,-1e+200,-1e+200,136880.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,615110011.361,50615.2085477,615110011.361,615145801.719,615074221.004,615077800.04,615142222.683,2.0,2561899336.33,0.25,0.0155839025875,0.25000913242,0.249333333333,63,1.0563053673200001e-12
522.0,-522.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,273760.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,600986967.635,493452.435686,600986967.635,601335891.199,600638044.072,600672936.428,601300998.843,2.0,243495306284.0,0.25,0.00391680974125,0.12500456621,0.125333333333,102,1.0563053673200001e-12
522.0,-334.0,-8222.0,-1e+200,-1e+200,-1e+200,-1e+200,205320.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,585341755.073,617029.82655,585341755.073,585778061.047,584905449.098,584949079.696,585734430.45,2.0,380725806852.0,0.25,0.0155839025875,0.25000913242,0.249333333333,88,1.0563053673200001e-12
522.0,-428.0,-8222.0,-1e+200,-1e+200,-1e+200,-1e+200,68440.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,577701625.455,767810.696685,577701625.455,578244549.605,577158701.304,577212993.719,578190257.19,2.0,589533265943.0,0.25,0.0156660943683,0.24999086758,0.250666666667,33,1.0563053673200001e-12
522.0,-428.0,-8222.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,572503654.424,789346.231225,572503654.424,573061806.497,571945502.351,572001317.559,573005991.29,2.0,623067472748.0,0.25,0.00783247488584,0.12498630137,0.250666666667,8,1.0563053673200001e-12
522.0,-241.0,-5916.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,567889359.163,1543185.64595,567889359.163,568980556.198,566798162.129,566907281.832,568871436.495,2.0,2381421937880.0,0.25,0.00779081278539,0.12498630137,0.249333333333,19,1.0563053673200001e-12
522.0,-334.0,-8222.0,-1e+200,-1e+200,-1e+200,-1e+200,273760.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,555092071.245,397318.35583,555092071.245,555373017.749,554811124.741,554839219.392,555344923.098,2.0,157861875880.0,0.25,0.00779195129376,0.12500456621,0.249333333333,113,1.0563053673200001e-12
522.0,-428.0,-8222.0,-1e+200,-1e+200,-1e+200,-1e+200,136880.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,546883536.354,327554.394144,546883536.354,547115152.287,546651920.42,546675082.014,547091990.694,2.0,107291881123.0,0.25,0.015667238965,0.25000913242,0.250666666667,58,1.0563053673200001e-12
522.0,-241.0,-5916.0,-1e+200,-1e+200,-1e+200,-1e+200,68440.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,538742235.234,737216.032743,538742235.234,539263525.69,538220944.778,538273073.824,539211396.644,2.0,543487478933.0,0.25,0.0155827640791,0.24999086758,0.249333333333,44,1.0563053673200001e-12
522.0,-428.0,-8222.0,-1e+200,-1e+200,-1e+200,-1e+200,205320.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,517391991.155,531235.66838,517391991.155,517767631.498,517016350.811,517053914.846,517730067.464,2.0,282211335359.0,0.25,0.015667238965,0.25000913242,0.250666666667,83,1.0563053673200001e-12
522.0,-241.0,-5916.0,-1e+200,-1e+200,-1e+200,-1e+200,136880.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,510527108.731,138117.229129,510527108.731,510624772.36,510429445.102,510439211.465,510615005.998,2.0,19076368982.2,0.25,0.0155839025875,0.25000913242,0.249333333333,69,1.0563053673200001e-12
522.0,-522.0,-8222.0,-1e+200,-1e+200,-1e+200,-1e+200,68440.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,498466394.186,903428.020262,498466394.186,499105214.265,497827574.106,497891456.114,499041332.257,2.0,816182187795.0,0.25,0.00783304718417,0.24999086758,0.125333333333,28,1.0563053673200001e-12
522.0,-428.0,-8222.0,-1e+200,-1e+200,-1e+200,-1e+200,273760.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,487372845.665,328029.802499,487372845.665,487604797.763,487140893.568,487164088.777,487581602.553,2.0,107603551327.0,0.25,0.0078336194825,0.12500456621,0.250666666667,108,1.0563053673200001e-12
522.0,-241.0,-5916.0,-1e+200,-1e+200,-1e+200,-1e+200,205320.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,479493390.793,732364.845232,479493390.793,480011250.942,478975530.645,479027316.66,479959464.927,2.0,536358266531.0,0.25,0.0155839025875,0.25000913242,0.249333333333,94,1.0563053673200001e-12
522.0,-147.0,-3611.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,475380552.96,666288.133456,475380552.96,475851689.818,474909416.103,474956529.788,475804576.132,2.0,443939876784.0,0.124972890913,0.00195769405898,0.12498630137,0.125333333333,25,1.0563053673200001e-12
522.0,-522.0,-8222.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,473576816.922,62363.3717981,473576816.922,473620914.485,473532719.358,473537129.115,473616504.728,2.0,3889190142.02,0.25,0.00391623744292,0.12498630137,0.125333333333,3,1.0563053673200001e-12
522.0,-522.0,-8222.0,-1e+200,-1e+200,-1e+200,-1e+200,136880.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,470126875.339,295970.085889,470126875.339,470336157.793,469917592.884,469938521.129,470315229.548,2.0,87598291741.2,0.25,0.0078336194825,0.25000913242,0.125333333333,53,1.0563053673200001e-12
522.0,-334.0,-5916.0,-1e+200,-1e+200,-1e+200,-1e+200,68440.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,468902234.607,1243904.79592,468902234.607,469781808.123,468022661.09,468110618.442,469693850.772,2.0,1547299141300.0,0.25,0.0155827640791,0.24999086758,0.249333333333,39,1.0563053673200001e-12
522.0,-334.0,-5916.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,467419137.734,34439.4154692,467419137.734,467443490.078,467394785.39,467397220.624,467441054.844,2.0,1186073337.86,0.25,0.00779081278539,0.12498630137,0.249333333333,14,1.0563053673200001e-12
522.0,-241.0,-5916.0,-1e+200,-1e+200,-1e+200,-1e+200,273760.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,449847351.331,1216168.47801,449847351.331,450707312.308,448987390.353,449073386.451,450621316.211,2.0,1479065766900.0,0.25,0.00779195129376,0.12500456621,0.249333333333,119,1.0563053673200001e-12
522.0,-147.0,-3611.0,-1e+200,-1e+200,-1e+200,-1e+200,68440.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,447703766.762,391868.498523,447703766.762,447980859.635,447426673.889,447454383.177,447953150.347,2.0,153560920134.0,0.124972890913,0.00391567420506,0.24999086758,0.125333333333,50,1.0563053673200001e-12
522.0,-334.0,-5916.0,-1e+200,-1e+200,-1e+200,-1e+200,136880.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,440884534.594,1041287.71102,440884534.594,441620836.196,440148232.993,440221863.153,441547206.036,2.0,1084280097130.0,0.25,0.0155839025875,0.25000913242,0.249333333333,64,1.0563053673200001e-12
522.0,-522.0,-8222.0,-1e+200,-1e+200,-1e+200,-1e+200,205320.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,439825042.897,171234.770462,439825042.897,439946124.164,439703961.629,439716069.756,439934016.037,2.0,29321346615.1,0.25,0.0078336194825,0.25000913242,0.125333333333,78,1.0563053673200001e-12
522.0,-147.0,-3611.0,-1e+200,-1e+200,-1e+200,-1e+200,136880.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,417079521.091,1987363.61781,417079521.091,418484799.382,415674242.8,415814770.629,418344271.553,2.0,3949614149380.0,0.124972890913,0.00391596029216,0.25000913242,0.125333333333,75,1.0563053673200001e-12
522.0,-334.0,-5916.0,-1e+200,-1e+200,-1e+200,-1e+200,205320.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,409898532.13,1127085.77076,409898532.13,410695502.121,409101562.138,409181259.138,410615805.122,2.0,1270322334640.0,0.25,0.0155839025875,0.25000913242,0.249333333333,89,1.0563053673200001e-12
522.0,-522.0,-8222.0,-1e+200,-1e+200,-1e+200,-1e+200,273760.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,408649626.062,568035.660881,408649626.062,409051287.93,408247964.195,408288130.381,409011121.743,2.0,322664512033.0,0.25,0.00391680974125,0.12500456621,0.125333333333,103,1.0563053673200001e-12
522.0,-428.0,-5916.0,-1e+200,-1e+200,-1e+200,-1e+200,68440.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,386887208.725,363256.268576,386887208.725,387144069.696,386630347.754,386656033.852,387118383.599,2.0,131955116660.0,0.25,0.0156660943683,0.24999086758,0.250666666667,34,1.0563053673200001e-12
522.0,-147.0,-3611.0,-1e+200,-1e+200,-1e+200,-1e+200,205320.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,386266495.697,1605028.58194,386266495.697,387401422.292,385131569.103,385245061.762,387287929.632,2.0,2576116748840.0,0.124972890913,0.00391596029216,0.25000913242,0.125333333333,100,1.0563053673200001e-12
522.0,-334.0,-5916.0,-1e+200,-1e+200,-1e+200,-1e+200,273760.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,380465157.999,353234.8814,380465157.999,380714932.779,380215383.219,380240360.697,380689955.301,2.0,124774881438.0,0.25,0.00779195129376,0.12500456621,0.249333333333,114,1.0563053673200001e-12
522.0,-241.0,-3611.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,371573583.115,60746.6554235,371573583.115,371616537.487,371530628.743,371534924.181,371612242.05,2.0,3690156145.14,0.124972890913,0.00389456158541,0.12498630137,0.249333333333,20,1.0563053673200001e-12
522.0,-241.0,-3611.0,-1e+200,-1e+200,-1e+200,-1e+200,68440.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,369022753.023,165975.373834,369022753.023,369140115.335,368905390.711,368917126.942,369128379.104,2.0,27547824719.4,0.124972890913,0.00778969230155,0.24999086758,0.249333333333,45,1.0563053673200001e-12
522.0,-428.0,-5916.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,366522486.318,816254.556054,366522486.318,367099665.449,365945307.186,366003025.099,367041947.536,2.0,666271500278.0,0.25,0.00783247488584,0.12498630137,0.250666666667,9,1.0563053673200001e-12
522.0,-147.0,-3611.0,-1e+200,-1e+200,-1e+200,-1e+200,273760.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,358491121.152,75629.470966,358491121.152,358544599.263,358437643.04,358442990.851,358539251.452,2.0,5719816878.6,0.124972890913,0.00195798014608,0.12500456621,0.125333333333,125,1.0563053673200001e-12
522.0,-428.0,-5916.0,-1e+200,-1e+200,-1e+200,-1e+200,136880.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,355594228.703,362126.044071,355594228.703,355850290.485,355338166.922,355363773.1,355824684.307,2.0,131135271795.0,0.25,0.015667238965,0.25000913242,0.250666666667,59,1.0563053673200001e-12
522.0,-241.0,-3611.0,-1e+200,-1e+200,-1e+200,-1e+200,136880.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,338305102.535,524785.823957,338305102.535,338676182.149,337934022.92,337971130.881,338639074.188,2.0,275400161026.0,0.124972890913,0.00779026143228,0.25000913242,0.249333333333,70,1.0563053673200001e-12
522.0,-428.0,-5916.0,-1e+200,-1e+200,-1e+200,-1e+200,205320.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,326810303.721,306993.490159,326810303.721,327027380.9,326593226.542,326614934.26,327005673.182,2.0,94245003000.2,0.25,0.015667238965,0.25000913242,0.250666666667,84,1.0563053673200001e-12
522.0,-241.0,-3611.0,-1e+200,-1e+200,-1e+200,-1e+200,205320.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,310181460.612,1262781.3846,310181460.612,311074381.892,309288539.332,309377831.46,310985089.764,2.0,1594616825290.0,0.124972890913,0.00779026143228,0.25000913242,0.249333333333,95,1.0563053673200001e-12
522.0,-522.0,-5916.0,-1e+200,-1e+200,-1e+200,-1e+200,68440.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,297636273.153,2215291.14272,297636273.153,299202720.542,296069825.763,296226470.502,299046075.803,2.0,4907514847000.0,0.25,0.00783304718417,0.24999086758,0.125333333333,29,1.0563053673200001e-12
522.0,-428.0,-5916.0,-1e+200,-1e+200,-1e+200,-1e+200,273760.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,296632740.909,1069972.01152,296632740.909,297389325.374,295876156.444,295951814.89,297313666.927,2.0,1144840105440.0,0.25,0.0078336194825,0.12500456621,0.250666666667,109,1.0563053673200001e-12
522.0,-334.0,-3611.0,-1e+200,-1e+200,-1e+200,-1e+200,68440.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,281269353.278,764511.035108,281269353.278,281809944.215,280728762.341,280782821.435,281755885.122,2.0,584477122802.0,0.124972890913,0.00778969230155,0.24999086758,0.249333333333,40,1.0563053673200001e-12
522.0,-241.0,-3611.0,-1e+200,-1e+200,-1e+200,-1e+200,273760.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,279444430.22,1577987.40341,279444430.22,280560235.813,278328624.626,278440205.186,280448655.254,2.0,2490044245320.0,0.124972890913,0.00389513071614,0.12500456621,0.249333333333,120,1.0563053673200001e-12
522.0,-334.0,-3611.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,271989791.57,144258.781149,271989791.57,272091797.933,271887785.208,271897985.844,272081597.296,2.0,20810595938.5,0.124972890913,0.00389456158541,0.12498630137,0.249333333333,15,1.0563053673200001e-12
522.0,-522.0,-5916.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,268776327.29,284164.426889,268776327.29,268977261.883,268575392.697,268595486.156,268957168.424,2.0,80749421509.3,0.25,0.00391623744292,0.12498630137,0.125333333333,4,1.0563053673200001e-12
522.0,-522.0,-5916.0,-1e+200,-1e+200,-1e+200,-1e+200,136880.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,267090194.117,124139.022883,267090194.117,267177973.662,267002414.573,267011192.527,267169195.708,2.0,15410497002.4,0.25,0.0078336194825,0.25000913242,0.125333333333,54,1.0563053673200001e-12
522.0,-334.0,-3611.0,-1e+200,-1e+200,-1e+200,-1e+200,136880.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,251783860.541,4533120.47239,251783860.541,254989260.767,248578460.315,248899000.338,254668720.744,2.0,20549181217200.0,0.124972890913,0.00779026143228,0.25000913242,0.249333333333,65,1.0563053673200001e-12
522.0,-522.0,-5916.0,-1e+200,-1e+200,-1e+200,-1e+200,205320.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,238088362.97,49334.1949883,238088362.97,238123247.513,238053478.426,238056966.88,238119759.059,2.0,2433862795.14,0.25,0.0078336194825,0.25000913242,0.125333333333,79,1.0563053673200001e-12
522.0,-334.0,-3611.0,-1e+200,-1e+200,-1e+200,-1e+200,205320.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,220667085.924,686322.578827,220667085.924,221152389.274,220181782.575,220230312.91,221103858.939,2.0,471038682208.0,0.124972890913,0.00779026143228,0.25000913242,0.249333333333,90,1.0563053673200001e-12
522.0,-522.0,-5916.0,-1e+200,-1e+200,-1e+200,-1e+200,273760.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,209685758.962,2084401.2299,209685758.962,211159653.206,208211864.717,208359254.142,211012263.782,2.0,4344728487220.0,0.25,0.00391680974125,0.12500456621,0.125333333333,104,1.0563053673200001e-12
522.0,-334.0,-3611.0,-1e+200,-1e+200,-1e+200,-1e+200,273760.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,190669257.682,215592.926157,190669257.682,190821704.902,190516810.462,190532055.184,190806460.18,2.0,46480309809.1,0.124972890913,0.00389513071614,0.12500456621,0.249333333333,115,1.0563053673200001e-12
522.0,-428.0,-3611.0,-1e+200,-1e+200,-1e+200,-1e+200,68440.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,187732598.834,628937.698489,187732598.834,188177324.946,187287872.723,187332345.334,188132852.335,2.0,395562628581.0,0.124972890913,0.00783134841011,0.24999086758,0.250666666667,35,1.0563053673200001e-12
522.0,-428.0,-3611.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,172729550.64,247475.564512,172729550.64,172904542.29,172554558.99,172572058.155,172887043.125,2.0,61244155030.4,0.124972890913,0.00391538811795,0.12498630137,0.250666666667,10,1.0563053673200001e-12
522.0,-428.0,-3611.0,-1e+200,-1e+200,-1e+200,-1e+200,136880.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,158364669.424,1686467.91014,158364669.424,159557182.319,157172156.528,157291407.818,159437931.029,2.0,2844174011940.0,0.124972890913,0.00783192058432,0.25000913242,0.250666666667,60,1.0563053673200001e-12
522.0,-428.0,-3611.0,-1e+200,-1e+200,-1e+200,-1e+200,205320.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,128366842.101,1192845.50631,128366842.101,129210311.248,127523372.955,127607719.869,129125964.333,2.0,1422880401920.0,0.124972890913,0.00783192058432,0.25000913242,0.250666666667,85,1.0563053673200001e-12
522.0,-428.0,-3611.0,-1e+200,-1e+200,-1e+200,-1e+200,273760.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,97658020.1014,422076.633547,97658020.1014,97956473.3511,97359566.8516,97389412.1766,97926628.0261,2.0,178148684586.0,0.124972890913,0.00391596029216,0.12500456621,0.250666666667,110,1.0563053673200001e-12
522.0,-522.0,-3611.0,-1e+200,-1e+200,-1e+200,-1e+200,68440.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,94013882.1976,114747.603505,94013882.1976,94095021.0062,93932743.389,93940857.2699,94086907.1253,2.0,13167012510.2,0.124972890913,0.00391567420506,0.24999086758,0.125333333333,30,1.0563053673200001e-12
522.0,-522.0,-3611.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,73252479.5709,1714367.76201,73252479.5709,74464720.6409,72040238.5009,72161462.6079,74343496.5339,2.0,2939056823430.0,0.124972890913,0.00195769405898,0.12498630137,0.125333333333,5,1.0563053673200001e-12
522.0,-522.0,-3611.0,-1e+200,-1e+200,-1e+200,-1e+200,136880.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,63386818.8976,1007743.72724,63386818.8976,64099401.3208,62674236.4743,62745494.7166,64028143.0785,2.0,1015547419790.0,0.124972890913,0.00391596029216,0.25000913242,0.125333333333,55,1.0563053673200001e-12
522.0,-522.0,-3611.0,-1e+200,-1e+200,-1e+200,-1e+200,205320.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,36108156.9192,1092075.56335,36108156.9192,36880370.9556,35335942.8828,35413164.2864,36803149.552,2.0,1192629036070.0,0.124972890913,0.00391596029216,0.25000913242,0.125333333333,80,1.0563053673200001e-12
522.0,-522.0,-3611.0,-1e+200,-1e+200,-1e+200,-1e+200,273760.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,6186302.34704,1140415.21008,6186302.34704,6992697.67546,5379907.01862,5460546.55146,6912058.14261,2.0,1300546851390.0,0.124972890913,0.00195798014608,0.12500456621,0.125333333333,105,1.0563053673200001e-12
522.0,-428.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-110399895873000.0,300820.526736,-110399895873000.0,-110399895660000.0,-110399896086000.0,-110399896064000.0,-110399895681000.0,2.0,90492989305.6,0.125027109087,0.00391708676789,0.12498630137,0.250666666667,6,1.0563053673200001e-12
522.0,-428.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,68440.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-110399925805000.0,177619.179881,-110399925805000.0,-110399925679000.0,-110399925930000.0,-110399925918000.0,-110399925692000.0,2.0,31548573061.5,0.125027109087,0.00783474595823,0.24999086758,0.250666666667,31,1.0563053673200001e-12
522.0,-428.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,136880.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-110399955258000.0,145816.168513,-110399955258000.0,-110399955155000.0,-110399955361000.0,-110399955351000.0,-110399955165000.0,2.0,21262354999.9,0.125027109087,0.00783531838067,0.25000913242,0.250666666667,56,1.0563053673200001e-12
522.0,-428.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,205320.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-110399985031000.0,53371.911611,-110399985031000.0,-110399984993000.0,-110399985069000.0,-110399985065000.0,-110399984997000.0,2.0,2848560949.01,0.125027109087,0.00783531838067,0.25000913242,0.250666666667,81,1.0563053673200001e-12
522.0,-428.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,273760.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-110400014588000.0,216726.924706,-110400014588000.0,-110400014434000.0,-110400014741000.0,-110400014726000.0,-110400014450000.0,2.0,46970559892.3,0.125027109087,0.00391765919034,0.12500456621,0.250666666667,106,1.0563053673200001e-12
