npp_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,elec_data_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight,ProbabilityWeight-htse_capacity,PointProbability,prefix,ProbabilityWeight-meoh_capacity,ProbabilityWeight-h2_storage_capacity
1193.0,-1000.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,2717057558.8,696239.297607,2717057558.8,2717549874.33,2716565243.27,2716614474.83,2717500642.78,2.0,484749159532.0,0.00390602654481,0.125,1.21200144652e-13,2,0.25,0.124992849434
1193.0,-800.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,braidwood,illinois,covid,2700191523.02,5999836.83092,2700191523.02,2704434048.33,2695948997.71,2696373250.24,2704009795.8,2.0,35998041997700.0,0.00781264897013,0.25,1.21200144652e-13,107,0.25,0.125002383522
1193.0,-1000.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,braidwood,illinois,covid,2685267141.11,1021898.86544,2685267141.11,2685989732.73,2684544549.5,2684616808.66,2685917473.57,2.0,1044277291200.0,0.00781264897013,0.125,1.21200144652e-13,52,0.25,0.250004767044
1193.0,-1000.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,braidwood,illinois,covid,2630579306.77,388173.288593,2630579306.77,2630853786.73,2630304826.8,2630332274.8,2630826338.73,2.0,150678501977.0,0.00781264897013,0.125,1.21200144652e-13,77,0.25,0.250004767044
1193.0,-600.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,2591602729.3,2277484.50296,2591602729.3,2593213154.03,2589992304.56,2590153347.04,2593052111.56,2.0,5186935661200.0,0.00781284756262,0.25,1.21200144652e-13,13,0.250025424591,0.124992849434
1193.0,-1000.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,braidwood,illinois,covid,2576135534.92,2413079.724,2576135534.92,2577841839.96,2574429229.89,2574599860.39,2577671209.46,2.0,5822953754380.0,0.00390632448506,0.125,1.21200144652e-13,102,0.25,0.125002383522
1193.0,-600.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,braidwood,illinois,covid,2535335300.37,1325836.53387,2535335300.37,2536272808.37,2534397792.37,2534491543.17,2536179057.57,2.0,1757842514530.0,0.0156262910664,0.25,1.21200144652e-13,38,0.250025424591,0.249995232956
1193.0,-600.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,braidwood,illinois,covid,2484834501.39,9154736.41025,2484834501.39,2491307877.58,2478361125.19,2479008462.81,2490660539.96,2.0,83809198741200.0,0.0156268870075,0.25,1.21200144652e-13,63,0.250025424591,0.250004767044
1193.0,-600.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,braidwood,illinois,covid,2424808367.41,5872879.33139,2424808367.41,2428961120.21,2420655614.61,2421070889.89,2428545844.93,2.0,34490711641100.0,0.0156268870075,0.25,1.21200144652e-13,88,0.250025424591,0.250004767044
1193.0,-800.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,braidwood,illinois,covid,2409786675.52,5590802.51903,2409786675.52,2413739969.9,2405833381.15,2406228710.59,2413344640.46,2.0,31257072806800.0,0.0156262910664,0.25,1.21200144652e-13,33,0.250025424591,0.249995232956
1193.0,-800.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,2387063829.21,4259329.66761,2387063829.21,2390075630.1,2384052028.32,2384353208.41,2389774450.01,2.0,18141889217300.0,0.00781284756262,0.25,1.21200144652e-13,8,0.250025424591,0.124992849434
1193.0,-600.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,braidwood,illinois,covid,2368819377.97,4533481.55083,2368819377.97,2372025033.52,2365613722.42,2365934287.98,2371704467.96,2.0,20552454971700.0,0.00781344350374,0.25,1.21200144652e-13,113,0.250025424591,0.125002383522
1193.0,-800.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,braidwood,illinois,covid,2355745008.45,5035301.92051,2355745008.45,2359305504.58,2352184512.31,2352540561.93,2358949454.97,2.0,25354265430700.0,0.0156268870075,0.25,1.21200144652e-13,58,0.250025424591,0.250004767044
1193.0,-800.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,braidwood,illinois,covid,2291733194.76,6056880.87547,2291733194.76,2296016056.3,2287450333.22,2287878619.38,2295587770.15,2.0,36685805939600.0,0.0156268870075,0.25,1.21200144652e-13,83,0.250025424591,0.250004767044
1193.0,-400.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,2274826132.96,7829329.8225,2274826132.96,2280362305.17,2269289960.75,2269843577.97,2279808687.95,2.0,61298405469400.0,0.00781205308962,0.25,1.21200144652e-13,19,0.25,0.124992849434
1193.0,-1000.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,braidwood,illinois,covid,2247521326.17,949055.986919,2247521326.17,2248192410.09,2246850242.24,2246917350.64,2248125301.7,2.0,900707266307.0,0.00781314553318,0.125,1.21200144652e-13,28,0.250025424591,0.249995232956
1193.0,-800.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,braidwood,illinois,covid,2230770580.59,2175505.94831,2230770580.59,2232308895.6,2229232265.58,2229386097.08,2232155064.1,2.0,4732826131120.0,0.00781344350374,0.25,1.21200144652e-13,108,0.250025424591,0.125002383522
1193.0,-400.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,braidwood,illinois,covid,2216485676.6,2567119.06983,2216485676.6,2218300903.9,2214670449.29,2214851972.02,2218119381.17,2.0,6590100318670.0,0.0156247020597,0.25,1.21200144652e-13,44,0.25,0.249995232956
1193.0,-1000.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,braidwood,illinois,covid,2190303781.67,10817166.6711,2190303781.67,2197952673.58,2182654889.76,2183419778.95,2197187784.39,2.0,117011094790000.0,0.00781344350374,0.125,1.21200144652e-13,53,0.250025424591,0.250004767044
1193.0,-1000.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,2185759516.81,5812967.3326,2185759516.81,2189869905.43,2181649128.19,2182060167.05,2189458866.57,2.0,33790589209800.0,0.00390642378131,0.125,1.21200144652e-13,3,0.250025424591,0.124992849434
1193.0,-400.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,braidwood,illinois,covid,2173167906.31,7248456.91635,2173167906.31,2178293339.35,2168042473.27,2168555016.58,2177780796.05,2.0,52540127668100.0,0.0156252979403,0.25,1.21200144652e-13,69,0.25,0.250004767044
1193.0,-1000.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,braidwood,illinois,covid,2126216842.13,232749.409086,2126216842.13,2126381420.82,2126052263.45,2126068721.32,2126364962.95,2.0,54172287429.7,0.00781344350374,0.125,1.21200144652e-13,78,0.250025424591,0.250004767044
1193.0,-400.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,braidwood,illinois,covid,2103356318.24,8661617.12925,2103356318.24,2109481006.45,2097231630.03,2097844098.85,2108868537.63,2.0,75023611293600.0,0.0156252979403,0.25,1.21200144652e-13,94,0.25,0.250004767044
1193.0,-600.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,braidwood,illinois,covid,2077590773.39,14396033.5717,2077590773.39,2087770306.35,2067411240.43,2068429193.72,2086752353.05,2.0,207245782597000.0,0.0156247020597,0.25,1.21200144652e-13,39,0.25,0.249995232956
1193.0,-1000.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,braidwood,illinois,covid,2076068227.28,3034638.76683,2076068227.28,2078214040.93,2073922413.63,2074136994.99,2077999459.56,2.0,9209032445130.0,0.00390672175187,0.125,1.21200144652e-13,103,0.250025424591,0.125002383522
1193.0,-600.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,2065188803.59,6517418.50943,2065188803.59,2069797314.41,2060580292.77,2061041143.85,2069336463.33,2.0,42476744027100.0,0.00781205308962,0.25,1.21200144652e-13,14,0.25,0.124992849434
1193.0,-400.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,braidwood,illinois,covid,2053635693.09,34757.3779797,2053635693.09,2053660270.27,2053611115.91,2053613573.63,2053657812.55,2.0,1208075324.02,0.00781264897013,0.25,1.21200144652e-13,119,0.25,0.125002383522
1193.0,-600.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,braidwood,illinois,covid,2021888924.86,5804491.27925,2021888924.86,2025993320.0,2017784529.71,2018194969.22,2025582880.49,2.0,33692119010800.0,0.0156252979403,0.25,1.21200144652e-13,64,0.25,0.250004767044
1193.0,-200.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1978130618.58,2274709.78215,1978130618.58,1979739081.29,1976522155.87,1976683002.14,1979578235.02,2.0,5174304592990.0,0.00195281465415,0.125,1.21200144652e-13,25,0.124987287705,0.124992849434
1193.0,-600.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1961515600.65,7266037.99346,1961515600.65,1966653465.38,1956377735.91,1956891522.38,1966139678.91,2.0,52795308122500.0,0.0156252979403,0.25,1.21200144652e-13,89,0.25,0.250004767044
1193.0,-200.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1928639404.87,2564199.75881,1928639404.87,1930452567.91,1926826241.83,1927007558.14,1930271251.6,2.0,6575120403100.0,0.00390577826328,0.125,1.21200144652e-13,50,0.124987287705,0.249995232956
1193.0,-600.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1906356262.43,5468437.06422,1906356262.43,1910223031.36,1902489493.5,1902876170.39,1909836354.47,2.0,29903803925300.0,0.00781264897013,0.25,1.21200144652e-13,114,0.25,0.125002383522
1193.0,-800.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1901011591.03,13591146.6671,1901011591.03,1910621983.0,1891401199.06,1892362238.26,1909660943.81,2.0,184719267726000.0,0.0156247020597,0.25,1.21200144652e-13,34,0.25,0.249995232956
1193.0,-200.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1875511686.61,9488117.46963,1875511686.61,1882220798.81,1868802574.41,1869473485.63,1881549887.59,2.0,90024373117500.0,0.00390592721826,0.125,1.21200144652e-13,75,0.124987287705,0.250004767044
1193.0,-800.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1866373926.53,4825900.99917,1866373926.53,1869786353.85,1862961499.21,1863302741.94,1869445111.12,2.0,23289320453700.0,0.00781205308962,0.25,1.21200144652e-13,9,0.25,0.124992849434
1193.0,-800.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1842240355.42,506821.789389,1842240355.42,1842598732.55,1841881978.3,1841917816.01,1842562894.83,2.0,256868326199.0,0.0156252979403,0.25,1.21200144652e-13,59,0.25,0.250004767044
1193.0,-200.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1817976951.17,8010084.11151,1817976951.17,1823640935.96,1812312966.38,1812879364.85,1823074537.48,2.0,64161447473400.0,0.00390592721826,0.125,1.21200144652e-13,100,0.124987287705,0.250004767044
1193.0,-800.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1790561586.18,3426963.00726,1790561586.18,1792984814.97,1788138357.4,1788380680.28,1792742492.09,2.0,11744075453100.0,0.0156252979403,0.25,1.21200144652e-13,84,0.25,0.250004767044
1193.0,-200.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1762447531.75,16845081.8128,1762447531.75,1774358803.33,1750536260.17,1751727387.33,1773167676.17,2.0,283756781279000.0,0.00195296360913,0.125,1.21200144652e-13,125,0.124987287705,0.125002383522
1193.0,-400.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1758402766.52,8345187.69572,1758402766.52,1764303705.33,1752501827.71,1753091921.6,1763713611.45,2.0,69642157676700.0,0.00781155652656,0.25,1.21200144652e-13,45,0.124987287705,0.249995232956
1193.0,-400.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1758387756.01,4178906.28654,1758387756.01,1761342688.98,1755432823.03,1755728316.33,1761047195.68,2.0,17463257751700.0,0.0039056293083,0.25,1.21200144652e-13,20,0.124987287705,0.124992849434
1193.0,-800.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1726165077.55,2668696.11162,1726165077.55,1728052130.67,1724278024.44,1724466729.75,1727863425.36,2.0,7121938936160.0,0.00781264897013,0.25,1.21200144652e-13,109,0.25,0.125002383522
1193.0,-400.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1718064625.13,17711489.2439,1718064625.13,1730588539.28,1705540710.98,1706793102.39,1729336147.86,2.0,313696851238000.0,0.00781185443652,0.25,1.21200144652e-13,70,0.124987287705,0.250004767044
1193.0,-1000.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1713725420.07,1785696.67829,1713725420.07,1714988098.3,1712462741.84,1712589009.66,1714861830.47,2.0,3188712626870.0,0.00781235102987,0.125,1.21200144652e-13,29,0.25,0.249995232956
1193.0,-1000.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1661970228.06,4849730.97121,1661970228.06,1665399505.71,1658540950.4,1658883878.17,1665056577.95,2.0,23519890493100.0,0.00781264897013,0.125,1.21200144652e-13,54,0.25,0.250004767044
1193.0,-400.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1656190367.15,645270.012243,1656190367.15,1656646641.95,1655734092.35,1655779719.83,1656601014.47,2.0,416373388700.0,0.00781185443652,0.25,1.21200144652e-13,95,0.124987287705,0.250004767044
1193.0,-1000.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1654827893.47,4744221.42467,1654827893.47,1658182564.61,1651473222.33,1651808689.45,1657847097.5,2.0,22507636926300.0,0.00390602654481,0.125,1.21200144652e-13,4,0.25,0.124992849434
1193.0,-1000.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1609249421.38,12517663.1406,1609249421.38,1618100745.87,1600398096.89,1601283229.34,1617215613.42,2.0,156691890502000.0,0.00781264897013,0.125,1.21200144652e-13,79,0.25,0.250004767044
1193.0,-400.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1599096426.32,7047175.92202,1599096426.32,1604079532.21,1594113320.44,1594611631.03,1603581221.62,2.0,49662688475900.0,0.00390592721826,0.25,1.21200144652e-13,120,0.124987287705,0.125002383522
1193.0,-600.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1580500970.19,7940421.5985,1580500970.19,1586115696.15,1574886244.23,1575447716.83,1585554223.55,2.0,63050295161900.0,0.00781155652656,0.25,1.21200144652e-13,40,0.124987287705,0.249995232956
1193.0,-600.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1556783796.44,9348764.32137,1556783796.44,1563394371.09,1550173221.8,1550834279.26,1562733313.63,2.0,87399394336500.0,0.0039056293083,0.25,1.21200144652e-13,15,0.124987287705,0.124992849434
1193.0,-1000.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1551322476.62,4448725.4595,1551322476.62,1554468200.56,1548176752.68,1548491325.07,1554153628.17,2.0,19791158214000.0,0.00390632448506,0.125,1.21200144652e-13,104,0.25,0.125002383522
1193.0,-600.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1527847245.28,1496124.70955,1527847245.28,1528905165.21,1526789325.35,1526895117.34,1528799373.21,2.0,2238389146530.0,0.00781185443652,0.25,1.21200144652e-13,65,0.124987287705,0.250004767044
1193.0,-600.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1455588812.44,3567557.41599,1455588812.44,1458111456.49,1453066168.4,1453318432.81,1457859192.08,2.0,12727465916400.0,0.00781185443652,0.25,1.21200144652e-13,90,0.124987287705,0.250004767044
1193.0,-600.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1395018128.99,6816081.54908,1395018128.99,1399837826.48,1390198431.51,1390680401.26,1399355856.73,2.0,46458967683700.0,0.00390592721826,0.25,1.21200144652e-13,115,0.124987287705,0.125002383522
1193.0,-800.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1382299092.02,11655784.045,1382299092.02,1390540975.95,1374057208.08,1374881396.47,1389716787.56,2.0,135857301704000.0,0.00781155652656,0.25,1.21200144652e-13,35,0.124987287705,0.249995232956
1193.0,-800.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1367950297.62,5017747.28844,1367950297.62,1371498380.75,1364402214.48,1364757022.8,1371143572.44,2.0,25177787850600.0,0.0039056293083,0.25,1.21200144652e-13,10,0.124987287705,0.124992849434
1193.0,-800.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1318306278.11,7915443.07992,1318306278.11,1323903341.59,1312709214.63,1313268920.98,1323343635.24,2.0,62654239151400.0,0.00781185443652,0.25,1.21200144652e-13,60,0.124987287705,0.250004767044
1193.0,-800.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1268867444.02,18471017.7421,1268867444.02,1281928425.92,1255806462.12,1257112560.31,1280622327.73,2.0,341178496429000.0,0.00781185443652,0.25,1.21200144652e-13,85,0.124987287705,0.250004767044
1193.0,-800.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1212549956.39,5973530.97183,1212549956.39,1216773880.65,1208326032.14,1208748424.56,1216351488.23,2.0,35683072271400.0,0.00390592721826,0.25,1.21200144652e-13,110,0.124987287705,0.125002383522
1193.0,-1000.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1172715449.04,10394824.6407,1172715449.04,1180065700.04,1165365198.05,1166100223.15,1179330674.94,2.0,108052379310000.0,0.00390577826328,0.125,1.21200144652e-13,30,0.124987287705,0.249995232956
1193.0,-1000.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1156921916.46,14124801.355,1156921916.46,1166909659.28,1146934173.64,1147932947.92,1165910885.0,2.0,199510013317000.0,0.00195281465415,0.125,1.21200144652e-13,5,0.124987287705,0.124992849434
1193.0,-1000.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1113787078.33,10212689.8779,1113787078.33,1121008540.6,1106565616.07,1107287762.29,1120286394.37,2.0,104299034543000.0,0.00390592721826,0.125,1.21200144652e-13,55,0.124987287705,0.250004767044
1193.0,-1000.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1058765075.45,6023194.0979,1058765075.45,1063024116.84,1054506034.06,1054931938.19,1062598212.7,2.0,36278867141000.0,0.00390592721826,0.125,1.21200144652e-13,80,0.124987287705,0.250004767044
1193.0,-1000.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1001948827.1,147.917949354,1001948827.1,1001948931.7,1001948722.51,1001948732.97,1001948921.24,2.0,21879.7197411,0.00195296360913,0.125,1.21200144652e-13,105,0.124987287705,0.125002383522
1193.0,-800.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-235159310573000.0,1436116.28331,-235159310573000.0,-235159309558000.0,-235159311589000.0,-235159311487000.0,-235159309659000.0,2.0,2062429979180.0,0.0039056293083,0.25,1.21200144652e-13,6,0.124987287705,0.124992849434
1193.0,-800.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-235159368974000.0,1283682.00412,-235159368974000.0,-235159368066000.0,-235159369881000.0,-235159369790000.0,-235159368157000.0,2.0,1647839487700.0,0.00781155652656,0.25,1.21200144652e-13,31,0.124987287705,0.249995232956
1193.0,-800.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-235159425826000.0,5188047.84525,-235159425826000.0,-235159422157000.0,-235159429494000.0,-235159429128000.0,-235159422524000.0,2.0,26915840444700.0,0.00781185443652,0.25,1.21200144652e-13,56,0.124987287705,0.250004767044
1193.0,-800.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-235159483720000.0,2909080.67438,-235159483720000.0,-235159481663000.0,-235159485777000.0,-235159485571000.0,-235159481869000.0,2.0,8462750370070.0,0.00781185443652,0.25,1.21200144652e-13,81,0.124987287705,0.250004767044
