smr_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,PointProbability,ProbabilityWeight-htse_capacity,prefix,ProbabilityWeight-meoh_capacity,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight
720.0,-254.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,625771.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-405640942.331,4526502.45983,-405640942.331,-402440221.747,-408841662.916,-408521590.857,-402760293.805,2.0,20489224518900.0,5.2351036610599995e-14,0.249546279492,44,0.25,0.249999001227,0.0155965801582
720.0,-116.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-412978427.655,11065411.0613,-412978427.655,-405154000.457,-420802854.853,-420020412.134,-405936443.177,2.0,122443321956000.0,5.2351036610599995e-14,0.125226860254,25,0.125018050542,0.124998601718,0.00195693035208
720.0,-529.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-464460739.373,10214926.5028,-464460739.373,-457237695.574,-471683783.173,-470961478.793,-457959999.954,2.0,104344723458000.0,5.2351036610599995e-14,0.250453720508,9,0.25,0.124998601718,0.00782659121466
720.0,-667.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,1877312.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-466792863.191,8119068.42683,-466792863.191,-461051814.849,-472533911.532,-471959806.698,-461625919.684,2.0,65919272119600.0,5.2351036610599995e-14,0.125226860254,77,0.25,0.250000998773,0.00782671003417
720.0,-529.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-505926749.475,48251.7719158,-505926749.475,-505892630.32,-505960868.63,-505957456.715,-505896042.236,2.0,2328233493.01,5.2351036610599995e-14,0.250453720508,58,0.249963898917,0.250000998773,0.0156511596467
720.0,-391.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,625771.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-532783271.826,1933492.19756,-532783271.826,-531416086.382,-534150457.27,-534013738.726,-531552804.926,2.0,3738392078020.0,5.2351036610599995e-14,0.249546279492,39,0.25,0.249999001227,0.0155965801582
720.0,-254.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-579810344.08,23183918.7663,-579810344.08,-563416837.906,-596203850.255,-594564499.637,-565056188.524,2.0,537494089363000.0,5.2351036610599995e-14,0.249546279492,20,0.125018050542,0.124998601718,0.00389968004944
720.0,-529.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-621846994.648,2322262.96864,-621846994.648,-620204906.756,-623489082.541,-623324873.752,-620369115.545,2.0,5392905295500.0,5.2351036610599995e-14,0.250453720508,107,0.25,0.125000399509,0.00782670378051
720.0,-667.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-624161756.266,11572268.5783,-624161756.266,-615978926.681,-632344585.852,-631526302.893,-616797209.639,2.0,133917400049000.0,5.2351036610599995e-14,0.125226860254,4,0.25,0.124998601718,0.00391329560733
720.0,-667.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-624284453.157,17834121.8742,-624284453.157,-611673824.643,-636895081.67,-635634018.819,-612934887.494,2.0,318055903023000.0,5.2351036610599995e-14,0.125226860254,53,0.249963898917,0.250000998773,0.00782557982334
720.0,-391.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,1877312.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-643832626.479,574636.888146,-643832626.479,-643426296.839,-644238956.119,-644198323.155,-643466929.803,2.0,330207553218.0,5.2351036610599995e-14,0.249546279492,88,0.249963898917,0.250000998773,0.0155944525465
720.0,-529.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,625771.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-663501214.71,11023777.621,-663501214.71,-655706226.799,-671296202.62,-670516703.829,-656485725.59,2.0,121523673038000.0,5.2351036610599995e-14,0.250453720508,34,0.25,0.249999001227,0.0156532949952
720.0,-254.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-667982783.064,3198546.42537,-667982783.064,-665721069.197,-670244496.932,-670018325.545,-665947240.584,2.0,10230699235200.0,5.2351036610599995e-14,0.249546279492,69,0.25,0.250000998773,0.0155967047782
720.0,-116.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,625771.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-689989512.418,13367431.2341,-689989512.418,-680537311.146,-699441713.691,-698496493.564,-681482531.273,2.0,178688217798000.0,5.2351036610599995e-14,0.125226860254,50,0.125018050542,0.249999001227,0.0039138888497
720.0,-667.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-720579214.816,5894825.63748,-720579214.816,-716410943.633,-724747485.998,-724330658.88,-716827770.752,2.0,34748969296200.0,5.2351036610599995e-14,0.125226860254,102,0.25,0.125000399509,0.00391335189026
720.0,-391.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-754967756.783,33378726.3464,-754967756.783,-731365433.036,-778570080.529,-776209848.155,-733725665.41,2.0,1114139372510000.0,5.2351036610599995e-14,0.249546279492,15,0.125018050542,0.124998601718,0.00389968004944
720.0,-529.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,1877312.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-767339531.724,12430068.3599,-767339531.724,-758550146.096,-776128917.352,-775249978.789,-759429084.659,2.0,154506599432000.0,5.2351036610599995e-14,0.250453720508,83,0.249963898917,0.250000998773,0.0156511596467
720.0,-391.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-789115094.484,16592917.1289,-789115094.484,-777382130.262,-800848058.706,-799674762.283,-778555426.685,2.0,275324898847000.0,5.2351036610599995e-14,0.249546279492,64,0.25,0.250000998773,0.0155967047782
720.0,-254.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,625771.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-809635150.533,25274680.3224,-809635150.533,-791763252.685,-827507048.381,-825719858.596,-793550442.469,2.0,638809465398000.0,5.2351036610599995e-14,0.249546279492,45,0.125018050542,0.249999001227,0.00779941618599
720.0,-667.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,625771.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-822215151.492,226321.713569,-822215151.492,-822055117.873,-822375185.11,-822359181.748,-822071121.235,2.0,51221518032.9,5.2351036610599995e-14,0.125226860254,29,0.25,0.249999001227,0.00782664749759
720.0,-667.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,1877312.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-902627031.957,19947323.8358,-902627031.957,-888522144.007,-916731919.908,-915321431.113,-889932632.802,2.0,397895728210000.0,5.2351036610599995e-14,0.125226860254,78,0.249963898917,0.250000998773,0.00782557982334
720.0,-391.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-925723485.515,5767360.79456,-925723485.515,-921645345.588,-929801625.443,-929393811.45,-922053159.581,2.0,33262450534600.0,5.2351036610599995e-14,0.249546279492,113,0.249963898917,0.125000399509,0.00779722004315
720.0,-529.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-933888654.667,40091962.4891,-933888654.667,-905539356.12,-962237953.214,-959403023.359,-908374285.974,2.0,1607365456230000.0,5.2351036610599995e-14,0.250453720508,10,0.125018050542,0.124998601718,0.00391386070417
720.0,-529.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-938394661.892,37287662.5711,-938394661.892,-912028302.833,-964761020.95,-962124385.044,-914664938.739,2.0,1390369780010000.0,5.2351036610599995e-14,0.250453720508,59,0.25,0.250000998773,0.0156534200683
720.0,-116.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-944940180.793,16651788.4919,-944940180.793,-933165588.232,-956714773.355,-955537314.099,-934343047.488,2.0,277282059980000.0,5.2351036610599995e-14,0.125226860254,75,0.125018050542,0.250000998773,0.0039139201225
720.0,-254.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,1877312.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-947806826.311,6405265.24386,-947806826.311,-943277619.822,-952336032.8,-951883112.151,-943730540.471,2.0,41027422844200.0,5.2351036610599995e-14,0.249546279492,94,0.25,0.250000998773,0.0155967047782
720.0,-391.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,625771.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-979294202.321,25505577.1922,-979294202.321,-961259035.73,-997329368.911,-995525852.252,-963062552.389,2.0,650534467909000.0,5.2351036610599995e-14,0.249546279492,40,0.125018050542,0.249999001227,0.00779941618599
720.0,-529.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1018272423.36,5367492.03584,-1018272423.36,-1014477033.35,-1022067813.38,-1021688274.38,-1014856572.35,2.0,28809970754800.0,5.2351036610599995e-14,0.250453720508,108,0.249963898917,0.125000399509,0.00782557357058
720.0,-667.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1062051236.63,18540684.206,-1062051236.63,-1048940993.1,-1075161480.16,-1073850455.81,-1050252017.45,2.0,343756970825000.0,5.2351036610599995e-14,0.125226860254,5,0.125018050542,0.124998601718,0.00195693035208
720.0,-391.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,1877312.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1068671515.89,17513692.3982,-1068671515.89,-1056287465.23,-1081055566.55,-1079817161.48,-1057525870.3,2.0,306729421417000.0,5.2351036610599995e-14,0.249546279492,89,0.25,0.250000998773,0.0155967047782
720.0,-254.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1080816481.58,1210341.16669,-1080816481.58,-1079960641.13,-1081672322.03,-1081586737.98,-1080046225.18,2.0,1464925739800.0,5.2351036610599995e-14,0.249546279492,70,0.125018050542,0.250000998773,0.00779947850499
720.0,-667.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1083762334.57,21668561.0887,-1083762334.57,-1068440348.09,-1099084321.06,-1097552122.41,-1069972546.74,2.0,469526539655000.0,5.2351036610599995e-14,0.125226860254,54,0.25,0.250000998773,0.00782671003417
720.0,-529.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,625771.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1118838211.16,17223211.8764,-1118838211.16,-1106659561.25,-1131016861.08,-1129798996.08,-1107877426.24,2.0,296639027341000.0,5.2351036610599995e-14,0.250453720508,35,0.125018050542,0.249999001227,0.00782777769939
720.0,-667.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1161126258.95,3999985.45967,-1161126258.95,-1158297842.11,-1163954675.79,-1163671834.11,-1158580683.79,2.0,15999883677500.0,5.2351036610599995e-14,0.125226860254,103,0.249963898917,0.125000399509,0.00391278678529
720.0,-254.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1197126033.02,399654.896149,-1197126033.02,-1196843434.34,-1197408631.71,-1197380371.84,-1196871694.2,2.0,159724036015.0,5.2351036610599995e-14,0.249546279492,119,0.25,0.125000399509,0.00779834615812
720.0,-391.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1228321276.6,26955386.0397,-1228321276.6,-1209260940.34,-1247381612.86,-1245475579.23,-1211166973.96,2.0,726592836549000.0,5.2351036610599995e-14,0.249546279492,65,0.125018050542,0.250000998773,0.00779947850499
720.0,-116.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,1877312.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1229011490.04,48153206.2564,-1229011490.04,-1194962031.36,-1263060948.72,-1259656002.85,-1198366977.23,2.0,2318731272770000.0,5.2351036610599995e-14,0.125226860254,100,0.125018050542,0.250000998773,0.0039139201225
720.0,-529.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,1877312.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1236654691.47,14643535.2541,-1236654691.47,-1226300148.39,-1247009234.55,-1245973780.24,-1227335602.7,2.0,214433124738000.0,5.2351036610599995e-14,0.250453720508,84,0.25,0.250000998773,0.0156534200683
720.0,-667.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,625771.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1301268351.83,28665308.1624,-1301268351.83,-1280998918.04,-1321537785.61,-1319510842.23,-1283025861.42,2.0,821699892045000.0,5.2351036610599995e-14,0.125226860254,30,0.125018050542,0.249999001227,0.0039138888497
720.0,-391.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1341701258.12,8294069.71608,-1341701258.12,-1335836465.18,-1347566051.06,-1346979571.77,-1336422944.48,2.0,68791592455200.0,5.2351036610599995e-14,0.249546279492,114,0.25,0.125000399509,0.00779834615812
720.0,-667.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,1877312.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1343003434.01,3561193.01016,-1343003434.01,-1340485290.28,-1345521577.73,-1345269763.36,-1340737104.65,2.0,12682095655600.0,5.2351036610599995e-14,0.125226860254,79,0.25,0.250000998773,0.00782671003417
720.0,-254.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,1877312.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1347551768.55,458904.037181,-1347551768.55,-1347227274.4,-1347876262.71,-1347843813.29,-1347259723.81,2.0,210592915341.0,5.2351036610599995e-14,0.249546279492,95,0.125018050542,0.250000998773,0.00779947850499
720.0,-529.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1398081364.97,20535483.133,-1398081364.97,-1383560585.59,-1412602144.35,-1411150066.41,-1385012663.53,2.0,421706067505000.0,5.2351036610599995e-14,0.250453720508,60,0.125018050542,0.250000998773,0.00782784024501
720.0,-529.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1466608712.65,8516227.65127,-1466608712.65,-1460586830.33,-1472630594.97,-1472028406.74,-1461189018.56,2.0,72526133408300.0,5.2351036610599995e-14,0.250453720508,109,0.25,0.125000399509,0.00782670378051
720.0,-116.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1490741564.86,49234647.1466,-1490741564.86,-1455927411.99,-1525555717.73,-1522074302.44,-1459408827.28,2.0,2424050479650000.0,5.2351036610599995e-14,0.125226860254,125,0.125018050542,0.125000399509,0.00195695849761
720.0,-391.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,1877312.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1535615025.31,37049674.972,-1535615025.31,-1509416948.9,-1561813101.73,-1559193294.09,-1512036756.54,2.0,1372678415530000.0,5.2351036610599995e-14,0.249546279492,90,0.125018050542,0.250000998773,0.00779947850499
720.0,-667.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1593329343.25,29227844.5266,-1593329343.25,-1572662136.19,-1613996550.32,-1611929829.61,-1574728856.9,2.0,854266895668000.0,5.2351036610599995e-14,0.125226860254,55,0.125018050542,0.250000998773,0.0039139201225
720.0,-254.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1627630313.42,3424911.77568,-1627630313.42,-1625208535.08,-1630052091.77,-1629809913.93,-1625450712.92,2.0,11730020671200.0,5.2351036610599995e-14,0.249546279492,120,0.125018050542,0.125000399509,0.00389973613654
720.0,-667.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1645849582.65,4879701.99843,-1645849582.65,-1642399112.28,-1649300053.03,-1648955005.99,-1642744159.32,2.0,23811491593500.0,5.2351036610599995e-14,0.125226860254,104,0.25,0.125000399509,0.00391335189026
720.0,-529.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,1877312.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1651304441.44,4524681.65207,-1651304441.44,-1648105008.36,-1654503874.52,-1654183931.21,-1648424951.67,2.0,20472744052600.0,5.2351036610599995e-14,0.250453720508,85,0.125018050542,0.250000998773,0.00782784024501
720.0,-391.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1786818224.56,17266092.1097,-1786818224.56,-1774609253.74,-1799027195.37,-1797806298.29,-1775830150.82,2.0,298117936741000.0,5.2351036610599995e-14,0.249546279492,115,0.125018050542,0.125000399509,0.00389973613654
720.0,-667.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,1877312.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1864128120.04,16270963.7451,-1864128120.04,-1852622811.24,-1875633428.84,-1874482897.96,-1853773342.12,2.0,264744261194000.0,5.2351036610599995e-14,0.125226860254,80,0.125018050542,0.250000998773,0.0039139201225
720.0,-529.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1939617833.02,203791.575083,-1939617833.02,-1939473730.61,-1939761935.42,-1939747525.18,-1939488140.85,2.0,41531006074.9,5.2351036610599995e-14,0.250453720508,110,0.125018050542,0.125000399509,0.00391391699522
720.0,-667.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-2131694363.81,40433560.7082,-2131694363.81,-2103103518.85,-2160285208.77,-2157426124.28,-2105962603.34,2.0,1634872831540000.0,5.2351036610599995e-14,0.125226860254,105,0.125018050542,0.125000399509,0.00195695849761
720.0,-667.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-17444398156.8,1862095.00352,-17444398156.8,-17443081456.8,-17445714856.8,-17445583186.8,-17443213126.8,2.0,3467397802120.0,5.2351036610599995e-14,0.125226860254,1,0.125018050542,0.124998601718,0.00195693035208
720.0,-529.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-331888605930.0,11598138.77,-331888605930.0,-331880404807.0,-331896807052.0,-331895986940.0,-331881224920.0,2.0,134516822929000.0,5.2351036610599995e-14,0.250453720508,7,0.25,0.124998601718,0.00782659121466
720.0,-391.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-709900063080.0,7421015.73516,-709900063080.0,-709894815630.0,-709905310531.0,-709904785786.0,-709895340375.0,2.0,55071474541400.0,5.2351036610599995e-14,0.249546279492,13,0.249963898917,0.124998601718,0.00779710790134
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-156720217799000.0,10670257.017,-156720217799000.0,-156720210254000.0,-156720225344000.0,-156720224589000.0,-156720211008000.0,2.0,113854384810000.0,5.2351036610599995e-14,0.249546279492,118,0.249963898917,0.125000399509,0.00779722004315
