,index,npp_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,scenario_label,location_label,fuel_region_label,elec_data_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight,PointProbability,ProbabilityWeight-htse_capacity,ProbabilityWeight-h2_storage_capacity,prefix,ProbabilityWeight-ft_capacity
31,17,1280.0,-885.0,-24756.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,4621038.0,ref,south_texas_project,west_south_central,covid,3122451894.07,64788065.1471,3132411803.57,3207320379.02,3024346319.52,3034253150.29,3199226065.81,10.0,4197493385510000.0,0.000685871757131,5.9062379305600004e-15,0.111111111111,0.11111122465500001,52,0.0555555555556
32,26,1280.0,-785.0,-24756.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,5545246.0,ref,south_texas_project,west_south_central,covid,3102708782.49,61668616.2345,3117185298.36,3198262127.53,3026597450.22,3029002791.13,3182619886.25,10.0,3803018228280000.0,0.0006858721281909999,5.9062379305600004e-15,0.111111111111,0.11111128476700001,63,0.0555555555556
33,10,1280.0,-985.0,-24756.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,3696831.0,ref,south_texas_project,west_south_central,covid,3082999172.05,64415106.3632,3063419797.69,3163584730.89,2973933496.31,2997960586.96,3159501174.52,10.0,4149305927790000.0,0.00034293587856599995,5.9062379305600004e-15,0.0555555555556,0.11111122465500001,41,0.0555555555556
34,0,1280.0,-985.0,-24756.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,924208.0,ref,south_texas_project,west_south_central,covid,3017597435.53,47141144.7621,3014680405.38,3098648172.75,2924371826.63,2948746330.05,3080829081.47,10.0,2222287529480000.0,0.00034293402326900004,5.9062379305600004e-15,0.0555555555556,0.111110623539,11,0.0555555555556
35,16,1280.0,-985.0,-24756.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,4621038.0,ref,south_texas_project,west_south_central,covid,3011022759.31,98231447.6175,3016306527.61,3153071197.21,2817799433.64,2850638683.35,3134240792.74,10.0,9649417301030000.0,0.00034293587856599995,5.9062379305600004e-15,0.0555555555556,0.11111122465500001,51,0.0555555555556
36,36,1280.0,-685.0,-24756.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,6469454.0,ref,south_texas_project,west_south_central,covid,2986642462.46,91822562.9878,2960099792.96,3107058913.73,2828421419.16,2862361378.2,3098297409.01,10.0,8431383073650000.0,0.000685871757131,5.9062379305600004e-15,0.111111111111,0.11111122465500001,74,0.0555555555556
37,1,1280.0,-885.0,-24756.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,924208.0,ref,south_texas_project,west_south_central,covid,2968551965.54,18613436.1671,2965651171.12,3001653114.8,2936654567.12,2942516753.34,2996183555.42,10.0,346460005948000.0,0.0006858680465369999,5.9062379305600004e-15,0.111111111111,0.111110623539,12,0.0555555555556
38,25,1280.0,-885.0,-24756.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,5545246.0,ref,south_texas_project,west_south_central,covid,2963032010.75,59255001.9876,2952950937.78,3066257784.27,2858929945.73,2881808792.82,3041742448.09,10.0,3511155260550000.0,0.0006858721281909999,5.9062379305600004e-15,0.111111111111,0.11111128476700001,62,0.0555555555556
39,35,1280.0,-785.0,-24756.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,6469454.0,ref,south_texas_project,west_south_central,covid,2916958960.48,99087350.8824,2948197773.78,3028259063.6,2679774482.18,2752583606.02,3008015323.05,10.0,9818303104890000.0,0.000685871757131,5.9062379305600004e-15,0.111111111111,0.11111122465500001,73,0.0555555555556
40,24,1280.0,-985.0,-24756.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,5545246.0,ref,south_texas_project,west_south_central,covid,2903169740.54,67830217.8851,2894276865.79,3075823721.0,2809209634.11,2834809226.85,3007657768.34,10.0,4600938458330000.0,0.00034293606409500004,5.9062379305600004e-15,0.0555555555556,0.11111128476700001,61,0.0555555555556
41,34,1280.0,-885.0,-24756.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,6469454.0,ref,south_texas_project,west_south_central,covid,2766608529.41,73057409.3599,2763650949.11,2898230574.41,2676073968.76,2681036819.22,2880329810.8,10.0,5337385062380000.0,0.000685871757131,5.9062379305600004e-15,0.111111111111,0.11111122465500001,72,0.0555555555556
42,33,1280.0,-985.0,-24756.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,6469454.0,ref,south_texas_project,west_south_central,covid,2651681338.96,106023464.124,2627091421.12,2814983190.28,2531696024.5,2532789481.57,2801677980.81,10.0,1.12409749449e+16,0.00034293587856599995,5.9062379305600004e-15,0.0555555555556,0.11111122465500001,71,0.0555555555556
43,43,1280.0,-985.0,-24756.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,7393661.0,ref,south_texas_project,west_south_central,covid,2282863340.37,92895449.0536,2279545539.55,2436466319.74,2134627045.04,2167141946.17,2434512700.31,10.0,8629564454860000.0,0.00034293587856599995,5.9062379305600004e-15,0.0555555555556,0.11111122465500001,81,0.0555555555556
