smr_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-htse_capacity,ProbabilityWeight-h2_storage_capacity,prefix,ProbabilityWeight,ProbabilityWeight-ft_capacity,PointProbability
720.0,-705.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-365104612.4,12260132.8583,-366791057.772,-336096415.488,-381431712.941,-378516308.473,-346113910.307,10.0,150310857704000.0,0.125226860254,0.249999574839,56,0.00782723059849,0.250018051845,2.4762864257000002e-14
720.0,-292.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-412414660.457,24326672.2274,-409296148.479,-369950751.239,-445053016.409,-443926420.401,-379280336.992,10.0,591786981657000.0,0.250453720508,0.249999574839,84,0.015652200625,0.249981948155,2.4762864257000002e-14
720.0,-567.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-429963858.131,8918583.92834,-432703940.597,-415688475.616,-441218324.576,-441004821.748,-416244938.755,10.0,79541139286900.0,0.249546279492,0.250000519641,37,0.0155978010819,0.250018051845,2.4762864257000002e-14
720.0,-430.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-457565925.546,36991386.9201,-461139600.792,-393840314.294,-507564217.64,-502415691.669,-401541777.244,10.0,1368362706270000.0,0.249546279492,0.124999315018,103,0.00389885770361,0.124990974078,2.4762864257000002e-14
720.0,-705.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-529944959.707,11122001.5395,-527387290.18,-516467292.532,-548275158.402,-548119614.523,-518049619.415,10.0,123698918245000.0,0.125226860254,0.250000519641,36,0.00782726017928,0.250018051845,2.4762864257000002e-14
720.0,-430.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-531604399.857,26711579.5763,-541419026.161,-490446325.586,-572140821.809,-562401119.491,-492890032.954,10.0,713508483462000.0,0.249546279492,0.249999574839,83,0.0155954897531,0.249981948155,2.4762864257000002e-14
720.0,-567.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-606437263.783,18924209.2628,-604904212.908,-582167256.177,-637279244.798,-634946094.358,-584014709.16,10.0,358125696222000.0,0.249546279492,0.124999315018,102,0.00389885770361,0.124990974078,2.4762864257000002e-14
720.0,-567.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-658290883.945,27789304.368,-662586182.528,-615739320.905,-693253309.349,-691784541.908,-618225710.885,10.0,772245437259000.0,0.249546279492,0.249999574839,82,0.0155954897531,0.249981948155,2.4762864257000002e-14
720.0,-154.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-658384413.319,24313878.5161,-661391221.27,-617814598.32,-683733168.611,-682769104.196,-622796974.918,10.0,591164688497000.0,0.125226860254,0.249999574839,110,0.00391305015624,0.124990974078,2.4762864257000002e-14
720.0,-430.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-712453933.93,13680596.6389,-715779577.75,-684387465.069,-728401674.871,-728326129.962,-690123113.838,10.0,187158724395000.0,0.249546279492,0.250000519641,63,0.0155978010819,0.250018051845,2.4762864257000002e-14
720.0,-705.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3969093.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-721210466.441,2130353.54378,-721101911.874,-716540806.247,-724610333.315,-723793781.21,-717927309.005,10.0,4538406221490.0,0.125226860254,0.250000425161,16,0.00391306346567,0.124990974078,2.4762864257000002e-14
720.0,-705.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-776425021.458,27769156.3203,-775646366.482,-742496143.28,-834480541.142,-821633103.108,-744824256.152,10.0,771126042742000.0,0.125226860254,0.124999315018,101,0.00195651768399,0.124990974078,2.4762864257000002e-14
720.0,-705.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-813162761.521,26350821.836,-809072507.962,-781037112.053,-858499752.657,-855918568.611,-783781589.611,10.0,694365811433000.0,0.125226860254,0.249999574839,81,0.00782610031248,0.249981948155,2.4762864257000002e-14
720.0,-567.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-816884087.359,16294840.3901,-817832030.546,-788887291.187,-840269034.786,-836935340.684,-791014970.796,10.0,265521823338000.0,0.249546279492,0.250000519641,62,0.0155978010819,0.250018051845,2.4762864257000002e-14
720.0,-292.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-823848912.679,17822024.6932,-822915383.969,-793044421.823,-851261215.938,-850722703.25,-800916893.788,10.0,317624564166000.0,0.250453720508,0.249999574839,109,0.00782610031248,0.124990974078,2.4762864257000002e-14
720.0,-705.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-945580785.989,16415602.3075,-951177759.417,-911535926.931,-962890147.302,-961481249.036,-917538847.218,10.0,269471999118000.0,0.125226860254,0.250000519641,61,0.00782726017928,0.250018051845,2.4762864257000002e-14
720.0,-430.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-984206521.686,26196878.5776,-985278248.069,-941154324.966,-1021986782.57,-1015778924.19,-947960892.601,10.0,686276447211000.0,0.249546279492,0.249999574839,108,0.00779774487657,0.124990974078,2.4762864257000002e-14
720.0,-292.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-986726686.922,16076562.2119,-980933171.86,-962621664.377,-1012869027.58,-1009966921.37,-966715374.443,10.0,258455852553000.0,0.250453720508,0.250000519641,89,0.015652259778,0.249981948155,2.4762864257000002e-14
720.0,-567.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3969093.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-999514394.36,7994410.3626,-999030756.127,-988087679.375,-1017356901.11,-1010733243.22,-988720694.243,10.0,63910597045600.0,0.249546279492,0.250000425161,42,0.0155977951872,0.250018051845,2.4762864257000002e-14
720.0,-430.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1099604839.81,26438902.5287,-1101403305.01,-1064392186.68,-1142887274.92,-1133639355.88,-1066871560.68,10.0,699015566924000.0,0.249546279492,0.250000519641,88,0.0155955486918,0.249981948155,2.4762864257000002e-14
720.0,-705.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3969093.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1110519631.49,12087060.3181,-1112909154.0,-1091581384.48,-1126859651.59,-1124454159.27,-1092599100.45,10.0,146097027133000.0,0.125226860254,0.250000425161,41,0.0078272572212,0.250018051845,2.4762864257000002e-14
720.0,-567.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1131990153.05,33931387.3813,-1125383163.6,-1103534123.14,-1216939021.31,-1188314101.98,-1104866094.52,10.0,1151339049620000.0,0.249546279492,0.249999574839,107,0.00779774487657,0.124990974078,2.4762864257000002e-14
720.0,-154.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1241537172.34,21184134.9741,-1242012308.98,-1212857412.88,-1282927776.68,-1272417512.04,-1214056615.72,10.0,448767574599000.0,0.125226860254,0.250000519641,115,0.0039130649445,0.124990974078,2.4762864257000002e-14
720.0,-567.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1262957513.18,29971024.1382,-1261958623.09,-1225951889.57,-1335395209.94,-1308791684.68,-1228777353.71,10.0,898262287892000.0,0.249546279492,0.250000519641,87,0.0155955486918,0.249981948155,2.4762864257000002e-14
720.0,-430.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3969093.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1283742740.75,19607163.4042,-1279545950.14,-1250851013.83,-1309470738.18,-1309153155.29,-1259451726.15,10.0,384440856760000.0,0.249546279492,0.250000425161,68,0.0155977951872,0.250018051845,2.4762864257000002e-14
720.0,-705.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5292123.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1290232432.12,2175851.26302,-1289940622.72,-1287017878.45,-1293773281.24,-1293713776.78,-1287499049.81,10.0,4734328718780.0,0.125226860254,0.12500016534,21,0.00195653099342,0.124990974078,2.4762864257000002e-14
720.0,-705.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1301033763.23,27042829.9265,-1311897832.06,-1259958811.66,-1326037842.68,-1325939932.78,-1260076930.75,10.0,731314650433000.0,0.125226860254,0.249999574839,106,0.00391305015624,0.124990974078,2.4762864257000002e-14
720.0,-292.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1400103202.27,29644048.5516,-1392961046.03,-1362077223.61,-1450394486.1,-1442705692.06,-1363767998.35,10.0,878769614528000.0,0.250453720508,0.250000519641,114,0.007826129889,0.124990974078,2.4762864257000002e-14
720.0,-567.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3969093.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1409218345.77,12177305.2005,-1406076954.23,-1397713332.64,-1435714397.14,-1431152469.82,-1398134869.26,10.0,148286761947000.0,0.249546279492,0.250000425161,67,0.0155977951872,0.250018051845,2.4762864257000002e-14
720.0,-705.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1411325700.09,23938400.87,-1408101816.75,-1373173094.32,-1440960889.44,-1440217608.1,-1377454301.01,10.0,573047036212000.0,0.125226860254,0.250000519641,86,0.007826129889,0.249981948155,2.4762864257000002e-14
720.0,-705.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3969093.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1535800146.16,13401832.9416,-1533773926.42,-1520481804.46,-1561483133.13,-1556526348.72,-1521751589.83,10.0,179609126193000.0,0.125226860254,0.250000425161,66,0.0078272572212,0.250018051845,2.4762864257000002e-14
720.0,-430.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1560508645.22,28411101.7598,-1570075465.24,-1500575789.26,-1594917323.17,-1589095132.2,-1512856404.35,10.0,807190703208000.0,0.249546279492,0.250000519641,113,0.00779777434592,0.124990974078,2.4762864257000002e-14
720.0,-292.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3969093.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1565817013.38,29121974.4113,-1559836283.47,-1530810854.61,-1609957977.57,-1609295268.32,-1533351906.97,10.0,848089393613000.0,0.250453720508,0.250000425161,94,0.0156522538627,0.249981948155,2.4762864257000002e-14
720.0,-567.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5292123.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1571354594.22,6627732.44426,-1570471971.77,-1558408841.07,-1584023006.55,-1580992675.71,-1562395677.46,10.0,43926837352700.0,0.249546279492,0.12500016534,47,0.00779889464623,0.250018051845,2.4762864257000002e-14
720.0,-705.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5292123.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1690600968.98,10837210.3956,-1688704526.37,-1679667766.98,-1710985816.3,-1706565654.73,-1679826795.13,10.0,117445129157000.0,0.125226860254,0.12500016534,46,0.00391362713156,0.250018051845,2.4762864257000002e-14
720.0,-567.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1706088863.83,27043863.0751,-1704510530.64,-1665474608.53,-1768877127.32,-1747025834.01,-1675111982.81,10.0,731370530023000.0,0.249546279492,0.250000519641,112,0.00779777434592,0.124990974078,2.4762864257000002e-14
720.0,-430.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3969093.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1706180386.6,18408620.7898,-1707201539.81,-1673071665.44,-1732698456.53,-1730076267.27,-1680465838.92,10.0,338877319384000.0,0.249546279492,0.250000425161,93,0.015595542798,0.249981948155,2.4762864257000002e-14
720.0,-154.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3969093.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1834256491.52,35619039.5842,-1837552096.06,-1761139706.83,-1881628049.11,-1874608765.49,-1775595020.76,10.0,1268715980900000.0,0.125226860254,0.250000425161,120,0.00391306346567,0.124990974078,2.4762864257000002e-14
720.0,-430.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5292123.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1857001860.63,15320775.8398,-1852110631.41,-1840291753.06,-1879545587.17,-1879329251.26,-1841756003.14,10.0,234726172333000.0,0.249546279492,0.12500016534,73,0.00779889464623,0.250018051845,2.4762864257000002e-14
720.0,-567.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3969093.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1857302304.21,26132564.691,-1853414674.39,-1815792416.58,-1898336591.9,-1895654136.87,-1825190187.31,10.0,682910937330000.0,0.249546279492,0.250000425161,92,0.015595542798,0.249981948155,2.4762864257000002e-14
720.0,-705.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1897531831.03,29513646.0436,-1901575225.77,-1832131434.73,-1933662764.79,-1928005125.96,-1850043563.68,10.0,871055302787000.0,0.125226860254,0.250000519641,111,0.0039130649445,0.124990974078,2.4762864257000002e-14
720.0,-567.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5292123.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1986201000.04,16570852.9571,-1988488830.17,-1968110923.05,-2011335703.47,-2010311084.91,-1968137782.2,10.0,274593167726000.0,0.249546279492,0.12500016534,72,0.00779889464623,0.250018051845,2.4762864257000002e-14
720.0,-705.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3969093.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1995397716.2,30172392.5922,-1985931765.53,-1957444423.41,-2046149123.0,-2039126603.4,-1961942546.84,10.0,910373274738000.0,0.125226860254,0.250000425161,91,0.00782612693135,0.249981948155,2.4762864257000002e-14
720.0,-292.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3969093.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2018117734.44,22045837.0222,-2014822237.76,-1987149415.56,-2063509600.42,-2051706143.79,-1992638197.54,10.0,486018930008000.0,0.250453720508,0.250000425161,119,0.00782612693135,0.124990974078,2.4762864257000002e-14
720.0,-705.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5292123.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2119366470.41,14063223.2905,-2117475110.4,-2095378871.82,-2143536114.94,-2141835061.99,-2101746704.33,10.0,197774249317000.0,0.125226860254,0.12500016534,71,0.00391362713156,0.250018051845,2.4762864257000002e-14
720.0,-292.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5292123.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2133964596.04,22930824.1314,-2138852449.87,-2080379114.92,-2164755032.13,-2159290674.56,-2098430584.43,10.0,525822695347000.0,0.250453720508,0.12500016534,99,0.0078261239737,0.249981948155,2.4762864257000002e-14
720.0,-430.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3969093.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2163234451.77,26432666.6804,-2153520840.8,-2135340263.73,-2204019959.4,-2201772824.24,-2135630807.4,10.0,698685867837000.0,0.249546279492,0.250000425161,118,0.00779777139899,0.124990974078,2.4762864257000002e-14
720.0,-430.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5292123.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2291728824.1,29385975.5735,-2307385619.02,-2238780345.53,-2326420536.68,-2322629211.43,-2248224566.19,9.0,863535560404000.0,0.249546279492,0.12500016534,98,0.00779776845205,0.249981948155,2.4762864257000002e-14
720.0,-567.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3969093.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2317383387.63,32424942.8478,-2319174745.37,-2254477431.96,-2358826520.95,-2355066481.63,-2269677704.72,10.0,1051376918680000.0,0.249546279492,0.250000425161,117,0.00779777139899,0.124990974078,2.4762864257000002e-14
720.0,-567.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5292123.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2446940510.6,21272346.6146,-2453514171.73,-2408756272.61,-2476911744.59,-2472234530.54,-2415017021.65,10.0,452512730492000.0,0.249546279492,0.12500016534,97,0.00779776845205,0.249981948155,2.4762864257000002e-14
720.0,-154.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5292123.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2457689242.61,27629195.6811,-2458515967.07,-2416993715.68,-2502885771.01,-2499140268.25,-2422674919.02,10.0,763372453983000.0,0.125226860254,0.12500016534,125,0.00195653099342,0.124990974078,2.4762864257000002e-14
720.0,-705.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3969093.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2483973410.2,31899523.4913,-2475958822.6,-2442073327.13,-2544472670.05,-2536702242.39,-2449994074.88,10.0,1017579598970000.0,0.125226860254,0.250000425161,116,0.00391306346567,0.124990974078,2.4762864257000002e-14
720.0,-705.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5292123.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2595549462.35,24435000.5639,-2599824503.55,-2557885863.84,-2636730187.69,-2626631741.65,-2558318194.68,10.0,597069252556000.0,0.125226860254,0.12500016534,96,0.00391306198685,0.249981948155,2.4762864257000002e-14
720.0,-292.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5292123.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2610232396.35,42195504.741,-2604008937.11,-2550143140.93,-2681182101.99,-2678872115.45,-2560639740.79,10.0,1780460620350000.0,0.250453720508,0.12500016534,124,0.00391306198685,0.124990974078,2.4762864257000002e-14
720.0,-430.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5292123.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2772129010.86,28109950.343,-2768280366.43,-2736195076.96,-2815840191.31,-2811231973.91,-2736658128.55,10.0,790169308284000.0,0.249546279492,0.12500016534,123,0.00389888422603,0.124990974078,2.4762864257000002e-14
720.0,-567.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5292123.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2933284757.79,38260015.8538,-2937164742.96,-2871444834.47,-3001765764.62,-2981712058.18,-2875714995.92,10.0,1463828813130000.0,0.249546279492,0.12500016534,122,0.00389888422603,0.124990974078,2.4762864257000002e-14
