npp_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,elec_data_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight-ft_capacity,ProbabilityWeight-htse_capacity,PointProbability,prefix
1193.0,-785.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,braidwood,illinois,covid,643536720.386,11303248.8802,643536720.386,651529324.318,635544116.453,636343376.846,650730063.925,2.0,127763435247000.0,0.00781233727318,0.249994792742,0.125,0.25,1.17734560967e-13,107
1193.0,-785.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,637854451.148,7305420.52901,637854451.148,643020163.544,632688738.753,633205309.992,642503592.304,2.0,53369169105700.0,0.00390603549646,0.124993135887,0.125,0.25,1.17734560967e-13,102
1193.0,-785.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,braidwood,illinois,covid,608890516.736,8699799.83011,608890516.736,615042204.191,602738829.281,603353998.027,614427035.446,2.0,75686517084000.0,0.00781263314013,0.250004260484,0.125,0.25,1.17734560967e-13,112
1193.0,-785.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,braidwood,illinois,covid,534858960.563,13971085.2517,534858960.563,544738009.685,524979911.441,525967816.353,543750104.773,2.0,195191223110000.0,0.00781266272682,0.250005207258,0.125,0.25,1.17734560967e-13,117
1193.0,-585.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,braidwood,illinois,covid,520885696.842,9404369.13758,520885696.842,527535590.032,514235803.652,514900792.971,526870600.713,2.0,88442158876000.0,0.0156246745464,0.249994792742,0.25,0.25,1.17734560967e-13,83
1193.0,-585.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,504312678.023,6146930.24376,504312678.023,508659214.082,499966141.964,500400795.57,508224560.476,2.0,37784751421600.0,0.00781207099292,0.124993135887,0.25,0.25,1.17734560967e-13,78
1193.0,-785.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,braidwood,illinois,covid,494501923.615,5606491.24947,494501923.615,498466311.596,490537535.633,490933974.431,498069872.798,2.0,31432744130400.0,0.00390633136341,0.125002603629,0.125,0.25,1.17734560967e-13,122
1193.0,-985.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,braidwood,illinois,covid,459402904.728,14795407.7252,459402904.728,469864837.86,448940971.595,449987164.908,468818644.547,2.0,218904089755000.0,0.00390616863659,0.249994792742,0.125,0.125,1.17734560967e-13,106
1193.0,-585.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,braidwood,illinois,covid,454787509.682,7727505.70818,454787509.682,460251681.37,449323337.994,449869755.162,459705264.201,2.0,59714344470000.0,0.0156252662803,0.250004260484,0.25,0.25,1.17734560967e-13,88
1193.0,-985.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,432328893.655,726657.003884,432328893.655,432842717.75,431815069.56,431866451.969,432791335.34,2.0,528030401294.0,0.00195301774823,0.124993135887,0.125,0.125,1.17734560967e-13,101
1193.0,-985.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,braidwood,illinois,covid,409583614.28,7999753.19969,409583614.28,415240294.015,403926934.544,404492602.518,414674626.041,2.0,63996051255900.0,0.00390631657006,0.250004260484,0.125,0.125,1.17734560967e-13,111
1193.0,-585.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,braidwood,illinois,covid,396428106.633,5035622.04075,396428106.633,399988829.125,392867384.14,393223456.389,399632756.876,2.0,25357489337300.0,0.0156253254536,0.250005207258,0.25,0.25,1.17734560967e-13,93
1193.0,-985.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,braidwood,illinois,covid,343086103.568,1816779.00575,343086103.568,344370760.323,341801446.813,341929912.488,344242294.647,2.0,3300685955730.0,0.00390633136341,0.250005207258,0.125,0.125,1.17734560967e-13,116
1193.0,-585.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,braidwood,illinois,covid,338908323.279,3254889.66386,338908323.279,341209877.832,336606768.726,336836924.181,340979722.377,2.0,10594306723900.0,0.00781266272682,0.125002603629,0.25,0.25,1.17734560967e-13,98
1193.0,-785.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,braidwood,illinois,covid,328861590.267,2051972.36696,328861590.267,330312553.842,327410626.691,327555723.049,330167457.485,2.0,4210590594760.0,0.0156246745464,0.249994792742,0.25,0.25,1.17734560967e-13,82
1193.0,-785.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,306307929.818,6923517.11812,306307929.818,311203595.721,301412263.914,301901830.504,310714029.131,2.0,47935089285000.0,0.00781207099292,0.124993135887,0.25,0.25,1.17734560967e-13,77
1193.0,-785.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,braidwood,illinois,covid,287932017.941,978080.066785,287932017.941,288623624.989,287240410.893,287309571.598,288554464.284,2.0,956640617042.0,0.0156252662803,0.250004260484,0.25,0.25,1.17734560967e-13,87
1193.0,-985.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,braidwood,illinois,covid,272410216.034,4969220.08244,272410216.034,275923985.251,268896446.816,269247823.738,275572608.33,2.0,24693148227700.0,0.00195316568171,0.125002603629,0.125,0.125,1.17734560967e-13,121
1193.0,-785.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,braidwood,illinois,covid,233606079.685,2907600.29339,233606079.685,235662063.569,231550095.8,231755694.189,235456465.181,2.0,8454139466140.0,0.0156253254536,0.250005207258,0.25,0.25,1.17734560967e-13,92
1193.0,-785.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,braidwood,illinois,covid,168850371.835,12697686.3808,168850371.835,177828991.981,159871751.69,160769613.705,176931129.966,2.0,161231239426000.0,0.00781266272682,0.125002603629,0.25,0.25,1.17734560967e-13,97
1193.0,-985.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,braidwood,illinois,covid,161980574.606,11328142.5296,161980574.606,169990781.007,153970368.205,154771388.846,169189760.367,2.0,128326813170000.0,0.00781233727318,0.249994792742,0.25,0.125,1.17734560967e-13,81
1193.0,-985.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,braidwood,illinois,covid,115642968.279,4622229.39451,115642968.279,118911378.028,112374558.53,112701399.505,118584537.053,2.0,21365004575500.0,0.00781263314013,0.250004260484,0.25,0.125,1.17734560967e-13,86
1193.0,-985.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,97174943.9271,9117464.91452,97174943.9271,103621965.195,90727922.6588,91372624.7856,102977263.069,2.0,83128166467500.0,0.00390603549646,0.124993135887,0.25,0.125,1.17734560967e-13,76
1193.0,-985.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,braidwood,illinois,covid,51596906.0939,3387727.57846,51596906.0939,53992391.2374,49201420.9503,49440969.4647,53752842.7231,2.0,11476698145800.0,0.00781266272682,0.250005207258,0.25,0.125,1.17734560967e-13,91
1193.0,-785.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-5694822.85659,15438975.2825,-5694822.85659,5222181.26021,-16611826.9734,-15520126.5617,4130480.84853,2.0,238361957772000.0,0.0156246745464,0.249994792742,0.25,0.25,1.17734560967e-13,57
1193.0,-985.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-17566845.8365,2711129.69005,-17566845.8365,-15649787.648,-19483904.025,-19292198.2061,-15841493.4668,2.0,7350224196260.0,0.00390633136341,0.125002603629,0.25,0.125,1.17734560967e-13,96
1193.0,-785.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-20950449.6989,7556683.79514,-20950449.6989,-15607067.3441,-26293832.0538,-25759493.8183,-16141405.5796,2.0,57103469979700.0,0.00781207099292,0.124993135887,0.25,0.25,1.17734560967e-13,52
1193.0,-785.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-63413840.6476,1505337.41362,-63413840.6476,-62349406.3545,-64478274.9408,-64371831.5114,-62455849.7838,2.0,2266040728840.0,0.0156252662803,0.250004260484,0.25,0.25,1.17734560967e-13,62
1193.0,-785.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-128107091.819,3228357.36925,-128107091.819,-125824298.431,-130389885.207,-130161605.868,-126052577.77,2.0,10422291303600.0,0.0156253254536,0.250005207258,0.25,0.25,1.17734560967e-13,67
1193.0,-985.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-178205680.132,2308377.40733,-178205680.132,-176573410.814,-179837949.451,-179674722.519,-176736637.746,2.0,5328606254670.0,0.00781233727318,0.249994792742,0.25,0.125,1.17734560967e-13,56
1193.0,-785.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-179761398.638,10605922.8458,-179761398.638,-172261878.673,-187260918.603,-186510966.606,-173011830.669,2.0,112485599412000.0,0.00781266272682,0.125002603629,0.25,0.25,1.17734560967e-13,72
1193.0,-985.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-227057454.096,11927664.8676,-227057454.096,-218623321.385,-235491586.808,-234648173.537,-219466734.656,2.0,142269189193000.0,0.00390603549646,0.124993135887,0.25,0.125,1.17734560967e-13,51
1193.0,-985.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-230545966.824,3598104.01932,-230545966.824,-228001723.072,-233090210.575,-232835786.2,-228256147.447,2.0,12946352533900.0,0.00781263314013,0.250004260484,0.25,0.125,1.17734560967e-13,61
1193.0,-985.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-276607955.971,1298788.5109,-276607955.971,-275689573.807,-277526338.134,-277434499.918,-275781412.024,2.0,1686851596050.0,0.00781266272682,0.250005207258,0.25,0.125,1.17734560967e-13,66
1193.0,-985.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-333052485.919,2653646.94383,-333052485.919,-331176074.17,-334928897.667,-334741256.492,-331363715.345,2.0,7041842102510.0,0.00390633136341,0.125002603629,0.25,0.125,1.17734560967e-13,71
1193.0,-985.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-527925807.387,5949560.1409,-527925807.387,-523718833.066,-532132781.707,-531712084.275,-524139530.498,2.0,35397265870200.0,0.00781233727318,0.249994792742,0.25,0.125,1.17734560967e-13,31
1193.0,-985.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-547801964.273,8066576.3083,-547801964.273,-542098033.464,-553505895.082,-552935502.001,-542668426.545,2.0,65069653337600.0,0.00390603549646,0.124993135887,0.25,0.125,1.17734560967e-13,26
1193.0,-985.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-591697490.853,634997.138071,-591697490.853,-591248480.071,-592146501.635,-592101600.557,-591293381.149,2.0,403221365359.0,0.00781263314013,0.250004260484,0.25,0.125,1.17734560967e-13,36
1193.0,-985.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-641666987.549,3787975.6276,-641666987.549,-638988484.296,-644345490.803,-644077640.477,-639256334.621,2.0,14348759355300.0,0.00781266272682,0.250005207258,0.25,0.125,1.17734560967e-13,41
1193.0,-985.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-703138898.94,2257376.76753,-703138898.94,-701542692.52,-704735105.36,-704575484.718,-701702313.162,2.0,5095749870570.0,0.00390633136341,0.125002603629,0.25,0.125,1.17734560967e-13,46
1193.0,-185.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-153595464481.0,5614157.92517,-153595464481.0,-153591494672.0,-153599434290.0,-153599037309.0,-153591891653.0,2.0,31518769208800.0,0.00195301774823,0.124993135887,0.125,0.125,1.17734560967e-13,105
1193.0,-185.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-153664345007.0,22265588.8207,-153664345007.0,-153648600858.0,-153680089155.0,-153678514741.0,-153650175273.0,2.0,495756445534000.0,0.00390616863659,0.249994792742,0.125,0.125,1.17734560967e-13,110
1193.0,-185.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-153742340251.0,12335989.725,-153742340251.0,-153733617389.0,-153751063113.0,-153750190827.0,-153734489675.0,2.0,152176642496000.0,0.00390631657006,0.250004260484,0.125,0.125,1.17734560967e-13,115
1193.0,-185.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-153789546688.0,6070157.39173,-153789546688.0,-153785254439.0,-153793838938.0,-153793409713.0,-153785683664.0,2.0,36846810760300.0,0.00390633136341,0.250005207258,0.125,0.125,1.17734560967e-13,120
1193.0,-185.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-153838234418.0,9923543.08968,-153838234418.0,-153831217414.0,-153845251423.0,-153844549723.0,-153831919114.0,2.0,98476707452600.0,0.00195316568171,0.125002603629,0.125,0.125,1.17734560967e-13,125
1193.0,-385.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-154163023181.0,18793229.0674,-154163023181.0,-154149734361.0,-154176312001.0,-154174983119.0,-154151063243.0,2.0,353185458779000.0,0.00781207099292,0.124993135887,0.25,0.25,1.17734560967e-13,79
1193.0,-385.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-154208766936.0,10771049.0771,-154208766936.0,-154201150654.0,-154216383218.0,-154215621590.0,-154201912282.0,2.0,116015498222000.0,0.0156246745464,0.249994792742,0.25,0.25,1.17734560967e-13,84
1193.0,-385.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-154282067292.0,2959567.08568,-154282067292.0,-154279974562.0,-154284160022.0,-154283950749.0,-154280183835.0,2.0,8759037334620.0,0.0156252662803,0.250004260484,0.25,0.25,1.17734560967e-13,89
1193.0,-385.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-154341628235.0,1185417.05125,-154341628235.0,-154340790018.0,-154342466451.0,-154342382629.0,-154340873840.0,2.0,1405213585390.0,0.0156253254536,0.250005207258,0.25,0.25,1.17734560967e-13,94
1193.0,-385.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-154389642858.0,629145.918794,-154389642858.0,-154389197985.0,-154390087731.0,-154390043244.0,-154389242472.0,2.0,395824587136.0,0.00781266272682,0.125002603629,0.25,0.25,1.17734560967e-13,99
1193.0,-585.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-154708582554.0,8432377.95069,-154708582554.0,-154702619962.0,-154714545146.0,-154713948887.0,-154703216222.0,2.0,71104997903300.0,0.00781207099292,0.124993135887,0.25,0.25,1.17734560967e-13,53
1193.0,-585.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-154760155793.0,4376814.77607,-154760155793.0,-154757060918.0,-154763250668.0,-154762941181.0,-154757370405.0,2.0,19156507584000.0,0.0156246745464,0.249994792742,0.25,0.25,1.17734560967e-13,58
1193.0,-585.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-154818773558.0,7628296.69896,-154818773558.0,-154813379538.0,-154824167579.0,-154823628177.0,-154813918940.0,2.0,58190910527400.0,0.0156252662803,0.250004260484,0.25,0.25,1.17734560967e-13,63
1193.0,-585.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-154869721190.0,4055085.31633,-154869721190.0,-154866853812.0,-154872588568.0,-154872301830.0,-154867140549.0,2.0,16443716922700.0,0.0156253254536,0.250005207258,0.25,0.25,1.17734560967e-13,68
1193.0,-585.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-154927242146.0,4010000.1165,-154927242146.0,-154924406648.0,-154930077645.0,-154929794095.0,-154924690198.0,2.0,16080100934300.0,0.00781266272682,0.125002603629,0.25,0.25,1.17734560967e-13,73
1193.0,-785.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-155230654214.0,557601.25678,-155230654214.0,-155230259930.0,-155231048497.0,-155231009069.0,-155230299359.0,2.0,310919161563.0,0.00781207099292,0.124993135887,0.25,0.25,1.17734560967e-13,27
1193.0,-785.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-155290150269.0,8460766.75104,-155290150269.0,-155284167604.0,-155296132935.0,-155295534668.0,-155284765870.0,2.0,71584574015600.0,0.0156246745464,0.249994792742,0.25,0.25,1.17734560967e-13,32
1193.0,-785.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-155346846637.0,7902442.64471,-155346846637.0,-155341258766.0,-155352434507.0,-155351875720.0,-155341817553.0,2.0,62448599752900.0,0.0156252662803,0.250004260484,0.25,0.25,1.17734560967e-13,37
1193.0,-785.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-155409485414.0,4391589.83853,-155409485414.0,-155406380091.0,-155412590737.0,-155412280204.0,-155406690623.0,2.0,19286061309900.0,0.0156253254536,0.250005207258,0.25,0.25,1.17734560967e-13,42
1193.0,-785.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-155462988457.0,3430156.9721,-155462988457.0,-155460562970.0,-155465413944.0,-155465171396.0,-155460805519.0,2.0,11765976853300.0,0.00781266272682,0.125002603629,0.25,0.25,1.17734560967e-13,47
1193.0,-985.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-155756719579.0,237162.575739,-155756719579.0,-155756551880.0,-155756887279.0,-155756870509.0,-155756568650.0,2.0,56246087331.2,0.00195301774823,0.124993135887,0.125,0.125,1.17734560967e-13,1
1193.0,-985.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-155812419962.0,744868.861238,-155812419962.0,-155811893260.0,-155812946663.0,-155812893993.0,-155811945930.0,2.0,554829620442.0,0.00390616863659,0.249994792742,0.125,0.125,1.17734560967e-13,6
1193.0,-985.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-155870984742.0,731359.147759,-155870984742.0,-155870467593.0,-155871501891.0,-155871450176.0,-155870519308.0,2.0,534886203011.0,0.00390631657006,0.250004260484,0.125,0.125,1.17734560967e-13,11
1193.0,-985.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-155927105293.0,1501315.15125,-155927105293.0,-155926043703.0,-155928166883.0,-155928060724.0,-155926149862.0,2.0,2253947183370.0,0.00390633136341,0.250005207258,0.125,0.125,1.17734560967e-13,16
1193.0,-985.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-155981606418.0,1518186.90102,-155981606418.0,-155980532898.0,-155982679938.0,-155982572586.0,-155980640250.0,2.0,2304891466440.0,0.00195316568171,0.125002603629,0.125,0.125,1.17734560967e-13,21
1193.0,-185.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-264036092036000.0,11008766.1584,-264036092036000.0,-264036084251000.0,-264036099820000.0,-264036099042000.0,-264036085030000.0,2.0,121192932331000.0,0.00390603549646,0.124993135887,0.25,0.125,1.17734560967e-13,80
1193.0,-185.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-264036151382000.0,18021234.9928,-264036151382000.0,-264036138639000.0,-264036164125000.0,-264036162850000.0,-264036139913000.0,2.0,324764910665000.0,0.00781233727318,0.249994792742,0.25,0.125,1.17734560967e-13,85
1193.0,-185.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-264036200770000.0,5333728.83484,-264036200770000.0,-264036196999000.0,-264036204542000.0,-264036204164000.0,-264036197376000.0,2.0,28448663283600.0,0.00781263314013,0.250004260484,0.25,0.125,1.17734560967e-13,90
