smr_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,PointProbability,ProbabilityWeight-meoh_capacity,ProbabilityWeight,ProbabilityWeight-htse_capacity,prefix,ProbabilityWeight-h2_storage_capacity
720.0,-529.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,139048385.626,1189092.96719,139048385.626,139889201.326,138207569.925,138291651.495,139805119.756,2.0,1413942084620.0,1.83230531396e-13,0.249963898917,0.0156513159678,0.250453720508,58,0.250003495741
720.0,-254.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,111052706.766,3658736.66221,111052706.766,113639824.27,108465589.261,108724301.012,113381112.52,2.0,13386353963400.0,1.83230531396e-13,0.25,0.015596424381,0.249546279492,44,0.249996504259
720.0,-667.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,93384761.7598,5527041.20568,93384761.7598,97292970.0763,89476553.4434,89867374.275,96902149.2446,2.0,30548184489300.0,1.83230531396e-13,0.249963898917,0.0078254391352,0.125226860254,28,0.249996504259
720.0,-391.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,90159402.1394,2490502.05398,90159402.1394,91920453.0304,88398351.2485,88574456.3376,91744347.9413,2.0,6202600480890.0,1.83230531396e-13,0.249963898917,0.00779728234506,0.249546279492,113,0.125001398296
720.0,-667.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,62874201.6541,90638.2054209,62874201.6541,62938292.5438,62810110.7645,62816519.8534,62931883.4549,2.0,8215284281.92,1.83230531396e-13,0.249963898917,0.00391262108568,0.125226860254,3,0.124995105963
720.0,-529.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,62428776.7992,2352887.36825,62428776.7992,64092519.4127,60765034.1858,60931408.4471,63926145.1513,2.0,5536078967680.0,1.83230531396e-13,0.249963898917,0.0156513159678,0.250453720508,83,0.250003495741
720.0,-254.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,33053579.4223,7205773.06771,33053579.4223,38148830.4221,27958328.4224,28467853.5224,37639305.3221,2.0,51923165503400.0,1.83230531396e-13,0.25,0.0155968605555,0.249546279492,69,0.250003495741
720.0,-391.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,13968796.2981,8509281.53289,13968796.2981,19985766.9731,7951825.62322,8553522.69071,19384069.9056,2.0,72407872206000.0,1.83230531396e-13,0.25,0.00779801591193,0.249546279492,14,0.124995105963
720.0,-667.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,12526866.2392,5262934.40021,12526866.2392,16248322.8426,8805409.6359,9177555.29623,15876177.1822,2.0,27698478500900.0,1.83230531396e-13,0.249963898917,0.00782565798392,0.125226860254,53,0.250003495741
720.0,-116.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,3819372.42252,8938480.61714,3819372.42252,10139832.6804,-2501087.83536,-1869041.80957,9507786.65462,2.0,79896435743000.0,1.83230531396e-13,0.125018050542,0.00195687562387,0.125226860254,25,0.124995105963
720.0,-391.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-1399612.73486,8989549.47378,-1399612.73486,4956958.65786,-7756184.12758,-7120526.98831,4321301.51859,2.0,80811999741500.0,1.83230531396e-13,0.25,0.015596424381,0.249546279492,39,0.249996504259
720.0,-529.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-18666886.0573,4468150.94815,-18666886.0573,-15507426.2225,-21826345.8921,-21510399.9086,-15823372.2059,2.0,19964372895500.0,1.83230531396e-13,0.249963898917,0.00782563609905,0.250453720508,108,0.125001398296
720.0,-254.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-44369762.5266,3152919.84725,-44369762.5266,-42140311.5221,-46599213.5312,-46376268.4307,-42363256.6226,2.0,9940903563170.0,1.83230531396e-13,0.25,0.0155968605555,0.249546279492,94,0.250003495741
720.0,-667.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-64257729.5937,4616982.04321,-64257729.5937,-60993030.2823,-67522428.9051,-67195958.9739,-61319500.2135,2.0,21316523187400.0,1.83230531396e-13,0.249963898917,0.00782565798392,0.125226860254,78,0.250003495741
720.0,-116.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-78660299.1511,1195533.90557,-78660299.1511,-77814929.0193,-79505669.2828,-79421132.2697,-77899466.0325,2.0,1429301319370.0,1.83230531396e-13,0.125018050542,0.00391384975812,0.125226860254,50,0.249996504259
720.0,-391.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-87018070.4732,6046474.71905,-87018070.4732,-82742567.1971,-91293573.7493,-90866023.4217,-83170117.5247,2.0,36559856528200.0,1.83230531396e-13,0.25,0.0155968605555,0.249546279492,64,0.250003495741
720.0,-254.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-121084240.578,1611406.71998,-121084240.578,-119944803.959,-122223677.197,-122109733.535,-120058747.621,2.0,2596631617180.0,1.83230531396e-13,0.25,0.00779840846903,0.249546279492,119,0.125001398296
720.0,-529.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-140061516.193,6124286.36673,-140061516.193,-135730991.773,-144392040.613,-143958988.171,-136164044.215,2.0,37506883501700.0,1.83230531396e-13,0.25,0.0156531386514,0.250453720508,34,0.249996504259
720.0,-667.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-144833047.881,3356641.80136,-144833047.881,-142459543.702,-147206552.061,-146969201.643,-142696894.12,2.0,11267044182600.0,1.83230531396e-13,0.249963898917,0.00391281804952,0.125226860254,103,0.125001398296
720.0,-529.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-147158664.775,4151761.72287,-147158664.775,-144222925.906,-150094403.643,-149800829.756,-144516499.793,2.0,17237125403500.0,1.83230531396e-13,0.25,0.00782637233343,0.250453720508,9,0.124995105963
720.0,-391.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-150271900.55,3630830.42829,-150271900.55,-147704515.733,-152839285.368,-152582546.886,-147961254.215,2.0,13182929599000.0,1.83230531396e-13,0.25,0.0155968605555,0.249546279492,89,0.250003495741
720.0,-116.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-150795049.282,2458100.96852,-150795049.282,-149056909.418,-152533189.146,-152359375.159,-149230723.405,2.0,6042260371440.0,1.83230531396e-13,0.125018050542,0.00391395921408,0.125226860254,75,0.250003495741
720.0,-254.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-172359754.82,13858180.0203,-172359754.82,-162560541.753,-182158967.887,-181179046.58,-163540463.059,2.0,192049153474000.0,1.83230531396e-13,0.125018050542,0.00389957098961,0.249546279492,20,0.124995105963
720.0,-254.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-210187044.035,7887360.44904,-210187044.035,-204609837.976,-215764250.095,-215206529.489,-205167558.582,2.0,62210454853200.0,1.83230531396e-13,0.125018050542,0.0077993382861,0.249546279492,45,0.249996504259
720.0,-116.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-217651137.032,1745898.0121,-217651137.032,-216416600.709,-218885673.356,-218762219.724,-216540054.341,2.0,3048159868670.0,1.83230531396e-13,0.125018050542,0.00391395921408,0.125226860254,100,0.250003495741
720.0,-529.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-220131447.766,146282.314348,-220131447.766,-220028010.55,-220234884.983,-220224541.261,-220038354.271,2.0,21398515491.1,1.83230531396e-13,0.25,0.0156535764121,0.250453720508,59,0.250003495741
720.0,-391.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-236510826.487,6381834.69806,-236510826.487,-231998187.896,-241023465.079,-240572201.219,-232449451.755,2.0,40727814113300.0,1.83230531396e-13,0.25,0.00779840846903,0.249546279492,114,0.125001398296
720.0,-254.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-284031360.956,1796405.81519,-284031360.956,-282761110.223,-285301611.69,-285174586.617,-282888135.296,2.0,3227073852860.0,1.83230531396e-13,0.125018050542,0.00779955640487,0.249546279492,70,0.250003495741
720.0,-667.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-287381604.937,4466450.99975,-287381604.937,-284223347.147,-290539862.726,-290224036.947,-284539172.926,2.0,19949184533200.0,1.83230531396e-13,0.25,0.00782656932572,0.125226860254,29,0.249996504259
720.0,-529.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-294484291.508,3693633.73062,-294484291.508,-291872498.049,-297096084.966,-296834905.62,-292133677.395,2.0,13642930136000.0,1.83230531396e-13,0.25,0.0156535764121,0.250453720508,84,0.250003495741
720.0,-116.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-299864727.008,1429994.51762,-299864727.008,-298853568.188,-300875885.829,-300774769.947,-298954684.07,2.0,2044884320420.0,1.83230531396e-13,0.125018050542,0.00195697413424,0.125226860254,125,0.125001398296
720.0,-667.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-310540195.675,3252236.65336,-310540195.675,-308240517.083,-312839874.266,-312609906.407,-308470484.942,2.0,10577043249500.0,1.83230531396e-13,0.25,0.00391318616671,0.125226860254,4,0.124995105963
720.0,-391.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-340052435.345,2540979.34361,-340052435.345,-338255691.62,-341849179.07,-341669504.697,-338435365.993,2.0,6456576024640.0,1.83230531396e-13,0.125018050542,0.00389957098961,0.249546279492,15,0.124995105963
720.0,-391.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-358499052.656,819930.558803,-358499052.656,-357919274.198,-359078831.114,-359020853.268,-357977252.044,2.0,672286121259.0,1.83230531396e-13,0.125018050542,0.0077993382861,0.249546279492,40,0.249996504259
720.0,-254.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-364896302.773,1011604.58498,-364896302.773,-364180990.311,-365611615.235,-365540083.988,-364252521.557,2.0,1023343836360.0,1.83230531396e-13,0.125018050542,0.00779955640487,0.249546279492,95,0.250003495741
720.0,-667.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-367288480.134,7078485.50656,-367288480.134,-362283235.032,-372293725.236,-371793200.726,-362783759.542,2.0,50104957066600.0,1.83230531396e-13,0.25,0.00782678820604,0.125226860254,54,0.250003495741
720.0,-529.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-375826339.802,1549549.03747,-375826339.802,-374730643.17,-376922036.435,-376812466.771,-374840212.833,2.0,2401102219520.0,1.83230531396e-13,0.25,0.00782676631801,0.250453720508,109,0.125001398296
720.0,-254.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-436285736.478,1086103.31501,-436285736.478,-435517745.459,-437053727.497,-436976928.395,-435594544.561,2.0,1179620410870.0,1.83230531396e-13,0.125018050542,0.0038997672965,0.249546279492,120,0.125001398296
720.0,-391.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-440432000.24,16304336.9788,-440432000.24,-428903092.999,-451960907.48,-450808016.756,-430055983.723,2.0,265831404319000.0,1.83230531396e-13,0.125018050542,0.00779955640487,0.249546279492,65,0.250003495741
720.0,-667.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-444180562.691,2208135.58309,-444180562.691,-442619175.046,-445741950.335,-445585811.571,-442775313.81,2.0,4875862753290.0,1.83230531396e-13,0.25,0.00782678820604,0.125226860254,79,0.250003495741
720.0,-529.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-503278794.806,1190660.59478,-503278794.806,-502436870.625,-504120718.987,-504036526.568,-502521063.043,2.0,1417672651950.0,1.83230531396e-13,0.125018050542,0.00391375124775,0.250453720508,10,0.124995105963
720.0,-529.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-515002081.703,270643.647835,-515002081.703,-514810707.745,-515193455.662,-515174318.266,-514829845.14,2.0,73247984113.2,1.83230531396e-13,0.125018050542,0.00782769951624,0.250453720508,35,0.249996504259
720.0,-667.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-519273485.07,4134490.22504,-519273485.07,-516349958.995,-522197011.145,-521904658.537,-516642311.602,2.0,17094009421000.0,1.83230531396e-13,0.25,0.003913383159,0.125226860254,104,0.125001398296
720.0,-391.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-519856545.501,4176404.8972,-519856545.501,-516903381.277,-522809709.725,-522514393.302,-517198697.699,2.0,17442357865400.0,1.83230531396e-13,0.125018050542,0.00779955640487,0.249546279492,90,0.250003495741
720.0,-529.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-597854474.023,2465057.18466,-597854474.023,-596111415.371,-599597532.674,-599423226.809,-596285721.236,2.0,6076506923650.0,1.83230531396e-13,0.125018050542,0.00782791842816,0.250453720508,60,0.250003495741
720.0,-391.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-597873840.315,9349648.81198,-597873840.315,-591262640.238,-604485040.392,-603823920.384,-591923760.246,2.0,87415932907400.0,1.83230531396e-13,0.125018050542,0.0038997672965,0.249546279492,115,0.125001398296
720.0,-667.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-662605243.195,1584936.54728,-662605243.195,-661484523.814,-663725962.575,-663613890.637,-661596595.752,2.0,2512023858900.0,1.83230531396e-13,0.125018050542,0.00195687562387,0.125226860254,5,0.124995105963
720.0,-667.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-670223076.677,1089349.62075,-670223076.677,-669452790.173,-670993363.181,-670916334.53,-669529818.823,2.0,1186682596230.0,1.83230531396e-13,0.125018050542,0.00391384975812,0.125226860254,30,0.249996504259
720.0,-529.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-675011995.33,4213392.1105,-675011995.33,-672032677.197,-677991313.463,-677693381.65,-672330609.01,2.0,17752673076800.0,1.83230531396e-13,0.125018050542,0.00782791842816,0.250453720508,85,0.250003495741
720.0,-667.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-753909989.826,1740742.01017,-753909989.826,-752679099.346,-755140880.306,-755017791.258,-752802188.394,2.0,3030182745980.0,1.83230531396e-13,0.125018050542,0.00391395921408,0.125226860254,55,0.250003495741
720.0,-529.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-755430166.459,1597895.12035,-755430166.459,-754300283.984,-756560048.934,-756447060.687,-754413272.231,2.0,2553268815650.0,1.83230531396e-13,0.125018050542,0.00391394826849,0.250453720508,110,0.125001398296
720.0,-667.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-833399700.244,1828323.76775,-833399700.244,-832106880.11,-834692520.378,-834563238.365,-832236162.123,2.0,3342767799720.0,1.83230531396e-13,0.125018050542,0.00391395921408,0.125226860254,80,0.250003495741
720.0,-667.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-915576710.959,16965777.9724,-915576710.959,-903580094.307,-927573327.612,-926373665.946,-904779755.972,2.0,287837622208000.0,1.83230531396e-13,0.125018050542,0.00195697413424,0.125226860254,105,0.125001398296
720.0,-667.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-18885205197.9,345697.015998,-18885205197.9,-18884960753.2,-18885449642.6,-18885425198.2,-18884985197.7,2.0,119506426870.0,1.83230531396e-13,0.125018050542,0.00195687562387,0.125226860254,1,0.124995105963
720.0,-529.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-359862955094.0,1004434.475,-359862955094.0,-359862244852.0,-359863665337.0,-359863594312.0,-359862315876.0,2.0,1008888614560.0,1.83230531396e-13,0.25,0.00782637233343,0.250453720508,7,0.124995105963
720.0,-391.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-769799852368.0,1398375.10106,-769799852368.0,-769798863568.0,-769800841169.0,-769800742289.0,-769798962448.0,2.0,1955452923260.0,1.83230531396e-13,0.249963898917,0.00779688984465,0.249546279492,13,0.124995105963
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-218744313810000.0,6720862.24042,-218744313810000.0,-218744309058000.0,-218744318563000.0,-218744318087000.0,-218744309533000.0,2.0,45169989254800.0,1.83230531396e-13,0.249963898917,0.00779728234506,0.249546279492,118,0.125001398296
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-219154238215000.0,7037288.14978,-219154238215000.0,-219154233239000.0,-219154243191000.0,-219154242694000.0,-219154233737000.0,2.0,49523424503100.0,1.83230531396e-13,0.25,0.003913383159,0.125226860254,124,0.125001398296
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-219726781763000.0,263620.655444,-219726781763000.0,-219726781576000.0,-219726781949000.0,-219726781930000.0,-219726781595000.0,2.0,69495849976.5,1.83230531396e-13,0.125018050542,0.00391394826849,0.250453720508,106,0.125001398296
