npp_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,elec_data_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,prefix,ProbabilityWeight-htse_capacity,ProbabilityWeight-meoh_capacity,ProbabilityWeight-h2_storage_capacity,PointProbability,ProbabilityWeight
894.0,-718.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,468853.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-231817031909000.0,3265815.89081,-231817031909000.0,-231817029600000.0,-231817034218000.0,-231817033988000.0,-231817029831000.0,2.0,10665553432700.0,106,0.25,0.125007204196,0.125002399524,1.74117872884e-13,0.00390655012056
894.0,-541.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-238298473990000.0,2509795.48417,-238298473990000.0,-238298472216000.0,-238298475765000.0,-238298475588000.0,-238298472393000.0,2.0,6299073372370.0,12,0.25,0.250014408391,0.124991734973,1.74117872884e-13,0.00781243366828
894.0,-541.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,117213.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-238298526835000.0,4839025.44024,-238298526835000.0,-238298523413000.0,-238298530256000.0,-238298529914000.0,-238298523755000.0,2.0,23416167211200.0,37,0.25,0.250014408391,0.249995200952,1.74117872884e-13,0.0156256005667
894.0,-541.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,234427.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-238298582696000.0,2100086.50144,-238298582696000.0,-238298581211000.0,-238298584181000.0,-238298584032000.0,-238298581359000.0,2.0,4410363313550.0,62,0.25,0.250014408391,0.250005865503,1.74117872884e-13,0.0156262671395
894.0,-541.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,351640.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-238298629794000.0,3028896.42712,-238298629794000.0,-238298627652000.0,-238298631936000.0,-238298631722000.0,-238298627867000.0,2.0,9174213566190.0,87,0.25,0.250014408391,0.250004799048,1.74117872884e-13,0.0156262004822
894.0,-541.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,468853.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-238298684929000.0,5260136.82917,-238298684929000.0,-238298681209000.0,-238298688648000.0,-238298688276000.0,-238298681581000.0,2.0,27669039461600.0,112,0.25,0.250014408391,0.125002399524,1.74117872884e-13,0.00781310024112
894.0,-365.0,-13302.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-243299534428000.0,3057610.19944,-243299534428000.0,-243299532266000.0,-243299536590000.0,-243299536374000.0,-243299532483000.0,2.0,9348980131730.0,18,0.25,0.249985591609,0.124991734973,1.74117872884e-13,0.00781153320336
894.0,-365.0,-13302.0,-1e+200,-1e+200,-1e+200,-1e+200,117213.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-243299580907000.0,7783280.85419,-243299580907000.0,-243299575403000.0,-243299586410000.0,-243299585860000.0,-243299575954000.0,2.0,60579460855200.0,43,0.25,0.249985591609,0.249995200952,1.74117872884e-13,0.0156237995523
894.0,-365.0,-13302.0,-1e+200,-1e+200,-1e+200,-1e+200,234427.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-243299634953000.0,5504637.49403,-243299634953000.0,-243299631061000.0,-243299638845000.0,-243299638456000.0,-243299631450000.0,2.0,30301033940600.0,68,0.25,0.249985591609,0.250005865503,1.74117872884e-13,0.0156244660483
894.0,-365.0,-13302.0,-1e+200,-1e+200,-1e+200,-1e+200,351640.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-243299677432000.0,3276377.28189,-243299677432000.0,-243299675115000.0,-243299679749000.0,-243299679517000.0,-243299675347000.0,2.0,10734648093300.0,93,0.25,0.249985591609,0.250004799048,1.74117872884e-13,0.0156243993987
894.0,-365.0,-13302.0,-1e+200,-1e+200,-1e+200,-1e+200,468853.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-243299742210000.0,4907749.54605,-243299742210000.0,-243299738740000.0,-243299745680000.0,-243299745333000.0,-243299739087000.0,2.0,24086005606700.0,118,0.25,0.249985591609,0.125002399524,1.74117872884e-13,0.00781219969937
894.0,-188.0,-8965.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-249840070646000.0,16094630.1574,-249840070646000.0,-249840059266000.0,-249840082027000.0,-249840080889000.0,-249840060404000.0,2.0,259037119904000.0,24,0.125354107649,0.249985591609,0.124991734973,1.74117872884e-13,0.0039168310963
894.0,-188.0,-8965.0,-1e+200,-1e+200,-1e+200,-1e+200,117213.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-249840119485000.0,6963743.49817,-249840119485000.0,-249840114561000.0,-249840124409000.0,-249840123917000.0,-249840115054000.0,2.0,48493723508300.0,49,0.125354107649,0.249985591609,0.249995200952,1.74117872884e-13,0.00783402980386
894.0,-188.0,-8965.0,-1e+200,-1e+200,-1e+200,-1e+200,234427.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-249840184813000.0,588065.619739,-249840184813000.0,-249840184397000.0,-249840185229000.0,-249840185187000.0,-249840184439000.0,2.0,345821173119.0,74,0.125354107649,0.249985591609,0.250005865503,1.74117872884e-13,0.00783436399591
894.0,-188.0,-8965.0,-1e+200,-1e+200,-1e+200,-1e+200,351640.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-249840226235000.0,10067571.0365,-249840226235000.0,-249840219116000.0,-249840233354000.0,-249840232642000.0,-249840219828000.0,2.0,101355986575000.0,99,0.125354107649,0.249985591609,0.250004799048,1.74117872884e-13,0.00783433057671
894.0,-188.0,-8965.0,-1e+200,-1e+200,-1e+200,-1e+200,468853.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-249840282828000.0,10417448.5546,-249840282828000.0,-249840275461000.0,-249840290194000.0,-249840289457000.0,-249840276198000.0,2.0,108523234388000.0,124,0.125354107649,0.249985591609,0.125002399524,1.74117872884e-13,0.00391716528835
894.0,-541.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-493880820103000.0,2243118.55854,-493880820103000.0,-493880818517000.0,-493880821689000.0,-493880821530000.0,-493880818675000.0,2.0,5031580867670.0,11,0.25,0.125007204196,0.124991734973,1.74117872884e-13,0.00390621683414
894.0,-541.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,117213.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-493880876432000.0,1253700.6766,-493880876432000.0,-493880875546000.0,-493880877319000.0,-493880877230000.0,-493880875634000.0,2.0,1571765386500.0,36,0.25,0.125007204196,0.249995200952,1.74117872884e-13,0.00781280028334
894.0,-541.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,234427.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-493880928348000.0,2330656.61029,-493880928348000.0,-493880926700000.0,-493880929996000.0,-493880929831000.0,-493880926865000.0,2.0,5431960235070.0,61,0.25,0.125007204196,0.250005865503,1.74117872884e-13,0.00781313356976
894.0,-541.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,351640.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-493880980543000.0,4856145.22461,-493880980543000.0,-493880977109000.0,-493880983977000.0,-493880983634000.0,-493880977453000.0,2.0,23582146442500.0,86,0.25,0.125007204196,0.250004799048,1.74117872884e-13,0.00781310024112
894.0,-541.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,468853.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-493881034081000.0,2598021.19726,-493881034081000.0,-493881032243000.0,-493881035918000.0,-493881035734000.0,-493881032427000.0,2.0,6749714141420.0,111,0.25,0.125007204196,0.125002399524,1.74117872884e-13,0.00390655012056
894.0,-365.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-498881873934000.0,4679025.008,-498881873934000.0,-498881870625000.0,-498881877242000.0,-498881876912000.0,-498881870956000.0,2.0,21893275025500.0,17,0.25,0.250014408391,0.124991734973,1.74117872884e-13,0.00781243366828
894.0,-365.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,117213.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-498881932296000.0,10380413.5497,-498881932296000.0,-498881924956000.0,-498881939636000.0,-498881938902000.0,-498881925690000.0,2.0,107752985462000.0,42,0.25,0.250014408391,0.249995200952,1.74117872884e-13,0.0156256005667
894.0,-365.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,234427.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-498881983891000.0,3565631.99446,-498881983891000.0,-498881981370000.0,-498881986412000.0,-498881986160000.0,-498881981622000.0,2.0,12713731519900.0,67,0.25,0.250014408391,0.250005865503,1.74117872884e-13,0.0156262671395
894.0,-365.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,351640.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-498882044111000.0,5446323.50264,-498882044111000.0,-498882040260000.0,-498882047963000.0,-498882047577000.0,-498882040645000.0,2.0,29662439695400.0,92,0.25,0.250014408391,0.250004799048,1.74117872884e-13,0.0156262004822
894.0,-365.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,468853.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-498882092858000.0,3396301.75229,-498882092858000.0,-498882090457000.0,-498882095260000.0,-498882095020000.0,-498882090697000.0,2.0,11534865592600.0,117,0.25,0.250014408391,0.125002399524,1.74117872884e-13,0.00781310024112
894.0,-188.0,-13302.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-505363505757000.0,4278510.40217,-505363505757000.0,-505363502732000.0,-505363508782000.0,-505363508480000.0,-505363503034000.0,2.0,18305651261500.0,23,0.125354107649,0.249985591609,0.124991734973,1.74117872884e-13,0.0039168310963
894.0,-188.0,-13302.0,-1e+200,-1e+200,-1e+200,-1e+200,117213.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-505363574380000.0,14664864.4443,-505363574380000.0,-505363564010000.0,-505363584750000.0,-505363583713000.0,-505363565047000.0,2.0,215058249170000.0,48,0.125354107649,0.249985591609,0.249995200952,1.74117872884e-13,0.00783402980386
894.0,-188.0,-13302.0,-1e+200,-1e+200,-1e+200,-1e+200,234427.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-505363631015000.0,246641.717899,-505363631015000.0,-505363630841000.0,-505363631189000.0,-505363631172000.0,-505363630858000.0,2.0,60832137008.3,73,0.125354107649,0.249985591609,0.250005865503,1.74117872884e-13,0.00783436399591
894.0,-188.0,-13302.0,-1e+200,-1e+200,-1e+200,-1e+200,351640.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-505363674298000.0,15137396.4174,-505363674298000.0,-505363663594000.0,-505363685001000.0,-505363683931000.0,-505363664664000.0,2.0,229140770297000.0,98,0.125354107649,0.249985591609,0.250004799048,1.74117872884e-13,0.00783433057671
894.0,-188.0,-13302.0,-1e+200,-1e+200,-1e+200,-1e+200,468853.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-505363739914000.0,4384670.24358,-505363739914000.0,-505363736814000.0,-505363743015000.0,-505363742705000.0,-505363737124000.0,2.0,19225333144900.0,123,0.125354107649,0.249985591609,0.125002399524,1.74117872884e-13,0.00391716528835
894.0,-365.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-754464220712000.0,4178358.93547,-754464220712000.0,-754464217757000.0,-754464223667000.0,-754464223371000.0,-754464218053000.0,2.0,17458683393600.0,16,0.25,0.125007204196,0.124991734973,1.74117872884e-13,0.00390621683414
894.0,-365.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,117213.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-754464286537000.0,368963.191899,-754464286537000.0,-754464286277000.0,-754464286798000.0,-754464286772000.0,-754464286303000.0,2.0,136133836976.0,41,0.25,0.125007204196,0.249995200952,1.74117872884e-13,0.00781280028334
894.0,-365.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,234427.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-754464329012000.0,4694890.71641,-754464329012000.0,-754464325692000.0,-754464332331000.0,-754464331999000.0,-754464326024000.0,2.0,22041998839000.0,66,0.25,0.125007204196,0.250005865503,1.74117872884e-13,0.00781313356976
894.0,-365.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,351640.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-754464384806000.0,1163288.32418,-754464384806000.0,-754464383984000.0,-754464385629000.0,-754464385547000.0,-754464384066000.0,2.0,1353239725160.0,91,0.25,0.125007204196,0.250004799048,1.74117872884e-13,0.00781310024112
894.0,-365.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,468853.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-754464439811000.0,1474600.48149,-754464439811000.0,-754464438768000.0,-754464440853000.0,-754464440749000.0,-754464438872000.0,2.0,2174446580000.0,116,0.25,0.125007204196,0.125002399524,1.74117872884e-13,0.00390655012056
894.0,-188.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-760945876159000.0,7498388.79158,-760945876159000.0,-760945870857000.0,-760945881462000.0,-760945880931000.0,-760945871388000.0,2.0,56225834469700.0,22,0.125354107649,0.250014408391,0.124991734973,1.74117872884e-13,0.00391728260421
894.0,-188.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,117213.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-760945926867000.0,1984107.5985,-760945926867000.0,-760945925464000.0,-760945928269000.0,-760945928129000.0,-760945925604000.0,2.0,3936682962410.0,47,0.125354107649,0.250014408391,0.249995200952,1.74117872884e-13,0.00783493286205
894.0,-188.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,234427.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-760945981586000.0,10153740.3063,-760945981586000.0,-760945974407000.0,-760945988766000.0,-760945988048000.0,-760945975125000.0,2.0,103098442208000.0,72,0.125354107649,0.250014408391,0.250005865503,1.74117872884e-13,0.00783526709262
894.0,-188.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,351640.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-760946034473000.0,13696556.4398,-760946034473000.0,-760946024788000.0,-760946044158000.0,-760946043190000.0,-760946025757000.0,2.0,187595658309000.0,97,0.125354107649,0.250014408391,0.250004799048,1.74117872884e-13,0.00783523366957
894.0,-188.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,468853.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-760946082934000.0,11072765.664,-760946082934000.0,-760946075104000.0,-760946090763000.0,-760946089981000.0,-760946075887000.0,2.0,122606139450000.0,122,0.125354107649,0.250014408391,0.125002399524,1.74117872884e-13,0.00391761683478
894.0,-188.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-1016528228420000.0,2552788.59293,-1016528228420000.0,-1016528226610000.0,-1016528230220000.0,-1016528230040000.0,-1016528226790000.0,2.0,6516729600220.0,21,0.125354107649,0.125007204196,0.124991734973,1.74117872884e-13,0.0019586413021
894.0,-188.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,117213.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-1016528284280000.0,5778347.74565,-1016528284280000.0,-1016528280200000.0,-1016528288370000.0,-1016528287960000.0,-1016528280600000.0,2.0,33389302669600.0,46,0.125354107649,0.125007204196,0.249995200952,1.74117872884e-13,0.00391746643102
894.0,-188.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,234427.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-1016528333350000.0,3263148.41887,-1016528333350000.0,-1016528331040000.0,-1016528335660000.0,-1016528335420000.0,-1016528331270000.0,2.0,10648137603600.0,71,0.125354107649,0.125007204196,0.250005865503,1.74117872884e-13,0.00391763354631
894.0,-188.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,351640.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-1016528388790000.0,284341.071744,-1016528388790000.0,-1016528388590000.0,-1016528388990000.0,-1016528388970000.0,-1016528388610000.0,2.0,80849845080.5,96,0.125354107649,0.125007204196,0.250004799048,1.74117872884e-13,0.00391761683478
894.0,-188.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,468853.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-1016528433030000.0,5795010.36339,-1016528433030000.0,-1016528428930000.0,-1016528437120000.0,-1016528436710000.0,-1016528429340000.0,2.0,33582145111800.0,121,0.125354107649,0.125007204196,0.125002399524,1.74117872884e-13,0.00195880841739
