npp_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,elec_data_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,PointProbability,prefix,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight,ProbabilityWeight-htse_capacity,ProbabilityWeight-meoh_capacity
894.0,-894.0,-19809.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,2024942631.95,1434070.76815,2024733607.72,2026794946.59,2023508365.77,2023610398.23,2026567499.59,4.0,2056558968050.0,1.22325890947e-13,2,0.0555474452555,0.000342039294801,0.0554156171285,0.111116803279
894.0,-894.0,-19809.0,-1e+200,-1e+200,-1e+200,-1e+200,117213.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,2022075728.55,1549822.47058,2022107945.85,2023425844.83,2020661177.7,2020683192.77,2023423160.13,4.0,2401949690320.0,1.22325890947e-13,202,0.111112901697,0.000684189495392,0.0554156171285,0.111116803279
894.0,-718.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,2021147427.75,1623728.824,2021706388.38,2022311330.48,2018865603.75,2019201520.32,2022310790.29,4.0,2636495293880.0,1.22325890947e-13,23,0.0555474452555,0.00068796539977,0.111460957179,0.111116803279
894.0,-806.0,-19809.0,-1e+200,-1e+200,-1e+200,-1e+200,234427.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,2020335699.87,1116982.61537,2020262134.89,2021751365.0,2019067164.68,2019209846.26,2021564544.44,4.0,1247650163030.0,1.22325890947e-13,412,0.111112901697,0.00136837899078,0.110831234257,0.111116803279
894.0,-894.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,468853.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,2009439273.95,220452.618332,2009383786.48,2009751204.55,2009238318.29,2009255447.0,2009700783.35,4.0,48599356929.5,1.22325890947e-13,801,0.111112901697,0.000342094747696,0.0554156171285,0.0555584016393
894.0,-718.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,58607.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,2000455799.08,1239600.02526,2000683945.62,2001643511.73,1998811793.36,1999026182.38,2001566010.63,4.0,1536608222640.0,1.22325890947e-13,123,0.111103422125,0.00137603646516,0.111460957179,0.111116803279
894.0,-894.0,-19809.0,-1e+200,-1e+200,-1e+200,-1e+200,175820.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1994297917.25,1656082.21819,1994073488.05,1996510702.63,1992533990.26,1992728290.58,1996181744.78,4.0,2742608313410.0,1.22325890947e-13,302,0.111113849654,0.000684195332539,0.0554156171285,0.111116803279
894.0,-806.0,-19809.0,-1e+200,-1e+200,-1e+200,-1e+200,293033.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1993067249.2,567149.800069,1993239461.25,1993530478.89,1992259595.41,1992385689.08,1993507712.45,4.0,321658895719.0,1.22325890947e-13,512,0.111112901697,0.00136837899078,0.110831234257,0.111116803279
894.0,-894.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,527460.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1982812123.92,145209.44732,1982766875.79,1983016820.86,1982697923.22,1982701375.96,1982986219.25,4.0,21085783591.0,1.22325890947e-13,901,0.055556924827,0.000171048833135,0.0554156171285,0.0555584016393
894.0,-718.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,117213.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1973944627.44,1017790.30325,1974438644.73,1974482471.4,1972418748.89,1972716985.51,1974480645.16,4.0,1035897101380.0,1.22325890947e-13,223,0.111112901697,0.00137615387141,0.111460957179,0.111116803279
894.0,-894.0,-19809.0,-1e+200,-1e+200,-1e+200,-1e+200,234427.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1968106490.38,1185452.50766,1967623410.82,1969860242.31,1967318897.58,1967340107.33,1969549184.83,4.0,1405297647920.0,1.22325890947e-13,402,0.111112901697,0.000684189495392,0.0554156171285,0.111116803279
894.0,-806.0,-19809.0,-1e+200,-1e+200,-1e+200,-1e+200,351640.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1967328889.02,988615.613928,1967372674.82,1968250021.55,1966320184.9,1966368739.41,1968227738.51,4.0,977360832103.0,1.22325890947e-13,612,0.111113849654,0.00136839066508,0.110831234257,0.111116803279
894.0,-806.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,58607.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1951994123.59,2756686.11309,1951731800.02,1955065471.94,1949447422.38,1949514685.81,1954840814.37,4.0,7599318326100.0,1.22325890947e-13,113,0.111103422125,0.00136826224785,0.110831234257,0.111116803279
894.0,-718.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,175820.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1949674205.14,1909455.07718,1950090072.99,1951351518.71,1947165155.86,1947474708.03,1951291487.25,4.0,3646018691760.0,1.22325890947e-13,323,0.111113849654,0.00137616561204,0.111460957179,0.111116803279
894.0,-894.0,-19809.0,-1e+200,-1e+200,-1e+200,-1e+200,293033.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1941514535.27,336104.562225,1941519568.94,1941911958.65,1941107044.54,1941155996.14,1941866027.25,4.0,112966276748.0,1.22325890947e-13,502,0.111112901697,0.000684189495392,0.0554156171285,0.111116803279
894.0,-806.0,-19809.0,-1e+200,-1e+200,-1e+200,-1e+200,410247.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1940643232.47,675030.364157,1940439041.31,1941581983.68,1940112863.59,1940124885.23,1941447447.35,4.0,455665992534.0,1.22325890947e-13,712,0.111112901697,0.00136837899078,0.110831234257,0.111116803279
894.0,-806.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,117213.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1926176498.72,763602.194049,1926065922.61,1927071803.28,1925502346.38,1925514263.67,1926993540.32,4.0,583088310756.0,1.22325890947e-13,213,0.111112901697,0.00136837899078,0.110831234257,0.111116803279
894.0,-806.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1926147413.85,1327228.80945,1926387004.61,1927488304.8,1924327341.4,1924610494.98,1927348905.67,4.0,1761536312640.0,1.22325890947e-13,13,0.0555474452555,0.000684078589602,0.110831234257,0.111116803279
894.0,-629.0,-15471.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1926022085.08,818116.268836,1926304297.69,1926657027.11,1924822717.81,1925036067.03,1926613005.46,4.0,669314229334.0,1.22325890947e-13,34,0.0555474452555,0.00068796539977,0.111460957179,0.111116803279
894.0,-718.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,234427.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1923180043.89,2239380.2382,1923263798.73,1925734255.86,1920458322.22,1920767967.78,1925474863.21,4.0,5014823851250.0,1.22325890947e-13,423,0.111112901697,0.00137615387141,0.111460957179,0.111116803279
894.0,-806.0,-19809.0,-1e+200,-1e+200,-1e+200,-1e+200,468853.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1915151519.01,1418809.83046,1915652813.02,1916222125.3,1913078324.71,1913432302.04,1916168924.38,4.0,2013021335000.0,1.22325890947e-13,812,0.111112901697,0.00136837899078,0.110831234257,0.111116803279
894.0,-894.0,-19809.0,-1e+200,-1e+200,-1e+200,-1e+200,351640.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1914182735.65,874425.278053,1914065208.56,1915342392.68,1913258132.8,1913351834.35,1915178174.88,4.0,764619566898.0,1.22325890947e-13,602,0.111113849654,0.000684195332539,0.0554156171285,0.111116803279
894.0,-629.0,-15471.0,-1e+200,-1e+200,-1e+200,-1e+200,58607.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1907648314.22,4732105.97358,1906468709.34,1914143293.35,1903512544.83,1903716293.09,1913231782.17,4.0,22392826945200.0,1.22325890947e-13,134,0.111103422125,0.00137603646516,0.111460957179,0.111116803279
894.0,-806.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,175820.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1899855451.35,1942898.22714,1899203666.28,1902607196.59,1898407276.23,1898431534.95,1902191866.83,4.0,3774853521020.0,1.22325890947e-13,313,0.111113849654,0.00136839066508,0.110831234257,0.111116803279
894.0,-718.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,293033.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1898890022.1,2001394.69843,1898957298.97,1900858719.3,1896786771.16,1896908100.76,1900777755.82,4.0,4005580738920.0,1.22325890947e-13,523,0.111112901697,0.00137615387141,0.111460957179,0.111116803279
894.0,-894.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,58607.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1892283938.19,2558376.52259,1892492061.72,1895162109.19,1888989520.16,1889446805.52,1894829697.94,4.0,6545290431320.0,1.22325890947e-13,103,0.111103422125,0.000684131123923,0.0554156171285,0.111116803279
894.0,-894.0,-19809.0,-1e+200,-1e+200,-1e+200,-1e+200,410247.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1888379300.22,1755307.38986,1887896387.22,1890899731.22,1886824695.22,1886976243.23,1890458435.41,4.0,3081104032910.0,1.22325890947e-13,702,0.111112901697,0.000684189495392,0.0554156171285,0.111116803279
894.0,-806.0,-19809.0,-1e+200,-1e+200,-1e+200,-1e+200,527460.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1887159385.89,1598890.39548,1886959950.32,1889268702.7,1885448940.25,1885626415.46,1888971566.14,4.0,2556450496770.0,1.22325890947e-13,912,0.055556924827,0.000684195332539,0.110831234257,0.111116803279
894.0,-629.0,-15471.0,-1e+200,-1e+200,-1e+200,-1e+200,117213.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1879936206.52,3327045.50165,1878757154.74,1884788038.45,1877442478.17,1877552963.64,1883970121.91,4.0,11069231770000.0,1.22325890947e-13,234,0.111112901697,0.00137615387141,0.111460957179,0.111116803279
894.0,-806.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,234427.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1874081741.51,3294392.12657,1875124439.14,1876780906.11,1869297181.65,1870122999.26,1876580707.07,4.0,10853019483600.0,1.22325890947e-13,413,0.111112901697,0.00136837899078,0.110831234257,0.111116803279
894.0,-718.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,351640.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1868222400.37,976948.2814,1868190119.63,1869450299.22,1867059063.0,1867227607.45,1869262386.33,4.0,954427944531.0,1.22325890947e-13,623,0.111113849654,0.00137616561204,0.111460957179,0.111116803279
894.0,-894.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,117213.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1867625259.25,1738650.7684,1868253938.86,1868867224.93,1865125934.34,1865520954.02,1868849413.02,4.0,3022906494440.0,1.22325890947e-13,203,0.111112901697,0.000684189495392,0.0554156171285,0.111116803279
894.0,-894.0,-19809.0,-1e+200,-1e+200,-1e+200,-1e+200,468853.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1862872582.82,1784607.03728,1863096464.1,1864755204.89,1860542198.18,1860851909.83,1864579822.01,4.0,3184822277500.0,1.22325890947e-13,802,0.111112901697,0.000684189495392,0.0554156171285,0.111116803279
894.0,-629.0,-15471.0,-1e+200,-1e+200,-1e+200,-1e+200,175820.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1855173418.67,2023077.26548,1855282879.82,1857401298.68,1852726616.36,1852988923.54,1857204668.19,4.0,4092841622100.0,1.22325890947e-13,334,0.111113849654,0.00137616561204,0.111460957179,0.111116803279
894.0,-718.0,-15471.0,-1e+200,-1e+200,-1e+200,-1e+200,58607.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1853872585.47,2999330.857,1854103274.98,1857013679.39,1850270112.54,1850631969.7,1856790235.93,4.0,8995985589730.0,1.22325890947e-13,124,0.111103422125,0.00137603646516,0.111460957179,0.111116803279
894.0,-806.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,293033.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1844662421.85,1347902.88675,1844613508.39,1846102818.68,1843319851.93,1843381063.37,1846012259.16,4.0,1816842192110.0,1.22325890947e-13,513,0.111112901697,0.00136837899078,0.110831234257,0.111116803279
894.0,-718.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,410247.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1841565078.78,2240217.89723,1840809168.31,1844696992.63,1839944985.86,1839945607.03,1844242825.17,4.0,5018576227060.0,1.22325890947e-13,723,0.111112901697,0.00137615387141,0.111460957179,0.111116803279
894.0,-894.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,175820.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1837228408.32,766552.04107,1837153876.89,1838207403.59,1836398475.92,1836477502.5,1838083658.15,4.0,587602031668.0,1.22325890947e-13,303,0.111113849654,0.000684195332539,0.0554156171285,0.111116803279
894.0,-541.0,-13302.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1836960330.29,2887935.16733,1836944753.04,1840186206.05,1833765609.04,1834019805.02,1839922663.72,4.0,8340169530710.0,1.22325890947e-13,45,0.0555474452555,0.000683920895136,0.110831234257,0.111091188525
894.0,-894.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1836753937.98,2185687.25455,1836846151.15,1839206178.08,1834117271.56,1834403402.97,1838975374.57,4.0,4777228774680.0,1.22325890947e-13,3,0.0555474452555,0.000342039294801,0.0554156171285,0.111116803279
894.0,-894.0,-19809.0,-1e+200,-1e+200,-1e+200,-1e+200,527460.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1835878298.77,1328051.6005,1835466227.92,1837698766.21,1834881973.03,1834884441.4,1837449055.34,4.0,1763721053580.0,1.22325890947e-13,902,0.055556924827,0.000342097666269,0.0554156171285,0.111116803279
894.0,-718.0,-15471.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1834559122.26,3365988.3782,1833942534.39,1839203215.92,1831148204.33,1831549827.24,1838431640.28,4.0,11329877762200.0,1.22325890947e-13,24,0.0555474452555,0.00068796539977,0.111460957179,0.111116803279
894.0,-718.0,-15471.0,-1e+200,-1e+200,-1e+200,-1e+200,117213.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1829033518.63,2249070.26464,1829284727.62,1831380852.38,1826183766.91,1826522622.12,1831192722.56,4.0,5058317055270.0,1.22325890947e-13,224,0.111112901697,0.00137615387141,0.111460957179,0.111116803279
894.0,-629.0,-15471.0,-1e+200,-1e+200,-1e+200,-1e+200,234427.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1827241185.66,3957612.52157,1827394135.37,1831744143.94,1822432327.94,1822977049.5,1831291192.2,4.0,15662696870900.0,1.22325890947e-13,434,0.111112901697,0.00137615387141,0.111460957179,0.111116803279
894.0,-806.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,351640.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1819655016.82,976240.289004,1819837323.95,1820615905.93,1818329513.47,1818520125.78,1820534677.89,4.0,953045101875.0,1.22325890947e-13,613,0.111113849654,0.00136839066508,0.110831234257,0.111116803279
894.0,-541.0,-13302.0,-1e+200,-1e+200,-1e+200,-1e+200,58607.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1814773112.77,3145511.51912,1814049549.34,1818762789.82,1812230562.59,1812238170.14,1818321044.21,4.0,9894242716910.0,1.22325890947e-13,145,0.111103422125,0.0013679468347,0.110831234257,0.111091188525
894.0,-718.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,468853.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1814677420.38,1625946.50205,1814096694.49,1817034303.46,1813481989.08,1813518809.83,1816649047.18,4.0,2643702027540.0,1.22325890947e-13,823,0.111112901697,0.00137615387141,0.111460957179,0.111116803279
894.0,-894.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,234427.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1810306220.63,2982594.8548,1809704423.84,1814134354.69,1807681680.16,1807762088.72,1813692868.06,4.0,8895872067870.0,1.22325890947e-13,403,0.111112901697,0.000684189495392,0.0554156171285,0.111116803279
894.0,-629.0,-15471.0,-1e+200,-1e+200,-1e+200,-1e+200,293033.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1803637506.53,2937258.84906,1804785797.65,1805683916.72,1799294514.11,1800071255.7,1805596149.8,4.0,8627489546390.0,1.22325890947e-13,534,0.111112901697,0.00137615387141,0.111460957179,0.111116803279
894.0,-718.0,-15471.0,-1e+200,-1e+200,-1e+200,-1e+200,175820.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1802442490.22,3272006.82644,1802119574.92,1806745383.85,1798785427.19,1799270350.49,1806066711.37,4.0,10706028672300.0,1.22325890947e-13,324,0.111113849654,0.00137616561204,0.111460957179,0.111116803279
894.0,-806.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,410247.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1795946007.72,2893580.5029,1795799886.23,1799328329.16,1792855929.26,1793083095.25,1799013490.28,4.0,8372808126760.0,1.22325890947e-13,713,0.111112901697,0.00136837899078,0.110831234257,0.111116803279
894.0,-806.0,-15471.0,-1e+200,-1e+200,-1e+200,-1e+200,58607.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1793288163.76,1735346.45165,1793091042.59,1795429391.76,1791541178.1,1791651808.64,1795200488.52,4.0,3011427307250.0,1.22325890947e-13,114,0.111103422125,0.00136826224785,0.110831234257,0.111116803279
894.0,-718.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,527460.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1789764165.73,2089330.43321,1789702089.6,1792008101.15,1787644382.57,1787752928.53,1791862309.51,4.0,4365301659130.0,1.22325890947e-13,923,0.055556924827,0.000688082806019,0.111460957179,0.111116803279
894.0,-541.0,-13302.0,-1e+200,-1e+200,-1e+200,-1e+200,117213.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1787937181.05,5486244.97702,1787050850.54,1794823801.21,1782823221.91,1783044561.23,1794070663.58,4.0,30098883947900.0,1.22325890947e-13,245,0.111112901697,0.00136806355072,0.110831234257,0.111091188525
894.0,-894.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,293033.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1787226674.33,2164418.96063,1787167722.55,1789445186.62,1785126065.61,1785202055.02,1789333826.15,4.0,4684709437140.0,1.22325890947e-13,503,0.111112901697,0.000684189495392,0.0554156171285,0.111116803279
894.0,-718.0,-15471.0,-1e+200,-1e+200,-1e+200,-1e+200,234427.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1776826766.04,1754296.32108,1776785688.98,1779000762.27,1774734923.91,1775004705.8,1778706334.15,4.0,3077555582160.0,1.22325890947e-13,424,0.111112901697,0.00137615387141,0.111460957179,0.111116803279
894.0,-629.0,-15471.0,-1e+200,-1e+200,-1e+200,-1e+200,351640.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1776277521.53,4604514.74465,1775872509.29,1782040238.09,1771324829.46,1771757364.63,1781364695.57,4.0,21201556033700.0,1.22325890947e-13,634,0.111113849654,0.00137616561204,0.111460957179,0.111116803279
894.0,-806.0,-15471.0,-1e+200,-1e+200,-1e+200,-1e+200,117213.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1769214473.73,3891105.97165,1769534187.08,1773164820.35,1764624700.41,1765051047.14,1772930301.63,4.0,15140705682600.0,1.22325890947e-13,214,0.111112901697,0.00136837899078,0.110831234257,0.111116803279
894.0,-806.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,468853.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1766868900.51,2739691.27332,1765857619.42,1770904970.34,1764855392.86,1764967739.04,1770185855.51,4.0,7505908273090.0,1.22325890947e-13,813,0.111112901697,0.00136837899078,0.110831234257,0.111116803279
894.0,-541.0,-13302.0,-1e+200,-1e+200,-1e+200,-1e+200,175820.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1762485591.92,4140079.00775,1762422401.76,1766487397.81,1758610166.35,1758703181.99,1766356468.08,4.0,17140254190400.0,1.22325890947e-13,345,0.111113849654,0.00136807522232,0.110831234257,0.111091188525
894.0,-894.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,351640.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1761690295.85,2591426.33983,1761877241.48,1764661726.08,1758344974.37,1758849714.48,1764269153.34,4.0,6715490474780.0,1.22325890947e-13,603,0.111113849654,0.000684195332539,0.0554156171285,0.111116803279
894.0,-629.0,-13302.0,-1e+200,-1e+200,-1e+200,-1e+200,58607.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1760367167.17,1327635.05155,1760370459.93,1761567359.32,1759160389.48,1759177889.98,1761551834.48,4.0,1762614830100.0,1.22325890947e-13,135,0.111103422125,0.00137571925989,0.111460957179,0.111091188525
894.0,-718.0,-15471.0,-1e+200,-1e+200,-1e+200,-1e+200,293033.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1748380743.56,2339959.19721,1748398480.27,1750829766.39,1745896247.3,1746052788.76,1750683866.96,4.0,5475409044600.0,1.22325890947e-13,524,0.111112901697,0.00137615387141,0.111460957179,0.111116803279
894.0,-453.0,-11134.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1748328285.16,4010338.47436,1748169171.11,1752204709.07,1744770089.36,1744799595.62,1752079734.37,4.0,16082814678900.0,1.22325890947e-13,56,0.0555474452555,0.000683920895136,0.110831234257,0.111091188525
894.0,-629.0,-15471.0,-1e+200,-1e+200,-1e+200,-1e+200,410247.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1745381049.21,1493134.45423,1745509724.69,1746873537.75,1743631209.71,1743789031.38,1746792921.37,4.0,2229450498400.0,1.22325890947e-13,734,0.111112901697,0.00137615387141,0.111460957179,0.111116803279
