,index,npp_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,scenario_label,location_label,fuel_region_label,elec_data_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-ft_capacity,ProbabilityWeight,prefix,ProbabilityWeight-h2_storage_capacity,PointProbability,ProbabilityWeight-htse_capacity
10,10,522.0,-460.0,-11565.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,11327.0,ref,prairie_island,minnesota,covid,1176393901.13,30481.4636727,1176399700.85,1176419724.64,1176356478.19,1176360251.7,1176419430.96,4.0,929119627.628,0.111090154659,0.00137493566096,122,0.111127462523,4.3848457759400005e-12,0.111374407583
11,15,522.0,-460.0,-11565.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,16991.0,ref,prairie_island,minnesota,covid,1175479924.13,43306.7000148,1175476242.79,1175535036.43,1175432174.52,1175437003.88,1175527998.27,4.0,1875470266.18,0.111090154659,0.00137505704665,132,0.11113727336899999,4.3848457759400005e-12,0.111374407583
12,21,522.0,-460.0,-11565.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,22655.0,ref,prairie_island,minnesota,covid,1174499102.77,34301.960917799996,1174488557.21,1174547707.91,1174471588.75,1174472679.81,1174540289.51,4.0,1176624522.81,0.111090154659,0.00137505704665,142,0.11113727336899999,4.3848457759400005e-12,0.111374407583
13,17,522.0,-460.0,-11565.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,28319.0,ref,prairie_island,minnesota,covid,1173637133.91,64295.101520000004,1173616157.93,1173730561.83,1173585657.96,1173588964.38,1173714669.82,4.0,4133860079.47,0.111090154659,0.00137493566096,152,0.111127462523,4.3848457759400005e-12,0.111374407583
14,19,522.0,-460.0,-11565.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,33982.0,ref,prairie_island,minnesota,covid,1172636193.1,12418.2265174,1172636131.67,1172648723.69,1172623785.39,1172624331.12,1172648141.1,4.0,154212349.836,0.111090154659,0.00137493566096,162,0.111127462523,4.3848457759400005e-12,0.111374407583
15,26,522.0,-460.0,-11565.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,39646.0,ref,prairie_island,minnesota,covid,1171688915.96,63973.4836742,1171670504.98,1171774726.68,1171639927.22,1171639968.47,1171763638.84,4.0,4092606613.41,0.111090154659,0.00137505704665,172,0.11113727336899999,4.3848457759400005e-12,0.111374407583
16,27,522.0,-460.0,-11565.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,45310.0,ref,prairie_island,minnesota,covid,1170725058.77,65135.153691600004,1170737002.7,1170790959.86,1170635269.81,1170649880.76,1170783515.28,4.0,4242588246.43,0.111090154659,0.00137505704665,182,0.11113727336899999,4.3848457759400005e-12,0.111374407583
17,25,522.0,-460.0,-11565.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,50974.0,ref,prairie_island,minnesota,covid,1169763670.71,106941.878194,1169771764.69,1169885947.03,1169625206.44,1169646404.86,1169869604.99,4.0,11436565311.6,0.111090154659,0.000687528523325,192,0.055568636684699996,4.3848457759400005e-12,0.111374407583
18,11,522.0,-507.0,-11565.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,11327.0,ref,prairie_island,minnesota,covid,1142232941.36,193405.463617,1142292235.79,1142387909.89,1141959383.98,1142000868.69,1142382001.84,4.0,37405673357.0,0.111090154659,0.000687467830482,121,0.111127462523,4.3848457759400005e-12,0.0556872037915
19,9,522.0,-507.0,-11565.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,5664.0,ref,prairie_island,minnesota,covid,1141704380.49,71247.96446760002,1141721115.11,1141764979.58,1141610312.16,1141622017.24,1141763315.27,4.0,5076272440.78,0.111090154659,0.000686860902054,111,0.11102935405400001,4.3848457759400005e-12,0.0556872037915
20,14,522.0,-507.0,-11565.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,16991.0,ref,prairie_island,minnesota,covid,1141646500.83,221737.90105900003,1141590911.95,1141960880.36,1141443299.08,1141461770.75,1141909055.35,4.0,49167696765.9,0.111090154659,0.000687528523325,131,0.11113727336899999,4.3848457759400005e-12,0.0556872037915
21,20,522.0,-507.0,-11565.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,22655.0,ref,prairie_island,minnesota,covid,1140597950.37,124886.04791,1140581300.71,1140739107.16,1140490092.89,1140490924.45,1140728285.81,4.0,15596524962.6,0.111090154659,0.000687528523325,141,0.11113727336899999,4.3848457759400005e-12,0.0556872037915
22,16,522.0,-507.0,-11565.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,28319.0,ref,prairie_island,minnesota,covid,1139442447.8,163785.35209,1139465784.48,1139588017.94,1139250204.28,1139267083.49,1139585140.74,4.0,26825641559.3,0.111090154659,0.000687467830482,151,0.111127462523,4.3848457759400005e-12,0.0556872037915
23,18,522.0,-507.0,-11565.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,33982.0,ref,prairie_island,minnesota,covid,1138544162.82,334906.607604,1138525135.79,1138884045.97,1138242333.73,1138246637.82,1138868325.66,4.0,112162435817.0,0.111090154659,0.000687467830482,161,0.111127462523,4.3848457759400005e-12,0.0556872037915
24,22,522.0,-507.0,-11565.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,39646.0,ref,prairie_island,minnesota,covid,1137806247.29,153687.08798699998,1137818448.6,1137981280.33,1137606811.63,1137637256.96,1137958155.78,4.0,23619721014.0,0.111090154659,0.000687528523325,171,0.11113727336899999,4.3848457759400005e-12,0.0556872037915
25,23,522.0,-507.0,-11565.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,45310.0,ref,prairie_island,minnesota,covid,1136688077.65,289920.966256,1136642104.86,1137079126.85,1136388974.01,1136419039.73,1137021477.46,4.0,84054166674.6,0.111090154659,0.000687528523325,181,0.11113727336899999,4.3848457759400005e-12,0.0556872037915
26,13,522.0,-507.0,-11565.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,10.0,ref,prairie_island,minnesota,covid,1135793394.98,45371.2533408,1135791443.12,1135850209.95,1135740483.71,1135746870.44,1135842652.1,4.0,2058550629.71,0.111090154659,0.00034315733323500005,101,0.055470528216,4.3848457759400005e-12,0.0556872037915
27,24,522.0,-507.0,-11565.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,50974.0,ref,prairie_island,minnesota,covid,1135482407.0,266379.02816,1135568016.96,1135688979.19,1135104614.89,1135162117.57,1135682842.48,4.0,70957786643.6,0.111090154659,0.00034376426166300006,191,0.055568636684699996,4.3848457759400005e-12,0.0556872037915
28,30,522.0,-413.0,-10387.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,5664.0,ref,prairie_island,minnesota,covid,1053578393.03,98624.7808155,1053585262.27,1053690750.4,1053452297.19,1053469727.87,1053677441.26,4.0,9726847390.9,0.111137306677,0.00137430487788,213,0.11102935405400001,4.3848457759400005e-12,0.111374407583
29,33,522.0,-413.0,-10387.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,11327.0,ref,prairie_island,minnesota,covid,1052684151.35,69753.8535833,1052708564.2,1052734246.23,1052585230.76,1052600196.94,1052733927.77,4.0,4865600089.73,0.111137306677,0.0013755192499600001,223,0.111127462523,4.3848457759400005e-12,0.111374407583
30,42,522.0,-413.0,-10387.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,16991.0,ref,prairie_island,minnesota,covid,1051664865.68,74586.3490739,1051664177.34,1051739544.76,1051591563.28,1051594420.78,1051736274.26,4.0,5563123468.17,0.111137306677,0.0013756406871600001,233,0.11113727336899999,4.3848457759400005e-12,0.111374407583
31,39,522.0,-413.0,-10387.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,22655.0,ref,prairie_island,minnesota,covid,1050709028.37,53625.860908999995,1050699357.63,1050782283.13,1050655115.11,1050660379.78,1050771216.02,4.0,2875732958.23,0.111137306677,0.0013756406871600001,243,0.11113727336899999,4.3848457759400005e-12,0.111374407583
32,44,522.0,-413.0,-10387.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,28319.0,ref,prairie_island,minnesota,covid,1049831503.38,108167.53196400001,1049794422.75,1049988851.79,1049748316.24,1049752482.51,1049962437.14,4.0,11700214971.2,0.111137306677,0.0013755192499600001,253,0.111127462523,4.3848457759400005e-12,0.111374407583
33,49,522.0,-413.0,-10387.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,33982.0,ref,prairie_island,minnesota,covid,1048815030.58,97975.7363381,1048852515.41,1048884235.54,1048670855.95,1048695952.33,1048881630.06,4.0,9599244910.99,0.111137306677,0.0013755192499600001,263,0.111127462523,4.3848457759400005e-12,0.111374407583
34,50,522.0,-413.0,-10387.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,39646.0,ref,prairie_island,minnesota,covid,1047775839.23,58989.6490553,1047751212.57,1047863471.68,1047737460.11,1047738610.64,1047847545.15,4.0,3479778695.67,0.111137306677,0.0013756406871600001,273,0.11113727336899999,4.3848457759400005e-12,0.111374407583
35,57,522.0,-413.0,-10387.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,45310.0,ref,prairie_island,minnesota,covid,1047039149.19,122157.838056,1047032081.2,1047163044.99,1046929389.38,1046930854.32,1047157339.25,4.0,14922537398.5,0.111137306677,0.0013756406871600001,283,0.11113727336899999,4.3848457759400005e-12,0.111374407583
36,54,522.0,-413.0,-10387.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,50974.0,ref,prairie_island,minnesota,covid,1045906553.04,85457.87571489999,1045881787.28,1046025978.67,1045836658.92,1045839272.89,1046008505.24,4.0,7303048521.7,0.111137306677,0.000687820343581,293,0.055568636684699996,4.3848457759400005e-12,0.111374407583
37,32,522.0,-460.0,-10387.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,11327.0,ref,prairie_island,minnesota,covid,1018141933.99,279857.841692,1018093788.4,1018525536.57,1017854622.61,1017887842.71,1018463429.12,4.0,78320411556.3,0.111137306677,0.0013755192499600001,222,0.111127462523,4.3848457759400005e-12,0.111374407583
38,34,522.0,-460.0,-10387.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,5664.0,ref,prairie_island,minnesota,covid,1017646614.23,112621.49635799999,1017686854.02,1017731974.4,1017480774.48,1017511176.17,1017725716.58,4.0,12683601442.0,0.111137306677,0.00137430487788,212,0.11102935405400001,4.3848457759400005e-12,0.111374407583
39,37,522.0,-460.0,-10387.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,16991.0,ref,prairie_island,minnesota,covid,1017404961.08,149357.406719,1017371264.84,1017612414.17,1017264900.46,1017276113.75,1017580983.13,4.0,22307634941.7,0.111137306677,0.0013756406871600001,232,0.11113727336899999,4.3848457759400005e-12,0.111374407583
40,38,522.0,-460.0,-10387.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,22655.0,ref,prairie_island,minnesota,covid,1016408462.56,195825.816513,1016383071.53,1016670514.28,1016197192.92,1016222830.02,1016629642.56,4.0,38347750412.9,0.111137306677,0.0013756406871600001,242,0.11113727336899999,4.3848457759400005e-12,0.111374407583
41,41,522.0,-460.0,-10387.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,28319.0,ref,prairie_island,minnesota,covid,1015498997.52,312171.21709299996,1015524451.92,1015838868.9,1015108217.35,1015154624.61,1015807734.28,4.0,97450868781.4,0.111137306677,0.0013755192499600001,252,0.111127462523,4.3848457759400005e-12,0.111374407583
42,48,522.0,-460.0,-10387.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,33982.0,ref,prairie_island,minnesota,covid,1014552155.49,129344.42206099999,1014566996.21,1014692751.37,1014381878.16,1014406312.16,1014677221.8,4.0,16729979518.2,0.111137306677,0.0013755192499600001,262,0.111127462523,4.3848457759400005e-12,0.111374407583
43,46,522.0,-460.0,-10387.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,39646.0,ref,prairie_island,minnesota,covid,1013500198.06,204858.614188,1013428623.79,1013801315.32,1013342229.34,1013354610.66,1013745989.44,4.0,41967051807.2,0.111137306677,0.0013756406871600001,272,0.11113727336899999,4.3848457759400005e-12,0.111374407583
44,56,522.0,-460.0,-10387.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,45310.0,ref,prairie_island,minnesota,covid,1012366336.59,68854.1929548,1012337120.73,1012469040.02,1012322064.88,1012324031.07,1012449544.31,4.0,4740899887.46,0.111137306677,0.0013756406871600001,282,0.11113727336899999,4.3848457759400005e-12,0.111374407583
45,29,522.0,-460.0,-10387.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,10.0,ref,prairie_island,minnesota,covid,1011824405.02,123878.935854,1011844339.24,1011938158.92,1011670782.67,1011686921.01,1011933981.11,4.0,15345990748.3,0.111137306677,0.0006866059715060001,202,0.055470528216,4.3848457759400005e-12,0.111374407583
46,53,522.0,-460.0,-10387.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,50974.0,ref,prairie_island,minnesota,covid,1011447323.07,129098.16121300001,1011392781.1,1011639810.66,1011363919.43,1011367563.66,1011603441.24,4.0,16666335228.6,0.111137306677,0.000687820343581,292,0.055568636684699996,4.3848457759400005e-12,0.111374407583
47,36,522.0,-507.0,-10387.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,16991.0,ref,prairie_island,minnesota,covid,981140690.849,288857.660762,981105347.252,981521130.396,980830938.496,980863139.1860001,981467723.548,4.0,83438748180.9,0.111137306677,0.000687820343581,231,0.11113727336899999,4.3848457759400005e-12,0.0556872037915
48,31,522.0,-507.0,-10387.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,11327.0,ref,prairie_island,minnesota,covid,980975782.173,276629.195048,980914572.129,981361900.622,980712083.8130001,980736223.92,981301034.488,4.0,76523711552.8,0.111137306677,0.000687759624978,221,0.111127462523,4.3848457759400005e-12,0.0556872037915
49,43,522.0,-507.0,-10387.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,22655.0,ref,prairie_island,minnesota,covid,980866609.69,425969.704656,980911157.1819999,981330063.666,980314060.7310001,980388519.9419999,981282332.95,4.0,181450189285.0,0.111137306677,0.000687820343581,241,0.11113727336899999,4.3848457759400005e-12,0.0556872037915
50,40,522.0,-507.0,-10387.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,28319.0,ref,prairie_island,minnesota,covid,979892422.617,162437.619054,979911020.104,980064044.874,979683605.386,979709918.046,980048890.7060001,4.0,26385980084.1,0.111137306677,0.000687759624978,251,0.111127462523,4.3848457759400005e-12,0.0556872037915
51,45,522.0,-507.0,-10387.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,33982.0,ref,prairie_island,minnesota,covid,979103142.084,195951.753806,979102645.854,979308441.738,978898834.8889999,978910641.12,979296337.7689999,4.0,38397089819.6,0.111137306677,0.000687759624978,261,0.111127462523,4.3848457759400005e-12,0.0556872037915
52,35,522.0,-507.0,-10387.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,5664.0,ref,prairie_island,minnesota,covid,978095288.02,226024.34472800003,978186647.8410001,978247629.0689999,977760227.33,977820681.6919999,978241990.6,4.0,51087004409.9,0.111137306677,0.00068715243894,211,0.11102935405400001,4.3848457759400005e-12,0.0556872037915
53,47,522.0,-507.0,-10387.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,39646.0,ref,prairie_island,minnesota,covid,977728729.9139999,216319.408521,977811770.3510001,977882817.5560001,977408561.4,977467087.119,977874116.098,4.0,46794086502.7,0.111137306677,0.000687820343581,271,0.11113727336899999,4.3848457759400005e-12,0.0556872037915
54,51,522.0,-507.0,-10387.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,45310.0,ref,prairie_island,minnesota,covid,976953871.991,133615.873144,976941761.1989999,977111221.8989999,976820743.665,976827881.6989999,977096817.39,4.0,17853201556.1,0.111137306677,0.000687820343581,281,0.11113727336899999,4.3848457759400005e-12,0.0556872037915
55,52,522.0,-507.0,-10387.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,50974.0,ref,prairie_island,minnesota,covid,975830051.765,298922.558012,975740532.209,976262296.9439999,975576845.6989999,975597901.103,976187529.8060001,4.0,89354695688.4,0.111137306677,0.00034391017179100005,291,0.055568636684699996,4.3848457759400005e-12,0.0556872037915
56,28,522.0,-507.0,-10387.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,10.0,ref,prairie_island,minnesota,covid,969253050.3889999,76621.22967110001,969271569.765,969322243.883,969146818.142,969162432.243,969317741.407,4.0,5870812836.32,0.111137306677,0.00034330298575300003,201,0.055470528216,4.3848457759400005e-12,0.0556872037915
57,61,522.0,-366.0,-9208.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,5664.0,ref,prairie_island,minnesota,covid,930215133.6760001,313782.615417,930175370.163,930595736.6989999,929914057.6789999,929927995.9369999,930557940.3330001,4.0,98459529737.9,0.111137306677,0.0013596846132200003,314,0.11102935405400001,4.3848457759400005e-12,0.11018957346
58,67,522.0,-366.0,-9208.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,11327.0,ref,prairie_island,minnesota,covid,929217449.435,86239.3616317,929205519.382,929314704.827,929144054.148,929144285.4710001,929307315.472,4.0,7437227494.64,0.111137306677,0.00136088606645,324,0.111127462523,4.3848457759400005e-12,0.11018957346
59,68,522.0,-366.0,-9208.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,16991.0,ref,prairie_island,minnesota,covid,928358480.5469999,71756.72991000001,928388655.03,928403865.906,928252746.222,928271047.3069999,928403669.511,4.0,5149028287.38,0.111137306677,0.0013610062117699999,334,0.11113727336899999,4.3848457759400005e-12,0.11018957346
60,78,522.0,-366.0,-9208.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,22655.0,ref,prairie_island,minnesota,covid,927474219.749,120399.958353,927490332.007,927596428.286,927319786.695,927338507.123,927587375.214,4.0,14496149971.4,0.111137306677,0.0013610062117699999,344,0.11113727336899999,4.3848457759400005e-12,0.11018957346
61,76,522.0,-366.0,-9208.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,28319.0,ref,prairie_island,minnesota,covid,926461078.354,46439.949967,926458906.2639999,926518796.4260001,926407704.4610001,926413608.5689999,926511589.065,4.0,2156668952.94,0.111137306677,0.00136088606645,354,0.111127462523,4.3848457759400005e-12,0.11018957346
62,86,522.0,-366.0,-9208.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,33982.0,ref,prairie_island,minnesota,covid,925426777.865,243726.72769499998,925429879.469,925660296.197,925187056.3260001,925196191.403,925653022.082,4.0,59402717792.8,0.111137306677,0.00136088606645,364,0.111127462523,4.3848457759400005e-12,0.11018957346
63,85,522.0,-366.0,-9208.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,39646.0,ref,prairie_island,minnesota,covid,924500585.782,173209.756829,924440827.4610001,924753295.8360001,924367392.371,924374642.83,924710190.385,4.0,30001619860.8,0.111137306677,0.0013610062117699999,374,0.11113727336899999,4.3848457759400005e-12,0.11018957346
64,93,522.0,-366.0,-9208.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,45310.0,ref,prairie_island,minnesota,covid,923682479.641,95723.0732739,923691486.44,923789880.2639999,923557065.42,923576387.671,923775962.092,4.0,9162906757.01,0.111137306677,0.0013610062117699999,384,0.11113727336899999,4.3848457759400005e-12,0.11018957346
65,94,522.0,-366.0,-9208.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,50974.0,ref,prairie_island,minnesota,covid,922671065.093,132263.227117,922631058.459,922854120.0569999,922568023.396,922569864.8360001,922828274.637,4.0,17493561247.3,0.111137306677,0.0006805031058840001,394,0.055568636684699996,4.3848457759400005e-12,0.11018957346
