npp_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,elec_data_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,prefix,ProbabilityWeight-ft_capacity,ProbabilityWeight,PointProbability,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight-htse_capacity
1193.0,-785.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-264033675183000.0,4631356.5534,-264033675183000.0,-264033671908000.0,-264033678458000.0,-264033678130000.0,-264033672236000.0,2.0,21449463524700.0,12,0.125,0.00781263314013,1.17734560967e-13,0.250004260484,0.25
1193.0,-785.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-264033734177000.0,168731.985641,-264033734177000.0,-264033734058000.0,-264033734297000.0,-264033734285000.0,-264033734070000.0,2.0,28470482978.4,17,0.125,0.00781266272682,1.17734560967e-13,0.250005207258,0.25
1193.0,-785.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-264033790840000.0,6388400.91704,-264033790840000.0,-264033786322000.0,-264033795357000.0,-264033794905000.0,-264033786774000.0,2.0,40811666276800.0,22,0.125,0.00390633136341,1.17734560967e-13,0.125002603629,0.25
1193.0,-585.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-264033867634000.0,11371145.6117,-264033867634000.0,-264033859593000.0,-264033875674000.0,-264033874870000.0,-264033860397000.0,2.0,129302952522000.0,28,0.25,0.00781207099292,1.17734560967e-13,0.124993135887,0.25
1193.0,-585.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-264033920572000.0,5351553.53839,-264033920572000.0,-264033916788000.0,-264033924356000.0,-264033923978000.0,-264033917166000.0,2.0,28639125274200.0,33,0.25,0.0156246745464,1.17734560967e-13,0.249994792742,0.25
1193.0,-585.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-264033980133000.0,3078486.4444,-264033980133000.0,-264033977956000.0,-264033982309000.0,-264033982092000.0,-264033978174000.0,2.0,9477078788340.0,38,0.25,0.0156252662803,1.17734560967e-13,0.250004260484,0.25
1193.0,-585.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-264034033615000.0,5831932.67317,-264034033615000.0,-264034029491000.0,-264034037739000.0,-264034037326000.0,-264034029903000.0,2.0,34011438704400.0,43,0.25,0.0156253254536,1.17734560967e-13,0.250005207258,0.25
1193.0,-585.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-264034098158000.0,1933084.91658,-264034098158000.0,-264034096791000.0,-264034099524000.0,-264034099388000.0,-264034096927000.0,2.0,3736817294720.0,48,0.25,0.00781266272682,1.17734560967e-13,0.125002603629,0.25
1193.0,-385.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-264034163516000.0,5872973.37173,-264034163516000.0,-264034159364000.0,-264034167669000.0,-264034167254000.0,-264034159779000.0,2.0,34491816225000.0,54,0.25,0.00781207099292,1.17734560967e-13,0.124993135887,0.25
1193.0,-385.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-264034226810000.0,15780084.3566,-264034226810000.0,-264034215652000.0,-264034237968000.0,-264034236852000.0,-264034216768000.0,2.0,249011062302000.0,59,0.25,0.0156246745464,1.17734560967e-13,0.249994792742,0.25
1193.0,-385.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-264034270555000.0,11741683.8839,-264034270555000.0,-264034262253000.0,-264034278858000.0,-264034278027000.0,-264034263083000.0,2.0,137867140430000.0,64,0.25,0.0156252662803,1.17734560967e-13,0.250004260484,0.25
1193.0,-385.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-264034335439000.0,10328382.1137,-264034335439000.0,-264034328136000.0,-264034342742000.0,-264034342012000.0,-264034328866000.0,2.0,106675477086000.0,69,0.25,0.0156253254536,1.17734560967e-13,0.250005207258,0.25
1193.0,-385.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-264034400580000.0,9294950.23753,-264034400580000.0,-264034394008000.0,-264034407153000.0,-264034406495000.0,-264034394665000.0,2.0,86396099918200.0,74,0.25,0.00781266272682,1.17734560967e-13,0.125002603629,0.25
1193.0,-185.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-264034457896000.0,7403708.47521,-264034457896000.0,-264034452661000.0,-264034463131000.0,-264034462608000.0,-264034453184000.0,2.0,54814899185900.0,80,0.25,0.00390603549646,1.17734560967e-13,0.124993135887,0.125
1193.0,-185.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-264034511456000.0,10177238.3927,-264034511456000.0,-264034504260000.0,-264034518653000.0,-264034517933000.0,-264034504979000.0,2.0,103576181302000.0,85,0.25,0.00781233727318,1.17734560967e-13,0.249994792742,0.125
1193.0,-185.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-264034567451000.0,16018220.3312,-264034567451000.0,-264034556125000.0,-264034578778000.0,-264034577645000.0,-264034557257000.0,2.0,256583382580000.0,90,0.25,0.00781263314013,1.17734560967e-13,0.250004260484,0.125
1193.0,-185.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-264034613949000.0,8691583.09221,-264034613949000.0,-264034607803000.0,-264034620095000.0,-264034619480000.0,-264034608417000.0,2.0,75543616648800.0,95,0.25,0.00781266272682,1.17734560967e-13,0.250005207258,0.125
1193.0,-185.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-264034684572000.0,18552370.9373,-264034684572000.0,-264034671453000.0,-264034697690000.0,-264034696379000.0,-264034672765000.0,2.0,344190467396000.0,100,0.25,0.00390633136341,1.17734560967e-13,0.125002603629,0.125
1193.0,-585.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-527915515199000.0,5209273.33467,-527915515199000.0,-527915511516000.0,-527915518883000.0,-527915518515000.0,-527915511884000.0,2.0,27136528675300.0,3,0.125,0.00390603549646,1.17734560967e-13,0.124993135887,0.25
1193.0,-585.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-527915575248000.0,7498650.3769,-527915575248000.0,-527915569946000.0,-527915580551000.0,-527915580020000.0,-527915570476000.0,2.0,56229757474900.0,8,0.125,0.00781233727318,1.17734560967e-13,0.249994792742,0.25
1193.0,-585.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-527915644211000.0,346159.705312,-527915644211000.0,-527915643966000.0,-527915644456000.0,-527915644431000.0,-527915643991000.0,2.0,119826541582.0,13,0.125,0.00781263314013,1.17734560967e-13,0.250004260484,0.25
1193.0,-585.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-527915682029000.0,393273.125289,-527915682029000.0,-527915681751000.0,-527915682307000.0,-527915682279000.0,-527915681778000.0,2.0,154663751074.0,18,0.125,0.00781266272682,1.17734560967e-13,0.250005207258,0.25
1193.0,-585.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-527915755191000.0,1413678.01737,-527915755191000.0,-527915754192000.0,-527915756191000.0,-527915756091000.0,-527915754292000.0,2.0,1998485536810.0,23,0.125,0.00390633136341,1.17734560967e-13,0.125002603629,0.25
1193.0,-385.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-527915822071000.0,1255786.24385,-527915822071000.0,-527915821183000.0,-527915822958000.0,-527915822870000.0,-527915821271000.0,2.0,1576999090250.0,29,0.25,0.00781207099292,1.17734560967e-13,0.124993135887,0.25
1193.0,-385.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-527915885414000.0,9006124.82716,-527915885414000.0,-527915879045000.0,-527915891782000.0,-527915891145000.0,-527915879682000.0,2.0,81110284402500.0,34,0.25,0.0156246745464,1.17734560967e-13,0.249994792742,0.25
1193.0,-385.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-527915935899000.0,59753.3514374,-527915935899000.0,-527915935857000.0,-527915935941000.0,-527915935937000.0,-527915935861000.0,2.0,3570463008.0,39,0.25,0.0156252662803,1.17734560967e-13,0.250004260484,0.25
1193.0,-385.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-527915997626000.0,858547.752125,-527915997626000.0,-527915997019000.0,-527915998233000.0,-527915998172000.0,-527915997080000.0,2.0,737104242679.0,44,0.25,0.0156253254536,1.17734560967e-13,0.250005207258,0.25
1193.0,-385.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-527916053068000.0,16087005.1156,-527916053068000.0,-527916041692000.0,-527916064443000.0,-527916063305000.0,-527916042830000.0,2.0,258791733591000.0,49,0.25,0.00781266272682,1.17734560967e-13,0.125002603629,0.25
1193.0,-185.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-527916111554000.0,8867106.52913,-527916111554000.0,-527916105284000.0,-527916117824000.0,-527916117197000.0,-527916105911000.0,2.0,78625578198900.0,55,0.25,0.00390603549646,1.17734560967e-13,0.124993135887,0.125
1193.0,-185.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-527916167780000.0,2232978.24955,-527916167780000.0,-527916166201000.0,-527916169359000.0,-527916169201000.0,-527916166359000.0,2.0,4986191862970.0,60,0.25,0.00781233727318,1.17734560967e-13,0.249994792742,0.125
1193.0,-185.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-527916229364000.0,24639298.6018,-527916229364000.0,-527916211941000.0,-527916246787000.0,-527916245044000.0,-527916213684000.0,2.0,607095035588000.0,65,0.25,0.00781263314013,1.17734560967e-13,0.250004260484,0.125
1193.0,-185.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-527916282161000.0,256649.842115,-527916282161000.0,-527916281980000.0,-527916282343000.0,-527916282324000.0,-527916281998000.0,2.0,65869141457.7,70,0.25,0.00781266272682,1.17734560967e-13,0.250005207258,0.125
1193.0,-185.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-527916339570000.0,7751460.5408,-527916339570000.0,-527916334089000.0,-527916345051000.0,-527916344503000.0,-527916334637000.0,2.0,60085140515600.0,75,0.25,0.00390633136341,1.17734560967e-13,0.125002603629,0.125
1193.0,-385.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-791797478893000.0,1052301.6393,-791797478893000.0,-791797478149000.0,-791797479638000.0,-791797479563000.0,-791797478224000.0,2.0,1107338740070.0,4,0.125,0.00390603549646,1.17734560967e-13,0.124993135887,0.25
1193.0,-385.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-791797531639000.0,8479073.50703,-791797531639000.0,-791797525643000.0,-791797537634000.0,-791797537035000.0,-791797526243000.0,2.0,71894687537600.0,9,0.125,0.00781233727318,1.17734560967e-13,0.249994792742,0.25
1193.0,-385.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-791797583920000.0,148616.963231,-791797583920000.0,-791797583815000.0,-791797584025000.0,-791797584015000.0,-791797583826000.0,2.0,22087001760.0,14,0.125,0.00781263314013,1.17734560967e-13,0.250004260484,0.25
1193.0,-385.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-791797645876000.0,14314796.604,-791797645876000.0,-791797635754000.0,-791797655998000.0,-791797654986000.0,-791797636766000.0,2.0,204913401814000.0,19,0.125,0.00781266272682,1.17734560967e-13,0.250005207258,0.25
1193.0,-385.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-791797701436000.0,175601.130273,-791797701436000.0,-791797701312000.0,-791797701560000.0,-791797701548000.0,-791797701324000.0,2.0,30835756953.1,24,0.125,0.00390633136341,1.17734560967e-13,0.125002603629,0.25
1193.0,-185.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-791797778881000.0,12145677.5214,-791797778881000.0,-791797770293000.0,-791797787469000.0,-791797786611000.0,-791797771152000.0,2.0,147517482454000.0,30,0.25,0.00390603549646,1.17734560967e-13,0.124993135887,0.125
1193.0,-185.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-791797837639000.0,4557785.9819,-791797837639000.0,-791797834416000.0,-791797840861000.0,-791797840539000.0,-791797834738000.0,2.0,20773413056800.0,35,0.25,0.00781233727318,1.17734560967e-13,0.249994792742,0.125
1193.0,-185.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-791797891909000.0,16586906.2312,-791797891909000.0,-791797880180000.0,-791797903638000.0,-791797902465000.0,-791797881353000.0,2.0,275125458323000.0,40,0.25,0.00781263314013,1.17734560967e-13,0.250004260484,0.125
1193.0,-185.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-791797959786000.0,2877733.32704,-791797959786000.0,-791797957751000.0,-791797961820000.0,-791797961617000.0,-791797957954000.0,2.0,8281349101590.0,45,0.25,0.00781266272682,1.17734560967e-13,0.250005207258,0.125
1193.0,-185.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-791798010430000.0,11493468.0358,-791798010430000.0,-791798002303000.0,-791798018557000.0,-791798017744000.0,-791798003115000.0,2.0,132099807491000.0,50,0.25,0.00390633136341,1.17734560967e-13,0.125002603629,0.125
1193.0,-185.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-1055679447860000.0,3983357.00483,-1055679447860000.0,-1055679445040000.0,-1055679450680000.0,-1055679450400000.0,-1055679445330000.0,2.0,15867133027900.0,5,0.125,0.00195301774823,1.17734560967e-13,0.124993135887,0.125
1193.0,-185.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-1055679483860000.0,3516370.2515,-1055679483860000.0,-1055679481370000.0,-1055679486340000.0,-1055679486100000.0,-1055679481620000.0,2.0,12364859745700.0,10,0.125,0.00390616863659,1.17734560967e-13,0.249994792742,0.125
1193.0,-185.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-1055679529660000.0,5697166.93742,-1055679529660000.0,-1055679525630000.0,-1055679533680000.0,-1055679533280000.0,-1055679526030000.0,2.0,32457711112800.0,15,0.125,0.00390631657006,1.17734560967e-13,0.250004260484,0.125
1193.0,-185.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-1055679596990000.0,17369990.3986,-1055679596990000.0,-1055679584710000.0,-1055679609270000.0,-1055679608040000.0,-1055679585930000.0,2.0,301716566448000.0,20,0.125,0.00390633136341,1.17734560967e-13,0.250005207258,0.125
1193.0,-185.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-1055679644110000.0,1146471.73393,-1055679644110000.0,-1055679643300000.0,-1055679644920000.0,-1055679644840000.0,-1055679643380000.0,2.0,1314397436700.0,25,0.125,0.00195316568171,1.17734560967e-13,0.125002603629,0.125
